ID2,title,amenityfeatures,description,streetaddress,type,city,state,unclear_address,Year,unclear type or question,notes,Last Modified
5135,MCC,,"(United Methodist Church) 272-9247, 7pm ",134 Mathewson St.,Religious Organization,Providence,RI,,1992,,,4/25/2023 9:32pm
702,Paradise Bar & Grill,(MX),"444-9507 Italian & American cuisine, lunch 11am-2:30pm, dinner 5pm",135 12th St.,Restaurants & Cafes,Oakland,CA,,1992,,,4/25/2023 9:32pm
6122,Triangle Bar ,"(*),(D),(V),(YC)",643-9758 5pm-2am,135 E. National Ave.,Bars,Milwaukee,WI,,1992,,,4/25/2023 9:32pm
1165,Albion House Inn,(MX),621-0896 B &B,135 Gough Street,Accomodations,San Francisco,CA,,1992,,,4/25/2023 9:32pm
3114,Modern Times Cafe,"(W),(E)",Cambridge 354-8371,135 Hampshire St.,Restaurants & Cafes,Boston,MA,,1992,,,5/18/2023 11:22am
5740,Pearl's,"(MW),(YC),(D)","863-2343 5pm-2am Sun-Fri, from 8pm Sat, 2nd Sun Men's T-Dance",135 Pearl St.,Bars,Burlington,VT,,1992,,,4/25/2023 9:32pm
4100,Affirmation,,(Washington Sq. United Method. Ch.) 777-2528 11am Sun,135 W. 4th St.,Religious Organization,New York City,NY,,1992,,,4/25/2023 9:32pm
4189,MCC,,"(Lesbian/Gay Center) 242-1212, 7pm Sun",135 W. 4th St.,Religious Organization,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
3053,Leather Underground,,538-0991,136 W. Read St.,Erotica,Baltimore,MD,,1992,,,4/25/2023 9:32pm
3639,Downtown Metropolis,,831-2894 cards & gifts,137 Park Central Square,Bookstore/Retail Shops,Springfield,MO,,1992,,,4/25/2023 9:32pm
1568,West Side Cafe,"(MW),(F),(D),(E),(AH)","226-0888 8am-1am food service, dancing til dawn",137 Rehoboth Ave.,Bars,Rehoboth Beach,DE,,1992,,,4/25/2023 9:32pm
4978,Sealed With A Kiss,,925-7474,137 S. 13th St.,Bookstore/Retail Shops,Philadelphia,PA,,1992,,,4/25/2023 9:32pm
3850,Rendezvous,(H),"347-8539 3pm-3am, cruisy",137 S. New York Ave.,"Bars,Cruising Areas",Atlantic City,NJ,,1992,,,4/25/2023 9:32pm
85,Anchorage Video Mart,,"276-9224, 24hrs",137 W. 5th Ave. ,Erotica,Anchorage,AK,,1992,,,4/25/2023 9:32pm
2579,Bookland,,"639-9864 lesbian/gay section, 6am-7pm Mon-Sat, til 6pm Sun",137 W. Market,Bookstore/Retail Shops,Indianapolis,IN,,1992,,,4/25/2023 9:32pm
127,Cattlemen's Exchange,(OC),"266-0875 conversation bar, upstairs ""Hayloft"" bar,10am-1am",138 W. Camelback Rd. ,Bars,Phoenix,AZ,,1992,,,4/25/2023 9:32pm
1449,Empress Theater,,778-6584,139 Broadway,Erotica,Denver,CO,,1992,,,4/25/2023 9:32pm
4329,Mike's State Street Pub,"(MW),(D),(OC)",232-9303 2pm-2am,139 State St.,Bars,Rochester,NY,,1992,,,4/25/2023 9:32pm
4144,Ninth Circle,"(*),(NH),(YC)",243-9204 noon,139 W. 10th St.,Bars,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
331,Serenity Fellowship (AA),,221-6907 call for mtg times,139 W. Olive,Info Lines & Services,Fresno,CA,,1992,,,4/25/2023 9:32pm
3212,Crosswinds Inn,(MW),"487-3533 B & B, year round",140 Bradford St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
2097,Downstairs Cafe,"(MX),(BW),(E),(F)","549-4416 acoustic, jazz, poetry, vegetarian food, 11am-1am Mon-Fri, til midnight Sat, brunch Sun",140 E Clayton,Bars,Athens,GA,,1992,,,4/25/2023 9:32pm
4013,Allie's Bookstore,,724-8659,140 Washington St.,Erotica,Binghampton,NY,,1992,,,4/25/2023 9:32pm
4134,Eagle's Nest,"(*),(LV),(L),(V)","(at 21st) 691-8451 cruisy, 10pm-4am",142 11th Ave.,"Bars,Cruising Areas",Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
3243,Sunset Inn,(MW),487-9810 B & B seasonal,142 Bradford St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
950,"Hillcrest Gym, The",,"299-7867 (PUMP) full gym, 5am-10pm Mon-Fri, 8am-8pm Sat, til 6pm Sun",142 University Ave. ,Gyms/Health Clubs,San Diego,CA,,1992,,,4/25/2023 9:32pm
4249,Community Book Store,,"783-3075 general books with gay section, 10am-9pm Mon-Fri, 11am-7pm Sat & Sun",143 7th Ave.,Bookstore/Retail Shops,Brooklyn,NY,,1992,,,4/25/2023 9:32pm
4154,Two Potato,(NH),255-0286 multi-racial clientele,143 Christopher St.,Bars,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
4599,Wall Street,"(*),(MW),(D),(YC),(S)","464-2800 8pm-2:30am Wed-Sun, more gay men Wed",144 N. Wall St.,Bars,Columbus,OH,,1992,,,4/25/2023 9:32pm
4929,Backstreet Inn,"(*),(MX),(SW)","862-9571 B & B, year round, priv baths",144 Old York Rd.,Accomodations,New Hope,PA,,1992,,,4/25/2023 9:32pm
1499,Dignity-Hartford,,"(Quaker Mtg House), W. Hartford 296-9229, 6pm Sun",144 S. Quaker Ln.,Religious Organization,Hartford,CT,,1992,,,4/25/2023 9:32pm
4350,Mother Eves,,370-9865 9pm-4am Tues-Sun,145 Barrett St.,Bars,Schenectady,NY,,1992,,,4/25/2023 9:32pm
1412,Compound,"(D),(LV),(L)",722-7977 7am-2am,145 Broadway,Bars,Denver,CO,,1992,,,4/25/2023 9:32pm
3194,Beachfront Realty,,487-1397,145 commercial st.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
2581,Just Cards,,638-1170 9am-5:30pm Mon-Fri (til 8pm Thurs) 10am-5pm Sat,145 E. Ohio St.,Bookstore/Retail Shops,Indianapolis,IN,,1992,,,4/25/2023 9:32pm
3792,Ron's Piano Bar,,829-7667 11am-3am,145 Hillcrest St.,Bars,Reno,NV,,1992,,,4/25/2023 9:32pm
2257,Elsie's Club Polynesian,"(MX),(D),(E),(S)",538-9592 6am-2am,145 N. Hotel St.,Bars,"Honolulu, Oahu",HI,,1992,,,4/25/2023 9:32pm
2460,Adult Books & Cinema X,,423-9540 24hrs,145 N. Main St.,Erotica,Decatur,IL,,1992,,,4/25/2023 9:32pm
3401,Ropa,"(*),(D),(S)","783-6333 8pm-2:30am Tues-Sat, clsd Sun & Mon",146 W. Michigan Ave.,Cruising Areas,Jackson,MI,,1992,,,4/25/2023 9:32pm
2100,Barnett's Newsstand,,"353-0530 gay/lesbian section, 8pm-10pm",147 College Ave.,Bookstore/Retail Shops,Athens,GA,,1992,,,4/25/2023 9:32pm
3300,Tall Pines Inn,"(MW),(D)",649-9124 8pm-2am Fri-Sun,147 Frost St.,Cruising Areas,Tyngsboro,MA,,1992,,,4/25/2023 9:32pm
2215,Royal Drive Cottages,(MW),"822-2321 garden cottages with kitchenettes, private bath, year round",147 Royal Dr.,Accomodations,"Kapaa, Kauai",HI,,1992,,,4/25/2023 9:32pm
5708,Radio City,"(D),(BW),(S)","532-9327 opens 11am, popular weekends",147 S. State St.,Bars,Salt Lake City,UT,,1992,,,4/25/2023 9:32pm
1119,MCC of San Francisco,,"863-4434 9am, 11am & 7pm Sun",150 Eureka St.,Religious Organization,San Francisco,CA,,1992,,,4/25/2023 9:32pm
4026,Club Heat,"(*),(MW),(D)","842-6825 Wed-Sun 8pm-4am, patio",153 Deleware Ave.,Bars,Buffalo,NY,,1992,,,4/25/2023 9:32pm
4330,Tara,"(*),(MW),(NH),(E),(OC)","232-4719 piano bar, noon-2am",153 Liberty Pole Way,Bars,Rochester,NY,,1992,,,4/25/2023 9:32pm
3534,Le Bistro,"(MW),(D),(S),(AH)",388-9366 8pm-closing,153 Veterans Blvd.,Bars,Biloxi,MS,,1992,,,4/25/2023 9:32pm
4177,Three Lives Book Store,,"741-2069 11am-9pm Mon-Sat, 1pm-7pm Sun",154 W. 10th St.,Bookstore/Retail Shops,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
138,Oscars,"(AH),(D),(S)","274-8505 noon-1am Mon-Sat, from 10am Sun",155 W. Camelback,Bars,Phoenix,AZ,,1992,,,4/25/2023 9:32pm
4196,Pleasure Chest,,"242-2158 leather, noon-10pm",156 7th Ave. S.,Erotica,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
3216,Elephant Walk Guest House,(*),487-2543 seasonal,156 Bradford St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
1167,Carl Street Unicorn House,(W),"753-5194 B & B, some men, open year round",156 Carl St.,Accomodations,San Francisco,CA,,1992,,,4/25/2023 9:32pm
2747,MCC,,267-1852 11am & 7pm Sun,156 S. Kansas St.,Religious Organization,Wichita,KS,,1992,,,4/25/2023 9:32pm
5756,AA Video & Books,,,156 West St.,Erotica,Rutland,VT,,1992,,,4/25/2023 9:32pm
3274,Snug Harbor,(MW),487-2276 Cajun & continental cuisine,157 Commercial St.,Restaurants & Cafes,Provincetown,MA,,1992,,,4/25/2023 9:32pm
2376,Second Story Bar,(NH),"923-9536 noon-2am Mon-Fri, from 3pm Sat & Sun",157 E. Ohio St.,Bars,Chicago,IL,,1992,,,4/25/2023 9:32pm
3190,Admiral's Landing Guesthouse,(MX),487-9665 year round,158 Bradford St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
3237,Rose & Crown,(MW),487-3332 year round,158 Commercial St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
316,F St. Bookstore,,24hrs,158 E. Main St.,Erotica,El Cajon,CA,,1992,,,4/25/2023 9:32pm
4349,Clinton St. Pub,"(MX),(NH)",382-9173 noon-4am,159 Clinton St.,Bars,Schenectady,NY,,1992,,,4/25/2023 9:32pm
4136,Julius',(*),929-9672,159 W. 10th St.,Bars,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
1432,Broadway Bodyworks,,"722-4342 gym facilities only, open every day",160 S. Broadway,Gyms/Health Clubs,Denver,CO,,1992,,,4/25/2023 9:32pm
4103,Michael's Thing,,724-3691,160 W. 46th. ,Publication,New York City,NY,,1992,,,4/25/2023 9:32pm
3198,Boatslip Beach Club,"(*),(MW),(F)","487-1669 waterside rooms, seasonal",161 Commercial St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
3847,"Rose Cottage, The",,"(Snake Alley) 345-8196 shared baths, year round",161 S. Westminster,Accomodations,Atlantic City,NJ,,1992,,,5/18/2023 9:26am
4123,Altar,(L),571-7272 1pm-4am,161 W. Broadway ,Bars,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
4309,Coven Cafe,"(MX),(F),(E)","358-9829 11:30am-1am, til 4am Fri & Sat, clsd Mon",162 Main St. ,Bars,Nyack,NY,,1992,,,4/25/2023 9:32pm
1254,Ram's Head,(NH),775-6960 6am-2am,162 Turk St.,Bars,San Francisco,CA,,1992,,,4/25/2023 9:32pm
3202,Captain & His Ship,(*),"487-1850 B & B, year round",164 Commercial St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
5282,Town House Tea Room,(MW),254-1277 cocktails,165 8th Ave. N.,Restaurants & Cafes,Nashville,TN,,1992,,,4/25/2023 9:32pm
3238,Sandpiper Beach House,"(*),(MW)",487-1928 year round,165 Commercial St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
3206,Casablanca Guest House,(MW),487-0859,166 Commercial St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
1527,York Street Book Store,,865-2331,166 York St.,Erotica,New Haven,CT,,1992,,,4/25/2023 9:32pm
5275,Gaslight,"(MW),(E)","254-1278 piano bar, 4:30pm-1am Mon-Thurs, til 3am Fri & Sat, noon-1am Sun",167 1/2 8th Ave. N.,Bars,Nashville,TN,,1992,,,4/25/2023 9:32pm
5270,Savage House,,"244-2229 B & B, open year round",167 8th Ave. N. ,Accomodations,Nashville,TN,,1992,,,4/25/2023 9:32pm
3011,Remmus on the Rocks,(MW),363-6048 open Memorial Day-Columbus Day,167 Numble Rd.,Accomodations,York Harbor,ME,,1992,,,4/25/2023 9:32pm
1522,Pub Cafe,(MX),"789-8612 2pm-1am Sun-Thurs, til 2am Fri & Sat, full bar",168 York St.,Restaurants & Cafes,New Haven,CT,,1992,,,4/25/2023 9:32pm
3849,Entertainers Club,(*),"344-9223 24hrs, patio in summer",169 S. Westminster ,Bars,Atlantic City,NJ,,1992,,,4/25/2023 9:32pm
662,Golden Bull,"(*),(MX)","Santa Monica 454-2078 cocktails, 4:30pm-2am",170 W. Channel Rd.,Restaurants & Cafes,Los Angeles,CA,,1992,,,5/18/2023 11:22am
1272,Club St. John,"(*),(D),(E),(S),(V),(F)","947-1667 piano bar, 11am-2am Sun-Fri, 5pm-2am Sat",170 W. St. John St.,Bars,San Jose,CA,,1992,,,4/25/2023 9:32pm
4327,Infinity,"(*),(M),(D),(YC),(S)","232-4370 Sun, Tues & Thurs 10pm-2am, til 3am Fri & Sat",171 St. Paul St.,Bars,Rochester,NY,,1992,,,4/25/2023 9:32pm
1344,Pleasure Place Books,,464-8073 10am-1am,171 W. Adams,Erotica,Stockton,CA,,1992,,,4/25/2023 9:32pm
3250,White Wind Inn,(MW),487-1526 year round,174 Commercial St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
1584,Discount Adult Books,,New Castle 328-4812,174 S. DuPont Hwy.,Erotica,Wilmington,DE,,1992,,,5/18/2023 11:23am
4265,Silver Lining,"(MW),(D),(V),(YC),(S)",Floral Park 354-9641 9pm-4am,175 Cherry Ln.,Bars,Queens,NY,,1992,,,5/18/2023 11:23am
3192,Anchor Inn Guest House,"(*),(MW)",487-0432 year round,175 Commercial St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
736,Harlow Club Hotel,"(*),(SW),(IGTA)","323-3977 cont'l bbreakfast, lunch buffet, gym, jacuzzi, year round",175 E. El Alameda,Accomodations,Palm Springs,CA,,1992,,,4/25/2023 9:32pm
1267,Bangle San Jose,,(Billy DeFrank Community Center) 293-2429 social group meets 7pm 2nd Wed,175 Stockton Ave.,Info Lines & Services,San Jose,CA,,1992,,,4/25/2023 9:32pm
1268,Billy DeFrank Center & Hotline,,"293-4525/2429 6pm-9pm Mon-Fri, noon-9pm Wed & Sun",175 Stockton Ave.,Info Lines & Services,San Jose,CA,,1992,,,4/25/2023 9:32pm
3273,Sebastian's Long & Narrow Restaurant,(MX),487-3286,177 Commercial St.,Restaurants & Cafes,Provincetown,MA,,1992,,,4/25/2023 9:32pm
1136,Pleasuredome,,"@ 3, 255-6434, Box 69",177 Townsend,Bars,San Francisco,CA,,1992,,,4/25/2023 9:32pm
4317,Gay Alliance Community Center,,244-8640 (Hotline) 6pm-10pm Mon-Fri,179 Atlantic Ave.,Info Lines & Services,Rochester,NY,,1992,,,4/25/2023 9:32pm
4341,Empty Closet,,244-9030 monthly,179 Atlantic Ave.,Publication,Rochester,NY,,1992,,,4/25/2023 9:32pm
3105,Paradise,"(*),(D),(V)",Cambridge 864-4130 4pm-2am,180 Massachusetts Ave.,Bars,Boston,MA,,1992,,,5/18/2023 11:23am
3891,Maddie's Mine Hill Tavern,"(MW),(NH),(F)",328-9611 3pm-2am,181 Randolph Ave.,Bars,Mine Hill,NJ,,1992,,,4/25/2023 9:32pm
3278,Pride's Presents,(*),487-1127,182 Commercial St.,Bookstore/Retail Shops,Provincetown,MA,,1992,,,4/25/2023 9:32pm
1495,Equinox,,"523-1866, 11am-7pm Tues-Sat, clsd Sun & Mon",182 S. Whitney St.,Bookstore/Retail Shops,Hartford,CT,,1992,,,4/25/2023 9:32pm
3883,Clark Travel Service,(IGTA),333-2000,183 Montgomery St.,Travel & Tour Operators,Jersey City,NJ,,1992,,,4/25/2023 9:32pm
4010,AA Gay/Lesbian,,"(Unitarian Church) 722-5983, 7pm Sat",183 Riverside Dr.,Info Lines & Services,Binghampton,NY,,1992,,,4/25/2023 9:32pm
3228,Normandy House,"(*),(IGTA),(N)","487-1197 jacuzzi, seasonal",184 Bradford St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
3361,Punchinello's,(MX),Birmingham 644-5277 11am-midnight Mon-Sat,184 Pierce St.,Restaurants & Cafes,Detroit,MI,,1992,,,5/18/2023 11:23am
1152,China Basin Travel Center,,777-4747,185 Berry St.,Travel & Tour Operators,San Francisco,CA,,1992,,,4/25/2023 9:32pm
4132,"Dugout, The","(E),(F)","242-9113 sports & piano bar, 2 flrs",185 Christopher St.,Bars,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
2214,Hale Kahawai,(IGTA),"822-1031 B & B, tropical brkfst, mtn. views, year round",185 Kahawai Pl.,Accomodations,"Kapaa, Kauai",HI,,1992,,,4/25/2023 9:32pm
3197,Blondie's Inn,"(MW),(F)",487-1443 seasonal,186 Commercial St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
3118,New Words Bookstore,,Cambridge 876-5310 women's bookstore with gay/lesbian titles,186 Hampshire St.,Bookstore/Retail Shops,Boston,MA,,1992,,,5/18/2023 11:23am
2112,Colony Square Hotel,"(MX),(F)","892-6000 cocktails, full gym",188 14th St.,Accomodations,Atlanta,GA,,1992,,,4/25/2023 9:32pm
5739,Border,"(MX),(D),(E),(AH)","864-0107 9pm-2am, til 3:30m Sat, after 1am Sat popular for gays",188 Main St.,Bars,Burlington,VT,,1992,,,4/25/2023 9:32pm
5122,"Metro, The","(MX),(YC)",274-7770,189 Weybosset St.,Bars,Providence,RI,,1992,,,4/25/2023 9:32pm
3304,Your Travel Arrangements,,846-4049,191 Court Rd.,Travel & Tour Operators,Winthrop,MA,,1992,,,4/25/2023 9:32pm
3166,Joseph's,"(MW),(D),(V)","599-9483 3pm-2am Mon-Fri, 1:30pm-2am Sat & Sun",191 Oxford St.,Bars,Lynn,MA,,1992,,,4/25/2023 9:32pm
449,Royal Tours & Travel,(IGTA),438-1181/(800)828-6759,191 Park Ave.,Travel & Tour Operators,Long Beach,CA,,1992,,,4/25/2023 9:32pm
1468,Sweet Basil,(MX),"476-0125 11:30am-2:30pm lunch, 5:30-10:00pm dinner",193 E. Gore Creek Dr.,Restaurants & Cafes,Vail,CO,,1992,,,4/25/2023 9:32pm
6109,Ballgame,"(*),(NH),(V)",273-7474 noon-2am,196 S. 2nd St.,Bars,Milwaukee,WI,,1992,,,4/25/2023 9:32pm
2953,Northport House,(MX),"338-1422 B & B, year round",197 Northport Ave.,Accomodations,Belfast,ME,,1992,,,4/25/2023 9:32pm
1065,Transfer,(NH),861-7499 6am-2am,198 Church St.,Bars,San Francisco,CA,,1992,,,4/25/2023 9:32pm
3232,"Ranch, The",,"487-1542 guesthouse exclusively gay men, seasonal",198 Commercial St.,Accomodations,Provincetown,MA,,1992,,,4/25/2023 9:32pm
2099,"Globe, The","(MX),(BW)","353-4721 4pm-2am Mon-Fri, til midnight Sat",199 N. Lumpkin,Bars,Athens,GA,,1992,,,4/25/2023 9:32pm
3549,Interchange,"(MW),(B),(D),(S),(BW),(BYOB)",,200 N. Mill St.,Bars,Jackson,MS,,1992,,,4/25/2023 9:32pm
3722,"Panic, The","(MW),(D),(S),(LV)","435-8764 4pm-1am Mon-Fri, from 1pm Sat & Sun",200 S. 18th St.,Bars,Lincoln,NE,,1992,,,8/7/2023 2:46pm
5709,Sun Club,"(*),(MW),(YC),(PC),(D),(F)",531-0833 opens noon,200 S. 702 West ,Bars,Salt Lake City,UT,,1992,,,4/25/2023 9:32pm
2332,Bank Lounge,"(*),(D),(E),(S),(V),(YC)","891-9651 patio, 7pm-2am Sun-Tues & Thurs, til 3am Wed, Fri & Sat",200 State St.,Bars,Calumet City,IL,,1992,,,4/25/2023 9:32pm
5900,Counseling Service for Sexual Minorities,,"Ste. 300, 282-9307 noon-9pm Mon-Fri",200 W. Mercer,Info Lines & Services,Seattle,WA,,1992,,,4/25/2023 9:32pm
2029,P.S.,,823-2937 clsd Sun,201 1st St. N.,Bookstore/Retail Shops,St. Petersburg,FL,,1992,,,4/25/2023 9:32pm
1796,Bo's Coral Reef,"(MW),(D),(F)","246-9874 noon-2am Mon-Sat, 1pm-2am Sun",201 5th Ave. N.,Bars,Jacksonville Beach,FL,,1992,,,4/25/2023 9:32pm
5670,"Gig, The","(MW),(D),(PC),(S)","(Hwy 71 S.) 773-6900 patio, 6pm-mid Wed/Th, 8pm-5am Fri/Sat, 3pm-mid Sun",201 E. St.,Bars,South Padre Island,TX,,1992,,,4/25/2023 9:32pm
3989,Galisteo News,,"984-1316 gay/lesbian periodicals & coffeehouse, 7am-7pm",201 Galisteo St,Bookstore/Retail Shops,Santa Fe,NM,,1992,,,4/25/2023 9:32pm
3822,Merri-Mac Club,"(*),(MW),(PC),(D)","623-9362 11am-1:30am Mon-Fri, noon-1:30am Sat & Sun",201 Merrimack ,Bars,Manchester,NH,,1992,,,4/25/2023 9:32pm
873,Goldies I,,"447-5860, 24hrs",201 N. 12th St.,Erotica,Sacramento,CA,,1992,,,4/25/2023 9:32pm
5301,Just Friends,"(MW),(D),(S)","672-0882 7pm-midnight Tues-Thurs, til 1 Fri, till 2 Sat, 6-midnight Sun",201 S. 14th St.,Bars,Abilene,TX,,1992,,,4/25/2023 9:32pm
4946,Penguin Place,,"923-7505 gay community center, library, bingo & cabaret",201 S. Camac St.,Info Lines & Services,Philadelphia,PA,,1992,,,4/25/2023 9:32pm
2521,Bullwinkle's,"(MW),(D),(S)","334-3232 5pm-3am Mon-Sat, clsd Sun",201 S. College,Bars,Bloomington,IN,,1992,,,4/25/2023 9:32pm
4012,Risky Business,"(*),(V),(D),(YC)","723-1507 5pm-1am Sun-Thurs, til 3am Fri/Sat",201 State St.,Bars,Binghampton,NY,,1992,,,4/25/2023 9:32pm
4911,Tally Ho,"(*),(MW),(D),(F),(YC)","299-0661 6pm-2am Mon-Sat, 8pm-2am Sun",201 W. Orange,Bars,Lancaster,PA,,1992,checked,,4/25/2023 9:32pm
4080,Nite Spot,"(MW),(D),(S)",483-3456 3pm-2am,201 Windsor ,Bars,Jamestown,NY,,1992,,,4/25/2023 9:32pm
2064,Tomes and Treasures,,"251-9368 gay/lesbian bookstore, noon-9pm Mon-Sat, 1pm-6pm Sun",202 1/2 S. Howard Ave.,Bookstore/Retail Shops,Tampa,FL,,1992,,,4/25/2023 9:32pm
5657,River City Living MC,,"822-1121, 11am Sun",202 Holland ,Religious Organization,San Antonio,TX,,1992,,,4/25/2023 9:32pm
5654,Dignity,,"(at St. Mary's Church) 558-3287, 5:15pm Sun",202 N. St. Mary's,Religious Organization,San Antonio,TX,,1992,,,4/25/2023 9:32pm
4969,Woody's,"(*),(YC),(LV),(F)",545-1893 11am-2am,202 S. 13th St.,Bars,Philadelphia,PA,,1992,,,4/25/2023 9:32pm
4367,Stutz,"(*),(D),(S)","761-3100 3pm-4am Mon-Fri, from 8pm Sat/Sun",202 Westchester Ave.,Bars,White Plains,NY,,1992,,,4/25/2023 9:32pm
782,Incognito,"(D),(YC)",792-3735 2pm-2amFri,203 N. Sierra Madre Blvd.,Bars,Pasadena,CA,,1992,,,4/25/2023 9:32pm
3030,"Drinkery, The",(NH),669-9820 11am-2am,203 W. Read St.,Bars,Baltimore,MD,,1992,,,4/25/2023 9:32pm
5469,Briar Patch,"(MX),(NH),(OC)",546-9100 noon-2am,204 E. Rio Grande St.,Bars,El Paso,TX,,1992,,,4/25/2023 9:32pm
1999,Red Carpet,"(W),(D),(BW),(E)",453-9918 3pm-2:30am,204 Old Corry Field Rd.,Bars,Pensacola,FL,,1992,,,4/25/2023 9:32pm
3608,View on the Hill,(NH),"Kansas City, KS (913) 371-9370 4pm-2am Mon-Fri, from noon Sat & Sun, women welcome!",204 Orchard,Bars,Kansas City,KS,,1992,,,5/18/2023 11:57am
3134,Art I & II Cinemas,,482-4661 all-male theatre,204 Tremont,Erotica,Boston,MA,,1992,,,4/25/2023 9:32pm
5100,Steam Works,(PC),725-4993,205 Calle Luna,Gyms/Health Clubs,San Juan,PR,,1992,,,4/25/2023 9:32pm
3052,Center News,,727-9544,205 W. Fayette St.,Erotica,Baltimore,MD,,1992,,,4/25/2023 9:32pm
3021,Shirley-Madison Inn,(MX),728-6550n B & B,205 W. Madison St.,Accomodations,Baltimore,MD,,1992,,,4/25/2023 9:32pm
3322,Crazy Wisdom Books,,665-2757,206 N. 4th Ave.,Bookstore/Retail Shops,Ann Arbor,MI,,1992,,,4/25/2023 9:32pm
4947,Bike Stop,"(*),(LV),(L),(CW)","627-1662 CW band Sun 9pm-1:30am, 4 bars, 4 flrs",206 S. Quince ,Bars,Philadelphia,PA,,1992,,,4/25/2023 9:32pm
5136,Upstairs Bookshop,,272-3139,206 Washington ,Erotica,Providence,RI,,1992,,,4/25/2023 9:32pm
56,Zippers,"(MW),(D),(S),(AH),(PC)","263-7890 8pm-? Mon-Sat, 6pm-? Sun",207 Dexter Ave.,Bars,Montgomery,AL,,1992,,,4/25/2023 9:32pm
706,Capri,"(*),(NH)",722-7284 10am-2am,207 N. Tremont,Bars,Oceanside,CA,,1992,,,4/25/2023 9:32pm
1572,Tijuana Taxi,(MX),"227-1986 Mexican food, hours vary with season",207 Rehoboth Ave.,Restaurants & Cafes,Rehoboth Beach,DE,,1992,,,4/25/2023 9:32pm
46,French Connection,"(*),(D),(YC),(S)",432-9440 24hrs,208 Dauphin St.,Bars,Mobile,AL,,1992,,,4/25/2023 9:32pm
4786,Darcelle XV,"(MX),(S),(F)",222-5338 5pm-2am Tues-Sat,208 N.W. 3rd Ave.,Bars,Portland,OR,,1992,,,4/25/2023 9:32pm
4113,Lesbian & Gay Community Center Services,,"620-7310 meeting location for many gay groups, organziations in NYC area",208 W. 13th St.,Info Lines & Services,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
3551,Jack (& Jill's) Saloon,"(MW),(D),(BYOB),(AH)","352-0022 8pm-closing Wed, Fri, Sat & Sun ",208 W. Capitol ,Bars,Jackson,MS,,1992,,,4/25/2023 9:32pm
4159,C.J. Blanda's,(*),"206-7880 Italian cuisine, noon-midnight",209 7th Ave.,Restaurants & Cafes,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
3096,Club Cafe,"(*),(MW),(F),(E),(V)","536-0966 noon-2am, live jazz, cabaret & dinner nightly",209 Columbus,Bars,Boston,MA,,1992,,,4/25/2023 9:32pm
3115,Metropolitan Health Club,(MW),"536-3006 weights, aerobics",209 Columbus,Gyms/Health Clubs,Boston,MA,,1992,,,4/25/2023 9:32pm
1885,Backstreets,"(MW),(D),(S)","682-9371 4pm-2am Mon-Sat, til midnight Sun",209 E. Lemon St.,Bars,Lakeland,FL,,1992,,,4/25/2023 9:32pm
6110,Boot Camp Saloon,"(LV),(L)","643-6900 4pm-2am Sun-Thurs, 3pm-2:30am Fri & Sat",209 E. National Ave.,Bars,Milwaukee,WI,,1992,,,4/25/2023 9:32pm
1759,Chris' Cabaret Showroom,"(MW),(D),(S),(V)",S.E. 244-9070 8:30pm-4am,209 Ferry Rd,Bars,Ft. Walton Beach,FL,,1992,,,5/18/2023 11:57am
1635,Splash,,"544-2582 cards, gifts, clothing",210 7th St. SE,Bookstore/Retail Shops,Washington,DC,,1992,,,4/25/2023 9:32pm
4163,Empire Diner,(MX),243-2736,210 10th Ave.,Restaurants & Cafes,Greenwich Village,NY,,1992,,,4/25/2023 9:32pm
6028,New Broadway,"(D),(S),(PC)","343-2162 4pm-3am, from 1pm Sat & Sun",210 Broad St.,Bars,Charleston,WV,,1992,,,4/25/2023 9:32pm
3789,Bar West,"(*),(D),(H),(S),(V)",786-0878 24hrs,210 Commercial Row,Bars,Reno,NV,,1992,,,4/25/2023 9:32pm
