auto#,title,amenityfeatures,type,description,streetaddress,city,state,unclear_address,unclear type or question,notes,Year,Last Modified
1762,Category Six,(WC),Bookstores,"(at Ellsworth) 303/777-0766 10am- 6pm, 11 am-5pm Sun, exclusively gay men's titles",42 S Broadway,Denver,CO,,,,2002,5/20/2024 11:13am
1763,Isis Bookstore,(WC),Bookstores,"(at Ivanhoe) 303/321-0867 10am- 7pm, till 6pm Fri-Sat, noon-5pm Sun, new age, metaphysical",5701 E Colfax Ave,Denver,CO,,,,2002,5/20/2024 11:13am
1764,Tattered Cover Book Store,(WC),Bookstores,"(at Milwaukee) 303/322-7727, 800/833-9327 9am-1lpm, 10am-6pm Sun",2955 E 1st Ave,Denver,CO,,,,2002,5/20/2024 11:13am
1765,Tattered Cover Book Store,(WC),Bookstores,4 flrs,"1536
Wynkoop St",Denver,CO,,,,2002,9/29/2023 4:27pm
1766,Vicious Rumors,"(*),(WC)",Bookstores,"(at Washington) 303/777—6060 7am- 10pm, till 3pm Sun",630 E 6th Ave,Denver,CO,,,,2002,5/20/2024 11:13am
1767,Arco Iris Design,,Retail Shops,303/765-5116 pride jewelry & design,19 Bayaud,Denver,CO,,,,2002,9/29/2023 4:27pm
1768,Bound By Design,,Retail Shops,"(at Humboldt) 303/830-7272, 303/832-TAT2 piercing & tattoos",1336 E Colfax,Denver,CO,,,,2002,5/20/2024 11:13am
1769,Unique of Denver,(WC),Retail Shops,"(btwn Elizabeth & Clayton) 303/355-0689 10am-6pm, till 7pm summers, Igbt gift shop",2626 E 12th St,Denver,CO,,,,2002,9/29/2023 4:27pm
1773,Broadway Bodyworks,"(MW),(WC)",Gyms & Health Clubs,(at Maple) 303/722-4342,160 S Broadway,Denver,CO,,,,2002,9/29/2023 4:27pm
1774,Community Country Club,(PC),Men's Clubs,303/297-9399,2151 Lawrence St,Denver,CO,,,,2002,9/29/2023 4:27pm
1775,Denver Swim Club,"(*),(V),(YC),(SW),(PC)",Men's Clubs,(at Olive) 303/321-9399,6923 E Colfax Ave,Denver,CO,,,,2002,9/29/2023 4:27pm
1776,Midtown Spa-Denver,(PC),Men's Clubs,(at 29th) 303/458-8902 24hrs,2935 Zuni St,Denver,CO,,,,2002,5/20/2024 11:13am
1780,Adult Book & Video ,,Erotica,303/288-9529,4810 Pontiac St,Denver,CO,,,,2002,9/29/2023 4:27pm
1781,Circus Theater,,Erotica,303/455-3144,5580 N Federal,Denver,CO,,,,2002,9/29/2023 4:27pm
1782,The Crypt,,Erotica,(btwn 1st & 2nd) 303/733-3112 leather & more,131 Broadway,Denver,CO,,,,2002,9/29/2023 4:27pm
1783,Crypt Adult Entertainment,,Erotica,(btwn 1st & 2nd) 303/778-6584 all-male theaters & arcades,139 Broadway,Denver,CO,,,,2002,5/20/2024 11:13am
1784,Dove Theater,,Erotica,303/893-0037,3480 W Colfax,Denver,CO,,,,2002,9/29/2023 4:27pm
1785,Galaxy Theater,,Erotica,(at Washington) 303/831-8319,633 E Colfax Ave,Denver,CO,,,,2002,9/29/2023 4:27pm
1786,Heaven Sent Me,(WC),Erotica,(btwn Alameda & Virginia) 303/733-9000,116 S Broadway,Denver,CO,,,,2002,9/29/2023 4:27pm
1787,Las Vegas Adult Palace,,Erotica,(at Santa Fe) 303/698-9119,550 W Mississippi Ave,Denver,CO,,,,2002,9/29/2023 4:27pm
1788,Pandora's Toy Box,,Erotica,303/778-8828,528 S Broadway,Denver,CO,,,,2002,9/29/2023 4:27pm
1789,Pleasure Entertainment Center,,Erotica,(at Bayaud) 303/722-5852 open 23hrs,127 S Broadway,Denver,CO,,,,2002,9/29/2023 4:27pm
1790,Pleasure Entertainment Center,,Erotica,303/934-2373 ,3250 W Alameda,Denver,CO,,,,2002,9/29/2023 4:27pm
1791,Pleasure Entertainment Center,,Erotica,303/825-6505,3490 W Colfax,Denver,CO,,,,2002,9/29/2023 4:27pm
1793,Leland House,"(*),(GF),(WC)",Accommodations,"970/385-1920, 800/664-1920 rms & suites, full brkfst",721 E 2nd Ave,Durango,CO,,,,2002,5/20/2024 11:13am
1794,Rochester Hotel,"(*),(GF),(NS),(WC)",Accommodations,"970/385-1920, 800/664-1920 Western style house, full brkfst",721 E 2nd Ave,Durango,CO,,,,2002,5/20/2024 11:13am
1797,Choice City Shots,"(MW),(NH),(D),(S),(WC),(GO)",Bars,"(at College) 970/221-4333 3pm-midnight, 4pm-2am Th-Sat, DJ Fri-Sat",124 LaPorte Ave,Fort Collins,CO,,,,2002,5/20/2024 11:13am
1798,Tornado Club,"(*),(MW),(D),(A),(V),(WC)",Nightclubs,"(at Link Ln) 970/493-0251 4pm-2am, clsd Sun- Mon, patio",1437 E Mulberry St,Fort Collins,CO,,,,2002,5/20/2024 11:13am
1799,Quincy's,"(GF),(NH),(WC)",Bars,"(btwn 7th & Main) 0970/242-963 3 7am- 2am, gay after 8pm, theater crowd",609 Main St,Grand Junction,CO,,,,2002,5/20/2024 11:13am
1800,24 Road Video Exchange,,Erotica,(at Mesa Mall) 970/243-4112,639 24 Rd,Grand Junction,CO,,,,2002,9/29/2023 4:27pm
1803,In & Out,,Info Lines & Services,970/351-1484 leave message for referrals,U of Northern Colorado,Greeley,CO,,,,2002,5/20/2024 11:13am
1805,Columbine Inn,(MW),Accommodations,"888/684-9576 also restaurant, see ad on p 192",10755 Ute Pass Ave,Green Mountain Falls,CO,,,,2002,9/29/2023 4:27pm
1806,Las Vegas Video Palace II,,Erotica,(at Colfax) 303/232-2332,1569 N Wadsworth Blvd,Lakewood,CO,,,,2002,9/29/2023 4:27pm
1807,Old Mancos Inn,"(GS),(GO)",Accommodations,970/533-9019 some shared baths,200 W Grand Ave,Mancos,CO,,,,2002,5/20/2024 10:54am
1809,Pirate's Cove,"(MW),(NH),(WC)",Bars,"(off 1st & Union) 719/542-9624 2pm-2am, clsd Mon",105 Central Plaza,Pueblo,CO,,,,2002,5/20/2024 11:13am
1811,Crossroad Travel Plaza,,Cafes,"(at Hwy 160) 719/523-6977 24hrs, truckstop diner",2780 Hwy 287,Springfield,CO,,,,2002,5/20/2024 11:13am
1814,Antlers at Vail,"(GF),(SW)",Accommodations,"970/476-2471, 800/843-8245 apts, hot tub",680 W Lionshead Pl,Vail,CO,,,,2002,5/20/2024 11:13am
1815,Larkspur Restaurant & Market,(WC),Restaurants,"(in the Golden Peak Lodge) 970/479-8050 lunch & dinner, fine dining, also bar, patio, ski-in/ out",458 Vail Valley Dr,Vail,CO,,,,2002,5/20/2024 11:13am
1816,Sweet Basil,(WC),Restaurants,"970/476-0125 lunch & dinner, bar",193 E Gore Creek Dr,Vail,CO,,,,2002,9/29/2023 4:27pm
1817,The Bear Paw Inn,(GF),Accommodations,970/887-1351 massive log lodge on top of mtn w/spectacular views of Rocky Mtn Nat'l Park,871 Bear Paw Dr,Winter Park,CO,,,,2002,5/20/2024 11:13am
1818,Silverado II,"(GF),(SW)",Accommodations,970/726-5753 condo ski resort,490 Kings Crossing Rd,Winter Park,CO,,,,2002,9/29/2023 4:27pm
1819,Black Dog Mountaineering,,Entertainment & Recreation,"970/726-4412 ski & snowboard rentals, also raft trips (summers)",78902 US Hwy 40,Winter Park,CO,,,,2002,5/20/2024 11:13am
1821,Bethel Pizza House,,Restaurants,203/748-1427 11am-11pm,206 Greenwood Ave,Bethel,CT,,,,2002,9/29/2023 4:27pm
1822,Emerald City Cafe,(E),Restaurants,"203/778-4100 dinner & Sun brunch, clsd Mon, cont'l",269 Greenwood Ave,Bethel,CT,,,,2002,5/20/2024 11:13am
1824,Bloodroot Restaurant,,Restaurants,"203/576-9168 lunch Tue & Th-Sat, dinner Tue-Sat, brunch only Sun, clsd Mon, vegetarian",85 Ferris St,Bridgeport,CT,,,,2002,5/20/2024 11:13am
1825,Bloodroot,(WC),Bookstores,"203/576-9168 clsd Mon, call for hrs, also vegetarian restaurant",85 Ferris St,Bridgeport,CT,,,,2002,5/20/2024 11:13am
1828,Boston Book & Video,,Erotica,203/335-9705,2053 Boston Ave,Bridgeport,CT,,,,2002,9/29/2023 4:27pm
1831,Triangles Cafe,"(*),(MW),(D),(S)",Bars,"Rte 7 203/798-6996 5pm- 1am, till 2am Fri-Sat, patio",66 Sugar Hollow Rd,Danbury,CT,,,,2002,5/20/2024 11:13am
1832,Goulash Place,(BW),Restaurants,"203/744-1971 lunch & dinner, clsd Mon, Hungarian",42 Highland Ave,Danbury,CT,,,,2002,5/20/2024 11:13am
1834,Bookends,,Erotica,Rte 5 860/745-3988,44 Enfield St,Enfield,CT,,,,2002,9/29/2023 4:27pm
1835,Flagship Inn & Suites,"(GF),(WC),(GO)",Accommodations,"(Rte 184, off I-95) 860/445-7458, 888/800-0770 full brkfst, gym passes, in-room movies",470 Gold Star Hwy,Groton,CT,,,,2002,5/20/2024 11:13am
1838,Project 100/The Community Center,(WC),Info Lines & Services,(at New Britain) 860/724-5542 hrs vary,1841 Broad St,Hartford,CT,,,,2002,9/29/2023 4:27pm
1839,Butternut Farms,(GS),Accommodations,860/633-7197 full brkfst ,1654 Main St,Glastonbury,CT,,,,2002,5/20/2024 11:13am
1840,Holiday Inn East Hartford,"(GF),(SW),(WC)",Accommodations,East Hartford 860/528-9611 also restaurant,363 Roberts St,East Hartford,CT,,,"Listed under ""Hartford"".",2002,5/20/2024 2:59pm
1841,The Mansion Inn,(GF),Accommodations,"(at Main St) 860/646-0453 B&B, full brkfst, in-room fireplaces",139 Hartford Rd,Manchester,CT,,,,2002,5/20/2024 11:13am
1842,Chez Est,"(*),(MW),(D),(E),(S)",Bars,"(at Main St) 860/525-3243 3pm-1am, till 2am wknds, 4th Sat 'Hartford Eagle' (M,L)",458 Wethersfield Ave,Hartford,CT,,,,2002,5/20/2024 2:19pm
1843,The Polo Club,"(MW),(E)",Bars,"(btwn Preston Et Mapleton) 860/278-3333 7pm- 1am Th-Sat, till 2am wknds",678 Maple Ave,Hartford,CT,,,,2002,5/20/2024 11:13am
1844,Nick's Cafe,"(MW),(D),(B),(E),(S)",Nightclubs,"(at Mapleton) 860/956-1573 4pm- 1am, till 2am Fri-Sat, clsd Mon-Tue, Latin & bear night Sat",1943 Broad St,Hartford,CT,,,,2002,5/20/2024 11:13am
1845,System,"(M),(D),(18+)",Nightclubs,860/524-9005 11pm-close Fri-Sat only,191 Ann St,Hartford,CT,,,,2002,5/20/2024 11:13am
1846,Velvet,"(GS),(D),(E),(S)",Nightclubs,"860/278-6333 clsd Mon-Wed, gay night Sun w/ 'Universe",50 Union Pl,Hartford,CT,,,,2002,5/20/2024 11:13am
1847,Webster Theatre,"(GS),(D),(E)",Nightclubs,"(at Whitmore) 860/246-8001 9pm-2am, goth / fetish party 1st Sat",31 Webster St,Hartford,CT,,,,2002,5/20/2024 11:13am
1848,Arugula,,Restaurants,"860/561-4888 lunch & dinner, clsd Sun-Mon, Mediterranean",953 Farmington Ave,West Hartford,CT,,,,2002,5/20/2024 11:13am
1849,Peppercorn's ,,Restaurants,"860/547-1714 lunch & dinner, Italian",357 Main St,Hartford,CT,,,,2002,5/20/2024 11:13am
1850,Pond House Cafe,,Restaurants,"860/547-1714 lunch & dinner, Italian",155 Asylum Rd,West Hartford,CT,,,,2002,5/20/2024 11:13am
1851,The Union,,Restaurants,"860/633-0880 lunch, dinner & Sun brunch, full bar till 1am, till 2am wknds, patio",2935 Main St,Hartford,CT,,,,2002,5/20/2024 11:13am
1852,Reader's Feast Bookstore Cafe,,Bookstores,"(at Sisson Ave) 860/232-3710 11am-6pm, 10am- 2pm Sun, Igbt bookstore",529 Farmington Ave,Hartford,CT,,,,2002,5/20/2024 11:13am
1853,MetroStore,,Retail Shops,"(at Sisson Ave) 860/231-8845 8:30am- 8pm, till 5:30pm Tue, \Ned, Sat, clsd Sun, magazines, travel guides, leather & more",493 Farmington Ave,Hartford,CT,,,,2002,5/20/2024 11:13am
1857,Aircraft Book & News,,Erotica,(at Pratt) 860/569-2324,349 Main St,East Hartford,CT,,,,2002,5/20/2024 11:13am
1858,Amazing Express,,Erotica,"Rte 15, 860/257-8663",1870  Berlin Tpke,Wethersfield ,CT,,,,2002,9/30/2023 3:11pm
1859,Erotic Video,(AYOR),Erotica,"860/549-1896 24hrs, hustlers",35 W Service Rd,Hartford,CT,,,,2002,5/20/2024 11:13am
1860,Very Intimate Pleasures,,Erotica,(exit 27 off I-91) 860/246-1875,100 Brainard Ave,Hartford,CT,,,,2002,9/30/2023 3:12pm
1863,Hartford Road Cafe,"(GS),(NH),(F),(K)",Bars,"(at Fairfield) 860/64 7-0489 4pm-2am, clsd Mon (Clsd Sun-Tue winters), DJ Fri-Sat",378 Hartford Rd,Manchester,CT,,,,2002,5/20/2024 11:13am
1864,Cafe on Main,,Cafes,"860/647-7444 7am-2pm, clsd Tue",1071 Main St,Manchester,CT,,,,2002,9/30/2023 3:15pm
1865,Amazing Superstore,,Erotica,(at Middle Tpke) 860/646-1629,249 Broad St,Manchester,CT,,,,2002,9/30/2023 3:16pm
1866,The D/S Toy Chest,(W),Erotica,(at rear) 203/639-0622 clsd Sun,975 Broad St,Meriden,CT,,,,2002,9/30/2023 3:17pm
1869,New Haven Gay/Lesbian Community Center,,Info Lines & Services,"203/387-2252 6pm-9pm Mon, Wed-Fri",50 Fitch St,New Haven,CT,,,,2002,5/20/2024 11:13am
1870,The Inn at Oyster Point,"(GS),(GO)",Accommodations,(at 6th St) 203/773-3334 full brkfst,104 Howard Ave,New Haven,CT,,,,2002,9/30/2023 3:19pm
1871,The Bar,"(GS),(D),(WC)",Bars,"203/495-8924 4pm-1am, more gay Tue",254 Crown St,New Haven,CT,,,,2002,9/30/2023 3:20pm
1872,Partners,"(MW),(NH),(D)",Bars,"(at Park St) 9203/776-1014 5pm-1am, till 2am Fri-Sat. occasional women's night. 'The Krypt' every other Sat (MO,L)",365 Crown St,New Haven,CT,,,,2002,5/20/2024 2:53pm
1873,Gotham City Cafe,"(GS),(D),(S)",Nightclubs,"(at Church) 203/498-2484 more gay Sat, drag shows",130 Crown St,New Haven,CT,,,,2002,5/20/2024 11:13am
1874,Chapel Sweet Shoppe,,Cafes,"203/624-2411 10am-8pm, noon- 6pm Sun, full ice cream fountain, seasonal outside cafe",1042 Chapel St,New Haven,CT,,,,2002,5/20/2024 11:13am
1875,168 York St Cafe,"(MW),(GO)",Restaurants,"203/789-1915 3pm-1am, some veggie, full bar, patio",168 York St,New Haven,CT,,,,2002,5/20/2024 10:54am
1876,Beach Head Cafe,,Restaurants,"dinner, clsd Mon",3 Cosey Beach Ave,New Haven,CT,,,,2002,9/30/2023 3:23pm
1877,Cafe Tibwin Grill,(NS),Restaurants,"(at Crown) 203/624-1883 lunch Wed - Fri, dinner nightly, clsd Sun-Mon, full bar",220 College St,New Haven,CT,,,,2002,5/20/2024 11:13am
1878,Claire's Corner ,(WC),Restaurants,"203/562-3888 8am-9pm, till 10pm Fri-Sat, vegetarian Mexican cafe, great soup",1000 Chapel St,New Haven,CT,,,,2002,5/20/2024 11:13am
1879,Fairmont Theatre,,Erotica,203/467-3832,33 Main St,New Haven,CT,,,,2002,9/30/2023 3:26pm
1880,Nu Haven Book & Video,,Erotica,(at State) 203/562-5867,754 Chapel St,New Haven,CT,,,,2002,9/30/2023 3:26pm
1883,New London People's Forum Affirming Lesbian/Gay Identity,,Info Lines & Services,(at St James Church) 860/443-8855 6:30pm Wed. social & educational support group,76 Federal,New London,CT,,,,2002,5/20/2024 11:13am
1884,Frank's Place,"(MW),(D),(E),(WC)",Bars,"860/443-8883 4pm-1am, till 2am Fri-Sat, patio",9 Tilley St,New London,CT,,,,2002,5/20/2024 11:13am
1885,Heroes ,"(MW),(NH),(D)",Bars,"860/442-4376 4pm-1am, till 2am wknds, 3pm- 1am Sun",33 Golden St,New London,CT,,,,2002,5/20/2024 11:13am
1886,Greene's Books & Beans,(WC),Bookstores,"(at Golden) 860/443-3312 call for hrs, also cafe",140 Bank St,New London,CT,,,,2002,5/20/2024 11:13am
1887,Video Expo,,Erotica,"Ste 8, 860/448-0787",591 Rte 12,Groton,CT,,,,2002,9/30/2023 3:31pm
1890,Manor House B&B,"(GF),(NS)",Accommodations,"860/542-5690 1898 Victorian Tudor estate, full brkfst, fireplaces, whirlpool",69 Maple Ave,Norfolk,CT,,,,2002,5/20/2024 11:13am
1891,Triangle Community Center,,Info Lines & Services,203/853-0600 7:30pm-9:30pm Mon-Fri,16 River St,Norwalk,CT,,,,2002,5/20/2024 11:13am
1894,Magazines & More,,Bookstores,"#105 860/886-1855 10am-6pm, till 8pm Th-Fri, till 5pm Sat, clsd Sun, Igbt",77 Salem Tpke,Norwich,CT,,,,2002,5/20/2024 11:13am
1895,Gail's Station House,,Restaurants,"203/438-9775 brkfst & lunch, dinner Fri-Sun, great cheddar corn pancakes",378 Main St,Ridgefield,CT,,,,2002,5/20/2024 11:13am
1897,The Watson House,"(GS),(GO)",Accommodations,(at Sullivan Ave) 860/282-8888,1876 Main St,South Windsor,CT,,,,2002,9/30/2023 3:38pm
1900,GW Tavern,,Restaurants,"(Rte 47) 860/868-6633 11:30am- 1am, more gay late & 10pm 3rd Tue, nouvelle Yankee",20 Bee Brook Rd,Washington Depot,CT,,,,2002,5/20/2024 11:13am
1901,The Brownstone,"(MW),(S),(WC)",Bars,"(at Grande) 203/597-1838 5pm-1am, till 2am Fri-Sat",29 Leavenworth St,Waterbury,CT,,,,2002,9/30/2023 3:40pm
1902,Video Books of Waterbury,,Erotica,203/573-1066,90 S Main St,Waterbury,CT,,,,2002,9/30/2023 3:41pm
1904,Cedar Brook Cafe,"(M),(D),(S),(WC)",Bars,"203/221-7429 8pm-1am, till 2am Fri-Sat, 4 pm -11 pm Sun",919 Post Rd E,Westport,CT,,,,2002,5/20/2024 11:13am
1906,Cafe Earth,,Cafes,860/429-5304 7am-10pm,1244 Storrs,Willimantic,CT,,,,2002,9/30/2023 3:43pm
1907,Paradise Eatery,(WC),Restaurants,"860/423-7682 11:30am- 10pm, clsd Wed",713 Main St,Willimantic,CT,,,,2002,9/30/2023 3:44pm
1908,Dan's Adult World,,Erotica,860/456-3780,1110 Main St,Willimantic,CT,,,,2002,9/30/2023 3:44pm
1914,Discount Adult Books,,Erotica,(nr 13/40 split) 302/328-4812,174 S DuPont Hwy,New Castle,DE,,,,2002,9/30/2023 3:49pm
1915,Camp Rehoboth,,Info Lines & Services,"302/227-5620 10am-5pm Mon-Fri, info service for Igbt businesses, also newsletter w/ listingd",39-B Baltimore Ave,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1917,An Inn by the Bay,"(GS),(NS),(GO)",Accommodations,"302/644-8878, 866/833-2565",205 Savannah Rd,Lewes,DE,,,,2002,9/30/2023 4:50pm
1918,At Melissa's B&B,(GF),Accommodations,"(btwn 1st & 2nd) 302/227-7504, 800/396-8090",36 Delaware Ave,Rehoboth Beach,DE,,,,2002,9/30/2023 4:50pm
1919,Cabana Grdens B&B,"(MW),(SW),(NS)",Accommodations,,20 Lake Ave,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1920,Chesapeake Landing B&B,"(GF),(SW),(NS),(GO)",Accommodations,"(at King Charles) 302/227-2973 full brkfst, lakefront, nr Poodle Beach",101 Chesapeake St,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1921,The Delaware Inn B&B,"(GF),(SW),(GO)",Accommodations,"302/227-6031, 800/246-5244 nr beach",55 Delaware Ave,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1923,Lord Hamilton Seaside B&B Inn,"(MW),(GO)",Accommodations,"(at 1st) 302/227-6960, 877/227-6960 nr beach & boardwalk",20 Brooklyn Ave,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1925,Rehoboth Guest House,(MW),Accommodations,"(at King Charles) 302/227-4117, 800/564-0493 seasonal, Victorian beach house",40 Maryland Ave,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1926,Renegade Restaurant & Lounge/Motel,"(*),(MW),(D),(F),(K),(SW),(WC)",Accommodations,"(nr Rehoboth Ave) 302/227-4713, 302/227-1222 10-acre resort, restaurant (dinner only), full bar",4274 Hwy 1,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1927,The Royal Rose Inn,"(M),(GO)",Accommodations,302/226-2535,41 Baltimore Ave,Rehoboth Beach,DE,,,,2002,9/30/2023 5:00pm
1928,Shore Inn at Rehoboth,"(M),(SW),(GO)",Accommodations,"(nr Church) 302/227-8487, 800/597-8899 hot tub",703 Rehoboth Ave,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1929,Silver Lake Guest House,(MW),Accommodations,"302/226-2115, 800/842-2115 nr Poodle Beach",133 Silver Lake Dr,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1930,Summer Place Hotel,(GS),Accommodations,"(at 1st) 302/226-0766, 800/815-3925 also apts, nr beach",30 Olive Ave,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1931,The Sussex House B&B,"(GS),(NS),(GO)",Accommodations,"(at New Castle Ave) 302/227-7860, 877/787-7392 2 blks to beach, some shared baths",601 Bayard Ave,Rehoboth Beach,DE,,,,2002,5/20/2024 10:54am
1932,The Blue Moon,"(*),(MW)",Bars,"(btwn 1st & 2nd) 302/227-6515 4pm-2am, clsd Jan, popular happy hour & T-dance, also restaurant, dinner, Sun brunch",35 Baltimore Ave,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1933,Double L Bar,"(M),(L)",Bars,"302/227-0818 3pm-2am, clsd Sun",622 Rehoboth Ave,Rehoboth Beach,DE,,,,2002,9/30/2023 5:03pm
1934,The Renegade,"(*),(MW),(D),(F),(K),(SW),(WC)",Bars,at 'Renegade Motel' 302/227-4713 also cabaret,4274 Hwy 1,Rehoboth Beach,DE,,,,2002,5/20/2024 12:38pm
1935,The Beach House Restaurant & Bar,"(W),(D),(E),(WC)",Nightclubs,302/227-4227,316 Rehoboth Ave,Rehoboth Beach,DE,,,,2002,9/30/2023 5:05pm
1936,Purple Parrot Grill,"(GS),(D),(WC)",Nightclubs,"302/226-1139 call for hrs, also restaurant",247 Rehoboth Ave,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1937,Java Beach ,,Cafes,"302/227-8418 7am-6pm, open later in summer, patio",167 Rehoboth Ave,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1938,Lori's ,,Cafes,"(at 1st) 302/226-3066 seasonal, call for hrs",39 Baltimore Ave,Rehoboth Beach,DE,,,,2002,9/30/2023 5:06pm
1939,Back Porch Cafe,(WC),Restaurants,302/227-3674 lunch & dinner Sun brunch,59 Rehoboth Ave,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1940,Celsius,(WC),Restaurants,"302/227-5767 dinner only Th-Sun, French-Mediterranean",50-C Wilmington Ave,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1941,Cloud Nine,"(*),(D),(WC)",Restaurants,"(at 2nd) 302/226-1999 4pm- 2am, fusion bistro",234 Rehoboth Ave,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1942,The Cultured Pearl,,Restaurants,"(off 1st St) 302/227-8493 5pm- 10pm Th-Sat, sushi bar, cocktail lounge",19 Wilmington Ave A,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1943,Dos Locos,(*),Restaurants,"(btwn Baltimore & Rehoboth) 302/227-3353 American/ Southwestern, full bar",10 N 1st St,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1944,Dream Cafe,,Restaurants,302/226-2233 brkfst & lunch,26 Baltimore Ave,Rehoboth Beach,DE,,,,2002,9/30/2023 5:09pm
1945,Iguana Grill,,Restaurants,"302/227-0948 11am-10pm, till 2am Th-Sat (summers), Southwestern, full bar, patio",52 Baltimore Ave,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1946,La La Land,,Restaurants,"302/227-3887 6pm-1am, seafood, bar, patio",22 Wilmington Ave,Rehoboth Beach,DE,,,,2002,9/30/2023 5:10pm
1947,Sydney's Side Street Restaurant & Blues Place,(E),Restaurants,"302/227-1339 4pm- 1am, full bar, patio",25 Christian St,Rehoboth Beach,DE,,,,2002,9/30/2023 5:10pm
1948,Tijuana Taxi,(WC),Restaurants,"(at 2nd St) 302/227-1986 5pm- 10pm, from noon wknds",207 Rehoboth Ave,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1949,Yum-Yum Pan Asian Bistro,(*),Restaurants,"302/226-0400 name says it all, patio, t-dance Sun",37 Wilmington Ave,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1952,Lambda Rising,(WC),Bookstores,"(btwn 1st & 2nd) 302/227-6969 10am-midnight, till 8pm in winter, Igbt",39 Baltimore Ave,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1954,Body Shop,(MW),Gyms & Health Clubs,(at Virginia) 302/226-0920,401 N Boardwalk,Rehoboth Beach,DE,,,,2002,5/20/2024 11:13am
1955,The Firm Fitness Center,,Gyms & Health Clubs,"Rte 1, 302/227-8363",6 Camelot Shopping Ctr,Rehoboth Beach,DE,,,,2002,9/30/2023 5:14pm
1958,814 Club,"(MW),(D),(F),(TG)",Bars,(at 8th) 302/657-5730 5pm-1am,814 Shipley St,Wilmington,DE,,,,2002,10/1/2023 7:33pm
1959,Everybody's ,"(MW),(D),(MR-AF),(AYOR)",Bars,(upstairs) opens 10pm Wed-Sat,11 E 4th St,Wilmington,DE,,,,2002,10/1/2023 7:34pm
1960,Excalibur,"(M),(D),(CW),(E),(K),(S),(V),(YC),(GO)",Bars,"(at 8th St) 302/777-2225 5pm-2am, clsd Sun",839 North Orange St,Wilmington,DE,,,,2002,10/1/2023 7:35pm
1961,Mrs Robino's,(WC),Restaurants,"(at Pennsylvania) 302/652-9223 lunch & dinner, family-style Italian, bar",520 N Union,Wilmington,DE,,,,2002,5/20/2024 11:13am
1962,Queen Bean Cafe,,Restaurants,"302/429-0700 lunch Tue-Fri, dinner Tue-Sat, clsd Sun-Mon",205 W 7th St,Wilmington,DE,,,,2002,5/20/2024 11:13am
1969,HIV+ Coffeehouse,,Info Lines & Services,"(Friends Meeting House, enter on Decatur PI) 202/483-3310 7:30pm- 10pm 1st & 3rd Sat, HIV+ & friends",2111 Florida Ave NW,Washington,D.C,,,,2002,5/20/2024 11:13am
1970,The HOPE Foundation,,Info Lines & Services,"#210 202/466-5783 monthly socials for positive people, call for info",2120 L St NW,Washington,D.C,,,,2002,5/20/2024 11:13am
1971,Kasper's Livery Service,(GO),Info Lines & Services,"#513 202/554-2471, 800/455-2471 limousine service serving DC, MD & VA",201 I St,Washington,D.C,,,,2002,10/1/2023 8:06pm
1972,LLEGO (Latino/a Lesbian/Gay Organization),,Info Lines & Services,"#200 202/466-8240 center open 9am- 6pm Mon-Fri, also publishes newsletter 'Noticias de LLEGO'",1420 K St NW,Washington,D.C,,,,2002,5/20/2024 11:13am
1974,Triangle Club,,Info Lines & Services,"202/659-8641 various 12-Step groups, call for times",2030 P St NW,Washington,D.C,,,,2002,5/20/2024 11:13am
1975,1836 California ,(GS),Accommodations,"(btwn 18th & 19th) 202/462-6502 historic (ca 1900) house, sundeck",1836 California St NW,Washington,D.C,,,,2002,5/20/2024 11:13am
1976,The Bed & Breakfast at the William Lewis House,"(*),(M),(GO)",Accommodations,"(at 13th) 202/462-7574, 800/465-7574 turn-of-the-century, hot tub, full brkfst wknds",1309 R St NW,Washington,D.C,,,,2002,5/20/2024 11:13am
1977,The Brenton B&B,(M),Accommodations,"(at R St) 202/332-5550, 800/673-9042",1708 16th St NW,Washington,D.C,,,,2002,10/1/2023 8:07pm
