Auto#,title,unclear_address,streetaddress,description,amenityfeatures,type,city,state,notes,unclear type or question,Year,Last Modified
4219,Bunch of Grapes,,44 Main St,Vineyard Haven 693-2291 some lesbigay titles,,Bookstores & Retail Shops,Martha's Vineyard,MA,,,1998,7/2/2024 3:53pm
7589,Julio's ,,44 Main St ,"229-9348 lunch & dinner, from 4pm wknds, Mexican","(*),(NS)",Restaurants,Montpelier,VT,,,1998,7/2/2024 3:53pm
4386,Randolph Country Club ,,44 Mazeo Dr ,"(Rte 139) 2pm-2am, (10am summer), volleyball ","(*),(MW),(D),(E),(V),(SW),(WC)",Bars & Nightclubs,Randolph,MA,,,1998,7/2/2024 4:27pm
6172,Stage Door,,44 N Jefferson,"223-7418 noon-2:30am, from 4pm wknds","(M),(MR-AF)",Bars & Nightclubs,Dayton,OH,,,1998,7/2/2024 3:53pm
7575,Loretta's ,,44 Park St ,"879-7777 lunch Tue-Fri, dinner Tue-Sat, clsd Sun-Mon, Italian, plenty veggie ","(*),(NS)",Restaurants,Essex Juntion,VT,,,1998,7/2/2024 3:53pm
5037,Oasis,,45 Central Square,"352-5355 10am-9pm, 11am-6pm Sun, alternative spiritual books & supplies",,Bookstores & Retail Shops,Keene,NH,,,1998,
5582,Greetings,,45 Christopher St,242-0424 1 lam-10pm,,Bookstores & Retail Shops,New York City,NY,"Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""",,1998,
3817,Fiorella's Cafe,,45 French Market Pl,"528-9566 dinner, Sun brunch, home-cooking",,Restaurants,New Orleans,LA,,,1998,7/2/2024 3:53pm
6791,Selections ,,45 Public Square,"Wilkes-Barre Ctr  829-4444 9pm-2am, clsd Sun","(D),(WC),(*),(MW)",Bars & Nightclubs,Wilkes-Barre,PA,,,1998,7/2/2024 5:20pm
6844,Travel Concepts,,45 Seekonk St,453-6000/(800) 983-6900 ask for Roger,(TA),Travel Agents,Providence,RI,,,1998,
280,Marin Suites Hotel,,45 Tamal Vista Blvd,924-3608 variety of apt-style rms,(GF),Accommodations,Corte Madera,CA,,,1998,2/8/2024 10:54am
5614,The Hotel Metro,,45 W 35th St,(at 5th Ave.) 947-2500/(800) 356-3870,(GF),Accommodations,New York City,NY,"Listed under ""N.Y.C. -- Midtown""",,1998,7/2/2024 3:53pm
6854,Miko,,45 Weybosset St ,421-6646,"(*),(NS)",Erotica,Providence,RI,,,1998,7/2/2024 3:53pm
213,The Emerald Rainbow,,45-1/2 Spring St,253-5445 10:30am-5:30pm,,Bookstores & Retail Shops,Eureka Springs,AR,,,1998,2/8/2024 10:54am
4227,46 High Road B&B,,46 High Rd,462-4664 full brkfst,(GF),Accommodations,Newbury,MA,,,1998,6/16/2024 9:26pm
1791,Aldis The Travel Planner,,46 Mill Plain Rd,778-9399/ (800) 442-9386,(TA),Travel Agents,Danbury,CT,,,1998,2/8/2024 10:54am
2106,Hope MCC,,46 N Halifax ,"(Unitarian Church) 254-0993 7pm Sun; also 320 Harvey St., 10am Sun",,Spiritual Groups,Daytona Beach,FL,,,1998,7/2/2024 4:27pm
1541,Tynker's Damn,,46 N Saratoga,"243-4595 3pm-2am, 1pm-2am wknds","(M),(D)",Bars & Nightclubs,Santa Clara,CA,,,1998,1/16/2024 3:13pm
5475,Chelsea Inn,,46 W 17th St,(at btw. 5th & 6th Sts.) 645-8989,(GF),Accommodations,New York City,NY,"Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""",,1998,7/2/2024 3:53pm
3034,Ali'i Bluffs Windward B&B,,46-251 Ikiiki St,235-1124/(800) 235-1151,(GF),Accommodations,"Windward Coast, Oahu",HI,"Listed under ""Oahu""",,1998,2/12/2024 4:54pm
4853,Uptown Cafe,,47 E Broadway,"lunch & dinner, bistro, full bar",,Restaurants,Butte,MT,,,1998,7/2/2024 3:53pm
6814,4 Seasons Travel,,47 John St ,722-5888,"(*),(NS)",Travel Agents,Pawtucket,RI,,,1998,7/2/2024 3:53pm
5981,Gina G's,,47 Main St,Chauncey 797-4291 9am-1am,"(GF),(D),(F),(S)",Bars & Nightclubs,Chauncey,OH,"Listed under ""Athens, OH""",,1998,7/2/2024 3:53pm
3961,Cafe Always,,47 Middle St,"774-9399 dinner Wed-Sat, Sun brunch",,Restaurants,Portland,ME,,,1998,7/2/2024 3:53pm
3993,Grattis Cafe,,47 State Cir,"267-0902 9am-8pm, from 11am Sat, clsd Sun",,Cafes,Annapolis,MD,,,1998,7/2/2024 3:53pm
5390,Blanche,,47-2 Boundry Ave,South Farmingdale 694-6906 4pm-4am,"(M),(NH)",Bars & Nightclubs,Long Island,NY,,,1998,7/2/2024 3:53pm
3082,Are You Crazy,,48 154th Pl,862-4605 7pm-2am,(M),Bars & Nightclubs,Calumet City,IL,,,1998,2/12/2024 5:25pm
4317,Renaissance Apartments,,48 Commercial St,487-4600 seasonal,(MW),Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
6013,Left-Handed Moon,,48 E Court St,"784-1166 11:30am-7pm, clsd Sun, gifts",,Bookstores & Retail Shops,Cincinatti,OH,,,1998,7/2/2024 3:53pm
1157,Castillo Inn,,48 Henry St,864-5111/(800) 865-5112,,Accommodations,San Francisco,CA,"Listed under ""S.F.-Castro & Noe Valley""",,1998,1/9/2024 8:43pm
4324,"Shamrock Motel, Cottages & Apartments",,49 Bradford St,487-1133,"(GF),(SW),(TA)",Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
5522,The Oaks,,49 Grove St,"(at Bleecker) 367-9390 4pm-4am, piano bar","(M),(E)",Bars & Nightclubs,New York City,NY,"Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""",,1998,7/2/2024 3:53pm
3954,The Pomegranate Inn,,49 Neal St,772-1066/(800) 356-0408 upscale,(GF),Accommodations,Portland,ME,,,1998,7/2/2024 3:53pm
5364,Alexander Hamilton House,,49 Van Wyck St,"Croton-on-Hudson 271-6737, full brkfst, 1889 Victorian","(GF),(NS)",Accommodations,Croton-on-Hudson,NY,"Listed under ""Hudson Valley, NY""",,1998,7/2/2024 3:53pm
5626,Judy's,,49 W 44th St,"(at 5th Ave.) 764-8930, piano bar/cabaret","(GF),(F),(E)",Bars & Nightclubs,New York City,NY,"Listed under ""N.Y.C. -- Midtown""",,1998,
4115,Taylor House B&B,,50 Burroughs St,983-9334/(888) 228-2956,"(GF),(NS)",Accommodations,Boston,MA,,,1998,7/2/2024 3:53pm
2555,Le Provence,,50 E Pine St,"843-1320 lunch & dinner, clsd Sun, French bistro, full bar, live jazz",,Restaurants,Orlando,FL,,,1998,2/8/2024 10:10am
1110,Transgender Support Groups ,,50 Lech Walesa ,"(Tom Waddell Clinic) 554- 2940 5-7:30 pm Tue, support groups & counseling for MTF & FTM transsexuals, low-cost TG health clinic",,Info Lines & Services,San Francisco,CA,"Listed under ""S.F.-Overview""",,1998,7/2/2024 4:27pm
7522,Market St. Grill,,50 Market St ,"322-4668 lunch, dinner, Sun brunch, seafood/steak, full bar ",(WC),Restaurants,Salt Lake City,UT,,,1998,7/2/2024 3:53pm
5691,First Unitarian Church of Brooklyn,,50 Monroe PI,624-5466 1 lam Sun,,Spiritual Groups,New York City,NY,"Listed under ""N.Y.C. -- Brooklyn""",,1998,
5761,Blythewood,,50 N Jay St,382-9755 9pm-4am,"(M),(NH),(F),(WC)",Bars & Nightclubs,Schenectady,NY,,,1998,7/2/2024 3:53pm
1618,Tsunami,,50 S Main St,"459-4750 9:30am-8pm, Japanese",,Restaurants,Willits,CA,,,1998,2/8/2024 10:54am
4172,Am Tikva,,50 Sewall Ave,926-2536 lesbigay Jewish services,,Spiritual Groups,Brockton,MA,,,1998,7/2/2024 3:53pm
5534,Splash,,50 W 17th St,"(at 5th ave), 691-0073, 4pm-4am","(*),(MO),(V),(S),(YC)",Bars & Nightclubs,New York City,NY,"Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""",,1998,7/2/2024 3:53pm
204,The Woods,,50 Wall St ,"253-8281 jacuzzis, kitchens","(MW),(NS)",Accommodations,Eureka Springs,AR,,,1998,2/8/2024 10:54am
1907,Celsius ,,50-C Wilmington Ave,"227-5767 5:30pm-11pm, northerns Italian & French",(WC),Cafes,Rehoboth Beach,DE,,,1998,2/8/2024 10:54am
8186,Vibration ,,51 Ave Barranquitas, Condado  10pm-5am,"(S),(*),(MO)",Bars & Nightclubs,Condado,PR,"Listed under ""San Juan, PR""",,1998,7/2/2024 6:19pm
7002,Saigon Le ,,51 N Cleveland ,"276-5326 11am-9pm, clsd Sun, pan-Asian","(*),(NS)",Restaurants,Memphis,TN,,,1998,7/2/2024 3:53pm
47,Society Lounge,,51 S Conception,433-9141 noon-?,"(*),(MW),(D),(S),(PC),(WC)",Bars & Nightclubs,Mobile,AL,,,1998,2/8/2024 10:54am
4202,Gateways  ,,51 Walker St,637-2532 plenty veggie,(WC),Restaurants,Lenox,MA,,,1998,7/2/2024 3:53pm
1911,Iguana Grill,,52 Baltimore Ave,"227-0948 11am-1am, Southwestern, full bar, patio",,Cafes,Rehoboth Beach,DE,,,1998,
6680,Shing Kee,,52 N 9th St ,"829-8983 lunch & dinner, gay-owned/run",(BYOB),Restaurants,Philadelphia,PA,,,1998,7/2/2024 3:53pm
4133,Napoleon Club,,52 Piedmont,338-7547 5pm-2am,"(M),(D),(OC)",Bars & Nightclubs,Boston,MA,,checked,1998,7/2/2024 3:34pm
4150,Designs for Living,,52 Queensberry St,536-6150 7am-6pm; also cafe,,Bookstores & Retail Shops,Boston,MA,,,1998,7/2/2024 3:53pm
8183,La Laguna Night Club ,,53 Calle Barranquitas, Condado  from 10pm,"(D),(S),(PC),(*),(M)",Bars & Nightclubs,Condado,PR,"Listed under ""San Juan, PR""",,1998,7/2/2024 6:19pm
5537,Stonewall Inn,,53 Christopher St,(at 7th Ave.) 463-0950 4pm-4am,(M),Bars & Nightclubs,New York City,NY,"Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""",,1998,7/2/2024 3:53pm
6578,Den of Pleasure,,53 N Prince St,299-1779,"(*),(NS)",Erotica,Lancaster,PA,,,1998,7/2/2024 3:53pm
6123,Kona Cafe,,53 Parsons Ave,280-5662,,Cafes,Columbus,OH,,,1998,7/2/2024 3:53pm
8138,Three Peaks Inn,,53 S Hwy 33, Driggs ID (208) 354-8912 full brkfst,(GF),Accommodations,Driggs,ID,"Listed under ""Jackson, WY""",,1998,7/2/2024 6:19pm
1262,Victorian Hotel,,54 4th St,"1913 Landmark; also restaurant and full bar, 986-4400 and 800-227-3804",(GF),Accommodations,San Francisco,CA,"Listed under ""S.F.-South of Market""",,1998,2/8/2024 10:54am
5550,Casinis,,54 E 1st St,"(at 2nd Ave.) 777-1589 6pm-midnight, French bistro",,Restaurants,New York City,NY,"Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""",,1998,7/2/2024 3:53pm
1395,Billy Blue,,54 Geary,"781-2111/(800) 722-BLUE, 10am-6pm, clsd Sun, (at Grant)",,Bookstores & Retail Shops,San Francisco,CA,"Listed under ""S.F.-Downtown & North Beach""",,1998,1/16/2024 9:15am
7519,Capitol Cafe,,54 W 200 South ,"532-7000 11am-10pm, til 11pm Fri-Sat, from 4pm Sun, full bar",(WC),Restaurants,Salt Lake City,UT,,,1998,7/2/2024 3:53pm
1288,Caribbean Zone,,55 Natoma St,"Lunch & dinner, festive decor, cocktails, some veggie, 541-9465",,Restaurants,San Francisco,CA,"Listed under ""S.F.-South of Market""",,1998,2/8/2024 10:54am
633,Rose Avenue Beach House,,55 Rose Ave, Venice 396-2803 Victorian beach house 1 blk. from ocean & boardwalk,(GF),Accommodations,Venice,CA,"Listed under ""L.A-West L.A. & Santa Monica""",,1998,7/2/2024 6:19pm
634,Rose Avenue Beach House ,,55 Rose Ave, Venice  396-2803,(GF),Accommodations,Venice,CA,"Duplicated in the guide. Listed under ""L.A-West L.A. & Santa Monica""",,1998,7/2/2024 6:19pm
45,Gabriel's Downtown,,55 S Joachim St,"432-4900 5pm-?, from 3pm Sun","(MW),(V),(PC)",Bars & Nightclubs,Mobile,AL,,,1998,2/8/2024 10:54am
212,The Plaza,,55 S Main,"253-8866 lunch & dinner, French",,Restaurants,Eureka Springs,AR,,,1998,2/8/2024 10:54am
1906,Bailey's Cafe,,56 Baltimore Ave,"226-2942 brkfst, lunch & dinner, opem-year round",,Cafes,Rehoboth Beach,DE,,,1998,2/8/2024 10:54am
5540,Uncle Charlie's,,56 Greenwich Ave,"255-8787, 3pm-3am","(*),(M),(S),(V),(YC)",Bars & Nightclubs,New York City,NY,"Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""",,1998,
1974,The Edge,,56 L St SE,"488-1200 9pm-? Mon-Th, 10pm-5am Fri-Sat; also 'Wet' at 52 'L' St. SE 488-1202, 8pm","(M),(D),(F),(V),(WC)",Bars & Nightclubs,Washington,DC,,,1998,7/2/2024 6:21pm
7625,The Mark Addy ,,56 Rodes Farm Dr, Nellysford 361-1101/(800) 278-2154 full brkfst ,"(GF),(SW),(NS),(WC)",Accommodations,Nellysford,VA,"Listed under ""Charlottesville, VA""",,1998,7/2/2024 6:19pm
5463,Congregation Beth Simchat Torah,,57 Bethune St,"929-9498 8:30pm Fri, lesbigay synagogue",(WC),Spiritual Groups,New York City,NY,"Listed under ""N.Y.C. -- Overview""",,1998,7/2/2024 3:53pm
8162,Casa del Caribe Guest House ,,57 Caribe St, Condado  722-7139,(GF),Accommodations,Condado,PR,"Listed under ""San Juan, PR""",,1998,7/2/2024 6:19pm
1141,Hartford Street Zen Center,,57 Hartford St,863-2507,,Spiritual Groups,San Francisco,CA,"Listed under ""S.F.-Overview""",,1998,2/8/2024 10:54am
8209,The Last Hurrah ,,57 King St, Frederiksted  772-5225,(GF),Bars & Nightclubs,"Frederiksted, St Croix",VI,"precise address found online. Listed under ""St. Croix, Virgin Islands""",,1998,7/2/2024 6:19pm
7557,Allyn House B&B,,57 Main St Essex Jct,878-9408 full brkfst ,"(GF),(NS)",Accommodations,Burlington,VT,,,1998,7/2/2024 3:53pm
7505,Anton Boxrud B&B,,57 S 600 E ,363-8035/(800) 524-5511 full brkfst ,(GF),Accommodations,Salt Lake City,UT,,,1998,7/2/2024 3:53pm
3966,Westside,,58 Pine St,"773-8223 lunch & dinner, clsd Mon, Maine game & seafood","(BW),(WC)",Restaurants,Portland,ME,,,1998,7/2/2024 3:53pm
4002,Abacrombie Badger B&B,,58 W Biddle St,244-7227 also full restaurant,"(GF),(NS)",Accommodations,Baltimore,MD,,,1998,7/2/2024 3:53pm
1903,Java Beach ,,59 Baltimore Ave,"227-8418 7am-6pm, patio",,Cafes,Rehoboth Beach,DE,,,1998,2/8/2024 10:54am
5121,Murphy's Tavern,,59 Edison Pl,622-9176 8pm-2am,"(MW),(D),(MR-AF),(WC)",Bars & Nightclubs,Newark,NJ,,,1998,7/2/2024 3:53pm
5511,Hell,,59 Gansevoort St,(at Washington) 272-1666,(MW),Bars & Nightclubs,New York City,NY,"Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""",,1998,7/2/2024 3:53pm
5518,Marie's Crisis,,59 Grove St,"243-9323 5pm-3am, piano bar from 9:30pm","(*),(MW),(E)",Bars & Nightclubs,New York City,NY,"Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""",,1998,7/2/2024 3:53pm
5795,O. Henry's,,59 Haywood St,"254-1891 1p,-2a,, from 11am Sat","(MW),(NH),(D),(PC)",Bars & Nightclubs,Asheville,NC,,,1998,7/2/2024 3:53pm
8206,King Christian Hotel ,,59 Kings Wharf, Christiansted  773-2285,"(GF),(F),(SW)",Accommodations,"Christiansted, St Croix",VI,"Listed under ""St. Croix, Virgin Islands""",,1998,7/2/2024 6:19pm
5677,Kokobar Cybercafe & Bookstore,,59 Lafayette Ave,"(at Fulton) 243-9040, 7am-10pm, i0am -l lpm Sat, til 10pm Sun",(WC),Cafes,New York City,NY,"Listed under ""N.Y.C. -- Brooklyn""",,1998,7/2/2024 3:53pm
1905,Back Porch Cafe,,59 Rehoboth Ave,"227-3674 lunch & dinner, Sun brunch, seasonal ",(WC),Cafes,Rehoboth Beach,DE,,,1998,2/8/2024 10:54am
6127,Frank's Diner,,59 Spruce St,621-2233,(WC),Restaurants,Columbus,OH,,,1998,7/2/2024 3:53pm
5744,Triphammer Grill ,,60 Browns Race,"262-2700 lunch & dinner, clsd Sun-Mon (dinner), full bar, patio",,Restaurants,Rochester ,NY,,,1998,
4192,World Eye Bookshop,,60 Federal St,"772-2186 open 9am, from noon Sun",,Bookstores & Retail Shops,Greenfield,MA,,,1998,7/2/2024 3:53pm
1695,Mike's,,60 S Broadway,777-0193 noon-2am,"(MW),(D),(WC)",Bars & Nightclubs,Denver,CO,,,1998,2/8/2024 10:54am
5338,Rufus Tanner House B&B,,60 Sagetown Rd,"Pine City 732-0213, full brkfst, hot tub","(GF),(NS)",Accommodations,Pine City,NY,"Listed under ""Elmira, NY""",,1998,7/2/2024 3:53pm
5504,Duplex,,61 Christopher St,"(at 7th Ave.) 255-5438 4pm-4am; piano bar & cabaret, from 4pm wknds","(GF),(E)",Bars & Nightclubs,New York City,NY,"Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""",,1998,7/2/2024 3:53pm
5802,Malaprop's Bookstore & Cafe,,61 Haywood St,"254-6734/(800) 441-9829 9am-8pm, til 10pm Fri-Sat, noon-6pm Sun, reasings & performances",(E),Bookstores & Retail Shops,Asheville,NC,,,1998,7/2/2024 3:53pm
5682,Santa Fe Grill,,62 7th Ave,"636-0279, from 5:30pm, French/American",(E),Restaurants,New York City,NY,"Listed under ""N.Y.C. -- Brooklyn""",,1998,
5791,Apple Wood Manor Inn,,62 Cumberland Cir,254-2244 full brkfst,(GF),Accommodations,Asheville,NC,,,1998,7/2/2024 3:53pm
3337,Windsor Cottage B&B,,62 W Windsor,264-6309 patio,"(MW),(SW),(N)",Accommodations,Phoenix,AZ,,,1998,4/3/2024 11:26am
3092,Chester Street,,63 Chester St,"356-5607 5pm-1am, 'Disco' Wed","(MW),(D),(WC)",Bars & Nightclubs,Champaign,IL,"Listed under ""Champaign/Urbana""",,1998,2/12/2024 5:33pm
2629,Space Age Books & Temptations,,63 Ocean Blvd,773-7660,,Erotica,Satellite Beach,FL,,,1998,2/8/2024 10:31am
5697,Bum Bum,,63-14 Roosevelt Ave,"651-4145, 5pm-2am Fri-Sun unconfirmed","(M),(NH),(MR),(L)",Bars & Nightclubs,New York City,NY,"Listed under ""N.Y.C. -- Queens""",,1998,7/2/2024 3:53pm
4856,Black Diamond Bar & Supper Club,,64 Castner ,"Belt , 5pm-10pm clsd Mon, steaks & seafood, 20 mi. from Great Falls",,Restaurants,Belt,MT,"Listed under ""Great Falls, MT""",,1998,
4242,Green Street Cafe,,64 Green St,"586-5650 lunch & dinner, plenty veggie",,Restaurants,Northampton,MA,,,1998,7/2/2024 3:53pm
4199,Walker House,,64 Walker St,637-1271/(800) 235-3098,"(GF),(WC)",Accommodations,Lenox,MA,,,1998,7/2/2024 3:53pm
4201,Church Street Cafe ,,65 Church St,637-2745,,Restaurants,Lenox,MA,,,1998,7/2/2024 3:53pm
6020,Integrity Greater Cincinnati,,65 E Hollister,(Church of Our Savior) 242-7297 6:30pm 3rd Mon,,Spiritual Groups,Cincinatti,OH,,,1998,7/2/2024 3:53pm
1500,MCC of San Jose,,65 S 7th St,279-2711 10:30am Sun,,Spiritual Groups,San Jose,CA,,,1998,1/16/2024 10:41am
3940,Sea View Motel,,65 W Grand Ave,934-4180,(GF),Accommodations,Old Orchard Beach,ME,,,1998,7/2/2024 3:53pm
5411,St. Mark's Place,,65-50 Jericho Trnpk,Commack 499-2244 4pm-4am,"(MW),(D),(WC)",Bars & Nightclubs,Long Island,NY,,,1998,7/2/2024 3:53pm
1789,Triangles Cafe,,66 Sugar Hollow Rd,"Rte. 7 798-6996 5pm-2am, patio","(*),(MW),(D),(S)",Bars & Nightclubs,Danbury,CT,,,1998,2/8/2024 10:54am
5797,Laurey's,,67 Biltmore Ave,"252-1500 10am-6pm, til 4pm Sat, clsd Sun, delicious salads & cookies, dinners to go","(*),(WC)",Cafes,Asheville,NC,,,1998,7/2/2024 3:53pm
5800,Downtown Books & News,,67 N Lexington Ave,"253-8654 8am-6pm, from 6am Sun, used books & new magazines",,Bookstores & Retail Shops,Asheville,NC,,,1998,7/2/2024 3:53pm
4235,Old Red Schoolhouse,,67 Park St,584-1228 apts & studios,(MW),Accommodations,Northampton,MA,,,1998,7/2/2024 3:53pm
4497,The City Limits ,,67 S Division Ave ,454-8003 11am-2:30am ,"(*),(MW),(D),(S),(V),(WC)",Bars & Nightclubs,Grand Rapids,MI,,,1998,7/2/2024 3:53pm
4122,Buzz,,67 Stuart St,267-8969 10pm Sat only,"(MW),(D),(*)",Bars & Nightclubs,Boston,MA,,,1998,7/2/2024 3:53pm
842,Canyon Travel,,67-555 Hwy 111 ,"#C-110, Cathedral City 324-3484",(TA),Travel Agents,Palm Springs,CA,,,1998,7/2/2024 4:15pm
783,Desert Palms Inn,,67-580 E Palm Canyon Dr,"324-3000/(800) 801-8696 huge courtyard, bar & restaurant on premises, some veggie","(*),(MW),(SW),(TA)",Accommodations,Palm Springs,CA,,,1998,2/8/2024 10:54am
802,Villa Mykonos,,67-590 Jones Rd, Cathedral City 321-2898 ,(TA),Accommodations,Cathedral City,CA,"Listed under ""Palm Springs, CA""",,1998,7/2/2024 6:19pm
816,The Wolf's Den,,67-625 Hwy 111," Cathedral City 321-9688 8pm-2am bears & big men welcome, patio; also leather shop ","(M),(L)",Bars & Nightclubs,Cathedral City,CA,"Listed under ""Palm Springs, CA""",,1998,7/2/2024 6:19pm
809,Dates,,67-670 Carey Rd,"(at The Villa), Cathedral City 328-7211 10am-midnight, patio, poolside bar; also cafe w? brkfst & lunch",(M),Bars & Nightclubs,Palm Springs,CA,,,1998,7/2/2024 3:55pm
803,The Villa Resort,,67-670 Carey Rd," Cathedral City 328-7211/(800) 845-5265 individual bungalows, sauna, hot tub, masseur, kitchens","(*),(M),(SW),(F),(TA)",Accommodations,Cathedral City,CA,"Listed under ""Palm Springs, CA""",,1998,7/2/2024 6:19pm
823,Maria's Italian Cuisine,,67-778 Hwy 111," Cathedral City  328-4378 5:30pm-9:30pm dinner only, clsd Mon, plenty veggie",(BW),Restaurants,Cathedral City,CA,"Listed under ""Palm Springs, CA""",,1998,7/2/2024 6:19pm
834,The Wild Goose,,67-938 Hwy 111," Cathedral City 328-5775 from 5:30pm, cont'l/wild game, some veggie, full bar",(E),Restaurants,Cathedral City,CA,"Listed under ""Palm Springs, CA""",,1998,7/2/2024 6:19pm
5489,The Bar,,68 2nd Ave,(at 4th St.) 674-9714 3pm-4am,"(M),(NH)",Bars & Nightclubs,New York City,NY,"Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""",,1998,7/2/2024 3:53pm
5750,Calvary St. Andrew's Parish (Presbyterian),,68 Ashland St,"325-4950 10am Sun & noon Tue, 'More Light' congregation",,Spiritual Groups,Rochester,NY,,,1998,7/2/2024 3:53pm
4278,Carl's Guest House,,68 Bradford St,487-1650/(800) 348-2275,"(MO),(N)",Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
4241,Bela,,68 Masonic St,"586-8011 noon-8pm, til 10pm Th-Sat, clsd Sun-Mon, vegetarian",(WC),Restaurants,Northampton,MA,,,1998,7/2/2024 3:53pm
6638,Club Uneque II,,68 N 12th St ," 732-6047 9pm-2:30am Wed-Fri only
","(M),(D),(MR-AF)",Bars & Nightclubs,Philadelphia,PA,,,1998,7/2/2024 3:53pm
857,World Wide Book Store,,68-300 Ramon Rd,321-1313,,Erotica,Palm Springs,CA,,,1998,2/8/2024 10:54am
808,Choices,,68-352 Perez Rd," Cathedral City 321-1145/321-6167 7pm-2am, complex of 5 bars, patio","(*),(MW),(D),(E),(V),(WC)",Bars & Nightclubs,Cathedral City,CA,"Listed under ""Palm Springs, CA""",,1998,7/2/2024 6:19pm
856,Perez Books,,68-366 Perez Rd," Cathedral City 321-5597 24hrs, arcade",,Erotica,Cathedral City,CA,"Listed under ""Palm Springs, CA""",,1998,7/2/2024 6:19pm
780,Cathedral City Boys' Club,,68-369 Sunsair Rd," Cathedral City 324-1350/(800) 472-0836 privat men's resort, hot tub, steam room, free shuttle around town","(*),(MO),(SW),(N),(TA)",Accommodations,Cathedral City,CA,"Listed under ""Palm Springs, CA""",,1998,7/2/2024 6:19pm
855,Hidden Joy Book Shop,,68-424 Commercial, Cathedral City 328-1694 24hrs,,Erotica,Cathedral City,CA,"Listed under ""Palm Springs, CA""",,1998,7/2/2024 6:19pm
853,Black Moon Leather,,68-449 Perez Rd ,"#7, Cathedral City 770-2925/(800) 945-3284 3pm-midnight, til 2am wknds; also 67-625 Hwy. 111 location (inside Wolf's), 9pm-midnight Wed-Sun",,Erotica,Palm Springs,CA,,,1998,7/2/2024 4:15pm
850,Club Palm Springs,,68-449 Perez Rd ,"#1, Cathedral City 324-8588 24hrs, spa, exercise room, steam & sauna, hot tub, deck","(*),(MO),(V),(PC)",Men's Clubs,Palm Springs,CA,,,1998,7/2/2024 4:15pm
827,Red Tomato,,68-784 Grove St," Cathedral City 328-7518 5pm-10pm, pizza & pasta, plenty veggie","(BW),(WC)",Restaurants,Cathedral City,CA,"Listed under ""Palm Springs, CA""",,1998,7/2/2024 6:19pm
5365,Cafe Pongo,,69 Broadway,"Tivoli 757-4403 lunch, dinner & Sun brunch, gay night Fri, call for details",,Restaurants,Tivoli,NY,"Listed under ""Hudson Valley, NY""",,1998,
4131,Luxor,,69 Church,423-6969 4pm-1am; also 'Jox' sports bar & 'Mario's Italian restaurant,"(M),(V)",Bars & Nightclubs,Boston,MA,,checked,1998,7/2/2024 3:33pm
5559,Florent,,69 Gansevoort St,"(at Washington) 989-5779, 9am-5am, 24hrs Fri-Sat, French diner",(*),Restaurants,New York City,NY,"Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""",,1998,7/2/2024 3:53pm
1854,Manor House B&B,,69 Maple Ave,"542-5690 1898 Victorian Tudor estate, full brkfst, fireplaces, hot tubs","(GF),(NS)",Accommodations,Norfolk,CT,,,1998,2/8/2024 10:54am
6828,Union Street Station ,,69 Union St,"331-2291 noon-1am, til 2am Fri-Sat
","(M),(D),(S),(WC)",Bars & Nightclubs,Providence,RI,,,1998,7/2/2024 3:53pm
818,Bangkok 5,,69-930 Hwy 111," Rancho Mirage 770-9508 lunch & dinner, seasonal, Thai",,Restaurants,Rancho Mirage,CA,"Listed under ""Palm Springs, CA""",,1998,7/2/2024 6:19pm
829,Shame on the Moon,,69-950 Frank Sinatra Dr," Rancho Mirage 324-5515 5:30pm-10:30pm, clsd Mon (summer only), cont'l, some veggie, full bar, patio",(WC),Restaurants,Rancho Mirage,CA,"Listed under ""Palm Springs, CA""",,1998,7/2/2024 6:19pm
4269,The Bradford Carver House ,,70 Bradford St,487-4966/(800) 826-9083,(MW),Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
8179,Choices ,,70 Eñasco," Hato Rey open wknds, unconfirmed ","(M),(D)",Bars & Nightclubs,Hato Rey,PR,"Listed under ""San Juan, PR""",,1998,7/2/2024 6:19pm
5968,Interbelt,,70 N Howard St,"253-5700 9:30pm-2:30am, from 2pm Sun, clsd Tue & Th, patio","(M),(D),(S),(V)",Bars & Nightclubs,Akron,OH,,,1998,7/2/2024 3:53pm
