Auto#,title,amenityfeatures,description,streetaddress,type,city,state,unclear_address,unclear type or question,notes,Year,Last Modified
4546,Villa Messina,(MW),"433-6655/Fax:433-4515 in-room hot tubs, full brkfst",316 Burgundy Rd,Accommodations,Healdsburg,CA,,,,1997,12/16/2023 5:25pm
3859,Casa Alegra B&B Inn,"(GF),(SW)","628-1800/628-5654 hort tub, full brkfst, kids okay-inquire",316 E Speedway Blvd,Accommodations,Tucson,AZ,,,,1997,12/16/2023 5:25pm
8761,Rising Moon Books & Beyond,(WC),"332-7473 10am-6pm, lesbigay & multicultural books",316 East Blvd,Bookstores/Retail Shops,Charlotte,NC,,,,1997,12/16/2023 5:25pm
10794,Racine News & Video,,634-9827,316 Main St,Erotica,Racine,WI,,,,1997,12/16/2023 5:25pm
6371,Bistro,"(MW),(D),(WC)","829-2278 4pm-1am, from 8pm Sat, from 6pm Sun",316 N Main St,Bars,Bloomington,IL,,,,1997,12/16/2023 5:25pm
8750,Liasons,"(*),(MW),(NH),(PC)",376-1617 4pm-1am,316 Rensselaer Ave,Bars,Charlotte,NC,,,,1997,12/16/2023 5:25pm
7696,Integrity (Twin Cities) ,,"(Univ. Episcopal Ctr.), Minneapolis, 331-3552, 7pm 1st Fri",317 7th Ave SE,Spiritual Groups,Minneapolis,MN,,,,1997,12/16/2023 5:25pm
8573,Regents,"(M),(F),(E)","593-3091 noon-4am, Italian",317 E 53rd St,Bars,Manhattan,NY,,,,1997,12/16/2023 5:25pm
9248,Ray's Ordinary Bar & Grille,"(*),(M),(WC)","222-7297 9am-2:30am, also full restaurant, steaks & seafood",317 NW Broadway,Bars,Portland,OR,,,,1997,9/29/2023 4:24pm
8674,Happy Endings,"(E),(WC)","475-1853 8am-11pm, 10am-2am Fri-Sat, 6pm-11pm Sun, lunch & coffeehouse",317 S Clinton,Bars,Syracuse,NY,,,,1997,12/16/2023 5:25pm
8443,Chelsea Pines Inn,"(*),(MW),(IGTA)",929-1023,317 W 14th St,Accommodations,Manhattan,NY,,,,1997,12/16/2023 5:25pm
5838,Collins Plaza,,532-0849 hotel,318 20th St,Accommodations,Miami Beach/South Beach,FL,,,,1997,12/16/2023 5:25pm
9631,Julian's,,"861-1770, 7am-3pm, clsd Mon",318 Broadway,Restaurants & Cafes,Providence,RI,,,,1997,9/29/2023 4:24pm
4052,Murphy's Inn,"(GF),(WC)","278-6873 no smoking, full brkfst",318 Neal St,Accommodations,Grass Valley,CA,,,,1997,12/16/2023 5:25pm
9291,Looking Glass Bookstore,,"227-4760, 9am-6pm, from 10am Sat, clsd Sun, general, some lesbigay titles",318 SW Taylor,Bookstores/Retail Shops,Portland,OR,,,,1997,9/29/2023 4:24pm
8444,Colonial House Inn,"(M),(IGTA)",243-9669/(800) 689-3779,318 W 22nd St,Accommodations,Manhattan,NY,,,,1997,12/16/2023 5:25pm
4978,Metro Hotel,"(GF),(F)",861-5364,319 Divisadero St,Accommodations,San Francisco,CA,,,,1997,12/16/2023 5:25pm
9155,Midtown Theatre,,"584-3112, 24hrs",319 E 3rd St,Erotica,Tulsa,OK,,,,1997,12/16/2023 5:25pm
8673,Trexx,"(M),(D),(S),(WC)","474-6408 8pm-2pm, til 4am Fri-Sat, clsd Mon-Wed",319 N Clinton St,Bars,Syracuse,NY,,,,1997,12/16/2023 5:25pm
10029,Zippers,"(MW),(E),(WC)",412-9708 8pm-2am,319 W Harrison,Bars,Harlingen,TX,,,,1997,12/16/2023 5:25pm
9598,Peachie's Court,"(MW),(NH)","326-3611 10am-2am, clsd Sun",320 Court St,Bars,Williamsport,PA,,,,1997,12/16/2023 5:25pm
8000,Tattoos R Us,,"Ste. E, 387-6969, piercing & tattoo studio",320 E Charleston,Erotica,Las Vegas,NV,,checked,the guide categorizes his as erotica but its a tattoo shop,1997,12/16/2023 5:25pm
5553,Lambda Center,,255-0280,320 Harvey Ave,Info Lines & Services,Daytona Beach,FL,,,,1997,12/16/2023 5:25pm
5502,Two Quail,(*),"543-8030 lunch Mon-Fri & dinner nightly, New American, full bar",320 Massachusetts Ave NE,Restaurants & Cafes,Washington,D.C,,,,1997,12/16/2023 5:25pm
5737,Simonton Court Historic Inn & Cottages,"(*),(MW),(SW),(IGTA)","294-6386/(800) 944-2687 23 unit compound gym, sundeck",320 Simonton St,Accommodations,Key West,FL,,,,1997,12/16/2023 5:25pm
10787,The Cothren House,(GF),987-2612 full brkfst,320 Tower St,Accommodations,Mineral Point,WI,,,,1997,12/16/2023 5:25pm
6319,Travel Travel,(IGTA),"Ste. 204, Honolulu, 596-0336",320 Ward Ave,Travel/Tour Operators,"Honolulu, Oahu",HI,,,,1997,12/16/2023 5:25pm
10808,Mad Hatter,"(MW),(D),(WC)","842-3225 7pm-2am, from 3pm Sun",320 Washington,Bars,Wausau,WI,,,,1997,10/4/2023 6:19pm
4773,Inn on Castro,(MW),861-0321 full brkfst,321 Castro St,Accommodations,San Francisco,CA,,,,1997,12/16/2023 5:25pm
7422,Lobster Pot,(WC),487-0842 noon-10pm,321 Commercial St,Restaurants & Cafes,Provincetown,MA,,,,1997,12/16/2023 5:25pm
10438,Turf News,,479-0111,321 N Callow Ave,Erotica,Bremerton,WA,,,,1997,12/16/2023 5:25pm
7057,Grey Gull Inn,,"646-2272, also piano bar",321 Webhannet Dr,Restaurants & Cafes,Wells,ME,,,,1997,12/16/2023 5:25pm
4244,Friends Travel,,Ste. 100 652-9600/(800) GAY-0069,322 Huntley Dr,Travel/Tour Operators,West Hollywood,CA,,,,1997,12/16/2023 5:25pm
5483,Cafe Berlin,,"543-7656, lunch & dinner, dinner only Sun, German",322 Massachusetts Ave NE,Restaurants & Cafes,Washington,D.C,,,,1997,12/16/2023 5:25pm
6718,Alternatives,(WC),337-4124 10am-6pm clsd Sun,323 E Market St,Bookstores/Retail Shops,Iowa City,IA,,,,1997,12/16/2023 5:25pm
10690,Red Oaks Books,,"782-3424, 9am-8pm, til 9pm Fri, 10am-5pm wknds, general, lesbigay section",323 Pearl St,Bookstores/Retail Shops,LaCrosse,WI,,,,1997,12/16/2023 5:25pm
9725,Touchés,"(*),(MW),(D),(F),(WC)","335-9874, 8pm-2am",323 S Phillips Ave,Restaurants & Cafes,Sioux City,SD,,,,1997,12/16/2023 5:25pm
7775,The Edge,"(MW),(D),(A),(E),(YC),(WC)","(in the Lucas Place Bldg.), 221-8900",323 W 8th ,Bars,Kansas City,MO,,,,1997,12/16/2023 5:25pm
9845,The Ritz,"(MW),(CW),(D),(S)",372-9382 2pm-2am,323 W 10th Ave,Info Lines & Services,Amarillo,TX,,,,1997,12/16/2023 5:25pm
4022,Windsong Books & Records,,"964-2050, 10am-5:30pm, til 4pm Sun",324 N Main,Bookstores/Retail Shops,Fort Bragg,CA,,,,1997,12/16/2023 5:25pm
4602,L'Amour Shoppe,,758-9600,325 E Alisal St,Erotica,Salinas,CA,,,,1997,12/16/2023 5:25pm
9653,The Loft,"(MW),(F),(SW),(WC)","231-3320 11am-1am, from 10am (wknds & summers), Sun brunch",325 Farnum Pike,Bars,Smithfield,RI,,,,1997,9/29/2023 4:24pm
5566,1470 West,"(MW),(D),(E),(S),(WC)","736-5483 4pm-2am, from 8pm Mon",325 Main St,Bars,Dunedin,FL,,,,1997,12/16/2023 5:25pm
8617,Sandy's Old Homestead,"(GF),(F),(WC)",939-0758 8am-4am,325 N Main St,Bars,Niagara Falls,NY,,,,1997,12/16/2023 5:25pm
6410,Windy City Times,,"Ste. 510, 397-0020, weekly",325 W Huron,Publications,Chicago,IL,,,,1997,12/16/2023 5:25pm
8900,Spurs,"(*),(M),(L),(WC)",621-2668  4pm-2:30am,326 E 8th St,Bars,Cincinnati ,OH,,,,1997,12/16/2023 5:25pm
8677,MCC of Ray of Hope,(WC),471-6618 6pm Sun,326 Montgomery St,Spiritual Groups,Syracuse,NY,,,,1997,12/16/2023 5:25pm
7585,Dignity,,"(St. John's Parish) E. Lansing, 48826, 8pm Tue",327 MAC ,Spiritual Groups,Lansing,MI,,,,1997,12/16/2023 5:25pm
8609,Barz,"(MW),(D),(WC)","353-4444 6pm-4am, from 2pm Sat, from 1pm Sun, clsd Mon",327 Rte 9 W,Bars,Niagara Falls,NY,,,,1997,12/16/2023 5:25pm
8837,Our Place,,833-8968,327 W Harget,Erotica,Raleigh ,NC,,,,1997,12/16/2023 5:25pm
4285,The Mansion Inn,"(GF),(WC)",Venice 821-2557/(800) 828-0688 cont'l brkfst,327 Washington Blvd,Accommodations,Venice,CA,,,,1997,12/16/2023 5:34pm
9384,Perceptions,,"454-7364, 11am-7pm, til 5pm Sat, clsd Sun & Wed",328 W 6th ,Bookstores/Retail Shops,Erie,PA,,,,1997,12/16/2023 5:25pm
5717,Garden House,,296-5368/(800) 695-6453,329 Elizabeth St,Accommodations,Key West,FL,,,,1997,12/16/2023 5:25pm
4663,Bayou Bar & Grill,,"696-8747, lunch & dinner, Sun champagne brunch, Creole/Cajun, also full bar",329 Market St,Restaurants & Cafes,San Diego,CA,,,,1997,12/16/2023 5:25pm
7648,The Coffee Hag,"(E),(WC)","387-5533 9am-11pm, 11am-6pm Sun, clsd Mon",329 N Riverfront ,Restaurants & Cafes,Mankato,MN,,,,1997,12/16/2023 5:25pm
8760,Paper Skyscraper,(WC),"333-7130 10am-6pm, til 9pm Fri, noon-5pm Sun, books & gifts",330 East Blvd,Bookstores/Retail Shops,Charlotte,NC,,,,1997,12/16/2023 5:25pm
9512,Dignity,,"(church), 546-2093, 7pm Sun",330 S 13th St,Spiritual Groups,Philadelphia,PA,,,,1997,12/16/2023 5:25pm
10149,Nite Owl,"(M),(NH)","223-6957 4pm-2am, from noon Sun",330 San Pedro Ave,Bars,San Antonio,TX,,,,1997,12/16/2023 5:25pm
9318,Hart's Arcade,,"224-2338, 24hrs",330 SW 3rd Ave,Erotica,Portland,OR,,,,1997,12/16/2023 5:25pm
5631,Sunshine Cathedral MCC,(WC),"462-2004 8:30am, 10am, 11:30am, 7pm Sun",330 SW 27th St,Spiritual Groups,Fort Lauderdale,FL,,,,1997,12/16/2023 5:25pm
5630,Dignity Fort Lauderdale,,"(at MCC location) 463-4258, 2nd & 4th Sun",330 SW 27th St,Spiritual Groups,Fort Lauderdale,FL,,,,1997,12/16/2023 5:25pm
8560,Pied Piper Travel,(IGTA),"Ste. 1601, 239-2412/(800) 874-7312",330 W 42nd St,Travel/Tour Operators,Manhattan,NY,,,,1997,12/16/2023 5:25pm
8821,Legends,"(M),(D),(E),(S),(YC),(PC),(WC)","831-8888 9pm-?, deck, more mixed crowd on wknds",330 W Hargett St,Bars,Raleigh ,NC,,,,1997,12/16/2023 5:25pm
10507,HopScotch,"(GF),(F)",322-4191 over 75 single malts,332 15th Ave E,Bars,Seattle,WA,,,,1997,12/16/2023 5:25pm
6246,Ola Hou Guest Resort,"(MW),(SW)",823-0109/(800) 772-4567 vacation rental,332 Aina Loli Pl,Accommodations,"Kapaa, Kauai",HI,,,,1997,12/16/2023 5:25pm
8235,Lesbian/Gay Community Center,,"462-6138, 7pm-10pm, til 11pm Fri-Sat, from 1pm Sun, 24hr directory",332 Houston Ave,Info Lines & Services,Albany,NY,,,,1997,12/16/2023 5:25pm
5104,Adult Books,,941-8607,332 N California,Erotica,Stockton,CA,,,,1997,12/16/2023 5:25pm
9839,Boxwood Cottage,(MW),"598-5012 seasonal , full brkfst",333 Anderson Cemetery Rd,Accommodations,Sewanee,TN,,,,1997,12/16/2023 5:25pm
7416,Dodle's Pizza,(*),487-3388 9am-2am,333 Commercial St,Restaurants & Cafes,Provincetown,MA,,,,1997,12/16/2023 5:25pm
6859,Joie de Vivre MCC,,"383-0450, 11am Sun",333 E Chimes St,Spiritual Groups,Baton Rouge,LA,,,,1997,12/16/2023 5:25pm
4975,Inn at the Opera,"(GF),(F)",863-8400/(800) 325-2708 also Mediterranean restaurant,333 Fulton St,Accommodations,San Francisco,CA,,,,1997,12/16/2023 5:25pm
5278,Fort Collins Travel,,482-5555/(800) 288-7402 ,333 W Mountain Ave,Travel/Tour Operators,Fort Collins,CO,,,,1997,12/16/2023 5:25pm
5958,Odyssey,(IGTA),841-8686/(800) 327-4441,334 E Michigan St,Travel/Tour Operators,Orlando,FL,,,,1997,12/16/2023 5:25pm
4910,The Bread & Honey Tearoom,"(GF),(F)",781-5050/(800) 288-6005 w/ morning & afternoon teas,334 Mason St,Restaurants & Cafes,San Francisco,CA,,,,1997,12/16/2023 5:25pm
4909,King George Hotel,"(GF),(F)",781-5050/(800) 288-6005 also 'The Bread & Honey Tearoom' w/ morning & afternoon teas,334 Mason St ,Accommodations,San Francisco,CA,,,,1997,12/16/2023 5:25pm
10652,Class Act,"(MW),(D),(E),(PC),(S)","(rear entrance), 292-2010 8pm-3am, from 8pm Th-Sat, clsd Mon",335 High St,Bars,Morgantown,WV,,,,1997,12/16/2023 5:25pm
6532,Swingers World,,"676-9275, 24hrs",335 SW Adams,Erotica,Peoria,IL,,,,1997,9/29/2023 4:24pm
6207,"First City Network, Inc.",,"236-2489, info & events line, social group",335 Tatnail St,Info Lines & Services,Savannah,GA,,,,1997,12/16/2023 5:25pm
8547,Savoy,(M),560-9635,335 W 41st St,Bars,Manhattan,NY,,,,1997,12/16/2023 5:25pm
7412,Vixen,"(W),(D),(S)",11am-1am,336 Commercial St,Bars,Provincetown,MA,,,,1997,12/16/2023 5:25pm
7372,Pilgrim House,(W),487-6424 also full restaurant & bar,336 Commercial St,Accommodations,Provincetown,MA,,,,1997,12/16/2023 5:25pm
7235,Trident Booksellers & Cafe,(WC),267-8688 9am-mid,338 Newbury St,Bookstores/Retail Shops,Boston,MA,,,,1997,12/16/2023 5:25pm
9458,Bag & Baggage B&B,(GF),546-3807,338 S 19th St,Accommodations,Philadelphia,PA,,,,1997,12/16/2023 5:25pm
8453,Crow Bar,"(MW),(S)",420-0670 9pm-4am,339 E 10th St,Bars,Manhattan,NY,,,,1997,12/16/2023 5:25pm
8012,Visions,"(*),(M),(D),(E),(YC)","786-5455 noon-4am, 24hrs Fri-Sun, Glitter Palace gift shop wknds",340 Kietzke Ln,Bars,Reno,NV,,,,1997,12/16/2023 5:25pm
8896,Golden Lions,"(M),(NH),(D),(E),(S),(OC)",281-4179 4pm-2:30am,340 Ludlow,Bars,Cincinnati ,OH,,,,1997,9/29/2023 4:24pm
8185,Emmanuel MCC,,"268-0599, 10am Sun",341 Dallas NE,Spiritual Groups,Albuquerque,NM,,,,1997,9/29/2023 4:24pm
9457,Antique Row B&B,(GF),592-7802 full brkfst,341 S 12th St,Accommodations,Philadelphia,PA,,,,1997,12/16/2023 5:25pm
9247,Panorama,"(*),(GF),(D),(BW),(WC)","221-7262, 9pm-4am Fri-Sat, til 2:30am Sun, call for events",341 SW 10th,Bars,Portland,OR,,,,1997,9/29/2023 4:24pm
8841,GROW Switchboard,,"Ste. 182, 28403, 799-7111, 6-10pm, info, counseling, AIDS resource",341-11 S College Rd,Info Lines & Services,Wilmington,NC,,,,1997,12/16/2023 5:25pm
8212,Inn of the Turquoise Bear,(MW),983-0798/(800) 396-4104 hot tub,342 E Buena Vista St,Accommodations,Santa Fe,NM,,,,1997,12/16/2023 5:25pm
4905,Hotel Triton,"(GF),(WC),(IGTA)",394-0500/(800) 433-6611,342 Grant Ave,Accommodations,San Francisco,CA,,,,1997,12/16/2023 5:25pm
8503,Sung Tieng,(*),"(10th St.), 929-5621 lunch, dinner, & Sun brunch",343 Bleeker St,Restaurants & Cafes,Manhattan,NY,,,,1997,12/16/2023 5:25pm
8543,Don't Tell Mama,"(*),(GF),(E),(YC)",757-0788 4pm-4am,343 W 46th St,Bars,Manhattan,NY,,,,1997,12/16/2023 5:25pm
8487,Black Sheep,(M),242-1010,344 W 11th St,Restaurants & Cafes,Manhattan,NY,,,,1997,12/16/2023 5:25pm
8442,Chelsea Mews Guest House,(M),255-9174,344 W 15th St,Accommodations,Manhattan,NY,,,,1997,12/16/2023 5:25pm
9502,Giovanni's Room,(*),"923-2960 open daily, lesbigay",345 S 12th St,Bookstores/Retail Shops,Philadelphia,PA,,,,1997,12/16/2023 5:25pm
4722,Frameline,,"(800) 869-1996 (outside CA)/703-8650, lesbigay media arts foundation that sports the annual SF Internat'l Lesbian/Gay Film Festival each June",346 9th St,Info Lines & Services,San Francisco,CA,,,,1997,12/16/2023 5:25pm
9571,Boulevard Video & Magazines,,261-9119,346 Blvd of the Allies,Erotica,Pittsburgh,PA,,,,1997,12/16/2023 5:25pm
9669,Dudley's Inc.,"(M),(NH),(E),(PC)","723-2784 4pm-3am, from 2pm Sun",346 King St,Bars,Charleston,SC,,,,1997,12/16/2023 5:25pm
4051,MCC Divine Redeemer,,"500-7124, 10:45am Sun, 7:30pm Wed",346 Riverdale Dr,Spiritual Groups,Glendale,CA,,,,1997,12/16/2023 5:25pm
4774,Le Grenier,(MW),"864-4748 suite, cont'l brkfst",347 Noe St,Accommodations,San Francisco,CA,,,,1997,12/16/2023 5:25pm
5331,Aircraft Book & News,,569-2324,349 Main St,Erotica,East Hartford,CT,,,,1997,12/16/2023 5:25pm
8988,Herby's Tavern,,"464-2270, 1pm-2:30am",349 Marconi Blvd,Bars,Columbus,OH,,,,1997,12/16/2023 5:25pm
5015,Mac's Club,"(M),(NH)",998-9535 10am-2am,349 S 1st St,Bars,San Jose,CA,,,,1997,12/16/2023 5:25pm
8513,Bleeker Street Books,,10am-midnight,350 Bleeker St,Bookstores/Retail Shops,Manhattan,NY,,,,1997,12/16/2023 5:25pm
9034,Books & Co.,,"298-6540, 9am-11pm",350 E Stroop Rd,Bookstores/Retail Shops,Dayton,OH,,,,1997,12/16/2023 5:25pm
4085,Cafe Zinc,"(BW),(WC)","494-6302 7am-5:30pm, til 5pm Sun, also market, patio",350 Ocean Ave,Restaurants & Cafes,Laguna Beach,CA,,,,1997,12/16/2023 5:25pm
5847,Lord Balfour,(GF),673-0401/(800) 501-0401,350 Ocean Dr,Accommodations,Miami Beach/South Beach,FL,,,,1997,12/16/2023 5:25pm
7340,Captain's House,(M),487-9353/(800) 458-8885,350-A Commercial St,Accommodations,Provincetown,MA,,,,1997,12/16/2023 5:25pm
8039,Blanche's B&B,(GF),823-7061 full brkfst,351 Easton Valley Rd,Accommodations,Franconia,NH,,,,1997,12/16/2023 5:25pm
8518,Soho Books,,"266-3395, 10am-midnight",351 W Broadway ,Bookstores/Retail Shops,Manhattan,NY,,,,1997,12/16/2023 5:25pm
8545,G.H. Club,"(M),(F),(OC)","223-9752 4pm-1am, til 2am Fri-Sat, piano bar",353 E 53rd St,Bars,Manhattan,NY,,,,1997,12/16/2023 5:25pm
8576,Come Again,,"308-9394, clsd Sun",353 E 53rd St,Erotica,Manhattan,NY,,,,1997,12/16/2023 5:25pm
7327,Angel Landing,(MW),487-1600 seasonal,353-355 Commercial St,Accommodations,Provincetown,MA,,,,1997,12/16/2023 5:25pm
10752,Gargoyles,"(M),(L),(S),(WC)",225-9676 2pm-2am,354 E National,Bars,Milwaukee,WI,,,,1997,12/16/2023 5:25pm
9445,Doubleheader/Medusa's,"(MW),(D),(L),(V)","277-1070 8pm-2am, clsd Sun-Mon",354 W Elm St,Bars,Norristown,PA,,,,1997,12/16/2023 5:25pm
10404,Back Street Cafe,"(MW),(NH),(F)","345-1542 7pm-2pm, til midnight Sun ",356 Salem Ave,Bars,Roanoke,VA,,,,1997,12/16/2023 5:25pm
7434,"Now, Voyager",,"487-0848, 11am-11pm, til 5pm off season, lesbigay",357 Commercial St,Bookstores/Retail Shops,Provincetown,MA,,,,1997,12/16/2023 5:25pm
8866,358 Club,(M),434-7788 5pm-2:30am,358 S Main,Bars,Akron,OH,,,,1997,12/16/2023 5:25pm
8489,"Chelsea Bistro & Bar
",,"(9th Ave.) 727-2026, trendy French",358 W 23rd St,Restaurants & Cafes,Manhattan,NY,,,,1997,12/16/2023 5:25pm
5124,Three Star Adult News,,"653-9068, 24hrs",359 E Main St,Erotica,Ventura,CA,,,,1997,12/16/2023 5:25pm
5195,P.T. Barnum Estate,"(*),(GF)","830-6758 exp. cont'l brkfst, B&B on turn-of-the-century estate",360 King St,Accommodations,Denver,CO,,,,1997,12/16/2023 5:25pm
8871,Tear-Ez,"(M),(NH),(S),(WC)",376-0011 11am-2:30am,360 S Main,Bars,Akron,OH,,,,1997,12/16/2023 5:25pm
8050,Sporters,"(M),(NH),(D)","668-9014 5pm-1am, from 3pm Sun",361 Pine St,Bars,Manchester,NH,,,,1997,12/16/2023 5:25pm
5001,Muscle System,,863-4701,364 Hayes,Gyms & Health Clubs,San Francisco,CA,,,,1997,9/29/2023 4:24pm
8579,Carry Nation,"(MW),(NH)","Park Slope, 5pm-3am, from 11am wknds",365 5th Ave,Bars,Brooklyn,NY,,,,1997,12/16/2023 5:25pm
4933,Circle J Video,,474-6995,369 Ellis St,Erotica,San Francisco,CA,,,,1997,12/16/2023 5:25pm
5946,Southern Nights,"(M),(D),(S),(WC)","898-0424 4pm-2am, patio",375 S Bumby Ave,Bars,Orlando,FL,,,,1997,12/16/2023 5:25pm
8223,Downtown Subscription,,"983-3085, 7:30am-7pm, til 9pm Fri-Sat, newsstand & coffee shop",376 Garcia St,Bookstores/Retail Shops,Santa Fe,NM,,,,1997,12/16/2023 5:25pm
6293,Hotel Honolulu,"(*),(M),(IGTA)",926-7266/(800) 426-2766,376 Kaiolu St,Accommodations,"Honolulu, Oahu",HI,,,,1997,12/16/2023 5:25pm
4984,Haynes & Vine,,"626-5301, 5pm-midnight, til 1am Fri-Sat, wine bar",377 Hayes St,Bars,San Francisco,CA,,,,1997,12/16/2023 5:25pm
7091,Guesthouse,,236-9069 apt rental,378 Commercial St,Accommodations,Portland,ME,,,,1997,12/16/2023 5:25pm
7387,Somerset House,"(*),(GF)",487-0383 seasonal,378 Commercial St,Accommodations,Provincetown,MA,,,,1997,12/16/2023 5:25pm
4779,San Francisco Views - The Villa,"(MW),(SW),(WC)",282-1367/(800) 358-0123,379 Collingwood St,Accommodations,San Francisco,CA,,,,1997,12/16/2023 5:25pm
4957,381,,"621-3830, 11am-6pm, til 7pm wknds, great kitsch, candles",381 Guerrero St,Bookstores/Retail Shops,San Francisco,CA,,,,1997,12/16/2023 5:25pm
7452,Pub,"(MW),(NH),(D),(F),(S),(WC)","11am-2am, dinner Fri-Sun & Sun brunch",382 Dwight ,Bars,Springfield,MA,,,,1997,9/29/2023 4:24pm
8717,The Goddess Store,(WC),"258-3102 noon-6pm, clsd Sun-Mon",382 Montford Ave,Bookstores/Retail Shops,Asheville ,NC,,,,1997,12/16/2023 5:25pm
9004,Ironworks Gym,,221-4766,384 Dublin Ave,Gyms & Health Clubs,Columbus,OH,,,,1997,12/16/2023 5:25pm
8462,Keller's,"(M),(NH),(MRC-AF)",243-1907 1pm-4am,384 West St,Bars,Manhattan,NY,,,,1997,12/16/2023 5:25pm
9432,The Raven,"(*),(M),(SW)",862-2081,385 West Bridge St,Accommodations,New Hope,PA,,,,1997,12/16/2023 5:25pm
9434,The Raven Bar & Restaurant,(MW),"(at Raven accomodations), 862-2081 11am-2am",385 West Bridge St,Bars,New Hope,PA,,,address from 5757,1997,12/16/2023 5:25pm
7346,Commons Guesthouse & Bistro,(GF),487-7800/(800) 487-0784,386 Commercial St,Accommodations,Provincetown,MA,,,,1997,12/16/2023 5:25pm
7849,Heffalump's,,"361-0544, 11am-8pm, til 10pm Fri-sat, noon-5pm Sun, gifts",387 N Euclid Ave,Bookstores/Retail Shops,St. Louis,MO,,,,1997,12/16/2023 5:25pm
7433,Far Side of the Wind,(WC),"487-3963 11am-11pm, til 5pm off-season",389 Commercial St,Bookstores/Retail Shops,Provincetown,MA,,,,1997,12/16/2023 5:25pm
4504,Robbie's,"(MW),(D),(S)","(at College Plaza) 620-4371 6pm-2am, clsd Tue-Wed, call for events",390 E 2nd St,Bars,Pomona,CA,,,,1997,12/16/2023 5:25pm
3849,Iris Garden Inn,(GF),282-2552,390 Jordan Rd,Accommodations,Sedona,AZ,,,,1997,12/16/2023 5:25pm
7839,Duff's,(WC),"361-0522 clsd Mon, full bar",392 N Euclid Ave,Bars,St. Louis,MO,,,,1997,12/16/2023 5:25pm
8477,Sneakers,"(M),(NH),(MRC),(WC)",242-9830,392 West St,Bars,Manhattan,NY,,,,1997,12/16/2023 5:25pm
5016,Renegades,"(M),(NH),(L)","275-9902 11am-2am, patio",393 Stockton,Bars,San Jose,CA,,,,1997,9/29/2023 4:24pm
4753,B.A.R. (Bay Area Reporter),,"94103, 861-5019, weekly",395 9th St,Publications,San Francisco,CA,,,,1997,12/16/2023 5:25pm
9187,Keystone Cafe,,"342-2075, 7am-3pm, popular breakfast, plenty veggie",395 W 5th,Restaurants & Cafes,Eugene,OR,,,,1997,12/16/2023 5:25pm
7450,David's,"(MW),(D),(YC),(WC)","734-0566 8pm-2am, clsd Sun-Mon",397 Dwight St,Bars,Springfield,MA,,,,1997,12/16/2023 5:25pm
9786,David Kidd Booksellers,,"Ext., 683-9801, 9:30am-10pm, 10am-6pm Sun, lesbigay titles",397 Perkins Rd,Bookstores/Retail Shops,Memphis,TN,,,,1997,12/16/2023 5:25pm
7256,In ,,"Ste. 283, 426-8246, weekly",398 Columbus Ave,Publications,Boston,MA,,,,1997,9/29/2023 4:24pm
7443,In,,426-8246,398 Columbus Ave,Publications,Boston,MA,,,,1997,9/29/2023 4:24pm
4997,Ivy's,,"626-3930, lunch & dinner, vegetarian",398 Hayes St,Restaurants & Cafes,San Francisco,CA,,,,1997,12/16/2023 5:25pm
7023,Gay/Lesbian Phoneline,,"498-2088, hours vary",398 S Main St,Info Lines & Services,Caribou,ME,,,,1997,12/16/2023 5:25pm
7850,Left Bank Books,,"367-6731, 10am-10pm, 11am-5pm Sun, lesbian, feminist & gay titles",399 N Euclid Ave,Bookstores/Retail Shops,St. Louis,MO,,,,1997,12/16/2023 5:25pm
5518,More Light Presbyterians,,"(Westminster Church), 484-7700, 7pm, 11am, Sun",400 'I' St SW,Spiritual Groups,Washington,D.C,,,,1997,12/16/2023 5:25pm
4018,The Gingerbread Mansion Inn,"(*),(GF)",786-4000/(800) 952-4136,400 Berding St,Accommodations,Ferndale,CA,,,,1997,12/16/2023 5:25pm
9581,The Buzz,"(MW),(D),(E),(S),(WC)","969-0900 9pm-2am, clsd Sun-Mon",400 Block of Spruce ,Bars,Forest,CT,,,,1997,9/29/2023 4:24pm
6562,Integrity Bloomington,(WC),"(Trinity Episcopal Church), 336-4466 7:30pm 2nd Wed",400 E Kirkwood,Spiritual Groups,Bloomington,IN,,,,1997,12/16/2023 5:25pm
6671,Lucallen's,,"232-8484, 11am-11pm, Italian, full bar",400 Main St,Restaurants & Cafes,Ames,IA,,,,1997,12/16/2023 5:25pm
6370,Char Pei Lounge,"(MW),(D),(WC)","236-0810 6pm-2am, from noon Sun",400 Mascoutah Ave,Bars,Bellville,IL,,,,1997,12/16/2023 5:25pm
7827,Char Pei Lounge,"(MW),(D)",(618) 236-0810 6pm-2am,400 Mascoutah Ave,Bars,Belleville,IL,,,,1997,12/16/2023 5:25pm
3926,Wild Card,,"223-9071, 10am-8pm, 1-5pm Sun, novelties & gifts",400 N Bowman,Bookstores/Retail Shops,Little Rock,AR,,,,1997,12/16/2023 5:25pm
5993,Normandy Inn,(GF),366-8979/(800) 282-8050,400 N Tamiami Tr,Info Lines & Services,Sarasota,FL,,,,1997,12/16/2023 5:25pm
10195,Unity Church of the Living Christ,,"666-9102, 11am Sun",400 S 1st,Spiritual Groups,Hewitt,TX,,,,1997,12/16/2023 5:25pm
8669,Armory Pub,"(M),(D),(S),(WC)",471-9059 8am-2am,400 S Clinton,Bars,Syracuse,NY,,,,1997,12/16/2023 5:25pm
