ID2,title,amenityfeatures,description,streetaddress,unclear_address,type,city,state,Year,unclear type or question,notes,Last Modified
2321,411 Club,"(MW),(D),(MRC-AF)",684-0440 noon-4am,411 E. 63rd St.,,Bars,Chicago,IL,1994,,,4/25/2023 9:24pm
2372,Smokey's Den,"(MW),(D)","522-0301 6pm-1am, til 3am Fri & Sat",411 E. Washington ,,Bars,Springfield,IL,1994,,,4/25/2023 9:24pm
5635,Scruples (Back Door),"(MW),(D),(E),(WC)","(behind Adult Bookstore) 839-9606 5pm-?, from 2pm wknds",411 Galloway ,,Bars,Eau Claire,WI,1994,,,4/25/2023 9:24pm
4016,Congress ,"(MW),(NH)","486-9068 1pm-4am, from 8pm Sun ",411 Main St.,,Bars,Poughkeepsie,NY,1994,,,4/25/2023 9:24pm
4149,"Oakwood Inn, The",(GF),832-9712 full brkfst,411 N. Bloodworth St.,,Accommodations,Raleigh ,NC,1994,,,4/25/2023 9:24pm
407,Silver Fox,"(*),(V)","439-6343 noon-2am, from 8am Sun, popular happy hour",411 Redondo ,,Bars,Long Beach,CA,1994,,,4/25/2023 9:23pm
3225,Heidelberg ,"(MW),(OC),(WC)","771-9508 (pay phone) 4pm-2am, from 11am Sat, noon Sun",411 S. Franklin ,,Bars,Saginaw,MI,1994,,,4/25/2023 9:24pm
1715,"Brass Key Guesthouse, The","(*),(SW),(N),(IGTA)","296-4719/(800)932-9119 spa, full brkfst",412 Frances St.,,Accommodations,Key West,FL,1994,,,4/25/2023 9:23pm
1257,Scarlet's ,"(MW),(D)",644-4584 11am-2am,412 Georgia St.,,Bars,Vallejo,CA,1994,,,4/25/2023 9:23pm
2849,Randy's Sportsman's Bar,(NH),727-8935 6am-2am,412 Park Ave.,,Bars,Baltimore,MD,1994,,,4/25/2023 9:24pm
5100,Trestle,"(NH),(L)",826-9988 8pm-2am,412 S. Haskell ,,Bars,Dallas,TX,1994,,,4/25/2023 9:24pm
72,Cyrano's Bookstore & Cafe,"(GF),(F),(BW)","274-2599 seasonal hours, cinema ","413 ""D"" St. ",,Bookstores/Retail Shops,Anchorage,AK,1994,,,4/25/2023 9:23pm
621,Mustang Club,"(MW),(D),(S)","577-9694 4pm-2am, from 2pm Fri-Sun, open 26 years!",413 N. 7th St.,,Bars,Modesto,CA,1994,,,4/25/2023 9:23pm
4131,"Palms, The ","(D),(S),(PC)",272-6307 9pm-2:30am,413 N. Eugene St.,,Bars,Greensboro,NC,1994,,,4/25/2023 9:24pm
2532,3 Cheers,"(MW),(NH),(D),(E)",255-8005 9pm-2am,414 20th St.,,Bars,Sioux City,IA,1994,,,4/25/2023 9:24pm
13,Buchanan's,"(H),(MW),(NH),(D)","328-4337 4pm-2am, til 5am Fri & Sat",414 21st St. S.,,Bars,Birmingham,AL,1994,checked,"Double check amenity feature, might be error with 'H'?",4/25/2023 9:23pm
5538,Bailey/Coy Books ,,"323-8842, 10am-10pm, til 11pm Fri & Sat, 11am-8pm Sun",414 Broadway Ave. E. ,,Bookstores/Retail Shops,Seattle ,WA,1994,,,4/25/2023 9:24pm
5300,Lady V's ,"(MW),(S)",771-5322 5pm-2am,414 S. 1st St.,,Bars,Temple,TX,1994,,,4/25/2023 9:24pm
161,Changing Hands,,"966-0203, 10am-9pm, noon-5pm Sun",414 S. Mill,,Bookstores/Retail Shops,Tempe,AZ,1994,,,4/25/2023 9:23pm
2384,"Other Bar, The","(MW),(NH),(WC)","332-0033 4pm-2am, til 3am Fri & Sat",414 S. Walnut ,,Bars,Bloomington,IN,1994,,,4/25/2023 9:24pm
1740,Pilot House Guesthouse,"(MW),(SW),(N)",294-8719/(800)648-3780 19th-century Victorian in Old Town,414 Simonton St.,,Accommodations,Key West,FL,1994,,,4/25/2023 9:23pm
4126,Gastonia Video & News,,"867-9262, 24hrs",414 W. Main ,,Erotica,Gastonia ,NC,1994,,,4/25/2023 9:24pm
4514,Cini-Mini,,454-7531,415 Bridge St. NW,,Erotica,Grand Rapids,MI,1994,,,4/25/2023 9:24pm
1594,Beach Side Club,"(*),(D),(S)",252-5465 11am-3am,415 Main St.,,Bars,Daytona Beach,FL,1994,,,4/25/2023 9:23pm
1887,AA Gay/Lesbian,,"(MCC location) 433-8528, 7pm Th",415 N. Alcaniz ,,Restaurants & Cafes,Pembroke Pines,FL,1994,,,4/25/2023 9:23pm
5570,J.S. Pumps,"(MW),(D),(S),(WC)",325-9084 11am-2am ,415 N. Monroe St.,,Bars,Spokane,WA,1994,,,4/25/2023 9:24pm
2183,Emerald City,"(MW),(D),(S),(WC)",342-5446 10am-2:30am,415 S. 9th,,Bars,Boise,ID,1994,,,4/25/2023 9:24pm
3177,Noir Leather,,Royal Oak 541-3979,415 S. Main,,Erotica,Detroit,MI,1994,,,5/19/2023 10:56am
5460,Whaley Mansion Inn,(GF),"682-5735/(800)729-2408 small resort (2 houses), full brkfst ",415 Third St.,,Accommodations,Chelan,WA,1994,,,4/25/2023 9:24pm
5568,Buddies,"(MW),(D),(F),(WC)",838-6947 noon-2am,415 W. Sprague ,,Bars,Spokane,WA,1994,,,4/25/2023 9:24pm
4889,Offshore Drilling Co.,"(*),(MW),(D),(S),(YC)",448-0114 9pm-?,415 Yaupon Cr.,,Bars,Myrtle Beach,SC,1994,,,4/25/2023 9:24pm
16,Quest,(CW),"251-4313 24hrs, patio",416 24th St. S.,,Bars,Birmingham,AL,1994,,,4/25/2023 9:23pm
1754,Key West Cabaret,"(MW),(F),(E),(WC)","296-9483 4pm-4am, patio",416 Appleroth,,Bars,Key West,FL,1994,,,4/25/2023 9:23pm
2506,Blazing Saddles,"(*),(L)","246-1299 2pm-2am, from noon wknds",416 E. 5th St.,,Bars,Des Moines,IA,1994,,,4/25/2023 9:24pm
5330,Nature's Way,"(GF),(WC)","531-7572 11am-7pm, noon-5pm Sat, organic foods",416 E. 900 S.,,Restaurants & Cafes,Salt Lake City,UT,1994,,,4/25/2023 9:24pm
2668,"Frenchmen, The","(*),(GF),(F),(SW)","948-2166/(800)831-1781 1860 Creole townhouses, priv. baths, spa",417 Frenchmen St.,,Accommodations,New Orleans,LA,1994,,,4/25/2023 9:24pm
1075,Gough Hayes Hotel,(MW),431-9131 ,417 Gough St.,,Accommodations,San Francisco,CA,1994,,,4/25/2023 9:23pm
4255,Metronome ,"(W),(D),(A),(WC)","241-4663 8:30pm-2:30am, clsd Mon & Tues, DJ Fri & Sun",417 Huron Rd.,,Bars,Cleveland,OH,1994,,,4/25/2023 9:24pm
4183,Adult Books & Cinema X,,"232-9768, 24hrs",417 NP Ave.,,Erotica,Fargo ,ND,1994,,,4/25/2023 9:24pm
2509,Side Saddle Café,(MW),"282-7041 lunch, dinner & late night hours",418 E. 5th St.,,Restaurants & Cafes,Des Moines,IA,1994,,,4/25/2023 9:24pm
5708,This Is It,(*),"278-9192 3pm-2am, til 2am Fri & Sat",418 E. Wells St.,,Bars,Milwaukee,WI,1994,,,4/25/2023 9:24pm
5668,Cardinal Bar ,"(GF),(D)","251-0080 8pm-2am, from 4pm Fri, clsd Mon",418 E. Wilson St.,,Bars,Madison,WI,1994,,,4/25/2023 9:24pm
3208,Community News Center,,"351-7562, 9am-9pm, til 7pm Sun ",418 Frandor Shopping Center,,Bookstores/Retail Shops,Lansing,MI,1994,,,4/25/2023 9:24pm
1785,Leather Master,,292-5051,418-A Applerouth Ln.,,Erotica,Key West,FL,1994,,,4/25/2023 9:23pm
1992,West Palm Beach B&B,"(MW),(SW),(IGTA)",848-4064/(800)736-4064 poolside carriage house,419 32nd St.,,Accommodations,West Palm Beach,FL,1994,,,4/25/2023 9:24pm
1225,Chimney Sweep Books,,"458-1044, 11am-6pm, noon-4pm Sun, mostly used books",419 Cedar St.,,Bookstores/Retail Shops,Santa Cruz,CA,1994,,,4/25/2023 9:23pm
1288,Tatou ,"(GF),(D),(F),(E),(WC)","920-9091 6pm-2am, full up-scale menu available ",419 E. Hyman Ave.,,Bars,Aspen,CO,1994,,,4/25/2023 9:23pm
3409,Alley Bar & Grill,"(D),(F)","436-0203 10am-1am, clsd Sun",420 N. 17th St.,,Bars,St. Louis,MO,1994,,,4/25/2023 9:24pm
1743,SeaScape Guest House,"(GF),(SW)",296-7776,420 Olivia St.,,Accommodations,Key West,FL,1994,,,4/25/2023 9:23pm
4754,Paradise Restaurant & Bakery ,(GF),"at Forbes 681-9199 11am-2:30pm & 5:30pm-9pm, brunch only Sun",420 S. Craig,,Restaurants & Cafes,Pittsburgh,PA,1994,,,5/13/2023 9:15pm
894,Pasta Al Dente,(GF),295-2727,420-A Robinson ,,Restaurants & Cafes,San Diego,CA,1994,,,4/25/2023 9:23pm
4986,"Wheel, The",,256-4597,421 Broadway,,Erotica,Nashville,TN,1994,,,4/25/2023 9:24pm
4543,"Pink Zone, The",,"227-4631 ""visibly queer gear""",421 SW 11th Ave.,,Bookstores/Retail Shops,Portland,OR,1994,,,4/25/2023 9:24pm
867,"Escape, The","(*),(MW),(NH),(D),(F),(E)",295-8282 1pm-2am,421 University Ave.,,Bars,San Diego,CA,1994,,,4/25/2023 9:23pm
3277,Brass Rail,"(*),(NH),(K),(V)",Mpls. 333-3016 noon-1am,422 Hennepin Ave.,,Bars,Minneapolis,MN,1994,,,8/7/2023 3:31pm
2696,"Full Moon, The ","(D),(L)","Harvey 341-4396 7pm-?, clsd Mon & Tues",424 Destrehan,,Bars,New Orleans,LA,1994,,,5/19/2023 10:56am
2508,Our Pub,"(MW),(D),(WC)","243-9626 5pm-2am, from noon Sat",424 E. Locust ,,Bars,Des Moines,IA,1994,,,4/25/2023 9:24pm
1998,Hurricane Bar,"(NH),(BW),(WC)","833-1587 3pm-2am, clsd Mon",425 25th St.,,Bars,West Palm Beach,FL,1994,,,4/25/2023 9:24pm
2642,Horners,"(MW),(D),(CW),(E),(V)","232-1558 8pm-2am, 7pm-midnight Sun, clsd Mon & Tues",425 Jefferson,,Bars,Lafayette,LA,1994,,,4/25/2023 9:24pm
3326,Jack's Construction Site,"(MW),(NH),(BYOB),(PC)",362-3108 5pm-?,425 N. Mart Plaza,,Bars,Jackson,MS,1994,,,4/25/2023 9:24pm
891,Crest Café,(GF),295-2510 7am-midnight,425 Robinson,,Restaurants & Cafes,San Diego,CA,1994,,,4/25/2023 9:23pm
4368,Steubenville News ,,282-5842,426 Market St.,,Erotica,Steubenville,OH,1994,,,4/25/2023 9:24pm
4233,Fountain Square News,,"421-4049, 8am-6pm, til 3pm Sun",426 Walnut St.,,Bookstores/Retail Shops,Cincinnati ,OH,1994,,,4/25/2023 9:24pm
3568,Club Phoenix,"(D),(K),(S)",988-3990/775-9849 2pm-2am; til 5am Fri-Sun (summer),427 Cookman Ave.,,Bars,Asbury Park,NJ,1994,,,4/25/2023 9:24pm
4656,"Cartwheel, The","(*),(MW),(D),(F),(E),(S),(WC)","US 202 862-0880 4pm-2am, piano bar, dinner daily",427 York Rd.,,Bars,New Hope,PA,1994,,,5/19/2023 10:56am
1990,Casa del Paz,"(MW),(SW)",835-0676 full brkfst ,428 29th St.,,Accommodations,West Palm Beach,FL,1994,,,4/25/2023 9:24pm
3955,"Works, The","(*),(V),(YC)","799-7365 2pm-4am, cruise bar ",428 Columbus ,,"Bars,Cruising Areas",N.Y.C. - Uptown,NY,1994,,,4/25/2023 9:24pm
2986,Puzzles,"(MW),(D),(F),(WC)",991-2306 2pm-2am,428 N. Front St.,,Bars,New Bedford,MA,1994,,,4/25/2023 9:24pm
4223,Simon Says ,"(*),(NH),(P),(YC),(WC)","381-8196 11am-2:30am, from 1pm Sun ",428 Walnut ,,Bars,Cincinnati ,OH,1994,,,4/25/2023 9:24pm
1347,Delafield's Coffeehouse ,"(*),(MW),(NH)","744-6774 desserts, games & cards",430 S. Broadway ,,Restaurants & Cafes,Denver,CO,1994,,,4/25/2023 9:23pm
1164,U.S. Restaurant ,"(GF),(BW)","362-6251 6am-9pm, clsd Sun & Mon, Italian food just like home",431 Columbus Ave.,,Restaurants & Cafes,San Francisco,CA,1994,,,4/25/2023 9:23pm
905,Hillcrest Travel,(IGTA),291-0758/(800)748-5502,431 Robinson Ave.,,Travel/Tour Operators,San Diego,CA,1994,,,4/25/2023 9:23pm
5543,Red & Black Books,,"322-7323, 10am-8pm, from noon Sun",432 15th Ave. E.,,Bookstores/Retail Shops,Seattle ,WA,1994,,,4/25/2023 9:24pm
2254,River North Travel,(IGTA),527-2269,432 N. Clark St.,,Travel/Tour Operators,Chicago,IL,1994,,,4/25/2023 9:24pm
3942,Stevens Travel Management ,(IGTA),9th flr. 696-4300/(800)275-7400 contact Fred Shames,432 Park Ave. S,,Travel/Tour Operators,N.Y.C - Midtown,NY,1994,,,5/19/2023 10:56am
1363,Quest,,772-5965,432 S. Broadway ,,Publications,Denver,CO,1994,,,4/25/2023 9:23pm
3860,Meat ,"(D),(MRC),(V),(YC),(N),(WC)",366-5680 Sat 10pm-4am,432 W. 14th St.,,Bars,Greenwich Village,NY,1994,,,4/25/2023 9:24pm
2819,Canterbury House ,"(GF),(F)",363-3505,432 York St.,,Accommodations,York Harbor,ME,1994,,,4/25/2023 9:24pm
2482,Travelers Motel ,,"355-0285, XXX motel",433 14th St.,,Accommodations,Bettendorf,IA,1994,,,4/25/2023 9:24pm
2014,Boneshakers ,"(MW),(D),(CW),(A),(F),(18+),(WC)","543-1555 4pm-2am, til midnight Sun",433 E. Hancock Ave.,,Bars,Athens,GA,1994,,,4/25/2023 9:24pm
2733,"Gartrell Travel Services, Inc.",(IGTA),525-4040/(800)624-7629,433 Gravier St,,Travel/Tour Operators,New Orleans,LA,1994,,,4/25/2023 9:24pm
1000,Cove Café,(MW),626-0462,434 Castro St.,,Restaurants & Cafes,San Francisco,CA,1994,,,4/25/2023 9:23pm
207,Passages,,"442-5845 10am-6pm, large selection gay titles",434 N. College Ave.,,Bookstores/Retail Shops,Fayetteville,AR,1994,,,4/25/2023 9:23pm
4411,Club Burgundy ,(S),"236-5010 11am-2am, from 10am wknds ",434 W. Main St.,,Bars,Oklahoma City,OK,1994,,,4/25/2023 9:24pm
679,Desert Knight,"(GF),(SW)","325-5456 kitchens in room, patio",435 Avenida Olancha ,,Accommodations,Palm Springs,CA,1994,,,4/25/2023 9:23pm
2239,Baton Show Lounge,"(MW),(S)",644-5269 8pm-2am Wed-Sun,436 N. Clark St.,,Bars,Chicago,IL,1994,,,4/25/2023 9:24pm
1256,Nobody's Place,"(MW),(D),(E),(WC)",645-7298 10am-2am,437 Virginia St.,,Bars,Vallejo,CA,1994,,,4/25/2023 9:23pm
2713,"Wild Side, The","(GF),(NH)",523-4517 24hrs,439 Dauphine,,Bars,New Orleans,LA,1994,,,4/25/2023 9:24pm
4505,Gail's Dirty Duck Tavern,"(NH),(L),(WC)",224-8446 noon-2:30am,439 NW 3rd,,Bars,Portland,OR,1994,,,4/25/2023 9:24pm
966,Bear,(NH),861-9427 6am-2am,440 Castro St.,,Bars,San Francisco,CA,1994,,,4/25/2023 9:23pm
2526,Just A Bit Different ,,338-3101,440 Kirkwood Ave.,,Erotica,Iowa City,IA,1994,,,4/25/2023 9:24pm
4207,Market Street News ,,453-1275 ,440 Market St.,,Erotica,Canton,OH,1994,,,4/25/2023 9:24pm
2241,"Clubhouse, The","(D),(A),(MRC-AF),(V)","421-3588 11pm-4am, clsd Tues & Wed",440 N. Halsted,,Bars,Chicago,IL,1994,,,4/25/2023 9:24pm
5054,"Four Forty Club, The","(MW),(D),(MRC-L),(S)","541-3632 8pm-2am Wed, Fri-Sun",440 Old US Hwy. 77,,Bars,Brownsville,TX,1994,,,4/25/2023 9:24pm
1809,Fountainbleu Hilton Resort & Spa,"(GF),(SW),(WC)",538-2000/(800)445-8667,441 Collins Ave.,,Accommodations,Miami,FL,1994,,,4/25/2023 9:23pm
4385,"Alley, The ","(MW),(D),(S),(WC)",394-9483 2pm-2:30am ,441 E. Market St.,,Bars,Warren,OH,1994,,,4/25/2023 9:24pm
502,442 Restaurant ,(GF),651-4421 fresh healthy cuisine,442 N. Fairfax,,Restaurants & Cafes,West Hollywood,CA,1994,,,4/25/2023 9:23pm
5238,Choices ,"(*),(MW),(D),(S),(WC)","753-9221 4pm-2am, patio & volleyball court",446 Eastman Rd.,,Bars,Longview,TX,1994,,,4/25/2023 9:24pm
1192,L'Amour Shoppe,,298-2173,447 S. 1st St.,,Erotica,San Jose,CA,1994,,,4/25/2023 9:23pm
2631,Buddies ,(NH),"346-1191 2pm-2am, from noon Sat, clsd Sun, patio",450 Oklahoma St.,,Bars,Baton Rouge,LA,1994,,,4/25/2023 9:24pm
4599,Tops & Bottoms,"(MW),(D),(V),(YC)",451-0222 7pm-2am,450 Railroad St.,,Bars,Duryea,PA,1994,,,4/25/2023 9:24pm
5320,Utah Stonewall Center,,"539-8800, 1pm-9pm, til 4pm wknds, archives, library, myg. space, call for details ",450 S. 900 E. Ste. 140,,Info Lines & Services,Salt Lake City,UT,1994,,,4/25/2023 9:24pm
3001,A Tall Ship,(GF),487-2247,452 Commercial St.,,Accommodations,Provincetown,MA,1994,,,4/25/2023 9:24pm
1236,We The People,,"Box 166, 95401 573-8896",453 Stoney Point.,,Publications,Santa Rosa,CA,1994,,,5/19/2023 10:56am
4471,"Lavender Network, The",,485-7285,454 Williamette #207,,Publications,Eugene,OR,1994,,,4/25/2023 9:24pm
2895,Coach and Four Travel,(IGTA),648-7400,454A Massachusetts Ave.,,Travel/Tour Operators,Arlington,MA,1994,,,4/25/2023 9:24pm
89,Inn at the Summit Waterfront Cafe,(GF),586-2050 5:30pm-10pm,455 S. Franklin St. ,,Restaurants & Cafes,Juneau,AK,1994,,,4/25/2023 9:23pm
4529,Kiva,"(GF),(E),(BW)","Lake Oswego 636-8101 lunch & dinner, clsd Sun, mostly vegetarian ",455 SW Second,,Restaurants & Cafes,Portland,OR,1994,,,5/19/2023 10:56am
970,Castro Station,(NH),626-7220 6am-2am,456 Castro St.,,Bars,San Francisco,CA,1994,,,4/25/2023 9:23pm
5678,People's Bookstore ,,"251-0576, 10am-6pm",458 W. Gilman St.,,Bookstores/Retail Shops,Madison,WI,1994,,,4/25/2023 9:24pm
1408,Chez Est ,"(*),(D)","525-3243 3pm-2am, from noon wknds ",458 Wethersfield Ave.,,Bars,Hartford,CT,1994,,,4/25/2023 9:23pm
1014,Without Reservations,,861-9510,460 Castro St.,,Restaurants & Cafes,San Francisco,CA,1994,,,4/25/2023 9:23pm
2957,Fiddlesticks,"(MW),(D),(E),(YC)","998-9139 noon-2am, patio",460 Old Fall River Rd.,,Bars,Dartmouth,MA,1994,,,4/25/2023 9:24pm
2904,Four Sixty-Three Beacon St. Guesthouse,"(*),(GF),(IGTA)",536-1302 ,463 Beacon St.,,Accommodations,Boston,MA,1994,,,4/25/2023 9:24pm
1013,Welcome Home,"(MW),(BW)",626-3600,464 Castro St.,,Restaurants & Cafes,San Francisco,CA,1994,,,4/25/2023 9:23pm
4801,"Vaudvilla, The ","(*),(MW),(D),(S),(V)","Kingston 287-9250 9pm-2am, clsd Sun ",465 Main St.,,Bars,Wilkes-Barre,PA,1994,,,5/19/2023 10:57am
3104,Video Expo,,894-5063,465 Moody St.,,Erotica,Waltham,MA,1994,,,4/25/2023 9:24pm
977,"Headquarters, The",(L),"626-5876 6am-2am, uniform bar",469 Castro St.,,Bars,San Francisco,CA,1994,,,4/25/2023 9:23pm
3825,M.A.N.,,535-3914 men's non-sexual nudism group,469A Hudson #133,,Info Lines & Services,Greenwich Village,NY,1994,,,4/25/2023 9:24pm
3126,Horizons Travel,(IGTA),663-3434/(800)878-7477,475 Market,,Travel/Tour Operators,Ann Arbor,MI,1994,,,4/25/2023 9:24pm
1520,Brass Rail,"(MRC-AF),(F),(E),(WC)",371-6983 11am-2am,"476 ""K"" St. NW",,Bars,Washington,DC,1994,,,4/25/2023 9:23pm
1188,Pasquale's Restaurant ,(GF),"286-1770 lunch weekdays, dinner 5pm, fresh pastas, homemade breads & pastries ",476 S. 1st St.,,Restaurants & Cafes,San Jose,CA,1994,,,4/25/2023 9:23pm
3561,Worldwise Travel Co. Inc.,(IGTA),430-9060/(800)874-9473 ,477 State St.,,Travel/Tour Operators,Portsmouth,NH,1994,,,4/25/2023 9:24pm
2964,Duval Street Station,"(*),(MW),(D),(F),(E),(WC)",775-9835 Cape Cod's largest gay complex,477 Yarmouth Rd.,,Bars,Hyannis,MA,1994,,,4/25/2023 9:24pm
2151,Dick Club (at Pink Cadillac),,(Waikiki) 9pm-2am last Sunday of the month ,478 Ena Rd.,,Bars,"Honolulu, Oahu",HI,1994,,,4/25/2023 9:24pm
4041,Nahani ,,"587-4322, 10am-6pm, from noon Sun, books & imported clothing",482 Broadway ,,Bookstores/Retail Shops,Saratoga Springs,NY,1994,,,4/25/2023 9:24pm
988,Phoenix ,(D),552-6827 noon-2am,482 Castro ST.,,Bars,San Francisco,CA,1994,,,4/25/2023 9:23pm
4515,Allie's Bookstore,,724-9749,483 Court St.,,Erotica,Binghamton,NY,1994,,,4/25/2023 9:24pm
5442,Outright Books and the Rainbow Café,"(E),(WC)","490-6658 11am-8pm, til 11pm Fri & Sat, lesbigay ",485 S. Independence Blvd. Ste. 111,,Bookstores/Retail Shops,Virginia Beach,VA,1994,,,5/19/2023 10:57am
3103,Video Expo,,747-9812,486 Bridge St.,,Erotica,Springfield,MA,1994,,,4/25/2023 9:24pm
1019,A Different LIght,(*),"431-0981 10am-11pm, til midnight Fri & Sat ",489 Castro St.,,Bookstores/Retail Shops,San Francisco,CA,1994,,,4/25/2023 9:23pm
3555,Front Runner/Manchester Civic Club,"(*),(D),(E),(K),(PC)","623-6477 3pm-1:30am, visitors welcome",490 Chestnut ,,Bars,Manchester,NH,1994,,,4/25/2023 9:24pm
4473,Fantasy Warehouse ,,342-7240 ,490 E. Broadway ,,Erotica,Eugene,OR,1994,,,4/25/2023 9:24pm
1388,Silverado II ,(GF),726-5753 condo ski resort,490 Kings Crossing Rd. ,,Accommodations,Winter Park,CO,1994,,,4/25/2023 9:23pm
3284,Rumours ,"(*),(MW),(D),(F),(E),(K),(WC)","St. Paul 224-0703 4pm-1am, from noon wknds",490 N. Robert St.,,Bars,St. Paul,MN,1994,,,8/7/2023 3:31pm
1414,MetroStore ,,"231-8845 8am-8pm, til 5pm Tu, Wed & Sat, clsd Sun ",493 Farmington Ave.,,Bookstores/Retail Shops,Hartford,CT,1994,,,4/25/2023 9:23pm
5658,Eleven Gables Inn on the Lake,"(GF),(WC)","248-8393 B&B, country cottages",493 Wrigley Dr. ,,Accommodations,Lake Geneva,WI,1994,,,4/25/2023 9:24pm
1416,Metroline ,,06105 236-7813,495 Farmington Ave.,,Publications,Hartford,CT,1994,,,5/19/2023 10:57am
5053,Sundowner,"(MW),(D),(S),(BW),(BYOB)","833-3989 4pm-2am, patio",497 Crockett St.,,Bars,Beaumont,TX,1994,,,4/25/2023 9:24pm
3650,Club 21,"(MW),(NH)","392-9188 9pm-2am, quiet conversation bar, garden patio",499 Center St.,,Bars,Trenton,NJ,1994,,,4/25/2023 9:24pm
1775,Fast Buck Freddie's,,294-2007,500 Duval St.,,Bookstores/Retail Shops,Key West,FL,1994,,,4/25/2023 9:23pm
3912,Christopher St. Book Shop,,"463-0657, 24hrs",500 Hudson St.,,Erotica,Greenwich Village,NY,1994,,,4/25/2023 9:24pm
1863,Full Moon Saloon ,"(CW),(L)",648-8725 noon-2am,500 N. Orange Blossom Trail ,,Bars,Orlando,FL,1994,,,4/25/2023 9:23pm
4535,Zefiro ,(GF),"226-3394 lunch & dinner, clsd Sun, Mediterranean cuisine",500 NW 21st ,,Restaurants & Cafes,Portland,OR,1994,,,4/25/2023 9:24pm
3464,Club 2001 ,"(MW),(D),(A),(K),(WC)","476-2001 4pm-1am, from 2pm wknds",500 Sun Valley Blvd.,,Bars,Lincoln,NE,1994,,,4/25/2023 9:24pm
4998,"O.P., The","(MW),(D),(WC)","379-9613 2pm-2am, clsd Sun",500 W. 16th St.,,Bars,Amarillo,TX,1994,,,4/25/2023 9:24pm
1991,Palm West B&B,"(MW),(SW),(IGTA)","863-5633 full brkfst, complimentary sunset cocktails ",501 30th St.,,Accommodations,West Palm Beach,FL,1994,,,4/25/2023 9:24pm
1106,Klein's Delicatessen,"(W),(BW)",821-9149 8am-8pm,501 Connecticut St.,,Restaurants & Cafes,San Francisco,CA,1994,,,4/25/2023 9:23pm
3728,Summit Motor Inn,(GF),666-6000 ,501 E. Main St.,,Accommodations,Bayshore,NY,1994,,,4/25/2023 9:24pm
2691,Check Point Charlie,"(GF),(F)","947-0979 24hrs, laundromat",501 Esplanade ,,Bars,New Orleans,LA,1994,,,4/25/2023 9:24pm
5378,"Just Vacations, Inc.",(IGTA),838-0040 ,501 King St.,,Travel/Tour Operators,Alexandria,VA,1994,,,4/25/2023 9:24pm
5169,"Lovett Inn, The","(GF),(SW),(IGTA)",Montrose 522-5224/(800)779-5224,501 Lovett Blvd.,,Accommodations,Houston,TX,1994,,,5/19/2023 10:57am
2885,MCC of Rockville,,"601-9112, 7pm Sun",501 Mannakee St.,,Info Lines & Services,Rockville,MD,1994,,,4/25/2023 9:24pm
2420,501 Tavern,"(D),(L),(WC)","632-2100 3pm-3am, clsd Sun; CW Tues, HiNRG Sat",501 N. College Ave.,,Bars,Indianapolis,IN,1994,,,4/25/2023 9:24pm
1634,Phoenix,"(NH),(WC)",764-6163 1pm-2am,502 E. Sunrise Blvd.,,Bars,Ft. Lauderdale,FL,1994,,,4/25/2023 9:23pm
4118,Durham Video & News,,"489-9945, 24hrs",502 Lakewood Dr.,,Erotica,Durham,NC,1994,,,4/25/2023 9:24pm
2198,"Silver Fox, The",,"234-2477, 11am-10pm, clsd Sun",502 N. Main Ste. B,,Bookstores/Retail Shops,Pocatello,ID,1994,,,5/19/2023 10:57am
4546,Gulliver's Travels,(IGTA),230-8008/(800)875-8009,502 SE Morrison St. ,,Travel/Tour Operators,Portland,OR,1994,,,4/25/2023 9:24pm
108,Larry's Bed & Breakfast,"(MW),(SW),(N),(WC)",249-2974 hot tub,502 W. Claremont Ave.,,Accommodations,Phoenix,AZ,1994,,,4/25/2023 9:23pm
1459,Thread City Book & Novelty ,,456-8131,503 Main St.,,Erotica,Williamantic,CT,1994,,,4/25/2023 9:23pm
1894,Wright St. Deli ,"(GF),(BW)","469-0908 daily dinner, weekday lunch ",504 E. Wright St.,,Restaurants & Cafes,Pensacola,FL,1994,,,4/25/2023 9:23pm
2702,"Mint, The","(*),(MW),(P),(E),(WC)","525-2000 noon-3am, from 11am wknds",504 Esplanade,,Bars,New Orleans,LA,1994,,,4/25/2023 9:24pm
2852,Sue Ellen's ,"(*),(W),(D)","276-9310 4pm-2am, clsd Mon",504 S. Haven St.,,Bars,Baltimore,MD,1994,,,4/25/2023 9:24pm
5026,Chain Drive,"(L),(WC)","480-9017 2pm-2am, Sun buffet 4pm",504 Willow St.,,Bars,Austin,TX,1994,,,4/25/2023 9:24pm
2591,Hypnotic Eye,,"255-8987, 11am-9pm",504-1/2 Euclid Ave.,,Bookstores/Retail Shops,Lexington,KY,1994,,,4/25/2023 9:24pm
5023,5th St. Station,"(D),(S),(WC)",478-6065 ,505 E. 5th St.,,Bars,Austin,TX,1994,,,4/25/2023 9:24pm
2221,Blue Rock Books,,"328-2583, 10am-7pm, noon-5pm Sun",505 E. Green St.,,Bookstores/Retail Shops,Champaign/Urbana,IL,1994,,,4/25/2023 9:24pm
5679,Pic-a-Book,,"256-1125, 9am-8pm, 10am-5pm Sun",506 State St.,,Bookstores/Retail Shops,Madison,WI,1994,,,4/25/2023 9:24pm
5306,Maxine's,"(MW),(D),(S),(WC)",(at 5th) 753-9189 7pm-?,507 Jefferson,,Bars,Waco,TX,1994,,,5/13/2023 9:16pm
