"title","amenityfeatures","description","streetaddress","type","city","state","unclear_address","Year","notes","full.address","lon","lat","geoAddress","status","ID"
"Detweiller Park","Cruisy Area","(Days)","","Cruising Areas","Peoria","IL","checked",1992,"",", IL",-89.579344,40.792304,"unclear_coded_by_hand","Found","1992-IL-2479"
"W. Main St.","Cruisy Area","btw. 600-1600 blks. (by foot or by car)","","Cruising Areas","Peoria","IL","checked",1992,"",", IL",-89.610938,40.69977,"unclear_coded_by_hand","General Coordinates Used","1992-IL-2480"
"AA Gay/Lesbian","","224-2800 call MCC for details","","Info Lines & Services","Quincy","IL","checked",1992,"",", IL",-91.409873,39.935602,"unclear_coded_by_hand","General Coordinates Used","1992-IL-2481"
"Irene's Cabaret","(MW),(D)","222-6292 7pm-1am","124 N. 5th St.","Bars","Quincy","IL",NA,1992,"","124 N. 5th St. ,  Quincy ,  IL",-91.4080314,39.9326416,"124 n 5th st, quincy, il 62301, usa","Geocoded","1992-IL-2482"
"Royal Majestic","(MX)","228-9443 7am-8pm, clsd Mon","512 Hampshire","Restaurants & Cafes","Quincy","IL",NA,1992,"","512 Hampshire ,  Quincy ,  IL",-91.4078616,39.9329847,"512 hampshire st, quincy, il 62301, usa","Geocoded","1992-IL-2483"
"MCC","","224-2800 6pm Sun","124 1/2 N. Fifth","Religious Organization","Quincy","IL",NA,1992,"","124 1/2 N. Fifth ,  Quincy ,  IL",-91.4080314,39.9326416,"124 n 5th st, quincy, il 62301, usa","Geocoded","1992-IL-2484"
"Chelsea Books","","224-7000","5000 Gardner Expressway","Erotica","Quincy","IL",NA,1992,"","5000 Gardner Expressway ,  Quincy ,  IL",-91.3941712,39.8700965,"5000 gardner expy, quincy, il 62305, usa","Geocoded","1992-IL-2485"
"Mr. C's","(MW),(D)","968-6519 7pm-2am","1014 Charles St.","Bars","Rockford","IL",NA,1992,"","1014 Charles St. ,  Rockford ,  IL",-89.0816197,42.2666551,"1014 charles st, rockford, il 61104, usa","Geocoded","1992-IL-2486"
"Office","(NH)","965-0344 4pm-2am","513 E. State St.","Bars","Rockford","IL",NA,1992,"","513 E. State St. ,  Rockford ,  IL",-89.0871622,42.2672727,"513 e state st, rockford, il 61104, usa","Geocoded","1992-IL-2487"
"Travler","(MW),(D),(P)","964-7005 7pm-2am","7125 W. State St.","Bars","Rockford","IL",NA,1992,"","7125 W. State St. ,  Rockford ,  IL",-89.1758264,42.2801855,"7125 w state st, rockford, il 61102, usa","Geocoded","1992-IL-2488"
"Bookmart","","962-9810 24hrs","623 7th St.","Erotica","Rockford","IL",NA,1992,"","623 7th St. ,  Rockford ,  IL",-89.081104,42.2609668,"623 7th st, rockford, il 61104, usa","Geocoded","1992-IL-2489"
"Augie's","(W),(NH)","788-7389 5am-3am Mon-Sat, opens 10am Sun","313 20th St.","Bars","Rock Island","IL",NA,1992,"","313 20th St. ,  Rock Island ,  IL",-90.5715652,41.5094235,"313 20th st, rock island, il 61201, usa","Geocoded","1992-IL-2490"
"J.R.'s","(D)","786-9411 3pm-3am, from noon Sun","325 20th St.","Bars","Rock Island","IL",NA,1992,"","325 20th St. ,  Rock Island ,  IL",-90.5717191,41.5092214,"325 20th st, rock island, il 61201, usa","Geocoded","1992-IL-2491"
"Madison Square","(P)","786-9400 4pm-3am Mon-Fri, 2pm-3am Sat & Sun","319 20th St.","Bars","Rock Island","IL",NA,1992,"","319 20th St. ,  Rock Island ,  IL",-90.571563,41.509254,"319 20th st, rock island, il 61201, usa","Geocoded","1992-IL-2492"
"Centennial Video Center","","794-1682","309 20th St.","Bars","Rock Island","IL",NA,1992,"","309 20th St. ,  Rock Island ,  IL",-90.571605,41.5063668,"309 20th st, rock island, il 61201, usa","Geocoded","1992-IL-2493"
"Schiller Park Woods","Cruisy Area","#NAME?","","Cruising Areas","Rock Island","IL","checked",1992,"",", IL",-87.843933,41.952876,"unclear_coded_by_hand","Found","1992-IL-2494"
"New Dimensions","(D)","753-9268 8pm-3am Thur-Sun, beer garden","3036 Peoria Rd.","Bars","Springfield","IL",NA,1992,"","3036 Peoria Rd. ,  Springfield ,  IL",-89.6323294,39.8430675,"3036 n peoria rd, springfield, il 62702, usa","Geocoded","1992-IL-2495"
"Smokey's Den","(MW),(D)","522-0301 5pm-1am Sun-Thurs, til 3am Fri & Sat","411 E. Washington","Bars","Springfield","IL",NA,1992,"","411 E. Washington ,  Springfield ,  IL",-89.6501866,39.802087,"411 e washington st, springfield, il 62701, usa","Geocoded","1992-IL-2496"
"Brother to Brother","","PO Box 4681, 62708 support group for gay & bisexual men","","Men's Services","Springfield","IL","checked",1992,"",", IL",-89.650148,39.781721,"unclear_coded_by_hand","General Coordinates Used","1992-IL-2497"
"MCC Faith Eternal","","525-9597 worship 6pm Sun","514 N. Walnut","Religious Organization","Springfield","IL",NA,1992,"","514 N. Walnut ,  Springfield ,  IL",-89.6631418,39.8070393,"514 n walnut st, springfield, il 62702, usa","Geocoded","1992-IL-2498"
"Expo I Books","","544-5145","300 N. 5th St.","Erotica","Springfield","IL",NA,1992,"","300 N. 5th St. ,  Springfield ,  IL",-89.6492371,39.8039825,"300 n 5th st, springfield, il 62701, usa","Geocoded","1992-IL-2499"
"Douglass Park","Cruisy Area","","","Cruising Areas","Springfield","IL","checked",1992,"",", IL",-89.666926,39.806621,"unclear_coded_by_hand","Found","1992-IL-2500"
"Lake Springfield","Cruisy Area","","","Cruising Areas","Springfield","IL","checked",1992,"",", IL",-89.601617,39.707881,"unclear_coded_by_hand","Found","1992-IL-2501"
"Illinois Beach State Park","Cruisy Area,(AYOR)","#NAME?","","Cruising Areas","Waukegan","IL","checked",1992,"",", IL",-87.804347,42.425691,"unclear_coded_by_hand","Found","1992-IL-2502"
"Lakehurst Mall","Cruisy Area,(AYOR)","lower Mall","","Cruising Areas","Waukegan","IL","checked",1992,"",", IL",-87.898385,42.344977,"unclear_coded_by_hand","Found","1992-IL-2503"
"Rainbow Inn","(MX),(NH)","254-7227 7pm-2am Tues-Thur, 4pm-2am Fri-Sun","12 E. Ferguson","Bars","Wood River","IL",NA,1992,"","12 E. Ferguson ,  Wood River ,  IL",-90.0978353,38.8609157,"12 e ferguson ave, wood river, il 62095, usa","Geocoded","1992-IL-2504"
"Belk Park","Cruisy Area","","","Cruising Areas","Wood River","IL","checked",1992,"",", IL",-90.043022,38.864477,"unclear_coded_by_hand","Found","1992-IL-2505"
"Meridian Plaza Jackson & Main St.","Cruisy Area","","","Cruising Areas","Anderson","IN","checked",1992,"",", IN",-85.679148,40.098714,"unclear_coded_by_hand","General Coordinates Used","1992-IN-2506"
"Gay & Lesbian Switchboard of Bloomington","","855-5688, 8pm-midnight Wed (trained volunteer)","","Info Lines & Services","Bloomington","IN","checked",1992,"",", IN",-86.526386,39.165325,"unclear_coded_by_hand","General Coordinates Used","1992-IN-2507"
"Bullwinkle's","(MW),(D),(S)","334-3232 5pm-3am Mon-Sat, clsd Sun","201 S. College","Bars","Bloomington","IN",NA,1992,"","201 S. College ,  Bloomington ,  IN",-86.5346033,39.1653882,"201 s college ave, bloomington, in 47404, usa","Geocoded","1992-IN-2508"
"Other Bar, The","(MW),(NH),(BW)","332-0033 4pm-1am Mon-Fri, from 2pm Sat","414 S. Walnut","Bars","Bloomington","IN",NA,1992,"","414 S. Walnut ,  Bloomington ,  IN",-86.5339663,39.1624265,"414 s walnut st, bloomington, in 47401, usa","Geocoded","1992-IN-2509"
"Aquarius Books","","336-0988 gay section, 11am-5:30pm Mon-Fri, til 5pm Sat, clsd Sun","116 N. Grant St.","Bookstore/Retail Shops","Bloomington","IN",NA,1992,"","116 N. Grant St. ,  Bloomington ,  IN",-86.5295602,39.1671155,"116 n grant st, bloomington, in 47408, usa","Geocoded","1992-IN-2510"
"Integrity Bloomington","","(Trinity Episcopal Church) 336-4466 meets 7:30 2nd Wed","400 E. Kirkwood Ave.","Religious Organization","Bloomington","IN",NA,1992,"","400 E. Kirkwood Ave. ,  Bloomington ,  IN",-86.5297964,39.1665585,"400 e kirkwood ave, bloomington, in 47408, usa","Geocoded","1992-IN-2511"
"Pleasure Video","","332-3467","501 N. College","Erotica","Bloomington","IN",NA,1992,"","501 N. College ,  Bloomington ,  IN",-86.535057,39.1705763,"501 n college ave, bloomington, in 47404, usa","Geocoded","1992-IN-2512"
"Block around Monroe Public Library","(AYOR),Cruisy Area","","","Cruising Areas","Bloomington","IN","checked",1992,"",", IN",-86.53048,39.166705,"unclear_coded_by_hand","Found","1992-IN-2513"
"U. of Indiana Student Union","(AYOR),Cruisy Area","","","Cruising Areas","Bloomington","IN","checked",1992,"",", IN",-86.525569,39.167135,"unclear_coded_by_hand","Found","1992-IN-2514"
"Mill Race Park","Cruisy Area","","","Cruising Areas","Columbus","IN","checked",1992,"",", IN",-85.928901,39.206418,"unclear_coded_by_hand","Found","1992-IN-2515"
"Lake County Fairground","(AYOR),Cruisy Area",", W. side of lake (Parking Lot)","","Cruising Areas","Crown Point","IN","checked",1992,"",", IN",-87.369957,41.400879,"unclear_coded_by_hand","Found","1992-IN-2516"
"Switchboard Concern","","293-8671 24hrs, after midnight crisis-only","","Info Lines & Services","Elkhart","IN","checked",1992,"",", IN",-85.965625,41.681208,"unclear_coded_by_hand","General Coordinates Used","1992-IN-2517"
"Church of Good Shepherd in Exile","","294-4692 7pm Sun","616 W. High St.","Religious Organization","Elkhart","IN",NA,1992,"","616 W. High St. ,  Elkhart ,  IN",-85.9802376,41.6832574,"616 w high st, elkhart, in 46516, usa","Geocoded","1992-IN-2518"
"Unitarian Universalist Fellowship","","264-6525 adult forum 9:30am, worship 10:30 Sun","1732 Garden","Religious Organization","Elkhart","IN",NA,1992,"","1732 Garden ,  Elkhart ,  IN",-85.973517,41.6873832,"elkhart, in, usa","Geocoded","1992-IN-2519"
"Concord Mall","Cruisy Area","","","Cruising Areas","Elkhart","IN","checked",1992,"",", IN",-85.932479,41.642092,"unclear_coded_by_hand","Found","1992-IN-2520"
"Elliott Park","Cruisy Area","","","Cruising Areas","Elkhart","IN","checked",1992,"",", IN",-86.028279,41.676955,"unclear_coded_by_hand","Found","1992-IN-2521"
"Main Street","Cruisy Area","","","Cruising Areas","Elkhart","IN","checked",1992,"",", IN",-85.965625,41.681208,"unclear_coded_by_hand","General Coordinates Used","1992-IN-2522"
"Oxbow Park","Cruisy Area","nr. river","","Cruising Areas","Elkhart","IN","checked",1992,"",", IN",-85.906093,41.628971,"unclear_coded_by_hand","Found","1992-IN-2523"
"Crisis Line","","425-4355 limited referrals for the gay community","","Info Lines & Services","Evansville","IN","checked",1992,"",", IN",-87.57109,37.971559,"unclear_coded_by_hand","General Coordinates Used","1992-IN-2524"
"Tri-State Alliance","","P.O. 8341, 47716 social group, write for info & newsletter","","Info Lines & Services","Evansville","IN","checked",1992,"",", IN",-87.470303,37.961954,"unclear_coded_by_hand","General Coordinates Used","1992-IN-2525"
"Club East, The Other Side II","(MW),(D),(YC),(S)","477-6012 7pm-3am Mon-Sat, til 12:30am","4209 E. Morgan Ave.","Bars","Evansville","IN",NA,1992,"","4209 E. Morgan Ave. ,  Evansville ,  IN",-87.4989413,37.9910282,"4209 e morgan ave, evansville, in 47715, usa","Geocoded","1992-IN-2526"
"Studio Art Theater","","423-5508","2113 W. Franklin St.","Erotica","Evansville","IN",NA,1992,"","2113 W. Franklin St. ,  Evansville ,  IN",-87.5964122,37.9808396,"2113 w franklin st, evansville, in 47712, usa","Geocoded","1992-IN-2527"
"Eastland Mall","Cruisy Area","","","Cruising Areas","Evansville","IN","checked",1992,"",", IN",-87.495578,37.984417,"unclear_coded_by_hand","Found","1992-IN-2528"
"Mesker Park","Cruisy Area","","","Cruising Areas","Evansville","IN","checked",1992,"",", IN",-87.606021,37.99634,"unclear_coded_by_hand","Found","1992-IN-2529"
"Sunset Park","Cruisy Area","","","Cruising Areas","Evansville","IN","checked",1992,"",", IN",-87.572026,37.96045,"unclear_coded_by_hand","Found","1992-IN-2530"
"The Levee","Cruisy Area","","","Cruising Areas","Evansville","IN","checked",1992,"",", IN",-87.57109,37.971559,"unclear_coded_by_hand","General Coordinates Used","1992-IN-2531"
"Gay/Lesbian AA","","(Up the Stairs Community Center) 744-1199 meetings 8pm Tues, 7:30pm Sat","","Info Lines & Services","Ft. Wayne","IN","checked",1992,"",", IN",-85.139351,41.079273,"unclear_coded_by_hand","General Coordinates Used","1992-IN-2532"
"Gay/Lesbian Helpline","","744-1199 7pm-10pm Mon-Thurs, til midnight Fri & Sat, 7pm-9pm Sun","","Info Lines & Services","Ft. Wayne","IN","checked",1992,"",", IN",-85.139351,41.079273,"unclear_coded_by_hand","General Coordinates Used","1992-IN-2533"
"Up the Stairs Community Center","","744-1199 space for various groups and services; call for schedule","3426 Broadway","Info Lines & Services","Ft. Wayne","IN",NA,1992,"","3426 Broadway ,  Ft. Wayne ,  IN",-85.1567469,41.0533682,"3426 broadway, fort wayne, in 46807, usa","Geocoded","1992-IN-2534"
"After Dark","(MW),(D),(S)","424-6130 3pm-3:30am Mon-Sat","231 Pearl St","Bars","Ft. Wayne","IN",NA,1992,"","231 Pearl St ,  Ft. Wayne ,  IN",-85.142771,41.0802729,"231 pearl st, fort wayne, in 46802, usa","Geocoded","1992-IN-2535"
"MTB's (Meet The Boys)","(D),(F)","423-4676 4pm-3am Mon-Sat, 5pm-1am Sun","1411 N. Coliseum Blvd","Bars","Ft. Wayne","IN",NA,1992,"","1411 N. Coliseum Blvd ,  Ft. Wayne ,  IN",-85.0885555,41.089501,"1411 n coliseum blvd, fort wayne, in 46805, usa","Geocoded","1992-IN-2536"
"Tamica's","(BW),(D),(F),(LV),(NH),(S)","424-9250 3pm-3am Mon-Sat, 7pm-midnight Sun","243 Pearl St.","Bars","Ft. Wayne","IN",NA,1992,"","243 Pearl St. ,  Ft. Wayne ,  IN",-85.1431612,41.0804109,"243 pearl st, fort wayne, in 46802, usa","Geocoded","1992-IN-2537"
"Books... Music... and More","","423-9613 gay/lesbian section, 8am-7pm Mon-Fri, til 5pm Sat, til 2pm Sun","102 Three Rivers N.","Bookstore/Retail Shops","Ft. Wayne","IN",NA,1992,"","102 Three Rivers N. ,  Ft. Wayne ,  IN",-85.1344743,41.0831013,"102 three rivers n, fort wayne, in 46802, usa","Geocoded","1992-IN-2538"
"Dignity Ft. Wayne","","P.O. Box 11988, 46862 456-1346 bi-monthly meetings","","Religious Organization","Ft. Wayne","IN","checked",1992,"",", IN",-85.139351,41.079273,"unclear_coded_by_hand","General Coordinates Used","1992-IN-2539"
"Open Door Chapel","","(at Up the Stairs Community Center) 744-1199 7pm Sun","","Religious Organization","Ft. Wayne","IN","checked",1992,"",", IN",-85.139351,41.079273,"unclear_coded_by_hand","General Coordinates Used","1992-IN-2540"
"Foster Park","(AYOR),Cruisy Area","near Picnic Shelters","","Cruising Areas","Ft. Wayne","IN","checked",1992,"",", IN",-85.15377,41.04792,"unclear_coded_by_hand","Found","1992-IN-2541"
"Pearl St.","Cruisy Area","from Harrison to Ewing","","Cruising Areas","Ft. Wayne","IN","checked",1992,"",", IN",-85.144793,41.080146,"unclear_coded_by_hand","Found","1992-IN-2542"
"Rest Stop","(AYOR),Cruisy Area","24 East of New Haven","","Cruising Areas","Ft. Wayne","IN","checked",1992,"",", IN",-85.139351,41.079273,"unclear_coded_by_hand","General Coordinates Used","1992-IN-2543"
"Swinney Park","Cruisy Area","(Days)","","Cruising Areas","Ft. Wayne","IN","checked",1992,"",", IN",-85.162008,41.074159,"unclear_coded_by_hand","Found","1992-IN-2544"
"Burr St.","","offramp across from Truckers Adult Bookstore","","Cruising Areas","Gary","IN","checked",1992,"",", IN",-87.337152,41.60204,"unclear_coded_by_hand","General Coordinates Used","1992-IN-2545"
"W. section of Marquette Park & Holman & State Line Ave. Miller Beach","Cruisy Area","","","Cruising Areas","Gary","IN","checked",1992,"",", IN",-87.263387,41.620781,"unclear_coded_by_hand","Found","1992-IN-2546"
"Sibley Court Yard Inn","(PC)","933-9604 whirlpool, steam room, sauna, weight room","639 Sibley","Gyms/Health Clubs","Hammond","IN",NA,1992,"","639 Sibley ,  Hammond ,  IN",-87.5119989,41.6159405,"639 sibley st, hammond, in 46320, usa","Geocoded","1992-IN-2547"
"State St. & Sibley Blvd.","Cruisy Area","bet. Hohman & State Line Ave.","","Cruising Areas","Hammond","IN","checked",1992,"",", IN",-87.511111,41.616375,"unclear_coded_by_hand","General Coordinates Used","1992-IN-2548"
"AA Gay/Lesbian","","632-7864 6pm Thurs, 7pm Sat & Sun, gay men's Fri call for times & locations","","Info Lines & Services","Indianapolis","IN","checked",1992,"",", IN",-86.158068,39.768403,"unclear_coded_by_hand","General Coordinates Used","1992-IN-2549"
"Gay/Lesbian Switchboard","","P.O Box 2152,46206, 253-4297 7pm-11pm, info, referrals","","Info Lines & Services","Indianapolis","IN","checked",1992,"",", IN",-86.158068,39.768403,"unclear_coded_by_hand","General Coordinates Used","1992-IN-2550"
"Global Real Estate Referrals","","(800)346-5592, gay realtor at your service (see ad nat'l sec.)","","Info Lines & Services","Indianapolis","IN","checked",1992,"",", IN",-86.158068,39.768403,"unclear_coded_by_hand","General Coordinates Used","1992-IN-2551"
"The Open Quest Institute","","(800)444-9999, 24 hour Crisis Hotline","","Info Lines & Services","Indianapolis","IN","checked",1992,"",", IN",-86.158068,39.768403,"unclear_coded_by_hand","General Coordinates Used","1992-IN-2552"
"Brother's Bar & Grill Inc.","(MW),(E),(F)","636-1020 lunch & dinner, 11am-? Mon-Fri, from 4pm Sat & Sun","822 N. Illinois St.","Bars","Indianapolis","IN",NA,1992,"","822 N. Illinois St. ,  Indianapolis ,  IN",-86.1597159,39.7786117,"822 n illinois st, indianapolis, in 46204, usa","Geocoded","1992-IN-2553"
"Five-O-One Tavern","(L),(LV),(*),(C),(W)","632-2100 3pm-3am Mon-Sat, clsd Sun, C & W Tues & Fri","501 N. College Ave.","Bars","Indianapolis","IN",NA,1992,"","501 N. College Ave. ,  Indianapolis ,  IN",-86.1451662,39.7739525,"501 n college ave, indianapolis, in 46202, usa","Geocoded","1992-IN-2554"
"Jimmy's Bar & Restaurant","(*),(NH),(D),(E),(F),(C),(W)","638-9039 C & W dancing Fri & Sun, call for hours","924 N. Pennsylvania St.","Bars","Indianapolis","IN",NA,1992,"","924 N. Pennsylvania St. ,  Indianapolis ,  IN",-86.156191,39.7799139,"924 n pennsylvania st, indianapolis, in 46204, usa","Geocoded","1992-IN-2555"
"Metro, The","(MW),(D),(P),(V),(YC)","639-6022 4pm-3am,clsd Sun","707 Massachusetts","Bars","Indianapolis","IN",NA,1992,"","707 Massachusetts ,  Indianapolis ,  IN",-86.1466144,39.7765005,"707 massachusetts ave, indianapolis, in 46204, usa","Geocoded","1992-IN-2556"
"Our Place","(D),(B),(LV),(YC)","638-8138 5pm-3am Mon-Sat, clsd Sun","231 E. 16th St","Bars","Indianapolis","IN",NA,1992,"","231 E. 16th St ,  Indianapolis ,  IN",-86.1526315,39.788288,"231 e 16th st, indianapolis, in 46202, usa","Geocoded","1992-IN-2557"
"Shirley's One Way","(*),(MW),(D),(S),(F)","632-9931 10am-3am, clsd Sun","1341 N. Capitol Ave.","Bars","Indianapolis","IN",NA,1992,"","1341 N. Capitol Ave. ,  Indianapolis ,  IN",-86.16109,39.7858149,"1341 n capitol ave, indianapolis, in 46202, usa","Geocoded","1992-IN-2558"
"Ten, The","(*),(MW),(D),(F),(S),(CW)","(entrance in rear) 638-5802 6pm-3am, Mon-Sat, CW Mon","1218 N. Pennsylvania St.","Bars","Indianapolis","IN",NA,1992,"","1218 N. Pennsylvania St. ,  Indianapolis ,  IN",-86.1560592,39.7837148,"1218 n pennsylvania st, indianapolis, in 46202, usa","Geocoded","1992-IN-2559"
"Thirty-Five Thirty-Five West","(*),(MW),(D),(E),(S),(YC)","638-1788 8pm-3am Mon-Sat","3535 W. 16th St.","Bars","Indianapolis","IN",NA,1992,"","3535 W. 16th St. ,  Indianapolis ,  IN",-86.2204847,39.7874379,"3535 w 16th st, indianapolis, in 46222, usa","Geocoded","1992-IN-2560"
"Tomorrows","(MW),(D),(E),(F)","925-1710 5pm-3am Mon-Sat, til 12:30am Sun","2301 N. Meridian","Bars","Indianapolis","IN",NA,1992,"","2301 N. Meridian ,  Indianapolis ,  IN",-86.1567158,39.7993435,"2301 n meridian st, indianapolis, in 46208, usa","Geocoded","1992-IN-2561"
"Unicorn Club, The","(*),(PC),(D),(S)","262-9195 6pm-3am Mon-Sat","122 W. 13th St.","Bars","Indianapolis","IN",NA,1992,"","122 W. 13th St. ,  Indianapolis ,  IN",-86.1602527,39.7848778,"122 w 13th st, indianapolis, in 46202, usa","Geocoded","1992-IN-2562"
"Varsity, The","(NH),(F)","635-9998 10am-3am Mon-Fri, from 9am Sat, noon-midnight Sun","1517 N. Pennsylvania St.","Bars","Indianapolis","IN",NA,1992,"","1517 N. Pennsylvania St. ,  Indianapolis ,  IN",-86.155526,39.7878772,"1517 n pennsylvania st, indianapolis, in 46202, usa","Geocoded","1992-IN-2563"
"Club Body Center","(PC),(SW)","635-5796 24hrs","620 N. Capitol Ave.","Gyms/Health Clubs","Indianapolis","IN",NA,1992,"","620 N. Capitol Ave. ,  Indianapolis ,  IN",-86.1618586,39.7761992,"620 n capitol ave, indianapolis, in 46204, usa","Geocoded","1992-IN-2564"
"Works, The","(PC)","547-9210 24hrs","4120 N. Keystone Ave","Gyms/Health Clubs","Indianapolis","IN",NA,1992,"","4120 N. Keystone Ave ,  Indianapolis ,  IN",-86.1222562,39.8304717,"4120 n keystone ave, indianapolis, in 46205, usa","Geocoded","1992-IN-2565"
"Bookland","","639-9864 lesbian/gay section, 6am-7pm Mon-Sat, til 6pm Sun","137 W. Market","Bookstore/Retail Shops","Indianapolis","IN",NA,1992,"","137 W. Market ,  Indianapolis ,  IN",-86.1612329,39.7684741,"137 w market st, indianapolis, in 46204, usa","Geocoded","1992-IN-2566"
"Borders Book Shop","","849-8660 lesbian/gay section, 9am-9pm Mon-Sat, 11am-5pm Sun","5612 Castleton Corner Ln","Bookstore/Retail Shops","Indianapolis","IN",NA,1992,"","5612 Castleton Corner Ln ,  Indianapolis ,  IN",-86.07234,39.911889,"5612 castleton corner ln, indianapolis, in 46250, usa","Geocoded","1992-IN-2567"
