"title","description","streetaddress","type","amenityfeatures","city","state","Year","notes","full.address","lat","lon","geoAddress","status","unclear_address","ID"
"Briar Patch","(Some OC)","2294 Holcombe","Business","(OC)","Houston","TX",1981,"","2294 Holcombe, Houston, TX",29.7055601,-95.3845206,"2294 holcombe blvd, houston, tx 77021, usa","Google Verified Location",NA,"1981-TX-0774"
"Brick Yard Mtn. Inn","(Very M) Weiss Beach","Rte. 3","Hotel","(AYOR),(M)","Laconia","NH",1981,"","Rte. 3, NH",43.527855,-71.470351,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-NH-0775"
"Brickyard Alley","(3 rooms - W cruise bar)(Snacks)(Disco)(D in back)","1564 Nicholson","Restaurant,Bars/Clubs,Cruising Areas","(*),(W),(R),(D)","Baton Rouge","LA",1981,"","1564 Nicholson, Baton Rouge, LA",30.4333103,-91.1878449,"1564 nicholson dr, baton rouge, la 70802, usa","Google Verified Location",NA,"1981-LA-0776"
"Brig","(Some W , SM, FFA)","1347 Folsom St.","Bars/Clubs","(PT),(*),(W),(SM),(FFA)","San Francisco","CA",1981,"","1347 Folsom St., San Francisco, CA",37.7730725,-122.4121271,"1347 folsom st, san francisco, ca 94103, usa","Google Verified Location",NA,"1981-CA-0777"
"Brig","","1710 Aliceanna St.","Bars/Clubs","(SM)","Baltimore","MD",1981,"","1710 Aliceanna St., Baltimore, MD",39.2836832,-76.5926856,"1710 aliceanna st, baltimore, md 21231, usa","Google Verified Location",NA,"1981-MD-0778"
"Brighton 'Rest Stop'","14 mi. E.","U.S. 40","Cruising Areas","Cruisy Area","Springfield","OH",1981,"","U.S. 40, OH",39.924227,-83.808817,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-OH-0779"
"Broad St. Bridge","","","Cruising Areas","Cruisy Area","Rochester","NY",1981,"",", NY",43.154014,-77.609346,"unclear_coded_by_hand","Verified Location",NA,"1981-NY-0780"
"Broadmore","Inquire locally","","Restaurant","(M),(R)","Lambertville","NJ",1981,"",", NJ",40.365939,-74.942945,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-NJ-0781"
"Broadway","(nights)","","Cruising Areas","Cruisy Area","Fargo","ND",1981,"",", ND",46.901696,-96.787519,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-ND-0782"
"Broadway","betw. Belmont & Diversey ('Drags')","","Cruising Areas","Cruisy Area","Chicago","IL",1981,"",", IL",41.937072,-87.644116,"unclear_coded_by_hand","Verified Location",NA,"1981-IL-0783"
"Broadway","Plaza to Y.M.C.A.","","Cruising Areas","Cruisy Area","San Diego","CA",1981,"",", CA",32.715823,-117.173729,"unclear_coded_by_hand","Verified Location",NA,"1981-CA-0784"
"Broadway & Main","","","Cruising Areas","Cruisy Area","White Plains","NY",1981,"",", NY",41.03389,-73.763288,"unclear_coded_by_hand","Verified Location",NA,"1981-NY-0785"
"Broadway Annex","","1435 E. Broadway at Falcon","Bars/Clubs","","Long Beach","CA",1981,"","1435 E. Broadway at Falcon, CA",33.768225,-118.173476,"unclear_coded_by_hand","Verified Location",NA,"1981-CA-0786"
"Broadway Arms","(Baths)","218 W. 49th St.","Bars/Clubs,Bathhouses","(D)","Midtown","NY",1981,"","218 W. 49th St., Midtown, NY",40.7608374,-73.9852299,"218 w 49th st, new york, ny 10019, usa","Google Verified Location",NA,"1981-NY-0787"
"Broadway Books","","211 Broadway","Book Store","","Nashville","TN",1981,"","211 Broadway, Nashville, TN",36.1614623,-86.7754015,"211 broadway, nashville, tn 37201, usa","Google Verified Location",NA,"1981-TN-0788"
"Broadway Cabaret","(Disco-D in rear)","1260 Broadway","Bars/Clubs,Restaurant","(M),(YC),(R),(PT),(D)","Denver","CO",1981,"","1260 Broadway, Denver, CO",39.7360739,-104.9869001,"1260 n broadway, denver, co 80203, usa","Google Verified Location",NA,"1981-CO-0789"
"Broadway Eddie's","(Cruisy)(Liquor)","3348 E. Broadway","Bars/Clubs,Cruising Areas","(*),(PT)","Long Beach","CA",1981,"","3348 E. Broadway, Long Beach, CA",33.764294,-118.1526983,"3348 e broadway, long beach, ca 90803, usa","Google Verified Location",NA,"1981-CA-0790"
"Broadway Limited","(Disco)(Shops)","3132 N. Broadway","Restaurant,Bars/Clubs,Business","(D),(PT),(R),(*),(YC)","Chicago","IL",1981,"","3132 N. Broadway, Chicago, IL",41.9387165,-87.6446436,"3132 n broadway, chicago, il 60657, usa","Google Verified Location",NA,"1981-IL-0791"
"Broadway News","","712 N. Broadway","Book Store","","St. Louis","MO",1981,"","712 N. Broadway, St. Louis, MO",38.6311415,-90.1877813,"712 n broadway, st. louis, mo 63102, usa","Google Verified Location",NA,"1981-MO-0792"
"Broadway Playfield","Capitol Hill","","Cruising Areas","Cruisy Area","Seattle","WA",1981,"",", WA",47.617019,-122.319127,"unclear_coded_by_hand","Verified Location",NA,"1981-WA-0793"
"Broadway Territory","(Open for Sun. brunch) (Should be a big winner) 3601 Broadway","3601 Broadway","Restaurant","(R),(*)","Kansas City","MO",1981,"","3601 Broadway, Kansas City, MO",39.0619873,-94.5901473,"3601 broadway blvd, kansas city, mo 64111, usa","Google Verified Location",NA,"1981-MO-0794"
"Brooklyn 's 'Promenade'","just off Montague Ave.","","Cruising Areas","Cruisy Area","Brooklyn","NY",1981,"",", NY",40.695221,-73.995855,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-NY-0795"
"Brothel Hotel","(Also gym & sauna)(Coffee shop)","1500 Sutter St.","Hotel,Restaurant,Gym","(H),(*)","San Francisco","CA",1981,"","1500 Sutter St., San Francisco, CA",37.7872575,-122.4254455,"1500 sutter st, san francisco, ca 94109, usa","Google Verified Location",NA,"1981-CA-0796"
"Brothers","(Disco)","484 May St.","Bars/Clubs","(D)","Jacksonville","FL",1981,"","484 May St., Jacksonville, FL",30.321382,-81.67569,"484 may st, jacksonville, fl 32204, usa","Google Verified Location",NA,"1981-FL-0797"
"Brothers Corner House","","643 Edison Ave.","Restaurant","(R),(M),(PE)","Jacksonville","FL",1981,"","643 Edison Ave., Jacksonville, FL",30.3208329,-81.6756122,"643 edison ave, jacksonville, fl 32204, usa","Google Verified Location",NA,"1981-FL-0798"
"Brown's Hostelry & Pub","","1190 Folsom St.","Hotel","(H)","San Francisco","CA",1981,"","1190 Folsom St., San Francisco, CA",37.775454,-122.410026,"1190 folsom st, san francisco, ca 94103, usa","Google Verified Location",NA,"1981-CA-0799"
"Bruno's Books","","1220 Polk St.","Book Store","","San Francisco","CA",1981,"","1220 Polk St., San Francisco, CA",37.788118,-122.4200396,"1220 polk st, san francisco, ca 94109, usa","Google Verified Location",NA,"1981-CA-0800"
"Bryan Park","","","Cruising Areas","Cruisy Area","Richmond","VA",1981,"",", VA",37.596023,-77.467256,"unclear_coded_by_hand","Verified Location",NA,"1981-VA-0801"
"Bryant Park","","","Cruising Areas","Cruisy Area","Traverse City","MI",1981,"",", MI",44.766703,-85.595615,"unclear_coded_by_hand","Verified Location",NA,"1981-MI-0802"
"Buckhorn","('Best bet')","114 Ivinson","Bars/Clubs","(M),(W)","Laramie","WY",1981,"","114 Ivinson, Laramie, WY",41.3119437,-105.5953206,"114 e ivinson ave, laramie, wy 82070, usa","Google Verified Location",NA,"1981-WY-0803"
"Buddies","(Disco)(Cruise bar - PT)","733 Boylston St.","Cruising Areas,Bars/Clubs","(*),(D),(E),(PT)","Boston","MA",1981,"","733 Boylston St., Boston, MA",42.3494712,-71.0802649,"733 boylston st, boston, ma 02116, usa","Google Verified Location",NA,"1981-MA-0804"
"Buddy's","(Disco)","2258 Young St.","Restaurant,Bars/Clubs","(YC),(D),(R),(PT),(*)","Memphis","TN",1981,"","2258 Young St., Memphis, TN",35.1197,-89.9868473,"2258 young ave, memphis, tn 38104, usa","Google Verified Location",NA,"1981-TN-0805"
"Buena Vista park","","","Cruising Areas","Cruisy Area","San Francisco","CA",1981,"",", CA",37.768584,-122.441491,"unclear_coded_by_hand","Verified Location",NA,"1981-CA-0806"
"Buffalo","(Opening soon- inquire locally)","","Bars/Clubs","(W),(SM)","Las Vegas","NV",1981,"",", NV",36.171563,-115.139101,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-NV-0807"
"Buffalo Park","Manitou Springs","","Cruising Areas","Cruisy Area","Colorado Springs","CO",1981,"",", CO",40.243039,-106.603373,"unclear_coded_by_hand","Verified Location",NA,"1981-CO-0808"
"Bull Annex","(Cl. Sun.)(W - levi)","59 S. Potomac","Bars/Clubs","(PT)","Hagerstown","MD",1981,"","59 S. Potomac, Hagerstown, MD",39.6409391,-77.7214769,"59 s potomac st, hagerstown, md 21740, usa","Google Verified Location",NA,"1981-MD-0809"
"Bull Ring Lounge","(Cl Sun.)(Disco) at Antietam","57 S. Potomac","Hotel,Bars/Clubs","(S),(H),(D)","Hagerstown","MD",1981,"","57 S. Potomac, Hagerstown, MD",39.6409329,-77.721462,"57 s potomac st, hagerstown, md 21740, usa","Google Verified Location",NA,"1981-MD-0810"
"Bull St. Squares","by foot or car","","Cruising Areas","Cruisy Area","Savannah","GA",1981,"",", GA",32.080899,-81.091203,"unclear_coded_by_hand","Verified Location",NA,"1981-GA-0811"
"Bulldog & Co","(Some levi, W, SM)(Cruisy)(Enter thru rear parking lot)","893 Peachtree St. N.E.","Cruising Areas,Bars/Clubs","(*),(W),(SM)","Atlanta","GA",1981,"","893 Peachtree St. N.E., Atlanta, GA",33.779027,-84.3839993,"893 peachtree st ne, atlanta, ga 30309, usa","Google Verified Location",NA,"1981-GA-0812"
"Bulldog Baths","(Looks promising)","132 Turk St.","Bathhouses","(*)","San Francisco","CA",1981,"","132 Turk St., San Francisco, CA",37.7834457,-122.4114878,"132 turk st, san francisco, ca 94102, usa","Google Verified Location",NA,"1981-CA-0813"
"Bullwinkle","(Disco)","1724 E. McDowell Rd.","Bars/Clubs","(YC),(D)","Phoenix","AZ",1981,"","1724 E. McDowell Rd., Phoenix, AZ",33.4660592,-112.0445398,"1724 e mcdowell rd, phoenix, az 85006, usa","Google Verified Location",NA,"1981-AZ-0814"
"Bullwinkle Cafe","","618 Lake St.","Restaurant","(M),(OC),(E)","Rochester","NY",1981,"","618 Lake St., Rochester, NY",43.1762572,-77.6303107,"618 lake ave, rochester, ny 14613, usa","Google Verified Location",NA,"1981-NY-0815"
"Bullwinkle's","(Some YC, L)(Disco)","201 S. College","Restaurant,Bars/Clubs","(R),(YC),(L),(D),(*)","Bloomington","IN",1981,"","201 S. College, Bloomington, IN",39.1653882,-86.5346033,"201 s college ave, bloomington, in 47404, usa","Google Verified Location",NA,"1981-IN-0816"
"Bun's","(Liquor)(Cruisy)","68-657 Hwy 111","Cruising Areas,Bars/Clubs","","Palm Springs","CA",1981,"","68-657 Hwy 111, CA",33.823255,-116.54661,"unclear_coded_by_hand","Verified Location",NA,"1981-CA-0817"
"Bungalow","(Some L) nr. Main","121 Mill St.","Restaurant,Bars/Clubs","(M),(R),(L)","Lexington","KY",1981,"","121 Mill St., Lexington, KY",38.0481195,-84.4992256,"121 s mill st, lexington, ky 40507, usa","Google Verified Location",NA,"1981-KY-0818"
"Bunk House","(Open 24 hrs) at Dauphine","900 Dumaine","Restaurant","(M),(R)","New Orleans","LA",1981,"","900 Dumaine, New Orleans, LA",29.9608254,-90.0652429,"900 dumaine st, new orleans, la 70116, usa","Google Verified Location",NA,"1981-LA-0819"
"Bunk House","","4519 Santa Monica","Bars/Clubs","(W),(PT)","Los Angeles","CA",1981,"","4519 Santa Monica, Los Angeles, CA",34.09101,-118.2870222,"4519 santa monica blvd, los angeles, ca 90029, usa","Google Verified Location",NA,"1981-CA-0820"
"Bunk House","(Ski resort-guest house) (303) 453-6475","","Hotel","(*),(H),(W),(YC)","Breckenridge","CO",1981,"",", CO",39.52572,-106.046361,"unclear_coded_by_hand","Verified Location",NA,"1981-CO-0821"
"Bunk House","(Cruisy)(Disco)(Montauk Hwy.)","192 N. Main St.","Bars/Clubs,Cruising Areas","(W),(*),(D)","Saranac Lake","NY",1981,"","192 N. Main St., Saranac Lake, NY",44.3285685,-74.1270766,"192 main st, saranac lake, ny 12983, usa","Google Verified Location",NA,"1981-NY-0822"
"Bunkhouse","","38 Washburn","Hotel","(H)","San Francisco","CA",1981,"","38 Washburn, San Francisco, CA",37.7753019,-122.4146142,"38 washburn st, san francisco, ca 94103, usa","Google Verified Location",NA,"1981-CA-0823"
"Bunkhouse","(Baths) (Upstairs)","3109 Main St.","Bathhouses","(P),(*)","Kansas City","MO",1981,"","3109 Main St., Kansas City, MO",39.0704131,-94.5853534,"3109 main st, kansas city, mo 64111, usa","Google Verified Location",NA,"1981-MO-0824"
"Burdine's","T-Room-Dadeland","","Cruising Areas","Cruisy Area","Miami","FL",1981,"",", FL",25.689755,-80.309948,"unclear_coded_by_hand","Verified Location",NA,"1981-FL-0825"
"Burger Chef","Downtown Plaza","","Cruising Areas","Cruisy Area","Coshocton","OH",1981,"",", OH",40.272015,-81.859576,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-OH-0826"
"Burger Chef","","","Cruising Areas","Cruisy Area","Lake Charles","LA",1981,"",", LA",30.226595,-93.217376,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-LA-0827"
"Burnet Woods","","","Cruising Areas","Cruisy Area","Cincinnati","OH",1981,"",", OH",39.1394,-84.517631,"unclear_coded_by_hand","Verified Location",NA,"1981-OH-0828"
"Burning Tree","(Looks promising)","1325 Santa Monica Blvd.","Bars/Clubs","(D)","Santa Monica","CA",1981,"","1325 Santa Monica Blvd., Santa Monica, CA",34.024002,-118.486164,"1325 santa monica blvd, santa monica, ca 90404, usa","Google Verified Location",NA,"1981-CA-0829"
"Burns Park","#NAME?","","Cruising Areas","Cruisy Area,(AYOR)","Little Rock","AR",1981,"",", AR",34.797696,-92.309918,"unclear_coded_by_hand","Verified Location",NA,"1981-AR-0830"
"Burnside Park","","","Cruising Areas","Cruisy Area","Providence","RI",1981,"",", RI",41.825798,-71.41169,"unclear_coded_by_hand","Verified Location",NA,"1981-RI-0831"
"Burritt Hotel Bar","T-Room","W. Main & Washington","Cruising Areas,Hotel,Bars/Clubs","Cruisy Area","New Britain","CT",1981,"","W. Main & Washington, CT",41.667853,-72.783282,"unclear_coded_by_hand","Verified Location",NA,"1981-CT-0832"
"Burton's","","2223 Market St.","Restaurant","(R),(*)","San Francisco","CA",1981,"","2223 Market St., San Francisco, CA",37.7651206,-122.4313774,"2223 market st, san francisco, ca 94114, usa","Google Verified Location",NA,"1981-CA-0833"
"Bus & R.R. Stations","","","Cruising Areas","Cruisy Area,(AYOR)","Providence","RI",1981,"",", RI",41.854556,-71.406367,"unclear_coded_by_hand","Verified Location",NA,"1981-RI-0834"
"Bus Depot","","","Cruising Areas","Cruisy Area,(AYOR)","Spokane","WA",1981,"",", WA",47.65878,-117.426046,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-WA-0835"
"Bus Depot","","","Cruising Areas","Cruisy Area","Florence","AL",1981,"",", AL",34.79981,-87.677251,"unclear_coded_by_hand","Verified Location",NA,"1981-AL-0836"
"Bus Depot","","","Cruising Areas","Cruisy Area","Salem","OR",1981,"",", OR",44.932419,-123.028211,"unclear_coded_by_hand","Verified Location",NA,"1981-OR-0837"
"Bus Depot","","","Cruising Areas","Cruisy Area","Asheville","NC",1981,"",", NC",35.595058,-82.551487,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-NC-0838"
"Bus Station","(Disco)(Twinkies)","1117 E. Pawnee","Bars/Clubs","(D),(P)","Wichita","KS",1981,"","1117 E. Pawnee, Wichita, KS",37.6499002,-97.3243447,"1117 e pawnee st, wichita, ks 67211, usa","Google Verified Location",NA,"1981-KS-0839"
"Bus Station","","","Cruising Areas","Cruisy Area","Tuscaloosa","AL",1981,"",", AL",33.209841,-87.569173,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-AL-0840"
"Bus Station","","","Cruising Areas","Cruisy Area","Athens","OH",1981,"",", OH",39.32924,-82.101255,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-OH-0841"
"Bus Terminal","","","Cruising Areas","Cruisy Area","Rutland","VT",1981,"",", VT",43.610624,-72.972606,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-VT-0842"
"Bushes","(Disco)(Liquor)(Macho)","1217 S.W. Stark","Bars/Clubs,Restaurant","(*),(R),(PT),(D)","Portland","OR",1981,"","1217 S.W. Stark, Portland, OR",45.5204767,-122.67463,"1217 sw harvey milk st, portland, or 97205, usa","Google Verified Location",NA,"1981-OR-0843"
"Bushes","","3320 N. Halsted","Bars/Clubs","(*)","Chicago","IL",1981,"","3320 N. Halsted, Chicago, IL",41.9424462,-87.649606,"3320 n halsted st, chicago, il 60657, usa","Google Verified Location",NA,"1981-IL-0844"
"Bushnell Park","","","Cruising Areas","Cruisy Area,(AYOR)","Hartford","CT",1981,"",", CT",41.765134,-72.679236,"unclear_coded_by_hand","Verified Location",NA,"1981-CT-0845"
"Buster Brown's","at Butternut Sts.","Lodi","Bars/Clubs","(OC),(E),(*)","Syracuse","NY",1981,"","Lodi, NY",43.059873,-76.146953,"unclear_coded_by_hand","Verified Location",NA,"1981-NY-0846"
"Butcher Shop","","2348 Polk St.","Restaurant","(M),(R)","San Francisco","CA",1981,"","2348 Polk St., San Francisco, CA",37.7985222,-122.422057,"2348 polk st, san francisco, ca 94109, usa","Google Verified Location",NA,"1981-CA-0847"
"Butterfly Introductions","(Escort Services)  (313) 541-2990 (Ferndale)","109 E. 9 Mile Rd.","Escort and Model Services","","Detroit","MI",1981,"","109 E. 9 Mile Rd., Detroit, MI",42.4605896,-83.1341785,"109 e 9 mile rd, ferndale, mi 48220, usa","Google Verified Location",NA,"1981-MI-0848"
"Buttery","at Weybosset","68 Dorrence","Restaurant","(M),(R),(C),(AH)","Providence","RI",1981,"","68 Dorrence, Providence, RI",41.8233276,-71.4111129,"68 dorrance st, providence, ri 02903, usa","Google Verified Location",NA,"1981-RI-0849"
"Buzzby's","(Disco)","1436 Polk St.","Bars/Clubs","(*),(D)","San Francisco","CA",1981,"","1436 Polk St., San Francisco, CA",37.7902384,-122.4202912,"1436 polk st, san francisco, ca 94109, usa","Google Verified Location",NA,"1981-CA-0850"
"Byrd Park","","","Cruising Areas","Cruisy Area","Richmond","VA",1981,"",", VA",37.544727,-77.473065,"unclear_coded_by_hand","Verified Location",NA,"1981-VA-0851"
"C lub Sheba","(Tower)","735 Forrest Rd.","Bars/Clubs","(PT),(D),(L)","Atlanta","GA",1981,"","735 Forrest Rd., Atlanta, GA",33.6742017,-84.3580542,"forrest park rd se, atlanta, ga, usa","Google Verified Location",NA,"1981-GA-0852"
"C-1","(Disco)(Some L)","400 S. Cameron","Bars/Clubs","(*),(L),(D)","Harrisburg","PA",1981,"","400 S. Cameron, Harrisburg, PA",40.2590608,-76.872006,"400 s cameron st, harrisburg, pa 17101, usa","Google Verified Location",NA,"1981-PA-0853"
"C.C. Construction Co.","(Disco)(Liquor)(Cruisy)","68-449 Perez Rd.","Cruising Areas,Bars/Clubs","(W),(D)","Palm Springs","CA",1981,"","68-449 Perez Rd., CA",33.830296,-116.545292,"unclear_coded_by_hand","Verified Location",NA,"1981-CA-0854"
"C.C.W. Saloon","(Country & W)","16103 W. Warren","Bars/Clubs","(W)","Detroit","MI",1981,"","16103 W. Warren, Detroit, MI",42.343308,-83.20266,"16103 w warren ave, detroit, mi 48228, usa","Google Verified Location",NA,"1981-MI-0855"
"C.R. Club","(Upper Darby)","6405 Market St.","Bars/Clubs","","Philadelphia","PA",1981,"","6405 Market St., Philadelphia, PA",39.9634589,-75.2498516,"6405 market st, upper darby, pa 19082, usa","Google Verified Location",NA,"1981-PA-0856"
"C.S. U. Long Beach","SC1 (2nd & 4th floors), LA5 (2nd floor) & FA4 (2nd & 4th floors)","","Cruising Areas","Cruisy Area","Long Beach","CA",1981,"",", CA",33.783824,-118.11409,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-CA-0857"
