"title","amenityfeatures","description","streetaddress","type","city","state","unclear_address","notes","Year","full.address","lat","lon","geoAddress","status","ID"
"All Airlines Travel","(IGTA)","#225, St. Paul, 222-2210/(800) 832-0304","111 E Kellogg Blvd","Travel/Tour Operators","St. Paul","MN",NA,"",1997,"111 E Kellogg Blvd ,  St. Paul ,  MN",44.945799,-93.0899835,"111 e kellogg blvd, st paul, mn 55101, usa","Geocoded","1997-MN-0667"
"Borealis Bookstore Inc.","(WC)","272-7752 10am-9pm, noon-5pm Sun, independent alternative w/ lesbigay sections","111 N Aurora St","Bookstores/Retail Shops","Ithaca","NY",NA,"",1997,"111 N Aurora St ,  Ithaca ,  NY",42.4400092,-76.4954818,"111 n aurora st, ithaca, ny 14850, usa","Geocoded","1997-NY-0668"
"501 Club","(M),(D),(F),(S),(WC)","274-8655 noon-3am, til 6am Fri-Sat, patio, also cruise bar","111 N Claybrook","Bars,Cruising Areas","Memphis","TN",NA,"",1997,"111 N Claybrook ,  Memphis ,  TN",35.1421709,-90.0180475,"111 n claybrook st, memphis, tn 38104, usa","Geocoded","1997-TN-0669"
"Friar Tucks","(WC)","265-9093 dinner nightly, American/fondue, bar","111 N Pine St","Restaurants & Cafes","Nevada City","CA",NA,"",1997,"111 N Pine St ,  Nevada City ,  CA",39.263115,-121.018835,"111 n pine st, nevada city, ca 95959, usa","Geocoded","1997-CA-0670"
"Wichita Gay/Lesbian Community Center","","262-3991, 6-10pm, clsd Sun-Tue, call for hours","111 N Spruce","Info Lines & Services","Wichita","KS",NA,"",1997,"111 N Spruce ,  Wichita ,  KS",37.686747,-97.3095685,"111 n spruce st, wichita, ks 67214, usa","Geocoded","1997-KS-0671"
"Adult Shoppe","","306-1130, 24hrs","111 S 24th St","Erotica","Phoenix","AZ",NA,"",1997,"111 S 24th St ,  Phoenix ,  AZ",33.4467149,-112.0296822,"111 s 24th st, phoenix, az 85034, usa","Geocoded","1997-AZ-0672"
"Glorimar Guesthouse","(GF)","","111 University Ave","Accommodations","Rio Pedras","PR",NA,"does not show up in google maps",1997,"111 University Ave ,  Rio Pedras ,  PR",18.4038771,-66.0443859,"cx34+h65, av. universidad, san juan, 00917, puerto rico","Geocoded","1997-PR-0673"
"CONCRA","","Santa Rita, Rio Pedras, 753-9443, STD/HIV clinic, health care & referrals","112 Ave Universidad","Info Lines & Services","San Juan","PR",NA,"",1997,"112 Ave Universidad ,  San Juan ,  PR",18.4029971,-66.0552794,"112 av. universidad, san juan, 00925, puerto rico","Geocoded","1997-PR-0674"
"Kixx","(MW),(D),(WC)","876-9587 6pm-2am, clsd Sun-Mon","112 N Hollywood","Bars","Houma","LA",NA,"",1997,"112 N Hollywood ,  Houma ,  LA",29.6069496,-90.7407506,"112 n hollywood rd, houma, la 70364, usa","Geocoded","1997-LA-0675"
"Garden","(*),(MW),(D),(S)","243-3965 5pm-2am, from 7pm Mon-Wed","112 SE 4th St","Bars","Des Moines","IA",NA,"",1997,"112 SE 4th St ,  Des Moines ,  IA",41.5852848,-93.6113724,"112 se 4th st, des moines, ia 50309, usa","Geocoded","1997-IA-0676"
"Crystal's","(MW),(D),(CW),(F),(S),(WC)","433-5457 9pm-2am, clsd Sun-Tue","112 W Broad St","Bars","Lake Charles","LA",NA,"",1997,"112 W Broad St ,  Lake Charles ,  LA",30.2296849,-93.2186439,"112 broad st, lake charles, la 70601, usa","Geocoded","1997-LA-0677"
"Players","(GF),(D),(V),(YC)","234-1031 8pm-2am","112 W College Ave","Bars","State College","PA",NA,"",1997,"112 W College Ave ,  State College ,  PA",40.7939469,-77.8616975,"112 w college ave, state college, pa 16801, usa","Geocoded","1997-PA-0678"
"Davis Kidd Bookstore","(WC)","The Commons, 690-0136 9:30am-10pm, 10am-6pm Sun","113 N Peters Rd","Bars","Knoxville","TN",NA,"",1997,"113 N Peters Rd ,  Knoxville ,  TN",35.9129275,-84.0828092,"113 n peters rd, knoxville, tn 37923, usa","Geocoded","1997-TN-0679"
"Blue Moon Gifts","","836-0014, 11am-6:30pm, clsd Sun","113 Newnan St","Bookstores/Retail Shops"," Carrollton","GA",NA,"",1997,"113 Newnan St ,  Carrollton ,  GA",33.579892,-85.07438,NA,"Geocoded","1997-GA-0680"
"BS East","(M),(NH),(S),(V),(WC)","Forest Hills 263-0300 5pm-4am","113-24 Queens Blvd","Bars","Queens","NY",NA,"",1997,"113-24 Queens Blvd ,  Queens ,  NY",40.71715,-73.8355073,"113-24 queens blvd, forest hills, ny 11375, usa","Geocoded","1997-NY-0681"
"Priscilla's","","355-0765","113A Western Blvd","Erotica","Jacksonville","NC",NA,"",1997,"113A Western Blvd ,  Jacksonville ,  NC",34.7465558,-77.3800987,"113a western blvd, jacksonville, nc 28546, usa","Geocoded","1997-NC-0682"
"Ty's","(M)","741-9641 1pm-4am","114 Christopher St","Bars","Manhattan","NY",NA,"",1997,"114 Christopher St ,  Manhattan ,  NY",40.7330387,-74.0052985,"114 christopher st, new york, ny 10014, usa","Geocoded","1997-NY-0683"
"Anna's Three Bears","(GF),(IGTA)","225-3165/(800) 428-8559 rental apt. B&B","114 Divisadero St","Accommodations","San Francisco","CA",NA,"",1997,"114 Divisadero St ,  San Francisco ,  CA",37.769258,-122.4363392,"114 divisadero st, san francisco, ca 94117, usa","Geocoded","1997-CA-0684"
"Late Show","(*),(MW),(D),(PC)","623-3854 midnight til dawn","114 E 11th St","Bars","Norfolk","VA",NA,"",1997,"114 E 11th St ,  Norfolk ,  VA",36.860253,-76.287585,"114 e 11th st, norfolk, va 23510, usa","Geocoded","1997-VA-0685"
"Out Word Connections","","985-6886, noon-8pm, til 9pm Fri-Sat, lesbigay","114 Kirk Ave SW","Bars","Roanoke","VA",NA,"",1997,"114 Kirk Ave SW ,  Roanoke ,  VA",37.2710578,-79.9431849,"114 kirk ave sw, roanoke, va 24011, usa","Geocoded","1997-VA-0686"
"Cavalier","(GF),(WC)","782-9061 2pm-2am, gay evenings only","114 N 5th","Bars","LaCrosse","WI",NA,"",1997,"114 N 5th ,  LaCrosse ,  WI",43.8137751,-91.2519017,"la crosse, wi, usa","Geocoded","1997-WI-0687"
"Pleasureland Museum","","259-6776, also","114 W Mishawaka Ave","Erotica","South Bend","IN",NA,"",1997,"114 W Mishawaka Ave ,  South Bend ,  IN",41.6664048,-86.1805649,"114 e mishawaka ave, mishawaka, in 46545, usa","Geocoded","1997-IN-0688"
"South End Steam Baths","(MO),(PC)","(Pioneer Square), 223-9091 24hrs","115 1st Ave S","Men's Clubs","Seattle","WA",NA,"",1997,"115 1st Ave S ,  Seattle ,  WA",47.6011292,-122.33446,"115 1st ave s, seattle, wa 98104, usa","Geocoded","1997-WA-0689"
"Provincetown Business Guild","(IGTA)","02657, 487-2313/(800) 637-8696","115 Bradford St","Info Lines & Services","Provincetown","MA",NA,"",1997,"115 Bradford St ,  Provincetown ,  MA",42.051719,-70.1873714,"115 bradford st, provincetown, ma 02657, usa","Geocoded","1997-MA-0690"
"Hanger Bar","(M),(NH)","627-2044 3pm-4am","115 Christopher St","Bars","Manhattan","NY",NA,"",1997,"115 Christopher St ,  Manhattan ,  NY",40.7334062,-74.0054357,"115 christopher st, new york, ny 10014, usa","Geocoded","1997-NY-0691"
"Dale Street Cafe","","578-9898, 11am-9pm, clsd Sun, vegetarian menu","115 E Dale","Restaurants & Cafes","Colorado Springs","CO",NA,"",1997,"115 E Dale ,  Colorado Springs ,  CO",38.844875,-104.8221831,"115 e dale st, colorado springs, co 80903, usa","Geocoded","1997-CO-0692"
"Club Park Ave.","(*),(GF),(E),(S),(V),(YC),(MRC-AF)","599-9143 10pm-2am, more gay wknds, mostly African American Sun","115 E Park Ave","Bars","Tallahassee","FL",NA,"",1997,"115 E Park Ave ,  Tallahassee ,  FL",30.4417455,-84.2812627,"115 e park ave, tallahassee, fl 32303, usa","Geocoded","1997-FL-0693"
"Miriam's","(MW),(NH),(D)","308-7354 2pm-2am","115 General Krueger","Bars","San Antonio","TX",NA,"",1997,"115 General Krueger ,  San Antonio ,  TX",29.4906924,-98.5084587,"115 general krueger blvd, san antonio, tx 78213, usa","Geocoded","1997-TX-0694"
"Clinton Book Mart","","325-9322, 24hrs","115 N Clinton","Erotica","Rochester","NY",NA,"",1997,"115 N Clinton ,  Rochester ,  NY",43.1595915,-77.6075606,"115 n clinton ave, rochester, ny 14604, usa","Geocoded","1997-NY-0695"
"The A Veranda B&B","(GF),(WC)","849-0321/(800) 420-6822 hot tub","115 N Summerlin Ave","Accommodations","Orlando","FL",NA,"",1997,"115 N Summerlin Ave ,  Orlando ,  FL",28.5442055,-81.3683195,"115 n summerlin ave, orlando, fl 32801, usa","Geocoded","1997-FL-0696"
"Flame Bar","(*),(M),(NH)","662-9680 7:30pm-2am","115 W Washington St","Bars","Ann Arbor","MI",NA,"",1997,"115 W Washington St ,  Ann Arbor ,  MI",42.2801472,-83.7493372,"115 w washington st, ann arbor, mi 48104, usa","Geocoded","1997-MI-0697"
"Mickey Ratz","(MW),(D),(E),(S),(PC)","251-1289 5pm-2:30am","115-117 S Front St","Bars","Wilmington","NC",NA,"",1997,"115-117 S Front St ,  Wilmington ,  NC",34.233534,-77.9482855,"115 s front st, wilmington, nc 28401, usa","Geocoded","1997-NC-0698"
"Tunnel Bar","(*),(M),(NH),(YC)","(7th St.), 777-9232 2pm-4am","116 1st Ave","Bars","Manhattan","NY",NA,"",1997,"116 1st Ave ,  Manhattan ,  NY",40.726787,-73.985553,NA,"Geocoded","1997-NY-0699"
"Burch House","(M)","487-9170 seasonal","116 Bradford St","Accommodations","Provincetown","MA",NA,"",1997,"116 Bradford St ,  Provincetown ,  MA",42.0520583,-70.1876039,"116 bradford st, provincetown, ma 02657, usa","Geocoded","1997-MA-0700"
"Bulldog News","","357-6397, 7am-9pm","116 E 4th Ave","Bookstores/Retail Shops","Olympia","WA",NA,"",1997,"116 E 4th Ave ,  Olympia ,  WA",47.0450896,-122.9024879,"116 4th ave, olympia, wa 98501, usa","Geocoded","1997-WA-0701"
"Thekla","(GF),(D),(E),(WC)","352-1855 6pm-2am","116 E 5th Ave","Bars","Olympia","WA",NA,"",1997,"116 E 5th Ave ,  Olympia ,  WA",47.044425,-122.900812,NA,"Geocoded","1997-WA-0702"
"Garbo's","(M),(P),(E),(WC)","837-8217 11am-2am, live jazz & piano bar","116 E 9th Ave","Bars","Denver","CO",NA,"",1997,"116 E 9th Ave ,  Denver ,  CO",39.7302947,-104.9856745,"116 e 9th ave, denver, co 80203, usa","Geocoded","1997-CO-0703"
"Just A Bit Different","","338-7978","116 E 9th St","Erotica","Coralville","IA",NA,"",1997,"116 E 9th St ,  Coralville ,  IA",41.681354,-91.56389,"116 e 9th st, coralville, ia 52241, usa","Geocoded","1997-IA-0704"
"Europa","(MW),(D),(S),(PC)","225-6797 9pm-?, clsd Mon-Wed","116 E Benson","Bars","Anderson","SC",NA,"",1997,"116 E Benson ,  Anderson ,  SC",34.5027471,-82.6494435,"116 e benson st, anderson, sc 29624, usa","Geocoded","1997-SC-0705"
"Akimbo","(MW)","433-2288 lunch & dinner, clsd Sun","116 Maiden Ln","Restaurants & Cafes","San Francisco","CA",NA,"",1997,"116 Maiden Ln ,  San Francisco ,  CA",37.7883131,-122.4055589,"116 maiden ln, san francisco, ca 94108, usa","Geocoded","1997-CA-0706"
"Curtis & Schwartz","","586-3278, 7:30am-3pm","116 Main St","Restaurants & Cafes","Northampton","MA",NA,"",1997,"116 Main St ,  Northampton ,  MA",42.3461048,-72.70015,"116 main st, leeds, ma 01053, usa","Geocoded","1997-MA-0707"
"Bookstore of Mandan","","663-9013","116 Main St","Erotica","Mandan","ND",NA,"",1997,"116 Main St ,  Mandan ,  ND",46.826811,-100.888762,NA,"Geocoded","1997-ND-0708"
"Tradewinds II","(M),(D),(WC)","461-4110 4pm-2:30am, clsd Mon, 3 bars","117 E Chestnut","Bars","Columbus","OH",NA,"",1997,"117 E Chestnut ,  Columbus ,  OH",39.9677824,-82.9983244,"117 e chestnut st, columbus, oh 43215, usa","Geocoded","1997-OH-0709"
"Pleasure Palace Adult Books","","232-7717, 24hrs","117 Kellogg","Erotica","Ames","IA",NA,"",1997,"117 Kellogg ,  Ames ,  IA",42.023641,-93.613947,NA,"Geocoded","1997-IA-0710"
"The Heron","(GF),(WC)","466-4626 hot tub, smokefree","117 Maple Ave","Accommodations","Mt. Vernon","WA",NA,"",1997,"117 Maple Ave ,  Mt. Vernon ,  WA",48.4575457,-122.2391857,"maple ave, clear lake, wa 98273, usa","Geocoded","1997-WA-0711"
"Crossings","(M),(L),(WC)","233-7266 4pm-1am, clsd Sun, also","117 N Limestone St","Bars","Lexington","KY",NA,"",1997,"117 N Limestone St ,  Lexington ,  KY",38.0468106,-84.4967156,"117 n limestone, lexington, ky 40507, usa","Geocoded","1997-KY-0712"
"Perkin Noodle Parlor","","2nd flr, 782-2217, 5pm-9pm, clsd Tue","117 S Main","Restaurants & Cafes","Butte","MT",NA,"",1997,"117 S Main ,  Butte ,  MT",46.0117131,-112.5358696,"117 s main st, butte, mt 59701, usa","Geocoded","1997-MT-0713"
"Main Exchange","(W),(D),(CW),(S)","584-8230 5pm-2am, 7pm-4am Fri-Sat, clsd Mon","117 W Main St","Bars","Louisville","KY",NA,"",1997,"117 W Main St ,  Louisville ,  KY",38.2562548,-85.7518955,"117 w main st, louisville, ky 40202, usa","Geocoded","1997-KY-0714"
"Shamrock","(MW),(D),(F),(WC)","255-5029 2pm-2am, from 11am Fri-Sat, from 5pm Sun, also a grill","117 W Main St","Bars","Madison","WI",NA,"",1997,"117 W Main St ,  Madison ,  WI",43.0724486,-89.3846719,"117 w main st, madison, wi 53703, usa","Geocoded","1997-WI-0715"
"Club 21","(GF),(D),(MRC-AF),(E),(S)","322-0469 10pm-4am Th-Sat","117-1/2 21st St N","Bars","Birmingham","AL",NA,"",1997,"117-1/2 21st St N ,  Birmingham ,  AL",33.4040991,-86.9499727,"117 21st st n, bessemer, al 35020, usa","Geocoded","1997-AL-0716"
"Chateau Victorian B&B Inn","(GF)","458-9458 expanded cont'l brkfst, fireplaces","118 1st St","Accommodations","Santa Cruz","CA",NA,"",1997,"118 1st St ,  Santa Cruz ,  CA",36.9647562,-122.0213039,"118 first st, santa cruz, ca 95060, usa","Geocoded","1997-CA-0717"
"Colony Square Hotel","","892-6000","118 14th St","Accommodations","Atlanta","GA",NA,"",1997,"118 14th St ,  Atlanta ,  GA",33.7865393,-84.3912629,"118 14th st nw, atlanta, ga 30309, usa","Geocoded","1997-GA-0718"
"The Clarendon House","(GF)","487-1645","118 Bradford St","Accommodations","Provincetown","MA",NA,"",1997,"118 Bradford St ,  Provincetown ,  MA",42.0521107,-70.1874295,"historic district, 118 bradford st, provincetown, ma 02657, usa","Geocoded","1997-MA-0719"
"Maneuvers","(MW),(D)","727-7069 8pm-2am, til 3am Fri-Sat, patio","118 E Jefferson","Bars","Joliet","IL",NA,"",1997,"118 E Jefferson ,  Joliet ,  IL",41.5248817,-88.077652,"118 e jefferson st, joliet, il 60432, usa","Geocoded","1997-IL-0720"
"Mango Tree","","799-0513 opens 6pm, clsd Mon, fine dining","118 N Atlantic Ave","Restaurants & Cafes","Clearwater","FL",NA,"",1997,"118 N Atlantic Ave ,  Clearwater ,  FL",27.9655722,-82.7958948,"clearwater, fl, usa","Geocoded","1997-FL-0721"
"Will Travel","(IGTA)","741-4492/(800) 443-7460","118 S Bellevue Ave","Travel/Tour Operators","Longhorn","PA",NA,"",1997,"118 S Bellevue Ave ,  Longhorn ,  PA",40.1755516,-74.9203063,"118 s bellevue ave, langhorne, pa 19047, usa","Geocoded","1997-PA-0722"
"North & South Travel","","862-8557/(800) 585-8016","118 W Broad St","Travel/Tour Operators","Elizabethtown","NC",NA,"",1997,"118 W Broad St ,  Elizabethtown ,  NC",34.6292143,-78.6063017,"118 w broad st, elizabethtown, nc 28337, usa","Geocoded","1997-NC-0723"
"Pegasus","(M),(E)","888-4702 piano bar","119 E 60th St","Bars","Manhattan","NY",NA,"",1997,"119 E 60th St ,  Manhattan ,  NY",40.7633427,-73.9684221,"119 e 60th st, new york, ny 10022, usa","Geocoded","1997-NY-0724"
"One Nineteen Merrimac","(M),(NH),(L),(WC)","367-0713 10:30am-2am","119 Merrimac St","Bars","Boston","MA",NA,"",1997,"119 Merrimac St ,  Boston ,  MA",42.3639486,-71.0624605,"119 merrimac st, boston, ma 02114, usa","Geocoded","1997-MA-0725"
"Hooterville Station","(M),(D),(L),(WC)","241-2929 2pm-2:30am, patio","119 N Erie St","Bars","Toledo","OH",NA,"",1997,"119 N Erie St ,  Toledo ,  OH",41.6508062,-83.5398059,"119 n erie st, toledo, oh 43604, usa","Geocoded","1997-OH-0726"
"The Fantasy","","743-5042, noon-4am, 4pm-1am Sun, bookstore & videos","119 N River Rd","Bookstores/Retail Shops","West Lafayette","IN",NA,"",1997,"119 N River Rd ,  West Lafayette ,  IN",40.4228741,-86.9041972,"119 n river rd, west lafayette, in 47906, usa","Geocoded","1997-IN-0727"
"Chef du Jour","(WC)","247-8998 11am-2pm, clsd wknds","119 San Pasquale SW","Restaurants & Cafes","Albuquerque","NM",NA,"",1997,"119 San Pasquale SW ,  Albuquerque ,  NM",35.0928974,-106.6693599,"119 san pasquale ave sw, albuquerque, nm 87104, usa","Geocoded","1997-NM-0728"
"Mom's Diner","","627-4491, 6:30am-6pm, 7am-2pm wknds","119 W Charlotte St","Restaurants & Cafes","Norfolk","VA",NA,"",1997,"119 W Charlotte St ,  Norfolk ,  VA",36.8525847,-76.2898112,"119 w charlotte st, norfolk, va 23510, usa","Geocoded","1997-VA-0729"
"Spike Bar","(M),(L),(WC)","(20th St.), 243-9688 leather, military, western, fetish, dress code","120 11th Ave","Bars","Manhattan","NY",NA,"",1997,"120 11th Ave ,  Manhattan ,  NY",40.7469353,-74.007581,"120 11th ave, new york, ny 10011, usa","Geocoded","1997-NY-0730"
"Bench & Bar","(*),(M),(D),(P),(S),(YC),(WC)","444-2266 3pm-2am, from 5pm Sat, Fri-Sun Latin nights","120 11th St","Bars","Oakland","CA",NA,"",1997,"120 11th St ,  Oakland ,  CA",37.7994407,-122.2645469,"120 11th st, oakland, ca 94607, usa","Geocoded","1997-CA-0731"
"Ruskin House B&B","(GF)","645-3842 1910 multi-story home, 20 min. S. of Tampa & 30 min. N. of Sarasota","120 Dickman Dr SW","Accommodations","Ruskin","FL",NA,"",1997,"120 Dickman Dr SW ,  Ruskin ,  FL",27.7175303,-82.4357026,"120 dickman dr sw, ruskin, fl 33570, usa","Geocoded","1997-FL-0732"
"Upper Deck - A Guesthouse","(*),(SW),(N)","761-5953","120 E Atol","Accommodations","South Padre Island","TX",NA,"",1997,"120 E Atol ,  South Padre Island ,  TX",26.1102628,-97.1669678,"120 e atol st, south padre island, tx 78597, usa","Geocoded","1997-TX-0733"
"Pizza Kitchen","","292-1710 11am-10pm","120 Hayward","Restaurants & Cafes","Ames","IA",NA,"",1997,"120 Hayward ,  Ames ,  IA",42.0220699,-93.6515701,"120 hayward ave, ames, ia 50014, usa","Geocoded","1997-IA-0734"
"Kaleidoscope Travel","","253-7777/(800) 964-2001","120 Merrimon Ave","Travel/Tour Operators","Asheville","NC",NA,"",1997,"120 Merrimon Ave ,  Asheville ,  NC",35.6030447,-82.5535768,"120 merrimon ave, asheville, nc 28801, usa","Geocoded","1997-NC-0735"
"Spanish Peaks Brewery","","585-2296, 11am-2am","120 N 19th St","Restaurants & Cafes","Bozeman","MT",NA,"",1997,"120 N 19th St ,  Bozeman ,  MT",45.6811191,-111.0610769,"120 n 19th ave, bozeman, mt 59718, usa","Geocoded","1997-MT-0736"
"Hobo's","(GF),(E),(WC)","224-3285","120 NW 3rd Ave","Bars","Portland","OR",NA,"",1997,"120 NW 3rd Ave ,  Portland ,  OR",45.5242541,-122.6732813,"120 nw 3rd ave, portland, or 97209, usa","Geocoded","1997-OR-0737"
"Hobo's","(*),(E),(WC)","224-3285 open from 4pm daily","120 NW 3rd Ave","Restaurants & Cafes","Portland","OR",NA,"",1997,"120 NW 3rd Ave ,  Portland ,  OR",45.5242541,-122.6732813,"120 nw 3rd ave, portland, or 97209, usa","Geocoded","1997-OR-0738"
"Club Body Center","(MO),(PC)","735-9568 24hrs","120 S 13th St","Men's Clubs","Philadelphia","PA",NA,"",1997,"120 S 13th St ,  Philadelphia ,  PA",39.9497053,-75.1621831,"120 s 13th st, philadelphia, pa 19107, usa","Geocoded","1997-PA-0739"
"Tomcat Bookstore & Cinema","","985-9725, 24hrs","120 S 13th St","Erotica","Philadelphia","PA",NA,"",1997,"120 S 13th St ,  Philadelphia ,  PA",39.9497053,-75.1621831,"120 s 13th st, philadelphia, pa 19107, usa","Geocoded","1997-PA-0740"
"Connection Complex","(*),(MW),(D),(F),(E),(S),(V),(WC)","585-5752 8pm-4am, clsd Mon (restaurant from 6pm Wed-Sun)","120 S Floyd St","Bars","Louisville","KY",NA,"",1997,"120 S Floyd St ,  Louisville ,  KY",38.2546807,-85.7483184,"120 s floyd st, louisville, ky 40202, usa","Geocoded","1997-KY-0741"
"The Bookie Joint","","946-8862, 10am-6pm, clsd Sun, used books","120 S Union St","Bookstores/Retail Shops","Traverse City","MI",NA,"",1997,"120 S Union St ,  Traverse City ,  MI",44.7633813,-85.6239808,"120 s union st, traverse city, mi 49684, usa","Geocoded","1997-MI-0742"
"Joe's Bar & Cafe","(MW),(WC)","252-7946 5pm-1am, open for lunch 11am-2pm, dinner nightly","120 S Upper St","Bars","Lexington","KY",NA,"",1997,"120 S Upper St ,  Lexington ,  KY",38.0466572,-84.4982611,"120 s upper st, lexington, ky 40507, usa","Geocoded","1997-KY-0743"
"Chosen Books","(WC)","(810) 543-5758 noon-10pm, lesbigay","120 W 4th St","Bookstores/Retail Shops","Royal Oak","MI",NA,"",1997,"120 W 4th St ,  Royal Oak ,  MI",42.4874378,-83.1451024,"120 w 4th st, royal oak, mi 48067, usa","Geocoded","1997-MI-0744"
"The Wildwood Inn","(GF),(WC)","967-7798","121 Church St","Accommodations","Ware","MA",NA,"",1997,"121 Church St ,  Ware ,  MA",42.2691079,-72.2315471,"121 church st, ware, ma 01082, usa","Geocoded","1997-MA-0745"
"Cafe Pasqual's","(WC)","983-9340 7am-10:30pm","121 Don Gaspar","Restaurants & Cafes","Santa Fe","NM",NA,"",1997,"121 Don Gaspar ,  Santa Fe ,  NM",35.6865997,-105.9396657,"121 don gaspar ave, santa fe, nm 87501, usa","Geocoded","1997-NM-0746"
"Scott's Bookstore","","336-6181","121 Freeway Dr","Bookstores/Retail Shops","Mt. Vernon","WA",NA,"",1997,"121 Freeway Dr ,  Mt. Vernon ,  WA",48.421956,-122.3366102,"121 freeway dr, mount vernon, wa 98273, usa","Geocoded","1997-WA-0747"
"Jessie's After Dark","(*),(M),(D),(F),(K),(WC)","223-2582 3pm-2:30am","121 N Ludlow","Bars","Dayton","OH",NA,"",1997,"121 N Ludlow ,  Dayton ,  OH",39.7614082,-84.1943556,"121 n ludlow st, dayton, oh 45402, usa","Geocoded","1997-OH-0748"
