"title","streetaddress","unclear_address","description","city","state","amenityfeatures","type","Year","full.address","lon","lat","geoAddress","status","notes","ID"
"St. Paul's United Methodist Church","101 West St.",NA,"448-5154, 11am Sun, reconciling congregation","Vacaville","CA","","Religious Organizations",1993,"101 West St. ,  Vacaville ,  CA",-121.9919007,38.3592538,"101 west st, vacaville, ca 95688, usa","Geocoded",NA,"1993-CA-1385"
"Nobody's Place","437 Virginia St.",NA,"645-7298 10am-2am","Vallejo","CA","(MW),(D)","Bars",1993,"437 Virginia St. ,  Vallejo ,  CA",-122.2553965,38.1018876,"437 virginia st, vallejo, ca 94590, usa","Geocoded",NA,"1993-CA-1386"
"Scarlet's","412 Georgia St.",NA,"644-4584 11am-2am","Vallejo","CA","(MW),(D)","Bars",1993,"412 Georgia St. ,  Vallejo ,  CA",-122.2561056,38.1014107,"412 georgia st, vallejo, ca 94590, usa","Geocoded",NA,"1993-CA-1387"
"'Rest Stop' on I-80 S.","","checked","","Vallejo","CA","Cruisy Area","Cruisy Areas",1993,", CA",-122.256637,38.104086,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-CA-1388"
"AA Gay/Lesbian","739 E. Main",NA,"389-1444 (AA#) 8pm Fri","Ventura","CA","","Info Lines & Services",1993,"739 E. Main ,  Ventura ,  CA",-119.2894113,34.2810726,"739 e main st, ventura, ca 93001, usa","Geocoded",NA,"1993-CA-1389"
"Gay/Lesbian Resource Center of Ventura County","P.O. Box 3480, Camarillo, 93011","checked","389-1530 taped info on meetings, resources, support groups","Ventura","CA","","Info Lines & Services",1993,"P.O. Box 3480, Camarillo, 93011, CA",-119.29452,34.280492,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-CA-1390"
"Wild Goose","2485 E. Main St.",NA,"653-9194 6pm-2am","Ventura","CA","(*),(MW),(D),(BW)","Bars",1993,"2485 E. Main St. ,  Ventura ,  CA",-119.2628244,34.2756407,"2485 e main st, ventura, ca 93003, usa","Geocoded",NA,"1993-CA-1391"
"MCC Ventura","4949 Foothill Rd.",NA,"643-0502, 6:20pm Sun","Ventura","CA","","Religious Organizations",1993,"4949 Foothill Rd. ,  Ventura ,  CA",-119.2294177,34.2840019,"4949 foothill rd, ventura, ca 93003, usa","Geocoded",NA,"1993-CA-1392"
"Three Star Adult News","359 E. Main St.",NA,"653-9068, 24hrs","Ventura","CA","","Erotica",1993,"359 E. Main St. ,  Ventura ,  CA",-119.2952886,34.281105,"359 e main st, ventura, ca 93001, usa","Geocoded",NA,"1993-CA-1393"
"Bates Beach, btwn. here & Santa Barbara","","checked","(no motel)","Ventura","CA","Cruisy Area","Cruisy Areas",1993,", CA",-119.29452,34.280492,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-CA-1394"
"Emma Wood St. Beach","","checked","","Ventura","CA","Cruisy Area","Cruisy Areas",1993,", CA",-119.339852,34.29323,"unclear_coded_by_hand","Found",NA,"1993-CA-1395"
"Plaza Park","","checked","(Days)","Ventura","CA","Cruisy Area","Cruisy Areas",1993,", CA",-119.290796,34.278382,"unclear_coded_by_hand","Found",NA,"1993-CA-1396"
"West Side 15","16868 Stoddard Wells Rd.",NA,"243-9600 noon-2am","Victorville","CA","(MW),(BW)","Bars",1993,"16868 Stoddard Wells Rd. ,  Victorville ,  CA",-117.2895405,34.5565019,"16868 stoddard wells rd, victorville, ca 92394, usa","Geocoded",NA,"1993-CA-1397"
"Oasis Adult Dept. Store","14949 Palmdale Rd.",NA,"241-0788","Victorville","CA","","Erotica",1993,"14949 Palmdale Rd. ,  Victorville ,  CA",-117.3377525,34.5063923,"14949 palmdale rd, victorville, ca 92392, usa","Geocoded",NA,"1993-CA-1398"
"Pebble Beach Park","","checked","","Victorville","CA","Cruisy Area","Cruisy Areas",1993,", CA",-117.308224,34.508323,"unclear_coded_by_hand","Found",NA,"1993-CA-1399"
"Ave. 283 alongside Mooney Grove Park","","checked","(evenings)","Visalia","CA","Cruisy Area","Cruisy Areas",1993,", CA",-119.308948,36.279922,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-CA-1400"
"Ave. 283 off Shirk Rd. by Fwy. 99","","checked","(evenings)","Visalia","CA","Cruisy Area","Cruisy Areas",1993,", CA",-119.364537,36.30546,"unclear_coded_by_hand","Found",NA,"1993-CA-1401"
"Mooney Grove Park","","checked","(days)","Visalia","CA","Cruisy Area","Cruisy Areas",1993,", CA",-119.308948,36.279922,"unclear_coded_by_hand","Found",NA,"1993-CA-1402"
"AA Gay/Lesbian","1924 Trinity Ave.",NA,"(St. Paul's Episcopal Church) 939-4155 (AA#) 8:30pm Fri","Walnut Creek","CA","","Info Lines & Services",1993,"1924 Trinity Ave. ,  Walnut Creek ,  CA",-122.067987,37.901876,"1924 trinity ave, walnut creek, ca 94596, usa","Geocoded",NA,"1993-CA-1403"
"D.J.'s","1535 Olympic Blvd.",NA,"930-0300","Walnut Creek","CA","(*),(MW),(E),(F)","Bars",1993,"1535 Olympic Blvd. ,  Walnut Creek ,  CA",-122.0607289,37.8959775,"1535 olympic blvd, walnut creek, ca 94596, usa","Geocoded",NA,"1993-CA-1404"
"Just Rewards","2520 Camino Diablo",NA,"256-1200 5pm-2am, til 4am Fri & Sat, 4pm-2am Sun","Walnut Creek","CA","(MW),(D),(AH)","Bars",1993,"2520 Camino Diablo ,  Walnut Creek ,  CA",-122.0749343,37.8970596,"2520 camino diablo, walnut creek, ca 94597, usa","Geocoded",NA,"1993-CA-1405"
"Twelve Twenty","1220 Pine St.",NA,"938-4550 4pm-2am, from 5pm Sat, from 3pm Sun","Walnut Creek","CA","(*),(MW),(D),(YC)","Bars",1993,"1220 Pine St. ,  Walnut Creek ,  CA",-122.0605541,37.9108286,"1220 pine st, walnut creek, ca 94596, usa","Geocoded",NA,"1993-CA-1406"
"Erotic News","1688 Locust St.",NA,"923-5287","Walnut Creek","CA","","Erotica",1993,"1688 Locust St. ,  Walnut Creek ,  CA",-122.063139,37.901956,"1688 locust st, walnut creek, ca 94596, usa","Geocoded",NA,"1993-CA-1407"
"Around adult bookstore","","checked","(Pleasant Hill)","Walnut Creek","CA","Cruisy Area","Cruisy Areas",1993,", CA",-122.060796,37.947979,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-CA-1408"
"Scene One","340 N. Azusa Ave.",NA,"339-5505 4:30pm-2am","West Covina","CA","(MW),(D),(S)","Bars",1993,"340 N. Azusa Ave. ,  West Covina ,  CA",-117.9073534,34.0769993,"340 n azusa ave, west covina, ca 91791, usa","Geocoded",NA,"1993-CA-1409"
"MCC Good Samaritan","6709 S. Greenleaf Ave. Ste. 209",NA,"696-6213, 10am Sun, 7:30pm Wed","Whittier","CA","","Religious Organizations",1993,"6709 S. Greenleaf Ave. Ste. 209 ,  Whittier ,  CA",-118.0377745,33.9806029,"6709 greenleaf ave #209, whittier, ca 90601, usa","Geocoded",NA,"1993-CA-1410"
"J.P.'s Club","244 S. Main St.",NA,"459-4977 6am-2am","Willits","CA","(MX)","Bars",1993,"244 S. Main St. ,  Willits ,  CA",-123.3543573,39.4097919,"244 s main st, willits, ca 95490, usa","Geocoded",NA,"1993-CA-1411"
"John's Place","255 E. Commercial St.",NA,"459-5636 6am-2am","Willits","CA","(MX),(D),(F),(V)","Bars",1993,"255 E. Commercial St. ,  Willits ,  CA",-123.352374,39.412168,"255 e commercial st, willits, ca 95490, usa","Geocoded",NA,"1993-CA-1412"
"Tsunami","50 S. Main St.",NA,"459-4750","Willits","CA","(*),(MX)","Restaurants & Cafes",1993,"50 S. Main St. ,  Willits ,  CA",-123.3547299,39.4118198,"50 s main st, willits, ca 95490, usa","Geocoded",NA,"1993-CA-1413"
"Leaves of Grass","630 S. Main St.",NA,"459-3744","Willits","CA","","Bookstores/Retail Shops",1993,"630 S. Main St. ,  Willits ,  CA",-123.3527573,39.4056327,"630 s main st, willits, ca 95490, usa","Geocoded",NA,"1993-CA-1414"
"Skunk Train California Western","299 E. Commercial St.",NA,"459-5248","Willits","CA","","Travel/Tour Operators",1993,"299 E. Commercial St. ,  Willits ,  CA",-123.3508504,39.4122961,"299 e commercial st, willits, ca 95490, usa","Geocoded",NA,"1993-CA-1415"
"Eel River, N. of town","","checked","(warm summer days)","Willits","CA","Cruisy Area","Cruisy Areas",1993,", CA",-123.355957,39.61714,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-CA-1416"
"'Rest Stop' at turn to Glacier Point on road to valley","","checked","(days & early evenings)","Yosemite National Park","CA","Cruisy Area","Cruisy Areas",1993,", CA",-119.702773,37.652156,"unclear_coded_by_hand","Found",NA,"1993-CA-1417"
"Aspen Gay/Lesbian Community","P.O. Box 3143, 81612","checked","925-9249 resource & info service, outdoor activities, monthly events","Aspen","CO","","Info Lines & Services",1993,"P.O. Box 3143, 81612, CO",-106.817539,39.191098,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-CO-1418"
"Ebbe's Club","312 S. Galena",NA,"925-6200 5pm-1am, dinner nightly","Aspen","CO","(MW),(D),(E)","Bars",1993,"312 S. Galena ,  Aspen ,  CO",-106.8184599,39.1883018,"312 s galena st, aspen, co 81611, usa","Geocoded",NA,"1993-CO-1419"
"Tatou","419 E. Hyman Ave.",NA,"920-9091 6pm-2am, full up-scale menu available","Aspen","CO","(MX),(E),(F)","Bars",1993,"419 E. Hyman Ave. ,  Aspen ,  CO",-106.8191743,39.1886502,"419 e hyman ave, aspen, co 81611, usa","Geocoded",NA,"1993-CO-1420"
"Hyman St. Mall","","checked","","Aspen","CO","Cruisy Area","Cruisy Areas",1993,", CO",-106.817539,39.191098,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-CO-1421"
"Global Real Estate Referrals","","checked","(800)346-5592, gay realtor","Boulder","CO","","Info Lines & Services",1993,", CO",-105.270546,40.014986,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-CO-1422"
"Lesbian/Bisexual/Gay Community Alliance","University of Colorado Boulder","checked","492-8567 events schedule, resource info","Boulder","CO","","Info Lines & Services",1993,"University of Colorado Boulder, CO",-105.271484,40.006728,"unclear_coded_by_hand","Found",NA,"1993-CO-1423"
"Boulder Express Club","2075 30th St.",NA,"443-8162 open Th-Sat, gay night last Tues","Boulder","CO","(MX),(D),(YC)","Bars",1993,"2075 30th St. ,  Boulder ,  CO",-105.2538594,40.0214705,"2075 30th st, boulder, co 80301, usa","Geocoded",NA,"1993-CO-1424"
"Yard of Ale","2690 28th St. #C",NA,"443-1987 4pm-2am, from 2pm Sat & Sun","Boulder","CO","(MW),(D)","Bars",1993,"2690 28th St. #C ,  Boulder ,  CO",-105.2575251,40.0270674,"2690 28th st # c, boulder, co 80301, usa","Geocoded",NA,"1993-CO-1425"
"Adventure Bound Expeditions","711 Walnut St.",NA,"(Carriage House) 449-0990 mountain tours & hiking excursions","Boulder","CO","(IGTA)","Travel/Tour Operators",1993,"711 Walnut St. ,  Boulder ,  CO",-105.285886,40.0158124,"711 walnut st, boulder, co 80302, usa","Geocoded",NA,"1993-CO-1426"
"Gay & Lesbian Concerned Catholics","904 14th St.",NA,"443-8383 monthly events","Boulder","CO","","Religious Organizations",1993,"904 14th St. ,  Boulder ,  CO",-105.2746833,40.0038839,"904 14th st, boulder, co 80302, usa","Geocoded",NA,"1993-CO-1427"
"News Stand, The","1720 15th St.",NA,"442-9515","Boulder","CO","","Erotica",1993,"1720 15th St. ,  Boulder ,  CO",-105.2746806,40.0152062,"1720 15th st, boulder, co 80302, usa","Geocoded",NA,"1993-CO-1428"
"Chatauqua Park","","checked","","Boulder","CO","Cruisy Area","Cruisy Areas",1993,", CO",-105.281954,40.000082,"unclear_coded_by_hand","Found",NA,"1993-CO-1429"
"Pearl St. Mall","","checked","","Boulder","CO","Cruisy Area","Cruisy Areas",1993,", CO",-105.27971,40.017662,"unclear_coded_by_hand","Found",NA,"1993-CO-1430"
"U. of CO, Rec. center","","checked","(AYOR)","Boulder","CO","Cruisy Area,(AYOR)","Cruisy Areas",1993,", CO",-105.269395,40.010223,"unclear_coded_by_hand","Found",NA,"1993-CO-1431"
"Bunk House","P.O. Box 6, 80424","checked","453-6475 ski resort, rustic, full brkfst","Breckenridge","CO","","Accommodations",1993,"P.O. Box 6, 80424, CO",-106.046361,39.52572,"unclear_coded_by_hand","Found",NA,"1993-CO-1432"
"Global Real Estate Referrals","","checked","(800)346-5592, gay realtor at your service","Colorado Springs","CO","","Info Lines & Services",1993,", CO",-104.821363,38.833882,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-CO-1433"
"Gay/Lesbian Helpline","P.O. Box 574, 80901","checked","471-4429, 6pm-9pm","Colorado Springs","CO","","Info Lines & Services",1993,"P.O. Box 574, 80901, CO",-104.821363,38.833882,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-CO-1434"
"Pikes Peak Paradise","P.O. Box 5760, Woodland Park 80866","checked","687-6656/(800)728-8282 elegant, great views, full brkfst","Colorado Springs","CO","(MX)","Accommodations",1993,"P.O. Box 5760, Woodland Park 80866, CO",-105.101206,38.982237,"unclear_coded_by_hand","Found",NA,"1993-CO-1435"
"Hide & Seek Complex","512 W. Colorado",NA,"634-9303 11am-2am, til 4am Fri & Sat, 3 bars & restaurant","Colorado Springs","CO","(*),(MW),(D),(YC),(CW),(F),(S)","Bars",1993,"512 W. Colorado ,  Colorado Springs ,  CO",-104.8349166,38.8329172,"512 w colorado ave, colorado springs, co 80905, usa","Geocoded",NA,"1993-CO-1436"
"Pikes Peak MCC","730 N. Tejon",NA,"(Unitarian Church) 634-3771, 5pm Sun","Colorado Springs","CO","","Religious Organizations",1993,"730 N. Tejon ,  Colorado Springs ,  CO",-104.8234411,38.8449207,"730 n tejon st, colorado springs, co 80903, usa","Geocoded",NA,"1993-CO-1437"
"First Amendment Adult Book Store","220 E. Fillmore",NA,"630-7676","Colorado Springs","CO","","Erotica",1993,"220 E. Fillmore ,  Colorado Springs ,  CO",-104.8184431,38.8746853,"220 e fillmore st, colorado springs, co 80907, usa","Geocoded",NA,"1993-CO-1438"
"Monument Valley Park","","checked","","Colorado Springs","CO","Cruisy Area","Cruisy Areas",1993,", CO",-104.828681,38.845493,"unclear_coded_by_hand","Found",NA,"1993-CO-1439"
"Crested Beauty, The","329 Whiterock Ave.",NA,"349-1201 B&B, great Rocky Mtn. location","Crested Butte","CO","(MX)","Accommodations",1993,"329 Whiterock Ave. ,  Crested Butte ,  CO",-106.984401,38.8681887,"329 whiterock ave, crested butte, co 81224, usa","Geocoded",NA,"1993-CO-1440"
"AA Gay/Lesbian","","checked","322-4440 (AA#) many meetings","Denver","CO","","Info Lines & Services",1993,", CO",-104.990251,39.739236,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-CO-1441"
"Asian Gay/Lesbian Alliance","","checked","860-7675/831-6268/499-6769 social/support org.","Denver","CO","","Info Lines & Services",1993,", CO",-104.990251,39.739236,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-CO-1442"
"Gay/Lesbian Community Center","1245 E. Colfax Ave., Ste. 319",NA,"831-6268 comprehensive listings of men's resources/activities","Denver","CO","","Info Lines & Services",1993,"1245 E. Colfax Ave., Ste. 319 ,  Denver ,  CO",-104.9711492,39.7403289,"1245 e colfax ave #319, denver, co 80218, usa","Geocoded",NA,"1993-CO-1443"
"Global Real Estate Referrals","","checked","(800)346-5592, gay realtor at your service","Denver","CO","","Info Lines & Services",1993,", CO",-104.990251,39.739236,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-CO-1444"
"The Open Quest Institute TOQI","","checked","(800)444-9999, 24hr crisis hotline","Denver","CO","","Info Lines & Services",1993,", CO",-104.990251,39.739236,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-CO-1445"
"Mile High B & B","","checked","329-7827 cont'l bkfst, year round","Denver","CO","(MW)","Accommodations",1993,", CO",-104.990251,39.739236,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-CO-1446"
"Victoria Oaks Inn","1575 Race St.",NA,"355-1818 B&B","Denver","CO","(MX)","Accommodations",1993,"1575 Race St. ,  Denver ,  CO",-104.9638243,39.7414294,"1575 race st, denver, co 80206, usa","Geocoded",NA,"1993-CO-1447"
"BJ's Carousel","1380 S. Broadway",NA,"777-9880 10am-2am, patio & volleyball","Denver","CO","(*),(NH),(F),(S)","Bars",1993,"1380 S. Broadway ,  Denver ,  CO",-104.9871082,39.6914568,"1380 s broadway, denver, co 80210, usa","Geocoded",NA,"1993-CO-1448"
"Blarney Castle","3014 E. Colfax Ave.",NA,"322-0500 11am-2am","Denver","CO","(LV),(NH)","Bars",1993,"3014 E. Colfax Ave. ,  Denver ,  CO",-104.9513883,39.7399682,"3014 e colfax ave, denver, co 80206, usa","Geocoded",NA,"1993-CO-1449"
"Brick's","1600 E. 17th Ave.",NA,"377-5400 11am-2am, lunch daily","Denver","CO","(NH),(F)","Bars",1993,"1600 E. 17th Ave. ,  Denver ,  CO",-104.9680458,39.7430209,"1600 e 17th ave, denver, co 80218, usa","Geocoded",NA,"1993-CO-1450"
"Buddies","2101 Champa St.",NA,"298-9301 6pm-2am","Denver","CO","(D),(LV),(L)","Bars",1993,"2101 Champa St. ,  Denver ,  CO",-104.9879683,39.7515241,"2101 champa st, denver, co 80205, usa","Geocoded",NA,"1993-CO-1451"
"Charlie's","900 E. Colfax Ave.",NA,"839-8890 9am-2am","Denver","CO","(*),(CW),(D)","Bars",1993,"900 E. Colfax Ave. ,  Denver ,  CO",-104.9761697,39.7397476,"900 e colfax ave, denver, co 80218, usa","Geocoded",NA,"1993-CO-1452"
"Club 22","22 Broadway",NA,"733-2175 7am-2am, 11am-midnight Sun","Denver","CO","(D),(L),(LV)","Bars",1993,"22 Broadway ,  Denver ,  CO",-104.987409,39.7526363,"22nd st & n broadway, denver, co 80205, usa","Geocoded",NA,"1993-CO-1453"
"Compound","145 Broadway",NA,"772-7977 7am-2am","Denver","CO","(D),(LV),(YC)","Bars",1993,"145 Broadway ,  Denver ,  CO",-104.9877629,39.7191595,"145 n broadway, denver, co 80223, usa","Geocoded",NA,"1993-CO-1454"
"Dads","282 S. Penn",NA,"744-3237 11am-1am, non-alcoholic bar","Denver","CO","(MW),(NH)","Bars",1993,"282 S. Penn ,  Denver ,  CO",-104.9813044,39.7114014,"282 s pennsylvania st, denver, co 80209, usa","Geocoded",NA,"1993-CO-1455"
"Den","5110 W. Colfax Ave.",NA,"534-9526 10am-2am","Denver","CO","(NH),(F)","Bars",1993,"5110 W. Colfax Ave. ,  Denver ,  CO",-105.0524766,39.7401405,"5110 w colfax ave, denver, co 80204, usa","Geocoded",NA,"1993-CO-1456"
"Denver Detour","551 E. Colfax Ave.",NA,"861-1497 11am-2am, lunch & dinner daily","Denver","CO","(MW),(F)","Bars",1993,"551 E. Colfax Ave. ,  Denver ,  CO",-104.9803592,39.7402187,"551 e colfax ave, denver, co 80203, usa","Geocoded",NA,"1993-CO-1457"
"Fishdance","720 E. 17th Ave.",NA,"832-3474 5pm-2am, from 8pm Sat, clsd Sun & Mon, popular happy hour buffet","Denver","CO","(MX),(D),(F)","Bars",1993,"720 E. 17th Ave. ,  Denver ,  CO",-104.9782109,39.7432671,"720 e 17th ave, denver, co 80203, usa","Geocoded",NA,"1993-CO-1458"
"Foxhole","2936 Fox St.",NA,"296-8505 4pm-2am, from noon Fri-Sun, patio","Denver","CO","(D),(E),(YC)","Bars",1993,"2936 Fox St. ,  Denver ,  CO",-104.9952119,39.7591965,"2936 fox st, denver, co 80202, usa","Geocoded",NA,"1993-CO-1459"
"Garbo's","116 E. 9th Ave.",NA,"837-8217 live jazz, piano bar","Denver","CO","(MW),(P),(E),(F)","Bars",1993,"116 E. 9th Ave. ,  Denver ,  CO",-104.9856745,39.7302947,"116 e 9th ave, denver, co 80203, usa","Geocoded",NA,"1993-CO-1460"
"Highland Bar","2532 15th St.",NA,"455-9978 noon-2am","Denver","CO","(W),(D),(F)","Bars",1993,"2532 15th St. ,  Denver ,  CO",-105.0113578,39.7577857,"2532 15th st, denver, co 80211, usa","Geocoded",NA,"1993-CO-1461"
"Matchmaker","1480 Humboldt",NA,"839-9388 10am-2am, 2 bars, Chinese restaurant","Denver","CO","(MW),(D),(F),(S)","Bars",1993,"1480 Humboldt ,  Denver ,  CO",-104.9692324,39.7396357,"1480 humboldt st, denver, co 80218, usa","Geocoded",NA,"1993-CO-1462"
"Maximilian's","2151 Lawrence St.",NA,"297-0015 multicultural dance bar, call for info","Denver","CO","(MX),(B),(D),(YC)","Bars",1993,"2151 Lawrence St. ,  Denver ,  CO",-104.9901536,39.7539051,"2151 lawrence st, denver, co 80205, usa","Geocoded",NA,"1993-CO-1463"
"Metro Express","314 E. 13th Ave.",NA,"894-0668 4pm-2am, 7pm-midnight Sun, patio","Denver","CO","(MW),(D),(V)","Bars",1993,"314 E. 13th Ave. ,  Denver ,  CO",-104.983016,39.7367205,"314 e 13th ave, denver, co 80203, usa","Geocoded",NA,"1993-CO-1464"
"Mike's","117 Broadway",NA,"777-0193 11am-2am","Denver","CO","(NH)","Bars",1993,"117 Broadway ,  Denver ,  CO",-104.9876734,39.7187837,"117 n broadway, denver, co 80203, usa","Geocoded",NA,"1993-CO-1465"
"Mr. Bill's","1027 Broadway",NA,"534-1759, 10am-2am","Denver","CO","","Bars",1993,"1027 Broadway ,  Denver ,  CO",-104.987667,39.732651,"1027 broadway, denver, co 80203, usa","Geocoded",NA,"1993-CO-1466"
"Paradise Garage","2975 Fox St.",NA,"292-5671 9pm-2am Wed-Sun","Denver","CO","(MW),(D),(E),(YC)","Bars",1993,"2975 Fox St. ,  Denver ,  CO",-104.9955179,39.7592414,"2975 fox st, denver, co 80202, usa","Geocoded",NA,"1993-CO-1467"
"R & R Denver","4958 E. Colfax Ave.",NA,"320-9337 7am-2am","Denver","CO","(NH),(LV),(CW)","Bars",1993,"4958 E. Colfax Ave. ,  Denver ,  CO",-104.9295083,39.7399072,"4958 e colfax ave, denver, co 80220, usa","Geocoded",NA,"1993-CO-1468"
"Rock Island","1614 15th St.",NA,"572-7625 alternative music, call for info","Denver","CO","(MX),(D),(YC)","Bars",1993,"1614 15th St. ,  Denver ,  CO",-105.0018219,39.7503888,"1614 15th st, denver, co 80202, usa","Geocoded",NA,"1993-CO-1469"
"Southtown Lumber Co.","255 S. Broadway",NA,"777-9849 11am-2am","Denver","CO","(NH)","Bars",1993,"255 S. Broadway ,  Denver ,  CO",-104.9878336,39.7119216,"255 s broadway, denver, co 80223, usa","Geocoded",NA,"1993-CO-1470"
"Surf City Bar & Grill","1175 E. Colfax",NA,"830-0715 dinner weekdays, lunch weekends, patio","Denver","CO","(MW),(D),(F),(AH),(V)","Bars",1993,"1175 E. Colfax ,  Denver ,  CO",-104.9722723,39.7402795,"1175 e colfax ave, denver, co 80218, usa","Geocoded",NA,"1993-CO-1471"
