ID,title,description,streetaddress,type,amenityfeatures,city,state,Year,unclearaddress,uncleartype,notes,lastmodified,full.address,lat,lon,geoAddress,status
4697,Crews Inn,(Cruisy),3220 N. Fitzhugh,"Bars/Clubs,Cruising Areas",(*),Dallas,TX,1983,,,,12/5/2021 11:02am,"3220 N. Fitzhugh, Dallas, TX",32.8173233,-96.7931034,"3220 n fitzhugh ave, dallas, tx 75204, usa",Google Verified Location
43,Crews Pub,(Cruisy),301 St. Fancis,"Bars/Clubs,Cruising Areas","(PT),(*),(P)",Mobile,AL,1983,,,,12/10/2021 12:35pm,"301 St. Fancis, Mobile, AL",30.6917997,-88.0454665,"301 st francis st, mobile, al 36602, usa",Google Verified Location
3517,Crisco Disco,(Disco)(Opens 12 midnight) (AH*),15th St. & 9th Ave.,Bars/Clubs,"(P),(YC),(D),(AH),(*)",Greenwich Village,NY,1983,checked,NA,,5/30/2022 3:04pm,"15th St. & 9th Ave., NY",40.741605,-74.004826,unclear_coded_by_hand,Verified Location
4566,Cross Keys,(Some L)(Disco)(Closed Sun.),1409 Market St.,Bars/Clubs,"(L),(D),(S)",Chattanooga,TN,1983,,,,12/5/2021 11:02am,"1409 Market St., Chattanooga, TN",35.0381016,-85.3075738,"1409 market st, chattanooga, tn 37402, usa",Google Verified Location
4413,Crossover Lounge,"(Some W , SM)(Cruisy) (N. side of 9th St. bridge)",100 Anderson St.,"Bars/Clubs,Cruising Areas","(W),(SM),(*)",Pittsburgh,PA,1983,,,,12/5/2021 11:02am,"100 Anderson St., Pittsburgh, PA",40.448531,-79.9995138,"100 anderson st, pittsburgh, pa 15212, usa",Google Verified Location
3625,Crossroad,nr. 55th St.,858 9th Ave.,Bars/Clubs,,Midtown,NY,1983,,,,12/5/2021 11:02am,"858 9th Ave., Midtown, NY",40.7669022,-73.986102,"858 9th ave, new york, ny 10019, usa",Google Verified Location
2351,Crossroads Mall,T-Rooms,,Cruising Areas,Cruisy Area,Waterloo,IA,1983,checked,NA,,5/2/2022 4:58am,", IA",42.462126,-92.322097,unclear_coded_by_hand,Verified Location
4980,Crossroads Mall,(afternoons (early eves.*),,Cruising Areas,"Cruisy Area,(*)",Salt Lake City,UT,1983,checked,NA,,6/8/2022 10:56am,", UT",40.768568,-111.890115,unclear_coded_by_hand,Verified Location
2771,Crown & Anchor,"(Includes swim pool, health club, 'Cellar Bar' Cabaret, Clambake & Sidewalk Cafe)",247 Commercial St.,"Hotel,Restaurant,Bars/Clubs","(H),(*),(M),(R)",Provincetown,MA,1983,,,,12/5/2021 11:01am,"247 Commercial St., Provincetown, MA",42.0502291,-70.1876737,"247 commercial st, provincetown, ma 02657, usa",Google Verified Location
1886,Cruise,(Publication),"P.O. Box 7750, Atlanta, GA 30357",Publication,,Atlanta,GA,1983,checked,NA,,4/9/2022 11:14am,"P.O. Box 7750, Atlanta, GA 30357, GA",33.748995,-84.387982,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
744,Cruisers,(Disco),2651 El Camino Real,"Restaurant,Bars/Clubs","(R),(D),(*)",Redwood City,CA,1983,,,,12/5/2021 11:00am,"2651 El Camino Real, Redwood City, CA",37.4724404,-122.2158617,"2651 el camino real, redwood city, ca 94061, usa",Google Verified Location
2485,Cruz Inn,,940 St. Louis St.,Bars/Clubs,,New Orleans,LA,1983,,,,12/5/2021 11:01am,"940 St. Louis St., New Orleans, LA",29.9580681,-90.0688921,"940 st louis st, new orleans, la 70112, usa",Google Verified Location
5081,Crypt,"(Leather, clothes, toys, erotica, etc.) (see ad following pg.)",1310 E. Union St.,"Book Store,Erotic Shop",(*),Seattle,WA,1983,,,,1/26/2022 10:54am,"1310 E. Union St., Seattle, WA",47.6131424,-122.3149229,"1310 e union st, seattle, wa 98122, usa",Google Verified Location
1299,Crypt,"(Books, toys, erotica-'peep shows')",2222 N. Broadway,"Book Store,Erotic Shop",(*),Denver,CO,1983,,,,1/13/2022 12:11pm,"2222 N. Broadway, Denver, CO",39.7533388,-104.9871913,"2222 n broadway, denver, co 80205, usa",Google Verified Location
854,Crypt,"(Leather, 'toys', books, erotica, ect.)",733 4th Ave.,"Erotic Shop,Book Store",(*),San Diego,CA,1983,,,,1/19/2022 8:50am,"733 4th Ave., San Diego, CA",32.713006,-117.160776,"733 fourth ave, san diego, ca 92101, usa",Google Verified Location
5141,Crystal Gardens,(Beer & wine)(Disco),1554 Jefferson,Bars/Clubs,(D),Tacoma,WA,1983,,,,12/5/2021 11:02am,"1554 Jefferson, Tacoma, WA",47.2465676,-122.438884,"1554 jefferson ave, tacoma, wa 98402, usa",Google Verified Location
3190,Crystal Lounge,,Broadway & 1st,Bars/Clubs,(M),Billings,MT,1983,checked,NA,"In the 1983 guide, it is listed in Butte, MT; however, it seems to be a typo as it had already been verified to be in Billings, MT.",5/25/2022 10:47am,"Broadway & 1st, MT",45.782093,-108.505746,unclear_coded_by_hand,Verified Location
82,Crystal Saloon,,418 S. Franklin St.,Bars/Clubs,"(M),(D)",Juneau,AK,1983,,,,12/5/2021 11:00am,"418 S. Franklin St., Juneau, AK",58.2974416,-134.4018519,"418 s franklin st, juneau, ak 99801, usa",Google Verified Location
5051,Crystal Steam Baths,,107 S. 'F' St.,Bathhouses,(M),Aberdeen,WA,1983,,,,12/5/2021 11:02am,"107 S. 'F' St., Aberdeen, WA",46.9770375,-123.8140497,"107 s f st, aberdeen, wa 98520, usa",Google Verified Location
4464,Crystalite,(2-l-82; Biz must be bad as they haven't paid for last year's books),87 Wood St.,"Restaurant,Bars/Clubs","(D),(R)",Wilkes-Barre,PA,1983,,,,12/5/2021 11:02am,"87 Wood St., Wilkes-Barre, PA",41.2378713,-75.9019319,"87 wood st, wilkes-barre, pa 18702, usa",Google Verified Location
5008,Cue,(Some L)(Disco),4601 Killam,"Bars/Clubs,Restaurant","(*),(YC),(L),(D),(R),(PT),`",Norfolk,VA,1983,,,,12/5/2021 11:02am,"4601 Killam, Norfolk, VA",36.885804,-76.29858,"4601 killam ave, norfolk, va 23508, usa",Google Verified Location
544,Cuff's,(AH-WE*),1941 Hyperion Ave.,Bars/Clubs,"(SM),(AH),(WE),(*)",Los Angeles,CA,1983,,,,12/10/2021 4:28pm,"1941 Hyperion Ave., Los Angeles, CA",34.0982672,-118.2750682,"1941 hyperion ave, los angeles, ca 90027, usa",Google Verified Location
4590,Cumberland Ave.,around The Huddle,,Cruising Areas,Cruisy Area,Knoxville,TN,1983,checked,NA,,6/7/2022 12:24pm,", TN",35.960638,-83.920739,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
1652,Curry House Guest House,,806 Fleming St.,Hotel,(H),Key West,FL,1983,,,,12/5/2021 11:01am,"806 Fleming St., Key West, FL",24.5582763,-81.7990135,"806 fleming st, key west, fl 33040, usa",Google Verified Location
4487,Custom House Tavern,,36 Weybosset,Bars/Clubs,(M),Providence,RI,1983,,,,12/5/2021 11:02am,"36 Weybosset, Providence, RI",41.823504,-71.4105384,"36 weybosset st, providence, ri 02903, usa",Google Verified Location
1441,Cy's,(Cruisy),2412 Wisconsin Ave. N.W.,"Bars/Clubs,Cruising Areas","(W),(SM),(*)",Washington,DC,1983,,,,12/5/2021 11:00am,"2412 Wisconsin Ave. N.W., Washington, DC",38.9213819,-77.072512,"2412 wisconsin ave nw, washington, dc 20007, usa",Google Verified Location
437,Cypress Baths,,5291 Fountain,Bathhouses,,Hollywood,CA,1983,,,,12/10/2021 8:39am,"5291 Fountain, Hollywood, CA",34.0952011,-118.3052851,"5291 fountain ave, los angeles, ca 90029, usa",Google Verified Location
1653,Cypress House,(Guest house)(Pool),601 Caroline,Hotel,"(H),(*)",Key West,FL,1983,,,,12/5/2021 11:01am,"601 Caroline, Key West, FL",24.5590985,-81.8031136,"601 caroline st, key west, fl 33040, usa",Google Verified Location
1926,Cypress St.,('The Strip') an alley betw. Peachtree & W. Peachtree from 6th to 8th Sts.,,Cruising Areas,Cruisy Area,Atlanta,GA,1983,checked,NA,,4/9/2022 11:16am,", GA",33.77731,-84.38612,unclear_coded_by_hand,Verified Location
1390,Cyrano's,(Sun. buffet),71 Whitney Ave.,"Restaurant,Bars/Clubs","(D),(R)",New Haven,CT,1983,,,,12/5/2021 11:00am,"71 Whitney Ave., New Haven, CT",41.3123889,-72.9216485,"71 whitney ave, new haven, ct 06510, usa",Google Verified Location
4746,D & M,"(Some L, Latins)",501 S. Mesa St.,Bars/Clubs,(L),El Paso,TX,1983,,,,12/5/2021 11:02am,"501 S. Mesa St., El Paso, TX",31.7545642,-106.4860735,"501 s mesa st, el paso, tx 79901, usa",Google Verified Location
67,D St.,Book Mart,419 'D' St.,Book Store,,Anchorage,AK,1983,,,,12/5/2021 11:00am,"419 'D' St., Anchorage, AK",61.2180588,-149.8894184,"419 d st, anchorage, ak 99501, usa",Google Verified Location
4296,D-Gem Lounge,,4425 N.Front St.,Bars/Clubs,"(*),(L),(D)",Harrisburg,PA,1983,,,,12/5/2021 11:02am,"4425 N.Front St., Harrisburg, PA",40.3269652,-76.8991854,"4425 n front st, harrisburg, pa 17110, usa",Google Verified Location
1442,D.C. Eagle,(3 floors)(Cruisy)(R - upstairs) betw. 'I' St. & Massachusetts),908 7th St. N.W.,"Restaurant,Bars/Clubs,Cruising Areas","(*),(SM),(W),(PT),(R)",Washington,DC,1983,,,,12/5/2021 11:00am,"908 7th St. N.W., Washington, DC",38.9010623,-77.0225127,"908 7th st nw, washington, dc 20001, usa",Google Verified Location
4351,D.C.A.,"(Disco) (an alley betw. 12th & 13th, off Locust)",206 S. Camac,Bars/Clubs,"(*),(P),(YC),(D),(AH)",Philadelphia,PA,1983,,,,12/5/2021 11:02am,"206 S. Camac, Philadelphia, PA",39.9482952,-75.161614,"206 s camac st, philadelphia, pa 19107, usa",Google Verified Location
2206,D.J.'s,(Disco),802 Maine St.,Bars/Clubs,(D),Quincy,IL,1983,,,,12/5/2021 11:01am,"802 Maine St., Quincy, IL",39.9316584,-91.4030521,"802 maine st, quincy, il 62301, usa",Google Verified Location
5142,D.J.'s,"(Some L, B, RT, 'Drags')",1309 Commerce,Bars/Clubs,"(M),(D),(L),(B),(RT)",Tacoma,WA,1983,,,,12/5/2021 11:02am,"1309 Commerce, Tacoma, WA",47.2511663,-122.4388524,"1309 commerce st, tacoma, wa 98402, usa",Google Verified Location
4777,D.J.'s,,1308 St. Louis St.,Bars/Clubs,,Ft. Worth,TX,1983,,,,12/5/2021 11:02am,"1308 St. Louis St., Ft. Worth, TX",32.7302654,-97.328346,"1308 st louis ave, fort worth, tx 76104, usa",Google Verified Location
2340,D.J.'s Bistro,(Disco) (use rear door),951 Main St.,"Restaurant,Bars/Clubs","(YC),(D),(R)",Dubuque,IA,1983,,,,12/5/2021 11:01am,"951 Main St., Dubuque, IA",42.5019445,-90.6680585,"951 main st, dubuque, ia 52001, usa",Google Verified Location
4142,D.J.'s Crescendo,(Many L)(WE*),2805 N.W. 36th St.,Bars/Clubs,"(P),(L),(D),(WE),(*)",Oklahoma City,OK,1983,,,,12/10/2021 11:52am,"2805 N.W. 36th St., Oklahoma City, OK",35.508097,-97.5636993,"2805 nw 36th st, oklahoma city, ok 73112, usa",Google Verified Location
319,D.O.K. West,(Disco),12889 Garden Grove Blvd.,Bars/Clubs,"(YC),(D),(*)",Garden Grove,CA,1983,,,,12/5/2021 11:00am,"12889 Garden Grove Blvd., Garden Grove, CA",33.7744991,-117.907669,"12889 garden grove blvd, garden grove, ca 92843, usa",Google Verified Location
2975,D's Lounge,(Some L)(Opens 12 noon),31 S. Gratiot Ave.,Bars/Clubs,"(L),(*)",Mount Clemens,MI,1983,,,,12/5/2021 11:01am,"31 S. Gratiot Ave., Mount Clemens, MI",42.5921527,-82.8816665,"31 southbound gratiot ave, mt clemens, mi 48043, usa",Google Verified Location
546,Daddy's,(Should click),1903 Hyperion,Bars/Clubs,,Los Angeles,CA,1983,,,,12/5/2021 11:00am,"1903 Hyperion, Los Angeles, CA",34.0973833,-118.2757648,"1903 hyperion ave, los angeles, ca 90027, usa",Google Verified Location
5082,Daddy's Tavern,,712 Stewart,Bars/Clubs,,Seattle,WA,1983,,,,12/5/2021 11:02am,"712 Stewart, Seattle, WA",47.6149108,-122.3361633,"712 stewart st, seattle, wa 98101, usa",Google Verified Location
1752,Dade Comm. College,T-Room next to Library,,Cruising Areas,Cruisy Area,Miami,FL,1983,checked,NA,,3/29/2022 7:58am,", FL",25.776729,-80.192999,unclear_coded_by_hand,Verified Location
4221,Dahl & Penne,"(Liquor)(Some B, RT Drags)(S - WE)  at Alder",604 S.W. 2nd,Bars/Clubs,"(PT),(B),(RT),(S),(WE)",Portland,OR,1983,,,,12/5/2021 11:02am,"604 S.W. 2nd, Portland, OR",45.5186338,-122.6742018,"604 sw 2nd ave, portland, or 97204, usa",Google Verified Location
721,Daily Double,,3739 E. Colorado Blvd.,"Restaurant,Bars/Clubs","(L),(R)",Pasadena,CA,1983,,,,12/5/2021 11:00am,"3739 E. Colorado Blvd., Pasadena, CA",34.1464871,-118.0718698,"3739 e colorado blvd, pasadena, ca 91107, usa",Google Verified Location
3158,Daily Planet News,"(Books, etc.)",243 N. Euclid Ave.,Book Store,,St. Louis,MO,1983,,,,12/5/2021 11:02am,"243 N. Euclid Ave., St. Louis, MO",38.6445673,-90.2616689,"243 n euclid ave, st. louis, mo 63108, usa",Google Verified Location
3626,Dakota,('Mixed bag') at 36th St.,550 3rd Ave.,Bars/Clubs,(PT),Midtown,NY,1983,,,,12/5/2021 11:02am,"550 3rd Ave., Midtown, NY",40.7474345,-73.9772461,"550 3rd ave, new york, ny 10016, usa",Google Verified Location
3627,Dallas,(Top Midtown - East Side cruise bar - some hustlers),243 E. 53rd St.,"Bars/Clubs,Cruising Areas",(*),Midtown,NY,1983,,,,12/5/2021 11:02am,"243 E. 53rd St., Midtown, NY",40.7572336,-73.9676942,"243 e 53rd st, new york, ny 10022, usa",Google Verified Location
306,Dan's,,4944 N. Blackstone,Restaurant,"(M),(R),(C),(AH)",Fresno,CA,1983,,,,12/5/2021 11:00am,"4944 N. Blackstone, Fresno, CA",36.8074648,-119.790146,"4944 n blackstone ave, fresno, ca 93726, usa",Google Verified Location
2081,Dandy's,,2632 N. Halsted,Bars/Clubs,,Chicago,IL,1983,,,,12/5/2021 11:01am,"2632 N. Halsted, Chicago, IL",41.9300901,-87.6491844,"2632 n halsted st, chicago, il 60614, usa",Google Verified Location
5166,Daniel Boone Hotel & Diamond Dept. Store,T-Rooms - (5-9pm - known locally as the 'rush hour'),,"Cruising Areas,Hotel",Cruisy Area,Charleston,WV,1983,checked,NA,,6/12/2022 8:12am,", WV",38.351764,-81.632106,unclear_coded_by_hand,Verified Location
2349,Danish Book World,nr. Crossroads Center,1507 La Port Rd.,Book Store,,Waterloo,IA,1983,,,,12/5/2021 11:01am,"1507 La Port Rd., Waterloo, IA",42.4717519,-92.3223548,"1507 la porte rd, waterloo, ia 50702, usa",Google Verified Location
2314,Danish Book World & Arcade,,6th St. S.W.,Book Store,,Cedar Rapids,IA,1983,,,,1/7/2022 9:36am,"6th St. S.W., Cedar Rapids, IA",41.917231,-91.6763639,"6th st sw, cedar rapids, ia 52404, usa",Google Verified Location
2313,Danish Book World & Arcade,,16th Ave.,Book Store,,Cedar Rapids,IA,1983,,,,1/7/2022 9:36am,"16th Ave., Cedar Rapids, IA",41.9640283,-91.7063157,"⛉ 16th ave, cedar rapids, ia 52404, usa",Google Verified Location
4414,Danny's,(Good days),923 Liberty Ave.,Bars/Clubs,"(D),(*)",Pittsburgh,PA,1983,,,,12/5/2021 11:02am,"923 Liberty Ave., Pittsburgh, PA",40.4433583,-79.997361,"923 liberty ave, pittsburgh, pa 15222, usa",Google Verified Location
3718,Danny's of Brooklyn Heights,(Disco)(Sun. brunch) (Brooklyn Heights),108 Montague St.,"Bars/Clubs,Restaurant",(D),Brooklyn Heights,NY,1983,,,,12/5/2021 11:02am,"108 Montague St., Brooklyn Heights, NY",40.6948774,-73.9951941,"108 montague st, brooklyn, ny 11201, usa",Google Verified Location
4222,Darcelle XV Tavern,"(S-WE)(Some L, 'Drags')(Liquor)(Touristy)",208 N.W. 3rd St.,"Restaurant,Bars/Clubs","(R),(S),(WE),(L),(M)",Portland,OR,1983,,,,12/5/2021 11:02am,"208 N.W. 3rd St., Portland, OR",45.5247845,-122.6729315,"208 nw 3rd ave, portland, or 97209, usa",Google Verified Location
3277,Dartmouth College,(Hopkins Center & Baker Library),,Cruising Areas,Cruisy Area,Hanover,NH,1983,checked,NA,,5/25/2022 11:26am,", NH",43.704441,-72.288693,unclear_coded_by_hand,Verified Location
4,Darvo's,(Very M) (Disco),167 S. Gay St.,Bars/Clubs,"(M),(YC),(D)",Auburn,AL,1983,,,,12/5/2021 11:00am,"167 S. Gay St., Auburn, AL",32.6047398,-85.4796223,"167 s gay st, auburn, al 36830, usa",Google Verified Location
438,Data Boys,(Publication),7512 Santa Monica Blvd.,Publication,,Hollywood,CA,1983,,,,12/13/2021 1:22pm,"7512 Santa Monica Blvd., Hollywood, CA",34.0905847,-118.3538195,"7512 santa monica blvd, west hollywood, ca 90046, usa",Google Verified Location
5083,Dave's Baths,(2nd floor),2402 1st Ave.,Bathhouses,,Seattle,WA,1983,,,,12/5/2021 11:02am,"2402 1st Ave., Seattle, WA",47.6143671,-122.3477571,"2402 1st ave, seattle, wa 98121, usa",Google Verified Location
971,Dave's Baths,,100 Broadway,Bathhouses,(OC),San Francisco,CA,1983,,,,12/5/2021 11:00am,"100 Broadway, San Francisco, CA",37.7988624,-122.4000739,"100 broadway, san francisco, ca 94111, usa",Google Verified Location
855,Dave's Club,(Baths),4969 Santa Monica,Bathhouses,,Ocean Beach,CA,1983,,,,12/5/2021 11:00am,"4969 Santa Monica, Ocean Beach, CA",32.7471634,-117.249952,"4969 santa monica ave, san diego, ca 92107, usa",Google Verified Location
3260,Dave's V.I.P. Club,(WE*),3001 W. 4th St.,Bars/Clubs,"(YC),(D),(WE),(*)",Reno,NV,1983,,,,12/10/2021 4:43pm,"3001 W. 4th St., Reno, NV",39.5196893,-119.849189,"3001 w 4th st, reno, nv 89523, usa",Google Verified Location
689,Dave's Villa Caprice Country Club & Spa,(Sauna),67-670 Carey Rd.,"Bathhouses,Restaurant,Hotel","(*),(P),(H),(R)",Palm Springs,CA,1983,,,,12/5/2021 11:00am,"67-670 Carey Rd., Palm Springs, CA",33.7927697,-116.4813021,"67670 carey rd, cathedral city, ca 92234, usa",Google Verified Location
3261,Dave's Westside Motel,,3001 W. 4th St.,Hotel,(H),Reno,NV,1983,,,,12/5/2021 11:02am,"3001 W. 4th St., Reno, NV",39.5196893,-119.849189,"3001 w 4th st, reno, nv 89523, usa",Google Verified Location
3311,Davenport Hotel,,116 S. South Carolina Ave.,Hotel,"(*),(H)",Atlantic City,NJ,1983,,,,12/5/2021 11:02am,"116 S. South Carolina Ave., Atlantic City, NJ",39.3601127,-74.4255037,"116 s south carolina ave, atlantic city, nj 08401, usa",Google Verified Location
1540,David,(Publication),605 S.W. 12th Ave.,Publication,,Ft. Launderdale,FL,1983,,,,12/15/2021 12:57pm,"605 S.W. 12th Ave., Ft. Launderdale, FL",26.1138952,-80.158078,"605 sw 12th ave, fort lauderdale, fl 33312, usa",Google Verified Location
44,David's,(Disco),1304 Spring Hill Ave.,Bars/Clubs,"(PT),(D),(*)",Mobile,AL,1983,,,,12/5/2021 11:00am,"1304 Spring Hill Ave., Mobile, AL",30.6928444,-88.0655054,"1304 springhill ave, mobile, al 36604, usa",Google Verified Location
1301,David's,(Disco),314 E. 13th Ave,Bars/Clubs,"(*),(D)",Denver,CO,1983,,,,12/5/2021 11:00am,"314 E. 13th Ave, Denver, CO",39.7367205,-104.983016,"314 e 13th ave, denver, co 80203, usa",Google Verified Location
4415,David's,,632 Penn Ave.,Bars/Clubs,(OC),Pittsburgh,PA,1983,,,,12/5/2021 11:02am,"632 Penn Ave., Pittsburgh, PA",40.4429962,-80.0011861,"632 penn ave, pittsburgh, pa 15222, usa",Google Verified Location
3847,David's Bookstore,(Cruisy - late*),919 W. Morehead,"Book Store,Cruising Areas",(*),Charlotte,NC,1983,,,,12/10/2021 4:36pm,"919 W. Morehead, Charlotte, NC",35.227707,-80.858476,"919 w morehead st, charlotte, nc 28208, usa",Google Verified Location
4104,David's Lounge,(Some L),160 N. 4th,Bars/Clubs,"(D),(L),(S),(*)",Steubenville,OH,1983,,,,12/5/2021 11:02am,"160 N. 4th, Steubenville, OH",40.3611109,-80.6144266,"160 n 4th st, steubenville, oh 43952, usa",Google Verified Location
3918,David's Lounge,(Some L)(Disco),114 Market St.,Bars/Clubs,"(*),(L),(YC),(D)",Wilmington,NC,1983,,,,12/5/2021 11:02am,"114 Market St., Wilmington, NC",34.2350704,-77.9482978,"114 market st, wilmington, nc 28401, usa",Google Verified Location
3518,David's Pot Belly,(Late),98 Christopher St.,Restaurant,"(M),(R)",Greenwich Village & Chelsea,NY,1983,,,,12/5/2021 11:02am,"98 Christopher St., Greenwich Village & Chelsea, NY",40.7331669,-74.004656,"98 christopher st, new york, ny 10014, usa",Google Verified Location
790,Davis Travel Service,,1011 'L' St.,Travel Service,,Sacramento,CA,1983,,,,12/13/2021 1:27pm,"1011 'L' St., Sacramento, CA",38.5780369,-121.4935983,"1011 l st, sacramento, ca 95814, usa",Google Verified Location
1932,Davison's Dept. Store,T-Rooms,,Cruising Areas,Cruisy Area,Atlanta,GA,1983,,NA,Found on this website: http://www.thedepartmentstoremuseum.org/2010/06/davison-paxon-co-atlanta.html,4/9/2022 11:21am,", GA",33.758544,-84.387805,unclear_coded_by_hand,Verified Location
653,Daybreak,(Disco),1711 W. El Camino Real,Bars/Clubs,"(L),(D),(PT)",Mountain View,CA,1983,,,,12/5/2021 11:00am,"1711 W. El Camino Real, Mountain View, CA",37.3903462,-122.0940078,"1711 w el camino real, mountain view, ca 94040, usa",Google Verified Location
1948,Days Inn Coffee Shop,(Open 24 hours),201 W. Bay St.,Restaurant,"(M),(R)",Savannah,GA,1983,,,,12/5/2021 11:01am,"201 W. Bay St., Savannah, GA",32.0815067,-81.0940923,"201 w bay st, savannah, ga 31401, usa",Google Verified Location
2160,De Paul Univ.,10th floor T-Room,,Cruising Areas,Cruisy Area,Chicago,IL,1983,checked,NA,,4/14/2022 5:02am,", IL",41.924189,-87.654166,unclear_coded_by_hand,Verified Location
3997,Dean's,(Happy hour*),11120 Clifton Blvd.,Bars/Clubs,"(D),(*)",Cleveland,OH,1983,,,,12/10/2021 4:37pm,"11120 Clifton Blvd., Cleveland, OH",41.4867756,-81.762835,"11120 clifton blvd, cleveland, oh 44102, usa",Google Verified Location
1632,Deby House,,1068 Park St.,Restaurant,"(M),(R),(C),(AH)",Jacksonville,FL,1983,,,,12/5/2021 11:01am,"1068 Park St., Jacksonville, FL",30.3142024,-81.6812748,"1068 park st, jacksonville, fl 32204, usa",Google Verified Location
2895,Deck,(Opens 12 noon),14901 E. Jefferson,Bars/Clubs,"(*),(E)",Detroit,MI,1983,,,,12/5/2021 11:01am,"14901 E. Jefferson, Detroit, MI",42.3752009,-82.9394009,"14901 e jefferson, detroit, mi 48215, usa",Google Verified Location
