ID,title,description,amenityfeatures,streetaddress,type,city,state,unclearaddress,Year,uncleartype,notes,lastmodified,full.address,lon,lat,geoAddress,status
2916,Numbers,"(Disco) (Some B, L)","(B),(L)",2312 Boston St.,Bars/Clubs,Baltimore,MD,NA,1989,NA,,11/15/2022 3:37pm,"2312 Boston St., Baltimore, MD",-76.5841183,39.283047,"2312 boston st, baltimore, md 21224, usa",Geocoded
2917,Open House Coffee Shop,,"(M),(R),(AH)",227 W. 29th St.,Restaurant,Baltimore,MD,NA,1989,NA,,6/30/2022 2:36pm,"227 W. 29th St., Baltimore, MD",-76.6212119,39.3224256,"227 w 29th st, baltimore, md 21211, usa",Geocoded
2918,Pegasus,,(L),,Bars/Clubs,Baltimore,MD,checked,1989,NA,Foster & Montford,2/10/2023 5:37pm,", MD",-76.612189,39.290385,unclear_coded_by_hand,General Coordinates Used
2919,Porthole,,"(PT),(R)",511 Gorsuch Ave.,Restaurant,Baltimore,MD,NA,1989,NA,,6/30/2022 2:36pm,"511 Gorsuch Ave., Baltimore, MD",-76.6090107,39.3278071,"511 gorsuch ave, baltimore, md 21218, usa",Geocoded
2920,Rumours,,,9119 E. Lombard,Bars/Clubs,Baltimore,MD,NA,1989,NA,,6/30/2022 2:38pm,"9119 E. Lombard, Baltimore, MD",-76.5328336,39.2953939,"9119 e lombard st, baltimore, md 21224, usa",Geocoded
2921,Senator Bar,(Somme OC) (Tired),"(E),(OC)",614 N. Howard,Bars/Clubs,Baltimore,MD,NA,1989,NA,,6/30/2022 2:36pm,"614 N. Howard, Baltimore, MD",-76.6202186,39.2971774,"614 n howard st, baltimore, md 21201, usa",Geocoded
2922,Shirley Guest House,(301) 728-6550,"(M),(H)",205 W. Madison,Hotel,Baltimore,MD,NA,1989,NA,,6/30/2022 2:36pm,"205 W. Madison, Baltimore, MD",-76.6189484,39.2983458,"205 w madison st, baltimore, md 21201, usa",Geocoded
2923,Sportsman,,(N),412 Park Ave.,Bars/Clubs,Baltimore,MD,NA,1989,NA,,6/30/2022 2:36pm,"412 Park Ave., Baltimore, MD",-76.6184475,39.2945091,"412 park ave, baltimore, md 21201, usa",Geocoded
2924,Studio,(Adj. Gallery),(R),1735 Maryland Ave.,Restaurant,Baltimore,MD,NA,1989,NA,,6/30/2022 2:37pm,"1735 Maryland Ave., Baltimore, MD",-76.6176464,39.3096234,"1735 maryland ave, baltimore, md 21201, usa",Geocoded
2925,The Gay Paper,(Publication),,"P.O. Box 22575, 21203",Publication,Baltimore,MD,checked,1989,NA,,2/10/2023 5:37pm,"P.O. Box 22575, 21203, MD",-76.612189,39.290385,unclear_coded_by_hand,General Coordinates Used
2926,Thirty-first St. Book Store,,,425 E. 31st St.,Book Store,Baltimore,MD,NA,1989,NA,,6/30/2022 2:36pm,"425 E. 31st St., Baltimore, MD",-76.6100188,39.3259385,"425 e 31st st, baltimore, md 21218, usa",Geocoded
2927,Tikki's,(Some L),"(B),(L)",616 W. Lexington St.,Bars/Clubs,Baltimore,MD,NA,1989,NA,,6/30/2022 2:36pm,"616 W. Lexington St., Baltimore, MD",-76.6244444,39.2917824,"616 w lexington st, baltimore, md 21201, usa",Geocoded
2928,Tomaso Gifts,"(Cards, gifts, etc.)",,1111 Park Ave.,Book Store,Baltimore,MD,NA,1989,NA,,6/30/2022 2:37pm,"1111 Park Ave., Baltimore, MD",-76.6211893,39.3054756,"sutton place, 1111 park ave, baltimore, md 21201, usa",Geocoded
2929,Turf Lounge,,(B),226 W. Fayette.,Bars/Clubs,Baltimore,MD,NA,1989,NA,,6/30/2022 2:36pm,"226 W. Fayette., Baltimore, MD",-76.6190907,39.2906696,"226 w fayette st, baltimore, md 21201, usa",Geocoded
2930,Unicorn,,(D),2218 Boston St.,Bars/Clubs,Baltimore,MD,NA,1989,NA,,6/30/2022 2:37pm,"2218 Boston St., Baltimore, MD",-76.585005,39.2836802,"2218 boston st, baltimore, md 21231, usa",Geocoded
2931,Harbor Place,,Cruisy Area,,Cruising Areas,Baltimore,MD,checked,1989,NA,,2/10/2023 5:36pm,", MD",-76.610966,39.286212,unclear_coded_by_hand,Found
2932,Mt. Vernon Square,,"Cruisy Area,(AYOR)",,Cruising Areas,Baltimore,MD,checked,1989,NA,,2/10/2023 5:37pm,", MD",-76.613833,39.299319,unclear_coded_by_hand,General Coordinates Used
2933,Patterson Park,at Eastern Ave.,"Cruisy Area,(AYOR),(RT)",,Cruising Areas,Baltimore,MD,checked,1989,NA,,2/10/2023 5:37pm,", MD",-76.579999,39.286191,unclear_coded_by_hand,Found
2934,Wayman Park,nr. Baltimore Art Museum,"Cruisy Area,(RT),(AYOR)",,Cruising Areas,Baltimore,MD,checked,1989,NA,,2/10/2023 5:37pm,", MD",-76.627553,39.33087,unclear_coded_by_hand,Found
2935,Your Travel Agent of Beltsville,,(IGTA),10440 Baltimore Blvd.,Travel Agency,Beltsville,MD,NA,1989,NA,,6/30/2022 2:38pm,"10440 Baltimore Blvd., Beltsville, MD",-76.9190567,39.0276391,"10440 baltimore ave, beltsville, md 20705, usa",Geocoded
2936,U. of MD,Main Library (2nd & 4th flrs),Cruisy Area,,Cruising Areas,College Park,MD,checked,1989,NA,,3/4/2023 12:00am,", MD",-76.944957,38.985946,unclear_coded_by_hand,Found
2937,U. of MD,Tawes Hall (basement),Cruisy Area,,Cruising Areas,College Park,MD,checked,1989,NA,,3/4/2023 12:01am,", MD",-76.948584,38.985949,unclear_coded_by_hand,Found
2938,Greenbelt Park,,Cruisy Area,,Cruising Areas,Greenbelt,MD,checked,1989,NA,,2/10/2023 5:37pm,", MD",-76.895521,38.995757,unclear_coded_by_hand,Found
2939,Deer Park Lodge,(Disco) (Some L) (South Mtn.),"(L),(R),(*)",,"Bars/Clubs,Restaurant",Hagerstown,MD,checked,1989,NA,"5 mi. E. off I-70, exit 32",2/10/2023 5:37pm,", MD",-77.615977,39.553701,unclear_coded_by_hand,Found
2940,Now Voyager,,(S),139 N. Mulberry St.,Bars/Clubs,Hagerstown,MD,NA,1989,NA,,6/30/2022 2:35pm,"139 N. Mulberry St., Hagerstown, MD",-77.714582,39.6425087,"139 n mulberry st, hagerstown, md 21740, usa",Geocoded
2941,Greyhound Bus Depot,,Cruisy Area,,Cruising Areas,Hagerstown,MD,checked,1989,NA,,2/10/2023 5:38pm,", MD",-77.719993,39.641763,unclear_coded_by_hand,General Coordinates Used
2942,News & Video,Opp. People's Drug Store,Cruisy Area,,"Cruising Areas,Book Store",Hagerstown,MD,checked,1989,NA,,2/10/2023 5:38pm,", MD",-77.719993,39.641763,unclear_coded_by_hand,General Coordinates Used
2943,S. Potomac St.,,Cruisy Area,,Cruising Areas,Hagerstown,MD,checked,1989,NA,,2/10/2023 5:38pm,", MD",-77.719993,39.641763,unclear_coded_by_hand,General Coordinates Used
2944,Summit St.,,Cruisy Area,,Cruising Areas,Hagerstown,MD,checked,1989,NA,,2/10/2023 5:38pm,", MD",-77.719993,39.641763,unclear_coded_by_hand,General Coordinates Used
2945,Truckers Motel & Bar,Rt. I-95,"(M),(R),(H)",,"Bars/Clubs,Hotel,Restaurant",Jessup,MD,checked,1989,NA,,2/10/2023 5:38pm,", MD",-76.775249,39.149275,unclear_coded_by_hand,General Coordinates Used
2946,Gay People of Laurel,"P.O. Box 25, 20707",,,Organization,Laurel,MD,checked,1989,NA,,2/10/2023 5:38pm,", MD",-76.848306,39.099275,unclear_coded_by_hand,General Coordinates Used
2947,White Flint Mall,,Cruisy Area,,Cruising Areas,Rockville,MD,checked,1989,NA,,2/10/2023 5:38pm,", MD",-77.107365,39.041796,unclear_coded_by_hand,Found
2948,Salisbury News Agency,(Adult books) (Cruisy),Cruisy Area,616 S. Salisbury Rd.,"Book Store,Cruising Areas",Salisbury,MD,checked,1989,NA,,3/4/2023 12:02am,"616 S. Salisbury Rd., MD",-75.598285,38.359597,unclear_coded_by_hand,Found
2949,Salisbury City Park,,Cruisy Area,,Cruising Areas,Salisbury,MD,checked,1989,NA,,2/10/2023 5:38pm,", MD",-75.583372,38.360076,unclear_coded_by_hand,Found
2950,Travel Central,,(IGTA),8209 Fenton St.,Travel Agency,Silver Springs,MD,NA,1989,NA,,6/30/2022 2:38pm,"8209 Fenton St., Silver Springs, MD",-77.0238363,38.9919644,"8209 fenton st, silver spring, md 20910, usa",Geocoded
2951,Towson Books,,(M),516 York Rd.,Book Store,Towson,MD,NA,1989,NA,,6/30/2022 2:36pm,"516 York Rd., Towson, MD",-76.6017998,39.401137,"516 york rd, towson, md 21204, usa",Geocoded
2952,U. of Mass.,Goodell Hall (Dwnstrs),Cruisy Area,,Cruising Areas,Amherst,MA,checked,1989,NA,,2/10/2023 5:38pm,", MA",-72.529264,42.388671,unclear_coded_by_hand,Found
2953,Coach and Four Travel,,(IGTA),454A Massachusetts Ave.,Travel Agency,Arlington,MA,NA,1989,NA,,6/30/2022 2:36pm,"454A Massachusetts Ave., Arlington, MA",-71.1516091,42.4146379,"454 massachusetts ave, arlington, ma 02474, usa",Geocoded
2954,'Rest Stop',on I-95 N. at Attleboro & S. at N. Attleboro (Strictly AYOR),"Cruisy Area,(AYOR)",,Cruising Areas,Attleboro,MA,checked,1989,NA,,2/10/2023 5:39pm,", MA",-71.285608,41.944544,unclear_coded_by_hand,Found
2955,King's Men Ltd.,(Erotica),,"P.O. Box 544, 02322",Erotic Shop,Avon,MA,checked,1989,NA,,2/10/2023 5:39pm,"P.O. Box 544, 02322, MA",-71.041158,42.130655,unclear_coded_by_hand,General Coordinates Used
2956,Art I Cinema,,,204 Tremont,Theatre,Boston,MA,NA,1989,NA,,6/30/2022 2:36pm,"204 Tremont, Boston, MA",-71.0645073,42.3518343,"62 on the park, 204 tremont st, boston, ma 02116, usa",Geocoded
2957,Axis,(Punk) (Disco) (Wild mix of people) (Part of the Metro complex),"(M),(*)",13 Lansdowne,Bars/Clubs,Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"13 Lansdowne, Boston, MA",-71.0952336,42.3473376,"13 lansdowne st, boston, ma 02215, usa",Geocoded
2958,Bat Cave/ Doc's Place,(Some B),"(M),(E),(B)",,Bars/Clubs,Boston,MA,checked,1989,NA,Harrison Ave. & Northampton,2/10/2023 5:39pm,", MA",-71.070457,42.338697,unclear_coded_by_hand,Found
2959,Bay Windows,(Publication) (617)266-6670,,,Publication,Boston,MA,checked,1989,NA,,2/10/2023 5:39pm,", MA",-71.05888,42.360083,unclear_coded_by_hand,General Coordinates Used
2960,Boston Eagle,(Levi),"(W),(R),(*)",520 Tremont St.,Restaurant,Boston,MA,NA,1989,NA,at Berkeley,6/30/2022 2:36pm,"520 Tremont St., Boston, MA",-71.0700763,42.3447084,"520 tremont st, boston, ma 02116, usa",Geocoded
2961,Boston Ramrod,(Levi),"(W),(SM),(*)",1254 Boylston St.,Bars/Clubs,Boston,MA,NA,1989,NA,,6/30/2022 2:37pm,"1254 Boylston St., Boston, MA",-71.0957333,42.3449415,"1254 boylston st, boston, ma 02215, usa",Geocoded
2962,Box Office Video,,,160 Newbury,Theatre,Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"160 Newbury, Boston, MA",-71.0783526,42.3503554,"160 newbury st, boston, ma 02116, usa",Geocoded
2963,Buddenbrooks,(Books),"(M),(*)",753 Boylston,Book Store,Boston,MA,NA,1989,NA,,6/30/2022 2:36pm,"753 Boylston, Boston, MA",-71.0878038,42.3470051,"753 boylston st, boston, ma 02115, usa",Geocoded
2964,Cafe Amalfi,,(R),8-10 Westland,Restaurant,Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"8-10 Westland, Boston, MA",-71.086494,42.3431532,"8 westland ave, boston, ma 02115, usa",Geocoded
2965,Capiccio Pui,,"(M),(R)",553 Tremont,Restaurant,Boston,MA,NA,1989,NA,,6/30/2022 2:36pm,"553 Tremont, Boston, MA",-71.0719676,42.3444044,"553 tremont st, boston, ma 02116, usa",Geocoded
2966,Chandler Inn,(617)482-3450,"(H),(IGTA),(R),(*)",26 Chandler St.,"Hotel,Restaurant",Boston,MA,NA,1989,NA,at Berkeley,1/3/2023 10:46pm,"26 Chandler St., Boston, MA",-71.0706459,42.3469237,"26 chandler st, boston, ma 02116, usa",Geocoded
2967,Chaps,(Disco) (Cruisy) (Enter off Blagden),"(*),(YC)",27 Huntington Ave.,"Bars/Clubs,Cruising Areas",Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"27 Huntington Ave., Boston, MA",-71.0778313,42.3490137,"27 huntington ave, boston, ma 02116, usa",Geocoded
2968,City Travel,,(IGTA),75 Kneeland St.,Travel Agency,Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"75 Kneeland St., Boston, MA",-71.0606782,42.3500947,"75 kneeland st, boston, ma 02111, usa",Geocoded
2969,Club 297,,"(AH),(F&S)",297 Franklin St.,Bars/Clubs,Boston,MA,NA,1989,NA,,6/30/2022 2:36pm,"297 Franklin St., Boston, MA",-71.0527638,42.3570443,"297 franklin st, boston, ma 02110, usa",Geocoded
2970,Club Cafe,(Cabaret),"(*),(R),(PE)",209 Columbus,Restaurant,Boston,MA,NA,1989,NA,,6/30/2022 2:36pm,"209 Columbus, Boston, MA",-71.0723046,42.3485553,"209 columbus ave, boston, ma 02116, usa",Geocoded
2971,Commonwealth Grill,,"(R),(M),(*)",111 Dartmouth,Restaurant,Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"111 Dartmouth, Boston, MA",-71.075335,42.3464991,"111 dartmouth st, boston, ma 02116, usa",Geocoded
2972,Dignity,,,355 Boylston St.,Religious Institution,Boston,MA,NA,1989,NA,,1/18/2023 9:51am,"355 Boylston St., Boston, MA",-71.071528,42.3520119,"355 boylston st, boston, ma 02116, usa",Geocoded
2973,Downtown Cafe,,"(R),(*)",12 La Grange St.,Restaurant,Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"12 La Grange St., Boston, MA",-71.0633569,42.3514331,"12 lagrange st, boston, ma 02116, usa",Geocoded
2974,Eight-Two Chandler,,(B&B),82 Chandler St.,Bars/Clubs,Boston,MA,NA,1989,NA,,1/3/2023 10:46pm,"82 Chandler St., Boston, MA",-71.0723753,42.3464301,"82 chandler st, boston, ma 02116, usa",Geocoded
2975,Fenway Comm. Health Ctr.,,,16 Haviland St.,Health Clinic,Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"16 Haviland St., Boston, MA",-71.0883123,42.346276,"16 haviland st, boston, ma 02115, usa",Geocoded
2976,Forex Travel,,(IGTA),76 Arlington St.,Travel Agency,Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"76 Arlington St., Boston, MA",-71.0698695,42.3504872,"76 arlington st, boston, ma 02116, usa",Geocoded
2977,Fritz,(Cruisy) at the Chandler Inn,"(R),(*)",26 Chandler St.,"Restaurant,Cruising Areas",Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"26 Chandler St., Boston, MA",-71.0706459,42.3469237,"26 chandler st, boston, ma 02116, usa",Geocoded
2978,G.C.N.,(Publication),,167 Tremont St.,Publication,Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"167 Tremont St., Boston, MA",-71.0637782,42.3538005,"167 tremont st, boston, ma 02111, usa",Geocoded
2979,Gay & Lesbian Counseling Service,(617)542-5188,,600 Washington St.,Community Center/Support Group,Boston,MA,NA,1989,NA,,1/3/2023 10:47pm,"600 Washington St., Boston, MA",-71.0623455,42.3526255,"600 washington st, boston, ma 02111, usa",Geocoded
2980,Gay Hotline,(617)426-9371,,,Hotline,Boston,MA,checked,1989,NA,,2/10/2023 5:40pm,", MA",-71.05888,42.360083,unclear_coded_by_hand,General Coordinates Used
2981,Glad Day Books,,(*),673 Boylston St.,Book Store,Boston,MA,NA,1989,NA,,6/30/2022 2:36pm,"673 Boylston St., Boston, MA",-71.0789088,42.3499688,"673 boylston st, boston, ma 02116, usa",Geocoded
2982,Haymarket,(Some Hustlers),"(D),(V),(*)",611 Washington St.,Bars/Clubs,Boston,MA,NA,1989,NA,,6/30/2022 2:36pm,"611 Washington St., Boston, MA",-71.0715871,42.2901708,"611 washington st, boston, ma 02124, usa",Geocoded
2983,Icarus,,"(M),(R)",1 Appleton St.,Restaurant,Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"1 Appleton St., Boston, MA",-71.0694173,42.3467174,"1 appleton st, boston, ma 02116, usa",Geocoded
2984,Innovation in Leather,"(Leather, clothing)",,581 Tremont St.,Business,Boston,MA,NA,1989,NA,,6/30/2022 2:36pm,"581 Tremont St., Boston, MA",-71.0728995,42.3435373,"581 tremont st, boston, ma 02118, usa",Geocoded
2985,Integrity,,,15 Newbury St.,Religious Institution,Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"15 Newbury St., Boston, MA",-71.0723869,42.3526225,"15 newbury st, boston, ma 02116, usa",Geocoded
2986,Jacque's,(Drag-S0,"(D),(RT),(S)",79 Broadway,Bars/Clubs,Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"79 Broadway, Boston, MA",-71.0674917,42.349943,"79 broadway st, boston, ma 02116, usa",Geocoded
2987,La Trattoria,(Italian-R),"(M),(R)",288 Cambridge St.,Restaurant,Boston,MA,NA,1989,NA,,6/30/2022 2:36pm,"288 Cambridge St., Boston, MA",-71.0682017,42.3610087,"288 cambridge st, boston, ma 02114, usa",Geocoded
2988,Luxor,(Cruisy) (Above Mario's),"(*),(V)",69 Church,"Theatre,Cruising Areas",Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"69 Church, Boston, MA",-71.1339296,42.2497376,"69 church st, boston, ma 02136, usa",Geocoded
2989,M.C.C.,,(MCC),131 Cambridge St.,Religious Institution,Boston,MA,NA,1989,NA,,1/3/2023 10:47pm,"131 Cambridge St., Boston, MA",-71.0642221,42.361697,"131 cambridge st, boston, ma 02114, usa",Geocoded
2990,Mario's,(Italian-R) (Bay Village),"(M),(R)",69 Church,Restaurant,Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"69 Church, Boston, MA",-71.1339296,42.2497376,"69 church st, boston, ma 02136, usa",Geocoded
2991,Mass. Bay Counseling Assn.,,,321 Columbus Ave.,Organization,Boston,MA,NA,1989,NA,,1/3/2023 10:47pm,"321 Columbus Ave., Boston, MA",-71.0749576,42.346445,"321 columbus ave, boston, ma 02116, usa",Geocoded
2992,Merrimac,(May be closing),"(D),(OC),(W)",119 Merrimac St.,Bars/Clubs,Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"119 Merrimac St., Boston, MA",-71.0619221,42.363889,"119 merrimac st, boston, ma 02114, usa",Geocoded
2993,Metro,(Disco) (Sun. nights only*) (Hot!),"(*),(YC),(V)",15 Lansdowne,Bars/Clubs,Boston,MA,NA,1989,NA,,1/3/2023 10:47pm,"15 Lansdowne, Boston, MA",-71.0957386,42.3473623,"15 lansdowne st, boston, ma 02215, usa",Geocoded
2994,Metropolitan Health Club,(Both sexes),,209 Colunbus,Bathhouses,Boston,MA,NA,1989,NA,,6/30/2022 2:36pm,"209 Colunbus, Boston, MA",-71.0723046,42.3485553,"209 columbus ave, boston, ma 02116, usa",Geocoded
2995,Mirror,(Publication),,24 Lawrence St.,Publication,Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"24 Lawrence St., Boston, MA",-71.0726074,42.3461356,"24 lawrence st, boston, ma 02116, usa",Geocoded
2996,Napoleon Club,(Disco & YC- upstairs),"(*),(E),(OC),(YC)",52 Piedmont,Bars/Clubs,Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"52 Piedmont, Boston, MA",-71.0692096,42.34966,"52 piedmont st, boston, ma 02116, usa",Geocoded
2997,Nova Books,,(F&S),16 La Grange St.,Book Store,Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"16 La Grange St., Boston, MA",-71.0632992,42.3514552,"16 lagrange st, boston, ma 02116, usa",Geocoded
2998,Oasis Guest House,(617)267-2262,"(*),(H),(IGTA)",22 Edgerly Rd.,Travel Agency,Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"22 Edgerly Rd., Boston, MA",-71.0877653,42.3458633,"22 edgerly rd, boston, ma 02115, usa",Geocoded
2999,Paradise,(Cruisy),,180 Massachusetts Ave,"Bars/Clubs,Cruising Areas",Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"180 Massachusetts Ave, Boston, MA",-71.0867995,42.3458292,"180 massachusetts ave, boston, ma 02115, usa",Geocoded
3000,Playground,(Hustlers) (Opens 8am) (Anything  goes!),(RT),21 Essex,Bars/Clubs,Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"21 Essex, Boston, MA",-71.0619906,42.3522752,"19-21 essex st, boston, ma 02111, usa",Geocoded
3001,Somewhere Else,(Disco) (Many L),(L),295 Franklin,Bars/Clubs,Boston,MA,NA,1989,NA,,6/30/2022 2:36pm,"295 Franklin, Boston, MA",-71.0527741,42.3570555,"295 franklin st, boston, ma 02110, usa",Geocoded
3002,Spin-Off Roller Skating Rink,(Tues. night only),,145 Ipswich,Business,Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"145 Ipswich, Boston, MA",-71.0942509,42.3475179,"145 ipswich st, boston, ma 02215, usa",Geocoded
3003,Sporters,(Cruisy),"(*),(YC),(D)",228 Cambridge St.,"Bars/Clubs,Cruising Areas",Boston,MA,NA,1989,NA,nr. Blossom St.,6/30/2022 2:36pm,"228 Cambridge St., Boston, MA",-71.0666642,42.3609856,"228 cambridge st, boston, ma 02114, usa",Geocoded
3004,Tan-O-Rama,(Tanning salon),,303 Cambridge,Bathhouses,Boston,MA,NA,1989,NA,,6/30/2022 2:36pm,"303 Cambridge, Boston, MA",-71.0694013,42.361313,"301-303 cambridge st, boston, ma 02114, usa",Geocoded
3005,The Guide,(Publication),,"P.O. Box 593, 02199",Publication,Boston,MA,checked,1989,NA,,3/4/2023 12:03am,"P.O. Box 593, 02199, MA",-71.05888,42.360083,unclear_coded_by_hand,General Coordinates Used
3006,Travel Management,,(IGTA),25 Huntington Ave. #505,Travel Agency,Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"25 Huntington Ave. #505, Boston, MA",-71.078217,42.348707,NA,Geocoded
3007,Twelve-Seventy Club,('The Twelve') (Disco) (4 floors) (Roof top lounge),"(*),(YC),(PT)",1270 Boylston St.,Bars/Clubs,Boston,MA,NA,1989,NA,,6/30/2022 2:37pm,"1270 Boylston St., Boston, MA",-71.0963187,42.3446924,"1270 boylston st, boston, ma 02215, usa",Geocoded
3008,Walkers,(Clothing),,122 Boylston St.,Business,Boston,MA,NA,1989,NA,,6/30/2022 2:35pm,"122 Boylston St., Boston, MA",-71.0657855,42.3522877,"122 boylston st, boston, ma 02116, usa",Geocoded
3009,'L' St. Beach,,"Cruisy Area,(OC)",,Cruising Areas,Boston,MA,checked,1989,NA,,2/10/2023 5:39pm,", MA",-71.035301,42.328987,unclear_coded_by_hand,Found
3010,Back Bay Fens,,"Cruisy Area,(AYOR)",,Cruising Areas,Boston,MA,checked,1989,NA,,2/10/2023 5:39pm,", MA",-71.094564,42.34348,unclear_coded_by_hand,Found
3011,Blue Hills,(Milton),Cruisy Area,,Cruising Areas,Boston,MA,checked,1989,NA,,2/10/2023 5:39pm,", MA",-71.067605,42.215952,unclear_coded_by_hand,Found
3012,Boston College,Devlin Hall basement,Cruisy Area,,Cruising Areas,Boston,MA,checked,1989,NA,,2/10/2023 5:39pm,", MA",-71.169771,42.335222,unclear_coded_by_hand,Found
3013,Boston U.,School of Mgt.,Cruisy Area,,Cruising Areas,Boston,MA,checked,1989,NA,,2/10/2023 5:40pm,", MA",-71.099644,42.349641,unclear_coded_by_hand,Found
3014,Commonwealth & St. James btw. Arlington & Berkele,,Cruisy Area,,Cruising Areas,Boston,MA,checked,1989,NA,,2/10/2023 5:40pm,", MA",-71.155006,42.365759,unclear_coded_by_hand,Found
3015,Nantasket Beach,(Very M),"Cruisy Area,(M)",,Cruising Areas,Boston,MA,checked,1989,NA,,2/10/2023 5:40pm,", MA",-70.87449,42.291766,unclear_coded_by_hand,Found
3016,Revere Beach,(Strictly AYOR),"Cruisy Area,(AYOR)",,Cruising Areas,Boston,MA,checked,1989,NA,,2/10/2023 5:40pm,", MA",-70.985881,42.420226,unclear_coded_by_hand,Found
3017,Storrow Dr.,The Esplanade nr. Fairfield St.,Cruisy Area,,Cruising Areas,Boston,MA,checked,1989,NA,,2/10/2023 5:41pm,", MA",-71.06298,42.352575,unclear_coded_by_hand,Found
3018,'Rest Stop' on Sandwich Rd.,,Cruisy Area,,Cruising Areas,Bourne,MA,checked,1989,NA,,2/14/2023 9:55am,", MA",-70.598932,41.741277,unclear_coded_by_hand,General Coordinates Used
3019,Court Street News,(Adult Books),,81 Court St.,"Book Store,Erotic Shop",Brockton,MA,NA,1989,NA,,7/19/2022 12:54pm,"81 Court St., Brockton, MA",-71.017581,42.0856351,"81 court st, brockton, ma 02301, usa",Geocoded
3020,Campus & Man Ray,(Disco) (Lots of College preppies) (Thurs.*),"(YC),(*)",21 Brookline,Bars/Clubs,Cambridge,MA,NA,1989,NA,,6/30/2022 2:35pm,"21 Brookline, Cambridge, MA",-71.102292,42.3633769,"21 brookline st, cambridge, ma 02139, usa",Geocoded
3021,Ground Zero,(New Wave) (Some L),"(D),(L)",512 Massachusetts Ave.,Bars/Clubs,Cambridge,MA,NA,1989,NA,,6/30/2022 2:36pm,"512 Massachusetts Ave., Cambridge, MA",-71.1020289,42.3639709,"512 massachusetts ave, cambridge, ma 02139, usa",Geocoded
3022,Paradise,(Cruisy) (L-Sun.&Tue.),"(*),(PT),(L)",180 Massachusetts Ave.,"Bars/Clubs,Cruising Areas",Cambridge,MA,NA,1989,NA,,6/30/2022 2:35pm,"180 Massachusetts Ave., Cambridge, MA",-71.0963684,42.3607713,"180 massachusetts ave, cambridge, ma 02139, usa",Geocoded
3023,WordsWorth,(Books),(M),30 Brattle St.,Book Store,Cambridge,MA,NA,1989,NA,,6/30/2022 2:35pm,"30 Brattle St., Cambridge, MA",-71.1206141,42.3731274,"30 brattle st, cambridge, ma 02138, usa",Geocoded
