"description","streetaddress","city","state","amenityfeatures","type","status","lat","lon","Year","notes","title","unclear_address","full.address","geoAddress"
"Rt 1 Box 51BB 502/547-4507 decks","","Harned","KY","(MW),NS","Accommodations","General Coordinates Used",37.751726,"-86.413588",1999,"",NA,NA,NA,NA
"5 miles to Forest Service land nude beach","","Bakersfield","CA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",35.373292,"-119.018712",1999,"",NA,NA,NA,NA
"305/294-4603, 800/535-7797","","Key West","FL","TA","Info Lines & Services","Found",24.552568,"-81.800562",1999,"",NA,NA,NA,NA
"Hwy 17 (at the Ogeehe River), days only","","Savannah","GA","Cruisy Area,(AYOR)","Cruisy Areas","Found",31.978571,"-81.287834",1999,"",NA,NA,NA,NA
"","","Abilene","TX","Cruisy Area,(AYOR)","Cruisy Areas","Found",32.429672,"-99.726751",1999,"",NA,NA,NA,NA
"808/879-6058, 800/399-6058 X33 inexpensive rentals","","Kihei, Maui","HI","GS,(SW),GO","Accommodations","General Coordinates Used",20.739941,"-156.454187",1999,"Listed under ""Maui""",NA,NA,NA,NA
"","","Kailua, Oahu","HI","Cruisy Area,(AYOR)","Cruisy Areas","Found",19.639103,"-155.993626",1999,"Listed under ""Oahu""",NA,NA,NA,NA
"Rte 154 & Mill Rock Rd 860/388-4784 unique seafood dishes, gift shop","","Old Saybrook","CT","","Restaurants","Found",41.302813,"-72.376527",1999,"",NA,NA,NA,NA
"785/864-3091 student group","","Lawrence","KS","","Info Lines & Services","General Coordinates Used",38.971669,"-95.23525",1999,"",NA,NA,NA,NA
"800/8-KUOKOA overlooks Pacific","","Kilauea, Kauai","HI","(M)","Accommodations","General Coordinates Used",19.406893,"-155.283379",1999,"Listed under ""Kauai""",NA,NA,NA,NA
"757/480-4677 cabaret, call for location","","Norfolk","VA","(D),(F),(S)","Nightclubs","General Coordinates Used",36.850769,"-76.285873",1999,"",NA,NA,NA,NA
"39th Ave Glendale (at Glendale)","","Phoenix","AZ","Cruisy Area,(AYOR)","Cruisy Areas","Found",33.536494,"-112.145026",1999,"",NA,NA,NA,NA
"213/860-0701","","Los Angeles","CA","","Publications","General Coordinates Used",34.10174,"-118.311788",1999,"Listed under ""LA--Overview.""",NA,NA,NA,NA
"Esplanade & Marais Sts 504/832-4131, 800/826-9718 X11 apts","","New Orleans","LA","(MW)","Accommodations","Found",29.967577,"-90.065864",1999,"",NA,NA,NA,NA
"US 99 (at Kingsburg south of Fresno) go to cheap motel next to rest area, rest stop activity discouraged","","Fresno","CA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",36.737798,"-119.787125",1999,"",NA,NA,NA,NA
"off the causeway","","Pierre","SD","Cruisy Area,(AYOR)","Cruisy Areas","Found",44.352179,"-100.345902",1999,"",NA,NA,NA,NA
"7 miles N of town ","","Santa Cruz","CA","Cruisy Area,(AYOR)","Cruisy Areas","Found",36.983085,"-122.1558",1999,"",NA,NA,NA,NA
"714/497-4237 educational/social group for Orange County, call for details ","","Laguna Beach","CA","","Info Lines & Services","General Coordinates Used",33.510027,"-117.752554",1999,"",NA,NA,NA,NA
"","","Carrollton","GA","Cruisy Area,(AYOR)","Cruisy Areas","Found",33.598611,"-85.045833",1999,"",NA,NA,NA,NA
"","","Laredo","TX","Cruisy Area,(AYOR)","Cruisy Areas","Found",27.539166,"-99.451308",1999,"",NA,NA,NA,NA
"west side of lake & parking lot","","Crown Point","IN","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.400879,"-87.369957",1999,"",NA,NA,NA,NA
"nr cliff overlook","","Jamestown","KY","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",36.917778,"-85.051505",1999,"",NA,NA,NA,NA
"Lee Rd (at US 441)","","Orlando","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found",28.598356,"-81.414574",1999,"",NA,NA,NA,NA
"take second left after the mall on your right, check the woods","","Fayetteville","AR","Cruisy Area,(AYOR)","Cruisy Areas","Found",36.135807,"-94.144443",1999,"",NA,NA,NA,NA
"","","Denton","TX","Cruisy Area,(AYOR)","Cruisy Areas","Found",33.109472,"-96.971398",1999,"",NA,NA,NA,NA
"at the overlook days only","","Ukiah","CA","Cruisy Area,(AYOR)","Cruisy Areas","Found",39.204341,"-123.183196",1999,"",NA,NA,NA,NA
"Lake Montebello Terr (at Hartford Rd), in the woods ","","Baltimore","MD","Cruisy Area,(AYOR)","Cruisy Areas","Found",39.33238,"-76.578992",1999,"",NA,NA,NA,NA
"","","Columbia","SC","Cruisy Area,(AYOR)","Cruisy Areas","Found",34.053204,"-81.217875",1999,"",NA,NA,NA,NA
"N of Rte 28 (off Avery Rd)","","Rockville","MD","Cruisy Area,(AYOR)","Cruisy Areas","Found",39.119235,"-77.124809",1999,"",NA,NA,NA,NA
"nr boatramp","","Redding","CA","Cruisy Area,(AYOR)","Cruisy Areas","Found",40.595133,"-122.400309",1999,"",NA,NA,NA,NA
"","","Springfield","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found",39.707881,"-89.601617",1999,"",NA,NA,NA,NA
"406/793-5890 seasonal, cabins, hot tub, outings, recreations, meals provided","","Ovando ","MT","(GF),(F)","Accommodations","General Coordinates Used",45.681473,"-111.031992",1999,"",NA,NA,NA,NA
"702/831-8281 full brkfst, sauna, nr great skiing","","Lake Tahoe","NV","(M),NS,GO","Accommodations","General Coordinates Used",39.163798,"-119.767403",1999,"",NA,NA,NA,NA
"Rte 6 (behind the mall overlooking the lake), Waterford, days","","Edinboro","PA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",41.874222,"-80.131724",1999,"",NA,NA,NA,NA
"407/843-6671 hot tub","","Orlando","FL","(M)","Accommodations","General Coordinates Used",28.538383,"-81.378927",1999,"",NA,NA,NA,NA
"Town Hill Rd (1 mile from Hulls Cove) follow trail to the 'Ledges'","","Bar Harbor","ME","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",44.387612,"-68.203912",1999,"",NA,NA,NA,NA
"Farmwood Rd days","","Waterbury","CT","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.578213,"-73.024696",1999,"",NA,NA,NA,NA
"Bryan 409/361-7976 (AA#) call for mtg schedule","","College Station","TX","","Info Lines & Services","General Coordinates Used",30.627977,"-96.334407",1999,"",NA,NA,NA,NA
"All Souls Church, Biltmore Village 828/254-8539 (AA#) 8pm Fri","","Asheville","NC","","Info Lines & Services","General Coordinates Used",35.595058,"-82.551487",1999,"",NA,NA,NA,NA
"817/921-2871, 817/332-3533 (AA#) call for mtg schedule","","Fort Worth","TX","","Info Lines & Services","General Coordinates Used",32.755488,"-97.330766",1999,"",NA,NA,NA,NA
"23rd & Ursula (at ACCT office) 409/684-2140 8pm Tue & Th & 7pm Sun","","Galveston","TX","","Info Lines & Services","General Coordinates Used",29.301348,"-94.797696",1999,"",NA,NA,NA,NA
"Montana Rms, Univ Ctr (at U of Mt) 3rd flr 406/243-5922 8pm Mon","","Missoula","MT","","Info Lines & Services","Found",46.860866,"-113.982875",1999,"",NA,NA,NA,NA
"Strand Union Bldg Rm 273 (at MSU) 406/994-4551 7pm Tue","","Bozeman","MT","","Info Lines & Services","General Coordinates Used",45.681473,"-111.031992",1999,"",NA,NA,NA,NA
"808/823-6248 recording of events/directory","","Kauai","HI","","Info Lines & Services","General Coordinates Used",22.09644,"-159.526124",1999,"Listed under ""Kauai""",NA,NA,NA,NA
"718/876-8786","","New York City","NY","","Info Lines & Services","General Coordinates Used",40.592193,"-73.508611",1999,"Listed under ""Staten Island"".",NA,NA,NA,NA
"757/486-3546","","Virginia Beach","VA","","Publications","General Coordinates Used",36.851644,"-75.979219",1999,"",NA,NA,NA,NA
"904/253-8562 lesbigay newspaper","","Orlando","FL","","Publications","General Coordinates Used",28.538383,"-81.378927",1999,"",NA,NA,NA,NA
"915/562-4297 24hrs","","El Paso","TX","","Info Lines & Services","General Coordinates Used",31.761878,"-106.485022",1999,"",NA,NA,NA,NA
"915/562-4297","","El Paso","TX","","Publications","General Coordinates Used",31.761878,"-106.485022",1999,"",NA,NA,NA,NA
"423/517-4601 youth group for ages 14-18","","Chattanooga","TN","","Info Lines & Services","General Coordinates Used",35.084789,"-85.262224",1999,"",NA,NA,NA,NA
"Naples 207/693-6253 full brkfst, hot tub","","Sebago Lake","ME","GS,(SW),GO,TA","Accommodations","General Coordinates Used",44.110348,"-70.679229",1999,"",NA,NA,NA,NA
"off Morgan Town Rd ","","Bowling Green","KY","Cruisy Area,(AYOR)","Cruisy Areas","Found",36.992304,"-86.476469",1999,"",NA,NA,NA,NA
"","","Lancaster","PA","Cruisy Area,(AYOR)","Cruisy Areas","Found",40.025023,"-76.295226",1999,"",NA,NA,NA,NA
"316/269-0913 touchtone info","","Wichita","KS","","Info Lines & Services","General Coordinates Used",37.687176,"-97.330053",1999,"",NA,NA,NA,NA
"NW tip of SF inquire locally","","San Francisco","CA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",37.77493,"-122.419415",1999,"Listed under ""SF--Haight, Fillmore & West.""",NA,NA,NA,NA
"716/396-2383 full brkfst","","Naples","NY","(GF),(WC)","Accommodations","General Coordinates Used",42.615345,"-77.402485",1999,"Listed under ""Long Island--Suffolk County"".",NA,NA,NA,NA
"N Valdosta Rd days","","Valdosta","GA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",30.887499,"-83.323364",1999,"",NA,NA,NA,NA
"517/332-3200 7pm-10pm, 2pm-5pm Sun, clsd Sat","","Lansing","MI","","Info Lines & Services","General Coordinates Used",42.732535,"-84.555535",1999,"",NA,NA,NA,NA
"nr Washington Park ","","Albany","NY","Cruisy Area,(AYOR)","Cruisy Areas","Found",42.656508,"-73.765378",1999,"",NA,NA,NA,NA
"Hwy 75 Lower Stanley 208/376-6077, 208/774-3301 May-Sept, natural hot tub, full brkfst","","Stanley","ID","(GF)","Accommodations","General Coordinates Used",44.227712,"-114.92855",1999,"",NA,NA,NA,NA
"702/369-6260 lesbigay newspaper","","Las Vegas","NV","","Publications","General Coordinates Used",36.171563,"-115.139101",1999,"",NA,NA,NA,NA
"at Pride Ctr 732/846-2232 8pm Mon","","New Brunswick","NJ","","Info Lines & Services","General Coordinates Used",40.486216,"-74.451819",1999,"",NA,NA,NA,NA
"615/879-7696 seasonal, camping, rentals & RV hookups","","Jamestown","TN","GS,(SW),GO","Accommodations","Found",36.493124,"-84.843575",1999,"",NA,NA,NA,NA
"","","Cocoa Beach","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found",28.337142,"-80.609485",1999,"",NA,NA,NA,NA
"208/776-5830 full brkfst","","Lava Hot Springs","ID","(GF),(SW)","Accommodations","General Coordinates Used",42.619363,"-112.011071",1999,"",NA,NA,NA,NA
"William St 305/294-3800, 888/294-3800 weekly rental apts, cottages & houses","","Key West","FL","(GF),(SW),(N),GO","Accommodations","General Coordinates Used",24.55439,"-81.79742",1999,"",NA,NA,NA,NA
"510/841-6224 10am-10pm Mon-Fri, info, referrals, rap line","","San Francisco","CA","","Info Lines & Services","General Coordinates Used",37.77493,"-122.419415",1999,"Listed under ""SF--Overview.""",NA,NA,NA,NA
"612/871-2237 lesbigay newsmagazine","","Minneapolis","MN","","Publications","General Coordinates Used",44.977753,"-93.265011",1999,"",NA,NA,NA,NA
"303/492-8567 student group w/events schedule & resource info","","Boulder","CO","","Info Lines & Services","Found",40.006728,"-105.271484",1999,"",NA,NA,NA,NA
"on riverfront from Main to Ripley late","","Davenport","IA","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.519003,"-90.578256",1999,"",NA,NA,NA,NA
"207/422-3395 6pm-9pm, clsd Tue","","Ellsworth","ME","","Restaurants","General Coordinates Used",44.54341,"-68.419464",1999,"",NA,NA,NA,NA
"Somerdale Rd & White House Pike/ Rte 30 609/435-0888 8pm-close","","Somerdale","NJ","(MW)","Bars","Found",39.844243,"-75.018239",1999,"",NA,NA,NA,NA
"Quintard Dr & Hwy 431 (nr. Fort McClellan) head towards the walking trail","","Anniston","AL","Cruisy Area","Cruisy Areas","Found",33.692729,"-85.823936",1999,"",NA,NA,NA,NA
"213/656-5073 lifestyle newsmagazine","","Los Angeles","CA","","Publications","General Coordinates Used",34.10174,"-118.311788",1999,"Listed under ""LA--Overview.""",NA,NA,NA,NA
"Rte 2, Box 86-Z 912/847-3693 adult playground, camping & RV spaces, seasonal","","Butler","GA","(MO),(L)","Men's Clubs","General Coordinates Used",32.55709,"-84.238248",1999,"",NA,NA,NA,NA
"","","Charlottesville","VA","Cruisy Area,(AYOR)","Cruisy Areas","Found",38.031539,"-78.480533",1999,"",NA,NA,NA,NA
"","","Dallas","TX","Cruisy Area,(AYOR)","Cruisy Areas","Found",32.808617,"-96.803847",1999,"",NA,NA,NA,NA
"N end ","","Montebello","CA","Cruisy Area,(AYOR)","Cruisy Areas","Found",34.033319,"-118.059225",1999,"",NA,NA,NA,NA
"nr Keck's Bridge","","Allentown","PA","Cruisy Area,(AYOR)","Cruisy Areas","Found",40.579033,"-75.493089",1999,"",NA,NA,NA,NA
"","","Duluth","MN","Cruisy Area,(AYOR)","Cruisy Areas","Found",46.797019,"-92.082077",1999,"",NA,NA,NA,NA
"888/534-7644 personalized Hawaiian greeting service, complete w/ fresh flower leis","","Honolulu, Oahu","HI","","Info Lines & Services","Found",21.280518,"-157.808799",1999,"Listed under ""Oahu""",NA,NA,NA,NA
"415/441-5141, 800/258-4458 kitchens","","San Francisco","CA","(MW),(F),TA","Accommodations","General Coordinates Used",37.77493,"-122.419415",1999,"Listed under ""SF--Polk Street Area.""",NA,NA,NA,NA
"415/861-4045 European-style B&B","","San Francisco","CA","(M),NS","Accommodations","General Coordinates Used",37.77493,"-122.419415",1999,"Listed under ""SF--Overview.""",NA,NA,NA,NA
"734/482-5700","","Ann Arbor","MI","","Info Lines & Services","General Coordinates Used",42.280826,"-83.743038",1999,"",NA,NA,NA,NA
"941/262-6535 several mtgs","","Naples","FL","","Info Lines & Services","General Coordinates Used",26.142036,"-81.79481 ",1999,"",NA,NA,NA,NA
"541/737-6360 7pm Mon at Women's Center","","Corvallis","OR","","Info Lines & Services","General Coordinates Used",44.564566,"-123.262043",1999,"",NA,NA,NA,NA
"One Little West 12th St (at Hudson) 212/620-7310 9am-11pm, many group mtgs & resources","","New York City","NY","(WC)","Info Lines & Services","Found",40.740044,"-74.007318",1999,"Listed under ""NYC--Overview"".",NA,NA,NA,NA
"509/489-2266 24hrs","","Spokane","WA","","Info Lines & Services","General Coordinates Used",47.65878,"-117.426047",1999,"",NA,NA,NA,NA
"773/929-4357 6pm-10pm","","Chicago","IL","","Info Lines & Services","General Coordinates Used",41.878114,"-87.629798",1999,"Listed under ""Chicago--Overview"".",NA,NA,NA,NA
"907/458-8288 8pm-10pm Tue & Th","","Fairbanks","AK","","Info Lines & Services","General Coordinates Used",64.840051,"-147.719976",1999,"",NA,NA,NA,NA
"314/664-6411, 800/301-5468 regional, some AR coverage","","Little Rock","AR","","Publications","General Coordinates Used",34.746481,"-92.289595",1999,"",NA,NA,NA,NA
"248/398-4297 4:30pm-11pm, clsd Sat","","Detroit","MI","","Info Lines & Services","General Coordinates Used",42.331427,"-83.045754 ",1999,"",NA,NA,NA,NA
"at Sexual Minority Youth Assistance 202/546-5911 7pm-10pm Mon-Fri, drop-in Fri 6pm-8pm","","Washington","DC","","Info Lines & Services","General Coordinates Used",38.907192,"-77.036871",1999,"",NA,NA,NA,NA
"362 Student Union SUNY-Buffalo, Amherst 716/645-3063","","Buffalo","NY","","Info Lines & Services","General Coordinates Used",42.886447,"-78.878369",1999,"",NA,NA,NA,NA
"360/943-4662 24hrs info & referrals","","Olympia","WA","","Info Lines & Services","Found",47.073071,"-122.973995",1999,"",NA,NA,NA,NA
"541/346-3360 9am-5pm (office), various drop-in groups, social 4pm-6pm Th","","Eugene","OR","(WC)","Info Lines & Services","General Coordinates Used",44.052069,"-123.086754",1999,"",NA,NA,NA,NA
"Western Washington University 360/650-6120 social/political group","","Bellingham","WA","","Info Lines & Services","General Coordinates Used",48.751911,"-122.478685",1999,"",NA,NA,NA,NA
"KLAV AM1230 702/391-7960 8pm-10m Mon, radio show","","Las Vegas","NV","","Entertainment & Recreation","General Coordinates Used",36.171563,"-115.139101",1999,"Typo in description: ""8pm-10m""",NA,NA,NA,NA
"405/744-5252","","Stillwater","OK","","Info Lines & Services","Found",36.1211,"-97.068568",1999,"",NA,NA,NA,NA
"606/678-5814 call Linda for info","","Somerset","KY","","Info Lines & Services","General Coordinates Used",37.092022,"-84.604108",1999,"",NA,NA,NA,NA
"518/359-7358 local contact","","Adirondack Mtns","NY","","Info Lines & Services","General Coordinates Used",44.124715,"-73.869304",1999,"",NA,NA,NA,NA
"(Cornell University) 607/255-6482 noon-4pm Mon-Fri, touchtone info & referrala","","Ithaca","NY","","Info Lines & Services","General Coordinates Used",42.443961,"-76.501881",1999,"",NA,NA,NA,NA
"501/374-3605 Tue, call for info","","Little Rock","AR","","Info Lines & Services","General Coordinates Used",34.746481,"-92.289595",1999,"",NA,NA,NA,NA
"","","Auburn","WA","Cruisy Area,(AYOR)","Cruisy Areas","Found",47.299943,"-122.216879",1999,"",NA,NA,NA,NA
"Harvard Student Agencies, Cambridge, MA 02138 travel info for lesbigay youth","","Boston","MA","","Publications","Found",42.374289,"-71.122106",1999,"",NA,NA,NA,NA
"302/227-5620 newsmagazine w/events & entertainment listings","","Rehoboth Beach","DE","","Publications","General Coordinates Used",38.720945,"-75.076014",1999,"",NA,NA,NA,NA
"in Carter Lake (nr the airport)","","Omaha","NE","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.302713,"-95.926442",1999,"",NA,NA,NA,NA
"Rte 3, 2 miles N of I-270 closes at dusk","","Granite City","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found",38.810853,"-90.100547",1999,"",NA,NA,NA,NA
"415/338-1952 student group at SF State","","San Francisco","CA","","Info Lines & Services","General Coordinates Used",37.77493,"-122.419415",1999,"Listed under ""SF--Overview.""",NA,NA,NA,NA
"515/294-2104 11am-5pm, LGBT Student Services 515/294-1020","","Ames","IA","","Info Lines & Services","General Coordinates Used",42.030781,"-93.631913",1999,"",NA,NA,NA,NA
"803/720-8088","","Charleston","SC","","Info Lines & Services","General Coordinates Used",32.776475,"-79.931051",1999,"",NA,NA,NA,NA
"212/691-1100 lesbigay newspaper","","New York City","NY","","Publications","General Coordinates Used",40.592193,"-73.508611",1999,"Listed under ""NYC--Overview"".",NA,NA,NA,NA
"808/521-2437 AIDS services","","Oahu","HI","","Info Lines & Services","General Coordinates Used",21.438912,"-158.000056",1999,"Listed under ""Oahu""",NA,NA,NA,NA
"","","Port Huron","MI","Cruisy Area,(AYOR)","Cruisy Areas","Found",43.00746,"-82.423362",1999,"",NA,NA,NA,NA
"E of Lake Shore Dr (btwn Foster & Montrose)","","Chicago","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.971341,"-87.646619",1999,"Listed under ""Chicago--North Side"".",NA,NA,NA,NA
"415/703-7159 S/M play parties & calendar","","San Francisco","CA","(TG)","Info Lines & Services","General Coordinates Used",37.77493,"-122.419415",1999,"Listed under ""SF--Overview.""",NA,NA,NA,NA
"2-1/4 miles W of Indiana State Rd 18 ","","Young America","IN","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",40.569138,"-86.417752",1999,"",NA,NA,NA,NA
"","","Norman","OK","Cruisy Area,(AYOR)","Cruisy Areas","Found",35.213586,"-97.454086",1999,"",NA,NA,NA,NA
"nr skating pond","","Cheyenne","WY","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.154325,"-104.829879",1999,"",NA,NA,NA,NA
"S of Ponce de Leon Ave  hip & funky area w/too many restaurants & shops to list","","Atlanta","GA","","Entertainment & Recreation","Found",33.765506,"-84.349145",1999,"",NA,NA,NA,NA
"Rte 7A S 802/362-3496 7am-2pm, clsd Wed","","Manchester","VT","","Cafes","Found",43.173787,"-73.060415",1999,"",NA,NA,NA,NA
"806/766-7184 7:30pm 2nd Wed","","Lubbock","TX","","Info Lines & Services","General Coordinates Used",33.577863,"-101.855166",1999,"",NA,NA,NA,NA
"Rte 1, Lincolnville Beach 207/789-5550 11:30am-8pm, full bar","","Rockport","ME","","Restaurants","General Coordinates Used",44.28222,"-69.00814",1999,"",NA,NA,NA,NA
