"title","status","description","streetaddress","city","Year","state","amenityfeatures","type","notes","unclear_address","full.address","lon","lat","geoAddress"
"""Polk Strasse""","Found","Polk Street between Post & Union Streets","","San Francisco",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Coyote Point ","Found","beach and parking lot off Bayshore (U.S. 101) Between San mateo & Burlingame ","","Redwood City",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Barnsdale Park","Found","(Hot)","","Hollywood",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Beach opposite City Park ","General City Coordinates Used","","","Redondo Beach",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Berkeley Aquatic Park","Found","Campers & Vans","","Berkeley",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Positively Fourth Street ","Found","4th Street near Lincoln","","San Rafael",1977,"CA","(M) - Mixed Crowds - Some Straights,(YC) - Young and/or collegiate types,(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Endup","Found","(Disco) ($1.00 admission WE- Go-go boys) 6th Street & Harrison","","San Francisco",1977,"CA","(W) - Western or coyboy types,(D) - Dancing,(*) - Very popular,(WE) = Weekends","Bars/Clubs","",NA,NA,NA,NA,NA
"No-Name Bar ","Found","(See The Bolt) ","","San Francisco",1977,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"""Rest Stop""","Found","on I-208, just north of Blackland Road exit ","","Hillsborough",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Broadway- Plaza to Y.M.C.A.","Found","","","San Diego ",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Garfield Park ","Found","(AYOR)","","Pomona",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Cahuenga ""Hustlers"" ","Found","Between Hollywood and Sunset","","Hollywood",1977,"CA","","Cruising Areas","Approximate. Pin in the middle of the block on Cahuenga between Hollywood Blvd and Sunset.",NA,NA,NA,NA,NA
"Lake Merritt","Found","","","Oakland",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Dorothy Arnold's ","General City Coordinates Used","","67-800 Highway 111","Palm Springs",1977,"CA","(OC) - Older/More Mature Crowd","Bars/Clubs","",NA,NA,NA,NA,NA
"Redding River Park ","Found","","","Redding",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Art Museum","Found","","","Long Beach",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Central Park ","Found","21st and R Streets ","","Bakersfield",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Fairmount Park","Found","","","Riverside",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Sequoia Park ","Found","T-Rooms","","Eureka",1977,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Adam Theater ","Found","","72- 6th Street ","San Francisco",1977,"CA","","Theatre","",NA,NA,NA,NA,NA
"Detour","Found","(""heavy action"" -maybe adding liquor soon) ","1089 Mazinita, near Sunset and Santa Monica","Los Angeles ",1977,"CA","(W) - Western or coyboy types,(*) - Very popular,(PT) - Pool Table","Bars/Clubs","",NA,NA,NA,NA,NA
"""Tenderloin"" ","Found","Hustlers at Flagg Bros. ""corner""- Mason & Market Streets ","","San Francisco",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Magnolia Park ","Found","(Hot) ","","Los Angeles ",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Ventura Boulevard","Found","By car or ""hitch-hiking from Studio City to Sherman Oaks ","","Los Angeles ",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Roeding Park ","Found","","","Fresno ",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Main Street ","Found","""Hustlers"" 4th-6th Streets (Downtown) ","","Los Angeles ",1977,"CA","","Cruising Areas","Approximate. Pin in middle of block between 4th and 6th on main.",NA,NA,NA,NA,NA
"Lan's End ","Found","","","San Francisco",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Sukker's Liquors ","Found","Pine & Polk","","San Francisco",1977,"CA","","Business","",NA,NA,NA,NA,NA
"Wayside Inn ","General City Coordinates Used","(some G) 1 mile west on Highway 299","","Redding",1977,"CA","(D) - Dancing,""(G) - Girls, but seldom exclusively"",(PT) - Pool Table,(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Hollywood Blvd.","Found","Walking, hitch-hiking or by car from Highland to Vermont (HOT) ","","Hollywood",1977,"CA","","Cruising Areas","Approximate. Pin in middle of Hollywood between HIghland and Vermont.",NA,NA,NA,NA,NA
"Downtown Airlines Bus Terminal","General City Coordinates Used","downstairs ""T-Room""","","San Francisco",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Del Paso Park ","Found","Parking area off Auburn Blvd. ","","Sacramento ",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Bidwell Park","Found","Cedar Grove Area ","","Chico",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Griffith Park near Golf Course","Found","East of the Greek Theatre (HOT)","","Hollywood",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Hob Nob Lounge ","Found","700 Geary & Leavenworth","","San Francisco",1977,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Beach near end of North 10th and Richards at junction of American and Sacramento Rivers ","Found","","","Sacramento ",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Fox ","General City Coordinates Used","","","Hayward",1977,"CA","(D) - Dancing,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours,(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Zuma Beach","Found","T-Rooms- north of Malibu","","Santa Monica",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Echo Park ","Found","(Hot)","","Echo Park",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Phillip's 66 Truck Stop","General City Coordinates Used","South on U.S. 101","","Eureka",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Adult Book Store ","Found","300 Block of State Street ","","Santa Barbara",1977,"CA","","Book Store","",NA,NA,NA,NA,NA
"""B.A"" Beach on Russian River ","General City Coordinates Used","1 1/2 miles from Mirabelle Park ","","Russian River",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"""Muscle Beach""","Found","","","Santa Monica",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Lake Tamescal Regional Park & Beach ","Found","","","Berkeley",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Whispering Pines","Found","20 miles east on HIghway 140 in Begintown- P.O. Box 90, Midpines, California ","","Yosemite ",1977,"CA","""(H) - Hotel, motel, or other overnight accomodations""","Hotels","",NA,NA,NA,NA,NA
"Casbah ","General City Coordinates Used","(Beer & Wine- Thursday-Sunday) Desert Palms Inn","67-580 Highway 111","Palm Springs",1977,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Fogg's ","Found","E Street & 2nd ","","Eureka",1977,"CA","(M) - Mixed Crowds - Some Straights","Bars/Clubs","",NA,NA,NA,NA,NA
"Club House ","General City Coordinates Used","Casadero Road (Guerneville)","","Russian River",1977,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"San Diego State Univ. ","Found","Old Library Art Dept.- 2nd & 3rd floor- north end","","San Diego ",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"MIssion Beach behind Belmont Amusement Park ","Found","","","San Diego ",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"""Rest Stop"" ","General City Coordinates Used","on north side of I-10 between Fontana and Rialto","","San Bernardino",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"T-Rooms at Camp Curry ","Found","","","Yosemite ",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Brass Rail ","Found","(Liquor) (Cruisy) 5th and Robinson","","San Diego ",1977,"CA","(D) - Dancing,(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Balboa Park","Found","","","San Diego ",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"San Onofre Beach State Park ","Found","(B.A.) Park in area ""6"" at south end of Camp Pendleton-long walk ","","Oceanside",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Yerba Buena Village ","Found","(Looks promising under new managment) Taylor & Washington","","San Francisco",1977,"CA","","Restaurant","",NA,NA,NA,NA,NA
"Vista Theatre","Found","Hollywood at Sunset","","Hollywood",1977,"CA","","Theatre","",NA,NA,NA,NA,NA
"Carousel Restraurant","Found","T-Room - Arden Fair Shopping Center ","","Sacramento ",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Esplanade Shopping Center ","Found","Upstairs T-Room","","Ventura",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Alondra Park ","Found","","","Redondo Beach",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"U.C.S.D. Campus","Found","Gym, Sauna, 3rd floor of Library and Fine Arts Building","","San Diego ",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Selma Ave.","Found","nr. Y.M.C.A. (sure suicide-very HOT)","","Hollywood",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Lloyd's ","General City Coordinates Used","(bar only-late) Highway 30- 6 miles from Lake Arrowhead ","","Running Springs",1977,"CA","(M) - Mixed Crowds - Some Straights","Restaurant","",NA,NA,NA,NA,NA
"Church Street Station","Found","(Breakfast served 24 hrs) 14th and Market at Church","","San Francisco",1977,"CA","""(C) - Coffee, soft drinks and sometimes snacks"",(*) - Very popular","Restaurant","",NA,NA,NA,NA,NA
"Drive Shaft","Found","(Looks promising) Victory at Woodman","","Sherman Oaks",1977,"CA","(W) - Western or coyboy types","Bars/Clubs","",NA,NA,NA,NA,NA
"A Little More ","Found","15th & Potrero","","San Francisco",1977,"CA","""(G) - Girls, but seldom exclusively"",(D) - Dancing,(WE) = Weekends,(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"M.C.C.","Found","7th and Lemon","","Riverside",1977,"CA","","Church","",NA,NA,NA,NA,NA
"Elephant Walk ","Found","18th and Castro ","","San Francisco",1977,"CA","(*) - Very popular","Restaurant","",NA,NA,NA,NA,NA
"The Buffs ","Found","on beach between Gaviota & Redondo ","","Long Beach",1977,"CA","","Cruising Areas","Location here is approximate for the middle of the beach between Gaviota st and Redondo. ",NA,NA,NA,NA,NA
"Milk Run ","General City Coordinates Used","","","Long Beach",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Aunt Hattie's ","General City Coordinates Used","(Disco) (Newly renovated after ""blowing it"" as the old Oil Can Harry's) 68-98 Broadway (off Highway 111 in Cathedral City) (WE*)","","Palm Springs",1977,"CA","(M) - Mixed Crowds - Some Straights,(YC) - Young and/or collegiate types,(D) - Dancing,(WE) = Weekends,(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Juanita's ","Found","The Water Wheel/Jack London Village- Glen Ellen","","Sonoma",1977,"CA","(M) - Mixed Crowds - Some Straights","Restaurant","",NA,NA,NA,NA,NA
"Caravan ","Found","(Latins) Greyhound Bus Depot, Gabilon & Salinas ","","Salinas",1977,"CA","(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers,(B) - Blacks frequent","Bars/Clubs","",NA,NA,NA,NA,NA
"Beach near Power Plant ","Found","","","Manhattan Beach ",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Casablanca","Found","(some G)","1927 K St. ","Bakersfield",1977,"CA","(YC) - Young and/or collegiate types,(D) - Dancing,""(G) - Girls, but seldom exclusively"",(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Granada Beach & parking lot ","Found","(Hot)","","Long Beach",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Robertson Blvd.","Found","""the bushes"" between Beverly & Melrose (HOT) ","","Hollywood",1977,"CA","","Cruising Areas","Approximate. Pin for middle of Robertson between Melrose and Beverly.",NA,NA,NA,NA,NA
"Doll House ","General City Coordinates Used","Just off Highway 111","68-961 B Street ","Palm Springs",1977,"CA","""(G) - Girls, but seldom exclusively""","Bars/Clubs","",NA,NA,NA,NA,NA
"San Gregorio ","Found","""B.A."" Beach- South on Highway 1","","San Francisco",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"San Fransisco State University","General City Coordinates Used","Library & Creative Arts Building","","San Francisco",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"In Mexicali, Mexico, just across the border from Calexico, California, friends suggest Manola's or the Lido Bar, Adams & Chapultepec Park, or ask any cab driver ","General City Coordinates Used","","","El Centro",1977,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Taste of Leather ","Found","(Leather & 'you' shop, upstairs at Febe's) 11th & Folsom Sts.","","San Francisco",1977,"CA","(*) - Very popular","Business","",NA,NA,NA,NA,NA
"""Miracle Mile"" ","Found","Folsom Street between 6th & 12th Streets ","","San Francisco",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Santa Monica Blvd.","Found","'hitch-hikers' west of fairfax","","Hollywood",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Y.M.C.A. ","Found","(Armed Services) ","","San Diego ",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Sunset Blvd.","Found","'hitch-hikers' west of Highland","","Hollywood",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Ruth Hardee Park ","Found","NOTE: Drive carefully & obey peed limits 'Fuzz' hassling cars leaving bars in Cathedral City area along Hwy. 111) ","","Palm Springs",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Club Baths of San Fransisco ","Found","201- 8th street at Howard ","","San Francisco",1977,"CA","(*) - Very popular","Baths","",NA,NA,NA,NA,NA
"Maria's ","General City Coordinates Used","(Italian) ","67-778 Highway 111","Palm Springs",1977,"CA","(M) - Mixed Crowds - Some Straights","Restaurant","",NA,NA,NA,NA,NA
"Bear Wallow Ranch ","General City Coordinates Used","Call 707-895-3435 for reservations & directions","P.O. Box 476","Boonville",1977,"CA","""(H) - Hotel, motel, or other overnight accomodations"",(BYOB) - Bring your own bottle","Restaurant,Hotels","",NA,NA,NA,NA,NA
"El Verano Inn","Found","(Resort) (Off to a good start last summer- present status uncertain) 2 miles northwest in El Verano","","Sonoma",1977,"CA","""(H) - Hotel, motel, or other overnight accomodations""","Hotels","",NA,NA,NA,NA,NA
"Radio Park ","Found","1st and Clinton ","","Fresno ",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Paradise Beach on the American River ","Found","","","Sacramento ",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"West Hollywood ""Boys Town""","Found","area off Santa Monica near the ""Four Star"" ","","Hollywood",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Desert Palms Inn","General City Coordinates Used","","67-580 Highway 111","Palm Springs",1977,"CA","""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular","Hotels","",NA,NA,NA,NA,NA
"Villa Caprice Country Club ","General City Coordinates Used","(baths) ","67-670 Carey Road ","Palm Springs",1977,"CA","(P) - Private club - Inquire locally to admission,""(H) - Hotel, motel, or other overnight accomodations""","Baths,Hotels","",NA,NA,NA,NA,NA
"West State Beach ","General City Coordinates Used","Near Laguna Royal Motel (South Laguna)","","Laguna Beach ",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"""Castro Village""","Found","Castro street between 18th and Market Streets","","San Francisco",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Truck Stop on U.S. 101","General City Coordinates Used","just south of Burlingame- East Side","","Redwood City",1977,"CA","(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz","Cruising Areas","",NA,NA,NA,NA,NA
"Fremont Park ","Found","","","Sacramento ",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"""The Strip""","Found","Market Street from Van Ness to Castro/Hitch-hikers or by car","","San Francisco",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Beach Park ","Found","(best) 21st and Oak Streets","","Bakersfield",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"""K"" Street Mall ","Found","","","Sacramento ",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Seawall","Found","","","San Francisco",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Century Theatre","Found","Hollywood & Normandie","","Hollywood",1977,"CA","","Theatre","",NA,NA,NA,NA,NA
"Del Monte Beach ","Found","","","Monterey",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Devil's Slide ","General City Coordinates Used","""B.A.""- South on Highway 1","","San Francisco",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Lucky Leone's ","Found","19th and Placentia ","","Costa Mesa",1977,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Fashion Valley Shopping Center ","Found","","","San Diego ",1977,"CA","","Cruising Areas","",NA,NA,NA,NA,NA
"Copper Shield ","Found","El Camino Real at Roosevelt ","","Redwood City",1977,"CA","(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours","Restaurant","",NA,NA,NA,NA,NA
"Mother's ","Found","(Disco) Kettner & Laurel","","San Diego ",1977,"CA","(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Park along river ","Found","(2 blocks east of Main Street) (early evenings)  ","","Red Bluff",1977,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Alameda Plaza ","Found","(HOT)","","Santa Barbara",1977,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"T-Room- Greyhound Bus Station","General City Coordinates Used","","","Oceanside",1977,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Greyhound Bus Depot ","General City Coordinates Used","","","Santa Barbara",1977,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Summerland Beach","Found","(HOT) ","","Santa Barbara",1977,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Astrinsky's ","General City Coordinates Used","3 mi. S. of town ","","Phillipsville",1977,"CA","(M) - Mixed Crowds - Some Straights,(HIP) - Heads frequent","Bars/Clubs","",NA,NA,NA,NA,NA
"'Hitch-hikers'","Found","on U.S. 1 near State Street (Late afternoons)","","Santa Barbara",1977,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Dunes & Devereux Beach","Found","","","Santa Barbara",1977,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Alhambra Park","Found","Palm Rd. at Larch- nr. tennis courts","","Alhambra",1978,"CA","Cruisy Area","Cruisy Area","",NA,NA,NA,NA,NA
"Texaco Truck Stop","General City Coordinates Used","on I-10 just E. of 15E","","San Bernardino",1978,"CA","Cruisy Area","Cruisy Area","",NA,NA,NA,NA,NA
"Carousel Restaurant","Found","T-Room Arden Fair Shopping Center","","Sacramento ",1978,"CA","Cruisy Area","Cruisy Area,Restaurant,Cruising Areas","",NA,NA,NA,NA,NA
"Fifth St. Arcade","General City Coordinates Used","","","San Diego ",1978,"CA","Cruisy Area","Cruisy Area","",NA,NA,NA,NA,NA
"Beach","Found","nr. end of No. 10th & Richards at jct. American & Sacramento Rivers","","Sacramento ",1978,"CA","Cruisy Area","Cruisy Area","",NA,NA,NA,NA,NA
"Strand Theatre","Found","balcony","","San Francisco",1978,"CA","Cruisy Area","Cruisy Area","",NA,NA,NA,NA,NA
"Pirates Cove","Found","'B.A.' Beach L. turn off Avila Beach Rd., then up hill before oil tanks","","San Luis Obispo",1978,"CA","Cruisy Area","Cruisy Area","",NA,NA,NA,NA,NA
"Esplanade Shopping Center","Found","upstairs T-Room","","Ventura",1978,"CA","Cruisy Area","Cruisy Area","",NA,NA,NA,NA,NA
"Lloyd's","General City Coordinates Used","(Bar only-late) Hwy 30, 6 mi. from Arrowhead","","Running Springs",1978,"CA","(M) - Mixed Crowds - Some Straights","Restaurant,Bars/Clubs","",NA,NA,NA,NA,NA
"St. James Square","Found","(Late nights)","","San Jose",1978,"CA","Cruisy Area","Cruisy Area","",NA,NA,NA,NA,NA
"A Little More","Found","(WE*)","15th & Potero","San Francisco",1978,"CA","""(G) - Girls, but seldom exclusively"",(D) - Dancing,(WE) = Weekends,(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Del Monte Beach","Found","","","Monterey",1978,"CA","Cruisy Area","Cruisy Area","",NA,NA,NA,NA,NA
"Camp Curry","Found","T-Rooms","","Yosemite ",1978,"CA","Cruisy Area","Cruisy Area","",NA,NA,NA,NA,NA
