"status","lat","lon","description","streetaddress","city","state","Year","amenityfeatures","type","notes","title","unclear_address","full.address","geoAddress"
"General Coordinates Used",21.144394,"-157.02263","PO Box 248, Hana, 96713 248-7868/ (800) 228-4262 beachfront units on the exotic island of Moloka","","Molokai","HI",1996,"(GF),(IGTA)","Accommodations","",NA,NA,NA,NA
"Found",22.053644,"-159.329229","PO Box 830, Kappa, 96746 822-3455/ (800) 222-5642 newly redecorated oceanfront resort on Kauai's Royal Coconut Coast","","Coconut Plantation, Kauai","HI",1996,"(GF),(SW)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",20.906057,"-156.373978","PO Box 1195, 86779 572-1850 2-acre oceanfront estate & organiz farm set on 300 ft cliff w/ dramatic views of Waipio Bay","","Paia, Maui","HI",1996,"(GF),(SW)","Accommodations","",NA,NA,NA,NA
"Found",43.610906,"-116.220551","nr. baseball fields","","Boise","ID",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",43.627786,"-116.218333","344-6611 (AA#) 8pm Sun & Tue","23rd & Woodlawn","Boise","ID",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",43.619429,"-116.278612","PO Box 323, 83701 323-0805, monthly ","","Boise","ID",1996,"","Publications","",NA,NA,NA,NA
"Found",43.500985,"-112.042787","opposite the hospital","","Idaho Falls","ID",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",43.496607,"-112.043772","","","Idaho Falls","ID",1996,"Cruisy Area,(AYOR)","Cruising Areas,Accommodations","",NA,NA,NA,NA
"Found",42.842206,"-112.423548","","","Pocatello","ID",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",48.276577,"-116.553465","","","Sand Point","ID",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",42.558171,"-114.465944","","","Twin Falls","ID",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",42.569218,"-114.505868","days","","Twin Falls","ID",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",42.619363,"-112.011071","","","Lava Hot Springs","ID",1996,"","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",47.758794,"-116.756858","772-3470/ (800) 765-4593 magnificent mansion on a wooded 12 acre estate, full brkfst","E. 4550 S. Hayden Lake Rd.","Coeur D'alene","ID",1996,"(*),(GF)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",40.484203,"-88.993687","nights, by courthouse square ","","Bloomington","IL",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",41.605149,"-87.561958","","","Calumet City","IL",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",37.707972,"-89.222998","453-5151","at Southern Illinois University ","Carbondale","IL",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.878114,"-87.629798","(800) 346-5592, gay realtor at your service, no rentals","","Chicago","IL",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.878114,"-87.629798","(900) 847-MEET, talk and/or meet other men from the area, for only 98¢ per minute ","","Chicago","IL",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.878114,"-87.629798","857-0801/ 587-0805 (fax) see ad in center National Section","","Chicago","IL",1996,"","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",41.878114,"-87.629798","440-9268 patio","","Chicago","IL",1996,"(GF)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",41.878114,"-87.629798","(800) 346-5592, gay realtor at your service, no rentals","","Chicago","IL",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.878114,"-87.629798","929-4357, 6pm-10pm","","Chicago","IL",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.878114,"-87.629798","(800) 346-5592, gay realtor at your service, no rentals","","Chicago","IL",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",41.935181,"-87.631544","S. of Belmont at lake","","Chicago","IL",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.878114,"-87.629798","(800) 346-5592, gay realtor at your service, no rentals","","Chicago","IL",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.878114,"-87.629798","506-1521, 8am-noon Sun","WCBR 92.7 FM","Chicago","IL",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.878114,"-87.629798","(800) 346-5592, gay realtor at your service, no rentals","","Chicago","IL",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",42.046554,"-87.674137","","","Evanston","IL",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",42.056459,"-87.675267","(312) 857-0801/ (312) 857-0805 (fax) see ad in center National Section","","Evanston","IL",1996,"","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",42.296686,"-89.621227","(312) 857-0801/ (312) 857-0805 (fax) see ad in center National Section","","Freeport","IL",1996,"","Accommodations","",NA,NA,NA,NA
"Found",40.988649,"-90.409852","","","Galesburg","IL",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.693649,"-89.588986","PO Box 5661, 61601 688-1930","","Peoria","IL",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",39.781721,"-89.650148","PO Box 4681, 62708 support group for gay & bisexual men","","Springfield","IL",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",39.707881,"-89.601617","","","Springfield","IL",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",38.864477,"-90.043022","","","Wood River","IL",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",41.177887,"-87.949973","Rte. 102, across from main entrance, Dan Uze Area","","Kankakee","IL",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",41.317148,"-88.995103","","","Ottawa","IL",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.955864,"-87.870896","E. of River Rd","","Schiller Park","IL",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.11642,"-88.243383","333-1187, student group at University of Illinois ","","Champaign/Urbana","IL",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.11642,"-88.243383","384-8040, 8pm-10pm, Mon-Fri","","Champaign/Urbana","IL",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.11642,"-88.243383","(800) 346-5592, gay realtor at your service, no rentals","","Champaign/Urbana","IL",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",42.425691,"-87.804347","trails & bird sanctuary ","","Waukegan ","IL",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.550042,"-91.384875","(312) 857-0801/ (312) 857-0805 (fax) see ad in center National Section","","Nauvoo","IL",1996,"","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",41.788642,"-89.696219","PO Box 1314, 61081 support group for northwest IL, meetings & newsletter","","Sterling","IL",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",41.76473,"-87.871334","summers","","LaGrange ","IL",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",39.165325,"-86.526386","855-5688, irregular volunteer hrs, recorded info 24hrs","","Bloomington","IN",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.165325,"-86.526386","(800) 347-8336","","Bloomington","IN",1996,"","Info Lines & Services,Accommodations","",NA,NA,NA,NA
"Found",39.206418,"-85.928901","","","Columbus","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",37.971559,"-87.57109","","","Evansville","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",37.961954,"-87.470303","PO Box 2901, 47728 474-4853, info monthly, social group, newsletter","","Evansville","IN",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",37.99634,"-87.606021","","","Evansville","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",37.96045,"-87.572026","","","Evansville","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",41.04792,"-85.15377","nr. picnic shelters ","","Ft. Wayne","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.079273,"-85.139351","","Up the Stairs Community Center","Ft. Wayne","IN",1996,"","Info Lines & Services","Center's address is 3426 Broadway",NA,NA,NA,NA
"Found",41.080146,"-85.144793","from Harrison to Ewing","","Ft. Wayne","IN",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",41.620781,"-87.263387 ","W. section at Holman & State","","Gary","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",41.620781,"-87.263387 ","Line Ave.","","Gary","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",39.768403,"-86.158068","PO Box 2331, 46206 326-4614, social & support groups","","Indianapolis","IN",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.768403,"-86.158068","(800) 346-5592, gay realtor at your service, no rentals","","Indianapolis","IN",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.768403,"-86.158068","PO Box 88784, 46208  call Gay/Lesbian Switchboard for info","","Indianapolis","IN",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.768403,"-86.158068","PO Box 2152, 46206 253-4297, 7pm-11pm daily","","Indianapolis","IN",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.768403,"-86.158068","632-7864 (AA#)","","Indianapolis","IN",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",40.467362,"-86.141617","nr. 'Old Ben'","","Kokomo","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",40.484607,"-86.137651","nr. tennis courts","","Kokomo","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",40.439578,"-86.903551","W.. Lafayette ","","Lafayette","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",43.096271,"-89.357879","btwn. Broadway fountain & Mulberry ","","Madison","IN",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",38.770954,"-85.436219","btwn. Poplar & Oak groves","","Madison","IN",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",38.735893,"-85.379958","along river","","Madison","IN",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.661993,"-86.158616 ","100 Center & Univ. Park Malls","","Mishawaka","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",40.199905,"-85.411599","","","Muncie","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",39.823941,"-84.913241","Box E-565 Earlham College, 47373","","Richmond","IN",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.665049,"-86.075836","232-2522, 8am-5pm, limited gay/lesbian info ","","South Bend","IN",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.665049,"-86.075836","(800) 346-5592, gay realtor at your service, no rentals","","South Bend","IN",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",41.668408,"-86.219471","","","South Bend","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.665049,"-86.075836","277-4488, 9am-9pm, 10am-5pm wknds","Martins Ironwood Plaza North","South Bend","IN",1996,"","Bookstores/Retail Shops","",NA,NA,NA,NA
"General Coordinates Used",41.665049,"-86.075836","The 100 Center, Mishawaka 259-2282 5pm03am, til midnight Sun, piano bar Fri-Sat","","South Bend","IN",1996,"(*),(M),(D),(F)","Bars","",NA,NA,NA,NA
"General Coordinates Used",41.665049,"-86.075836","","","South Bend","IN",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",39.457937,"-87.418225","(AYOR)","601 S. 1st Ave.","Terre Haute","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",41.467355,"-87.060318","","","Valparaiso","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",38.68604,"-87.503101","","","Vincennes","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",38.679196,"-87.53566","","","Vincennes","IN",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",38.679676,"-87.532863","Patrick Henry Dr.","","Vincennes","IN",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.681208,"-85.965625","293-8671, irregular hrs.","","Elkhart","IN",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.681208,"-85.965625","","","Elkhart","IN",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",41.628971,"-85.906093","nr. river","","Elkhart","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",41.676955,"-86.028279","","","Elkhart","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",38.615326,"-87.354461","City Centre, Box 128, 47557 743-2919, international membership-only non-profit travel club","","Monroe City","IN",1996,"","Travel/Tour Operators","",NA,NA,NA,NA
"General Coordinates Used",40.098714,"-85.679148 ","Jackson & Main Sts., late","","Anderson","IN",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",41.469297,"-87.227995","County Line Rd. Old 30","","Merrillville","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",41.359966,"-87.2251","","","Leroy","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.616375,"-87.511111","bwtn. Hohman & State Line Ave.","","Hammond","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",41.400879,"-87.369957","west side of lake & parking lot ","","Crown Point","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",40.762625,"-86.324345","nr. tennis courts & trails along Eel River","","Logansport","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.718318,"-85.946752","btwn. points 4 & 5 on 'Lost Sister Trail', 1.2 mile E. of Mississinewa Dam","","Peru","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.569138,"-86.417752","2-1/4 miles W. of Indiana State Rd. 18 ","","Young America","IN",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.700323,"-86.509462","(312) 857-0801/ (312) 857-0805 (fax) see ad in center National Section","","New Carlisle","IN",1996,"","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",42.030781,"-93.631913","232-0000, 9am-5pm, community info service","","Ames","IA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",42.023186,"-93.645416","Iowa State University, 39 Memorial Union, 50011 294-2104, 10am-4pm, Rm. 245 Wed 7:30pm","","Ames","IA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",42.00178,"-91.675538","","","Cedar Rapids","IA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.97788,"-91.665623","PO Box 1643, 52406 366-2055, 6pm-9pm Mon","","Cedar Rapids","IA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",41.998318,"-91.690986","","","Cedar Rapids","IA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",41.493904,"-90.615846","W. end, daytime","","Davenport","IA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",41.519003,"-90.578256","on riverfront from Main to Ripley late","","Davenport","IA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.586835,"-93.624959","(800) 345-4692","","Des Moines","IA",1996,"","Travel/Tour Operators","",NA,NA,NA,NA
"General Coordinates Used",41.586835,"-93.624959","(900) 370-2211, gay voice personals w/private voice mail boxes; listen to or leave messages for the men in your area at $2.00 per minute","","Des Moines","IA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.527678,"-90.554691","off 2nd Ave. S. of freeway ","","Des Moines","IA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.586835,"-93.624959","PO Box 1693, 50306 265-3214","","Des Moines","IA",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",41.586835,"-93.624959","(800) 346-5592, gay realtor at your service, no rentals","","Des Moines","IA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.586835,"-93.624959","279-7312 hot tub, on the river","","Des Moines","IA",1996,"(MW),(F),(N),(WC)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",41.586835,"-93.624959","PO Box 70044, 50311 social/support group","","Des Moines","IA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.586835,"-93.624959","8th St. btwn. Crocker & Center","","Des Moines","IA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.586835,"-93.624959","gay men's naturist (nudist) group","Box 266","Des Moines","IA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",42.495735,"-90.665043","Ice Harbor area","","Dubuque","IA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",42.468766,"-90.64823 ","","","Dubuque","IA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.661128,"-91.530168","338-9111 (AA#)","","Iowa City","IA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",41.659548,"-91.538441","c/o SAC/IMU University of Iowa, 52242 335-3251; also publishes 'Gay Hawkeye' newsletter","","Iowa City","IA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",43.153573,"-93.201037","PO Box 51, 50401","","Mason City","IA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",42.492786,"-92.342577","232-6805, weekly info & support, monthly newsletter","PO Box 1682","Waterloo","IA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",42.151205,"-94.378837","1 mi. W. on US 30","","Boone","IA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",42.040979,"-93.887169","","","Boone","IA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.408033,"-92.916405","RR 3 Box 225, 50219  write for info","","Pella","IA",1996,"","Men's Clubs","",NA,NA,NA,NA
"General Coordinates Used",41.743409,"-92.723246","Box U-5, 50112 269-3327","","Grinnell","IA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",37.752798,"-100.017079","7 mi. E. on US 56, late","","Dodge City","KS",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",39.115531,"-94.626787","(312)857-0801/857-0805 (fax) see ad in center National Section","","Kansas City","KS",1996,"","Accommodations","",NA,NA,NA,NA
