"description","streetaddress","city","state","amenityfeatures","type","status","lat","lon","Year","notes","title","unclear_address","full.address","geoAddress"
"W side of town  (off Business Loop 70) ",NA,"Columbia","MO","Cruisy Area,(AYOR)","Cruisy Areas","Found","38.978308","-92.363545",2000,"",NA,NA,NA,NA
"corner of 6th & College  704/372-3553 11am-2am, also 'Thirsty Camel' cigar/martini lounge & 'Microcosm' art gallery ",NA,"Charlotte","NC","","Restaurants","Found","35.227825","-80.839728",2000,"",NA,NA,NA,NA
"828/299-8757 cottage rental ",NA,"Asheville","NC","(MW)","Accommodations","General Coordinates Used","35.595058","-82.551487",2000,"",NA,NA,NA,NA
"Hwy 62 W  501/253-5282 seasonal, lunch & dinner, clsd Mon, Mediterranean, full bar",NA,"Eureka Springs","AR","","Restaurants","General Coordinates Used","36.393689","-93.707729",2000,"",NA,NA,NA,NA
"",NA,"Kansas City","MO","Cruisy Area,(AYOR)","Cruisy Areas","Found","39.041969","-94.592609",2000,"",NA,NA,NA,NA
"802/375-6985, 800/479-6985 full brkfst, hot tub ",NA,"Bennington","VT","(MW),(NS),(GO)","Accommodations","General Coordinates Used","42.878135","-73.196774",2000,"",NA,NA,NA,NA
"100 Center & Univ Park Malls ",NA,"Mishawaka","IN","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","41.661993","-86.158616 ",2000,"",NA,NA,NA,NA
"",NA,"Valparaiso","IN","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.467355","-87.060318",2000,"",NA,NA,NA,NA
"",NA,"Scranton","PA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","41.233112","-80.493403",2000,"",NA,NA,NA,NA
"late nights",NA,"West Chester","PA","Cruisy Area,(AYOR)","Cruisy Areas","Found","39.959353","-75.6064",2000,"",NA,NA,NA,NA
"",NA,"Lynchburg","VA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","37.413754","-79.142246",2000,"",NA,NA,NA,NA
"",NA,"Stamford","CT","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.04695","-73.505113",2000,"",NA,NA,NA,NA
"Rte 1 Box 218  (nr Solomon Ln) 618/695-2746 resort houses located on 40 acres, hot tub",NA,"Ozark","IL","(GS)","Accommodations","General Coordinates Used","37.542551","-88.762838",2000,"",NA,NA,NA,NA
"Las Vegas & Tropicana  (in 'MGM Grand') 702/891-7349 8:30am-11pm, the original Santa Fe chef",NA,"Las Vegas","NV","(WC)","Restaurants","Found","36.101913","-115.16882",2000,"",NA,NA,NA,NA
"off US 101 btwn San Mateo & Burlingame  beach & parking lot ",NA,"San Mateo","CA","Cruisy Area,(AYOR)","Cruisy Areas","Found","37.587268","-122.319101",2000,"",NA,NA,NA,NA
"516/537-1160 seasonal ",NA,"Long Island–Suffolk County","NY","(MW)","Accommodations","General Coordinates Used","40.984878","-72.615117",2000,"",NA,NA,NA,NA
"",NA,"Carbondale","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found","37.729264","-89.115309",2000,"",NA,NA,NA,NA
"seasonal",NA,"Jonesboro","AR","Cruisy Area,(AYOR)","Cruisy Areas","Found","35.778498","-90.702406",2000,"",NA,NA,NA,NA
"on Grumman Ave ",NA,"Norwalk","CT","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.165886","-73.404703",2000,"",NA,NA,NA,NA
"1/2 mile to the right 1/2 mile to the right",NA,"Ipswich","MA","Cruisy Area,(AYOR)","Cruisy Areas","Found","42.685461","-70.756247",2000,"",NA,NA,NA,NA
"415/554-0565 extensive listings for clubs, arts & entertainment",NA,"San Francisco","CA","","Publications","General Coordinates Used","37.77493","-122.419415",2000,"",NA,NA,NA,NA
"W River Dr (W end) daytime",NA,"Davenport","IA","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.493904","-90.615846",2000,"",NA,NA,NA,NA
"904/698-2020, 800/634-3968 tenting sites & 85 RV hookups",NA,"Crescent City","FL","(GF),(SW),(GO)","Accommodations","General Coordinates Used","29.430251","-81.510629",2000,"",NA,NA,NA,NA
"Dorset Rd W  (off Hwy 2-70)",NA,"St. Louis","MO","Cruisy Area,(AYOR)","Cruisy Areas","Found","38.731599","-90.5178",2000,"",NA,NA,NA,NA
"Shepard Rd (nr Hwy 5, overlooking the MS River), St Paul",NA,"St Paul","MN","Cruisy Area,(AYOR)","Cruisy Areas","Found","44.909149","-93.145895",2000,"",NA,NA,NA,NA
"972/264-7103 ",NA,"Dallas","TX","","Info Lines & Services","General Coordinates Used","32.776664","-96.796988",2000,"",NA,NA,NA,NA
"exit 142 N I-59 (before Meridian) 601/655-8415 ",NA,"Meridian","MS","(MO),(BYOB)","Bars","General Coordinates Used","32.36431","-88.703656",2000,"",NA,NA,NA,NA
"exit 9 before Suicide Alley (N on 6A, then right on to Sea St), Dennis conservation area",NA,"Cape Cod","MA","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.754306","-70.133395",2000,"",NA,NA,NA,NA
"248/545-9040 statewide entertainment magazine",NA,"Detroit","MI","","Publications","General Coordinates Used","42.331427","-83.045754 ",2000,"",NA,NA,NA,NA
"415/550-8110 guided walking tour of the Castro ",NA,"San Francisco","CA","(TA)","Entertainment & Recreation","General Coordinates Used","37.77493","-122.419415",2000,"",NA,NA,NA,NA
"",NA,"Albuquerque","NM","(L)","Bars","General Coordinates Used","35.075459","-106.564133",2000,"location from The Ranch's description",NA,NA,NA,NA
"around St John's Church  ",NA,"Knoxville","TN","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","35.960638","-83.920739",2000,"",NA,NA,NA,NA
"pink building on Stefko Blvd  (nr Lenco MArket) unconfirmed ",NA,"Bethlehem","PA","","Erotica","General Coordinates Used","40.625932","-75.370458",2000,"",NA,NA,NA,NA
"816/561-2679",NA,"Kansas City","MO","","Publications","General Coordinates Used","39.099727","-94.578567",2000,"",NA,NA,NA,NA
"570/223-1395 ",NA,"Marshalls Creek","PA","(MO),(SW),(N)","Accommodations","General Coordinates Used","41.04315","-75.1274",2000,"",NA,NA,NA,NA
"at the foot of the street on the Eastern Promenade ",NA,"Portland","ME","Cruisy Area,(AYOR)","Cruisy Areas","Found","43.666627","-70.241164",2000,"",NA,NA,NA,NA
"behind Quality Inn  (on W Peachtree) hustlers",NA,"Atlanta","GA","Cruisy Area,(MR-AF),(YC),(AYOR)","Cruisy Areas","General Coordinates Used","33.777097","-84.385908",2000,"",NA,NA,NA,NA
"320/384-6052 full brkfst, hot tub",NA,"Hinckley","MN","(GS),(WC),(GO)","Accommodations","Found","46.012853","-92.724458",2000,"",NA,NA,NA,NA
"214/754-8710 lesbigay newspaper",NA,"Dallas","TX","","Publications","General Coordinates Used","32.776664","-96.796988",2000,"",NA,NA,NA,NA
"Dania Beach  (S of John U Lloyd State Park) nights",NA,"Fort Lauderdale","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found","26.058296","-80.111007",2000,"",NA,NA,NA,NA
"Rte 60 E  evenings",NA,"Charleston","WV","Cruisy Area,(AYOR)","Cruisy Areas","Found","38.330096","-81.582288",2000,"",NA,NA,NA,NA
"340/774-5764, 800/635-1531 overlooking harbor",NA,"St. Thomas","VI","(GF)","Accommodations","General Coordinates Used","18.338097","-64.894095",2000,"",NA,NA,NA,NA
"under the Centennial Bridge dusk",NA,"Davenport","IA","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.518942","-90.58327",2000,"",NA,NA,NA,NA
"937/274-1776 24hr hotline, 7pm-11pm (volunteer staff) ",NA,"Dayton","OH","","Info Lines & Services","General Coordinates Used","39.758948","-84.191607",2000,"",NA,NA,NA,NA
"504/525-4243 New Orlean's nightlife in full color",NA,"New Orleans","LA","","Publications","General Coordinates Used","29.954712","-90.069155",2000,"",NA,NA,NA,NA
"County Line Rd Old 30 ",NA,"Merrillville","IN","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.469297","-87.227995",2000,"",NA,NA,NA,NA
"",NA,"Fort Lauderdale","FL","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","26.318412","-80.099766",2000,"",NA,NA,NA,NA
"Lakeside area  afternoon in the woods",NA,"Hot Springs","AR","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","34.239636","-93.19303",2000,"",NA,NA,NA,NA
"800/441-8846 (outside DE), 800/282-8667 (in-state only) ",NA,"Dover","DE","","Info Lines & Services","General Coordinates Used","39.158168","-75.524368",2000,"",NA,NA,NA,NA
"A1A ",NA,"West Palm Beach","FL","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","26.461463","-80.07282",2000,"",NA,NA,NA,NA
"South Darmouth  go left out of parking lot to end of beach",NA,"New Bedford","MA","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.52568","-70.990377",2000,"",NA,NA,NA,NA
"",NA,"Terre Haute","IN","Cruisy Area,(AYOR)","Cruisy Areas","Found","39.465525","-87.355015",2000,"",NA,NA,NA,NA
"760/320-3237",NA,"Palm Springs","CA","","Publications","General Coordinates Used","33.830296","-116.545292",2000,"",NA,NA,NA,NA
"800/615-7805 7am-9pm, 8am-5pm Sat, 10am-4pm Sun, hotel reservation service ",NA,"Palm Springs","CA","","Info Lines & Services","General Coordinates Used","33.830296","-116.545292",2000,"",NA,NA,NA,NA
"just out of town  (off Central Ave) check out road across from the park",NA,"Hot Springs","AR","Cruisy Area,(AYOR)","Cruisy Areas","Found","34.536275","-93.029602",2000,"",NA,NA,NA,NA
"207/288-2933, 760/321-1366 seasonal, on the 'Bar Harbor Sharepath'",NA,"Bar Harbor","ME","(GS),(TA)","Accommodations","Found","44.385858","-68.199214",2000,"",NA,NA,NA,NA
"W of Pirates Cove & down a cliff ",NA,"San Luis Obispo ","CA","Cruisy Area,(AYOR)","Cruisy Areas","Found","35.174194","-120.716819",2000,"",NA,NA,NA,NA
"Aikahi Park Shopping Ctr (nr Kaneohe Marine Base) 808/254-6066",NA,"Kailua, Oahu","HI","","Erotica","Found","21.42324","-157.748452",2000,"",NA,NA,NA,NA
"summers",NA,"Bemidji","MN","Cruisy Area,(AYOR)","Cruisy Areas","Found","47.485767","-94.872622",2000,"",NA,NA,NA,NA
"off Hwy 50, in El Dorado Forest area (btwn White Hall & Kyburz) summers",NA,"White Hall","CA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","38.764792","-120.329647",2000,"",NA,NA,NA,NA
"208/336-3870 #2 statewide lesbigay newspaper, monthly ",NA,"","ID","","Publications","General Coordinates Used","44.068202","-114.742041",2000,"Statewide",NA,NA,NA,NA
"510/444-5858, 800/436-2574 houseboats w/kitchen",NA,"San Francisco","CA","(GF),(NS)","Accommodations","General Coordinates Used","37.77493","-122.419415",2000,"",NA,NA,NA,NA
"days",NA,"Red Bluff","CA","Cruisy Area,(AYOR)","Cruisy Areas","Found","40.183737","-122.239013",2000,"",NA,NA,NA,NA
"",NA,"Pontiac","MI","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","42.73512","-83.419294",2000,"",NA,NA,NA,NA
"off Hwy 66 (btwn 11- & 12-mile markers), N of Kapaa  walk along cane field, down through ironwood trees & then to the right on the dirt road to the beach ",NA,"Kapaa, Kauai","HI","Cruisy Area,(AYOR)","Cruisy Areas","Found","22.116944","-159.299444",2000,"",NA,NA,NA,NA
"on Rte 30 & Kelly Rd ",NA,"Dorset","VT","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","43.254807","-73.09878",2000,"",NA,NA,NA,NA
"in 'Douglas Dunes' resort  616/857-1401 9am-2am, from noon Sun, 2 bars",NA,"Saugatuck","MI","(M),(D),(S)","Bars","Found","42.637872","-86.210525",2000,"Resort's address is 333 Blue Star Hwy, Douglas",NA,NA,NA,NA
"MacArthur & Jefferson ",NA,"Springfield","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found","39.806621","-89.666926",2000,"",NA,NA,NA,NA
"808/737-6275 call for an appt ",NA,"Honolulu, Oahu","HI","","Retail Shops","General Coordinates Used","21.309885","-157.85814",2000,"",NA,NA,NA,NA
"bayside park go north over the Great Bay bridge ",NA,"Dover","NH","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","43.152864","-70.842835",2000,"",NA,NA,NA,NA
"252/551-0316 ",NA,"Greenville","NC","","Info Lines & Services","General Coordinates Used","35.612661","-77.366354",2000,"",NA,NA,NA,NA
"btwn post office & library  ",NA,"Knoxville","TN","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","35.960638","-83.920739",2000,"",NA,NA,NA,NA
"off Meechum  ",NA,"Ruidoso","NM","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","33.357849","-105.665787",2000,"",NA,NA,NA,NA
"",NA,"San Angelo","TX","Cruisy Area,(AYOR)","Cruisy Areas","Found","31.458219","-100.435658",2000,"",NA,NA,NA,NA
"1 1/2 miles down City of Refuge Rd  808/328-2159, 800/487-2159 nr ancient sanctuary w/ friendly dolphins, hot tub",NA,"Honaunau-Kona","HI","(GS)","Accommodations","General Coordinates Used","19.4574","-155.890651",2000,"Listed under ""Hawaii (Big Island)""; seems like actual census-designated location is Honaunau-Napoopoo",NA,NA,NA,NA
"Riverside Dr ",NA,"Bend","OR","Cruisy Area,(AYOR)","Cruisy Areas","Found","44.059025","-121.318238",2000,"",NA,NA,NA,NA
"Lost Angel Rd (off Sugarloaf Mtn Rd) inquire locally for detailed directions",NA,"Boulder","CO","(SW),(N)","Cruisy Areas","Found","40.003359","-105.430317",2000,"",NA,NA,NA,NA
"Squaw Peak Pkwy  (off Northern) go east along the driveway to the back-popular w/ 9-5ers",NA,"Phoenix","AZ","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","33.53874","-112.023575",2000,"",NA,NA,NA,NA
"W side of town  (nr Park Cir) ",NA,"Baltimore","MD","Cruisy Area,(MR-AF),(YC),(AYOR)","Cruisy Areas","Found","39.323076","-76.653692",2000,"",NA,NA,NA,NA
"at 'Parliament House' 407/425-7571x711",NA,"Orlando","FL","(MW)","Restaurants","Found","28.547912","-81.397649",2000,"",NA,NA,NA,NA
"",NA,"White Mtns","NH","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","44.16438","-71.432557",2000,"",NA,NA,NA,NA
"919/684-6607 9am-5pm Mon-Fri ",NA,"Durham","NC","","Info Lines & Services","Found","36.0013","-78.93982",2000,"",NA,NA,NA,NA
"516/597-6261 ",NA,"Fire Island","NY","(MW),(WC)","Accommodations","General Coordinates Used","40.659792","-73.089962",2000,"",NA,NA,NA,NA
"",NA,"Nantucket","MA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","41.28347","-70.099451",2000,"",NA,NA,NA,NA
"off Monroe Dr ",NA,"Atlanta","GA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","33.791959","-84.368133",2000,"",NA,NA,NA,NA
"Covington exit off Rte 75 ",NA,"Covington","KY","Cruisy Area,(AYOR)","Cruisy Areas","Found","39.080004","-84.540483",2000,"mispelled -- ""Devou Park""",NA,NA,NA,NA
"715/448-4302, 800/467-0279 hot tub ",NA,"Maiden Rock","WI","(GS),(NS),(WC),(GO)","Accommodations","General Coordinates Used","44.560801","-92.309625",2000,"",NA,NA,NA,NA
"",NA,"Santa Barbara","CA","Cruisy Area,(AYOR)","Cruisy Areas","Found","34.415256","-119.676353",2000,"",NA,NA,NA,NA
"413/584-7616 3pm 2nd Sun, support group for FTM TG/TS, their partners & partners & friends, call for mtg location",NA,"Northampton","MA","","Info Lines & Services","General Coordinates Used","42.32509","-72.641201",2000,"",NA,NA,NA,NA
"",NA,"South Bend","IN","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","41.665049","-86.075836",2000,"",NA,NA,NA,NA
"lower parking lot days",NA,"New Haven","CT","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.329641","-72.90463",2000,"",NA,NA,NA,NA
"in west end downtown mall  (next to the Omni Hotel) 804/295-8668 5:30pm-10pm Wed-Sat, Asian/American fusion, also 'Escafe' downstairs, 5:30pm-midnight, till 2am Th-Sat, from 4:30pm Sun, clsd Mon, full bar ",NA,"Charlottesville","VA","(MW),(E),(GO)","Restaurants","Found","38.031425","-78.482763",2000,"",NA,NA,NA,NA
"207/372-6366 clsd Dec-April, full brkfst, room & apts, also restaurant ",NA,"Tennants Harbor","ME","(GF),(F)","Accommodations","Found","43.965786","-69.208295",2000,"",NA,NA,NA,NA
"County Rd 14 N  (off US 52) ",NA,"Rochester","MN","Cruisy Area,(AYOR)","Cruisy Areas","Found","44.0099","-92.417166",2000,"",NA,NA,NA,NA
"606/254-9812 social group for African-American men & friends ",NA,"Lexington","KY","","Info Lines & Services","General Coordinates Used","38.040584","-84.503716",2000,"",NA,NA,NA,NA
"602/266-0550 biweekly",NA,"Phoenix","AZ","","Publications","General Coordinates Used","33.448377","-112.074037",2000,"",NA,NA,NA,NA
"Washington St  PO Box 152 518/284-3339 well-appointed English Country house ",NA,"Sharon Springs","NY","(GS),(NS),(GO)","Accommodations","General Coordinates Used","42.794411","-74.612509",2000,"",NA,NA,NA,NA
"by ferry dock ",NA,"Edmonds","WA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","47.810652","-122.377355",2000,"",NA,NA,NA,NA
"bluffs (above parking lot & beach)",NA,"Seattle","WA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","47.60621","-122.332071",2000,"",NA,NA,NA,NA
"516/324-3699 ",NA,"Long Island–Suffolk County","NY","","Info Lines & Services","General Coordinates Used","40.984878","-72.615117",2000,"",NA,NA,NA,NA
"15 miles N of town warm summers days",NA,"Willits","CA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","39.61714","-123.355957",2000,"",NA,NA,NA,NA
