"Year","status","lat","lon","description","streetaddress","city","state","amenityfeatures","type","notes","title","unclear_address","full.address","geoAddress"
2003,"Found",21.280518,-157.808799,"888/534-7644 personalized Hawaiian greeting service, complete w/ fresh flower leis","","Honolulu, Oahu","HI","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",21.309885,-157.85814,"808/455-8193 gay hiking tours every other Sun ","","Honolulu, Oahu","HI","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",21.309885,-157.85814,"808/599-6999 Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Honolulu, Oahu","HI","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",21.309885,-157.85814,"808/955-5959 everything you need to know about gay Hawaii","","Honolulu, Oahu","HI","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",21.309885,-157.85814,"808/923-2400 distributed free in the islands or $5 by mail order","","Honolulu, Oahu","HI","","Publications","",NA,NA,NA,NA
2003,"Found",21.26791,-157.82247,"Kapiolani Park popular gay beach","","Honolulu, Oahu","HI","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",21.309885,-157.85814,"808/396-5995 whale-watching, snorkeling, sunset cocktail cruises & commitment ceremonies","","Honolulu, Oahu","HI","(MW),(GO)","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",21.309885,-157.85814,"808/596-7222 The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","Honolulu, Oahu","HI","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",21.309885,-157.85814,"808/596-2777 The city's hottest & wildest all male voice club, Chat one on one! Use access code 5111","","Honolulu, Oahu","HI","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",20.908333,-156.2275,"808/572-4530, 800/532-MAUI seasonal","","Huelo, Maui","HI","(GF)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",20.908333,-156.2275,"Door of Faith Church Rd, Huelo (at Hana Hwy) 808/572-1176 studio w/ ocean view","","Huelo, Maui","HI","(GS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",20.908333,-156.2275,"808/573-0914 ","","Huelo, Maui","HI","(GF),(SW)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",21.394583,-157.743368,"Aihaki Park Shopping Ctr (nr Kaneohe Marine Base) 808/254-6066","","Kailua","HI","","Erotica","",NA,NA,NA,NA
2003,"General Coordinates Used",19.641913,-155.996225,"808/329-8676, 800/528-2426 hot tub, planatation-style B&B","","Kailua-Kona","HI","(*),(MW),(GO)","Accommodations","",NA,NA,NA,NA
2003,"Found",19.579266,-155.966671,"","","Kailua-Kona","HI","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",19.639994,-155.996926,"","","Kailua-Kona","HI","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",19.639994,-155.996926,"5 miles S of airport, Kailua Kona far N end of beach","","Kailua-Kona","HI","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",19.638458,-156.002677,"","","Kailua-Kona","HI","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",20.722162,-156.447945,"Wavecrest C-314 (at Hwy 450) 707/953-3106 (CA#)","","Kamalo","HI","(GS),(SW),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",22.094739,-159.324593,"808/823-8335, 888/371-7716 plantation house & cottage w/ 360 ocean & mtn views, full brkfst","","Kapaa, Kauai","HI","(M),(NS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"Found",22.116944,-159.299444,"off Hwy 56, N of Kapaa (btwn 11 & 12-mile markers) walk along cane field, down through ironwood trees & then to the right on the dirt road to the beach","","Kapaa, Kauai","HI","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",22.094739,-159.324593,"808/822-7171 Fri night, call for location","","Kapaa, Kauai","HI","","Restaurants","",NA,NA,NA,NA
2003,"General Coordinates Used",21.090987,-157.018628,"808/248-7868, 800/228-4262 beachfront units","","Kaunakakai, Molokai","HI","(GF),(SW),(GO)","Accommodations","",NA,NA,NA,NA
2003,"Found",20.732163,-156.453931,"Kalama Park South Pavilion 808/874-3589 7:30am Sun","","Kihei, Maui","HI","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",20.739941,-156.454187,"800/289-1522 1 & 2brdm beachfront condos","","Kihei, Maui","HI","(GS),(SW),(NS),(WC),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",20.739941,-156.454187,"323/467-2991, 800/788-5046 rental condo near ocean, hot tub","","Kihei, Maui","HI","(GS),(GO),(SW)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",20.739941,-156.454187,"808/874-1048, 800/800-8608 full equipped condos & apts, non-smoking rms available","","Kihei, Maui","HI","(GS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"Found",20.731438,-156.452933,"","","Kihei, Maui","HI","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",22.21205,-159.407339,"808/828-1626 clifftop rental home, near beaches","","Kilauea, Kauai","HI","(GS),(N),(NS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"Found",22.220471,-159.417479,"inquire locally","","Kilauea, Kauai","HI","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",20.915891,-156.695939,"along Beach Walk","","Lahaina, Maui","HI","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",22.037233,-159.336448,"off Hwy 56 btwn Lihue & Kapaa (S of Wailua River) gay beach btwn the condos & the golf course","","Lihue, Kauai","HI","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",20.654444,-156.4425,"Pilani Hwy, south to Wailea, right at Wailea Ike Dr, left on Wailea Alanui Dr to public beach, then take trail up hill at end of beach","","Makena, Maui","HI","(MW)","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",20.798363,-156.331925,"808/244-4566 (24hr info) monthly lgbt newspaper, free at locations throughout HI","","Maui","HI","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",20.798363,-156.331925,"808/244-4566 recorded events info","","Maui","HI","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",21.438912,-158.000056,"808/955-5959 everything you need to know about gay Hawaii","","Oahu","HI","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",21.438912,-158.000056,"Oahu 808/923-2400, 800/735-6600 Hawaii vacation packages ","","Oahu","HI","","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",21.438912,-158.000056,"PO Box 88245 96830-8245 808/923-2400 distributed free in the islands or $5 by mail order
","","Oahu","HI","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",19.49544,-154.949411,"808/965-1828 B&B full brkfst, outdoor hot tub, some shared baths","","Pahoa, Hawaii","HI","(MO),(SW),(N),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",19.49544,-154.949411,"808/936-3727 cottage","","Pahoa, Hawaii","HI","(M),(SW),(WC),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",19.49544,-154.949411,"808/965-7828, 800/800-6886 coastal retreat & spa, hot tub","","Pahoa, Hawaii","HI","(GS),(F),(SW),(N),(NS),(WC),(GO)","Accommodations","",NA,NA,NA,NA
2003,"Found",19.394658,-154.929088,"off Hwy 137 (trailhead at 19-mile marker phone booth) lava rock trail to clothing-optional black sand beach","","Pahoa, Hawaii","HI","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",19.49544,-154.949411,"808/965-0830 country retreat on 5 secluded acres","","Pahoa, Hawaii","HI","(GS),(SW),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",19.49544,-154.949411,"808/965-9011 custom-made remote land & sea excursions","","Pahoa, Hawaii","HI","(GO)","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",19.49544,-154.949411,"808/965-9011 B&B hideaway","","Pahoa, Hawaii","HI","(GS),(SW),(NS),(WC),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",19.49544,-154.949411,"3 miles S of Pahoa on Keaau-Pahoa Rd early eves","","Pahoa, Hawaii","HI","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",19.427231,-155.233802,"808/967-7986, 800/455-3803 hot tub","","Volcano Village ","HI","(GS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",21.279346,-157.829185,"Waikiki 808/737-1281, 888/261-7092","","Waikiki","HI","(GS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",20.886943,-156.504834,"near Little Beach at Makena (1 mile S of Maui Price Hotel) shave ice, fresh fruit smoothies","","Wailuku, Maui","HI","(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",44.068202,-114.742041,"208/336-3870 #2 statewide lgbt newspaper, monthly","","","ID","","Publications","(statewide) ",NA,NA,NA,NA
2003,"General Coordinates Used",44.071581,-111.448288,"208/652-7566 rental log cabin","","Ashton","ID","(MW),(NS)","Accommodations","",NA,NA,NA,NA
2003,"Found",43.627786,-116.218333,"23rd & Woodlawn (at First Congregation Church) 208/344-6611 8pm Sun & Tue","","Boise","ID","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",43.610906,-116.220551,"near baseball fields","","Boise","ID","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",43.615019,-116.202314,"208/342-2723 outdoor activities social group, biking 2:30pm Sun","","Boise","ID","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",43.615019,-116.202314,"208/343-8500 Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse, & Respond to voice ads. Use code 5051","","Boise","ID","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",43.615019,-116.202314,"208/853-1110 6pm on 3rd Sat, call for info","","Boise","ID","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",43.615019,-116.202314,"206/376-7788 The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","Boise","ID","","Retail Shops","",NA,NA,NA,NA
2003,"General Coordinates Used",43.615019,-116.202314,"208/853-1110 call for info","","Boise","ID","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",43.615019,-116.202314,"208/336-7830 24hr activities hotline, meet at The Flicks 7pm 2nd Th","","Boise","ID","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"Found",43.500985,-112.042787,"opposite the hospital","","Idaho Falls","ID","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",42.619363,-112.011071,"","","Lava Hot Springs","ID","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",42.619363,-112.011071,"208/776-5830 full brkfst","","Lava Hot Springs","ID","(GF),(SW),(NS),(WC)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",44.226853,-114.928695,"Hwy 75, Lower Stanley 208/376-6077, 208/774-3301 May-Sept, natural hot tub, full brkfst","","Lower Stanley","ID","(GF),(NS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",42.862104,-112.450619,"US 12 days","","Pocatello","ID","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",42.842206,-112.423548,"upper level","","Pocatello","ID","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",42.558171,-114.465944,"Shoshone & 4th Ave E","","Twin Falls","ID","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",42.569218,-114.505868,"on Addison Ave W days","","Twin Falls","ID","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",40.633125,-89.398528,"217/753-2887 lgbt newspaper for downstate IL","","","IL","","Publications","(statewide)",NA,NA,NA,NA
2003,"Found",38.905761,-90.159142,"College Ave (at Rock Springs Dr)","","Alton","IL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",40.480295,-89.000718,"","","Bloomington","IL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",41.605149,-87.561958,"","","Calumet City","IL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",37.727273,-89.21675,"618/549-4633","","Carbondale","IL","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",37.729264,-89.115309,"Cambria Rd (5 miles E of town, off Cambria exit)","","Carbondale","IL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",41.878114,-87.629798,"773/871-7610 monthly news & features for Black lgbts","","Chicago","IL","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",41.878114,-87.629798,"773/975-0264 slick glossy w/ bar listings, articles, photos & circuit dish","","Chicago","IL","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",41.878114,-87.629798,"773/325-0005 lgbt newspaper","","Chicago","IL","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",41.878114,-87.629798,"773/871-7610 monthly news & features for Latino/a lgbts","","Chicago","IL","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",41.878114,-87.629798,"773/327-7271 weekly, extensive resource listings","","Chicago","IL","","Publications","",NA,NA,NA,NA
2003,"Found",41.874152,-87.620806,"btwn Michigan Ave & the lake","","Chicago","IL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",41.986186,-87.651997,"along lake (at 5700 N)","","Chicago","IL","Cruisy Area,(AYOR)","Cruising Areas","Listed under ""Chicago - North Side"".",NA,NA,NA,NA
2003,"Found",41.986186,-87.651997,"at Hollywood & Sheirdan Sts 'the' gay beach","","Chicago","IL","(*)","Entertainment & Recreation","",NA,NA,NA,NA
2003,"Found",41.905752,-87.702182,"North Ave & Sacramento near pavilion & bushes","","Chicago","IL","Cruisy Area,(AYOR)","Cruising Areas","Listed under ""Chicago - Overview"".",NA,NA,NA,NA
2003,"Found",41.971341,-87.646619,"E of Lake Shore Dr (btwn Foster & Montrose)","","Chicago","IL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",41.878114,-87.629798,"312/726-MEGA Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse, & Respond to voice ads. Use code 5051","","Chicago","IL","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",41.878114,-87.629798,"773/871-7610 news, views, art & recreation focusing on African-American lgbt community","","Chicago","IL","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",41.878114,-87.629798,"312/440-9268 jacuzzi, roof deck, gym","","Chicago","IL","(GS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",41.878114,-87.629798,"773/769-6328 also publish Chicago Pink Pages","","Chicago","IL","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",41.878114,-87.629798,"708/388-6902","","Chicago","IL","","Erotica","",NA,NA,NA,NA
2003,"General Coordinates Used",41.878114,-87.629798,"773/472-6319 directory of the local businesses","","Chicago","IL","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",41.878114,-87.629798,"900/847-6338 Talk and/or meet with other men from the area, t only 99c per minute","","Chicago","IL","","Men's Services","",NA,NA,NA,NA
2003,"Found",41.883111,-87.628121,"One W Washington St (at Dearborn) 312/782-1111, 877/294-9712 ","","Chicago","IL","(GF)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",41.878114,-87.629798,"773/871-7610 weekly lgbt newspaper & weekly calender guide","","Chicago","IL","","Publications","",NA,NA,NA,NA
2003,"Found",39.845193,-88.992234,"in the back","","Decatur","IL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",38.810853,-90.100547,"Rte 3, 2 miles N of I-270 closes at dusk","","Granite City","IL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",42.083679,-88.230578,"Rte 72 (btwn 25 & 59) ","","Hoffman Estates","IL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",38.154098,-88.922567,"off I-57 (S of Mt Vernon, N of Carbondale) near boat ramp","","Ina","IL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",41.525031,-88.081725,"Rte 59 (2 miles N of Hwy 52)","","Joliet","IL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",41.177887,-87.949973,"Rte 102 across from main entrace, Dan Uze Area","","Kankakee","IL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",41.76473,-87.871334,"summers","","LaGrange","IL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",40.406487,-88.726315,"around Dawson Lake & Timber Point","","Leroy","IL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",37.730605,-88.933126,"exit 45, off I-57 618/995-1586 24hrs","","Marion","IL","","Erotica","",NA,NA,NA,NA
2003,"General Coordinates Used",41.286062,-88.674774,"summers","","Marseilles","IL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",39.391425,-87.693638,"Rte 1 (at I-70) 217/826-8936 24hrs, cruisy","","Marshall","IL","(AYOR)","Erotica","",NA,NA,NA,NA
2003,"General Coordinates Used",41.885032,-87.784502,"708/848-9140","","Oak Park","IL","(WC)","Bookstores","",NA,NA,NA,NA
2003,"General Coordinates Used",41.318434,-89.022178,"5 miles S of I-80 (at Rte 178/Utica exit) river area","","Ottawa","IL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",39.635965,-87.696453,"Hwy 1, N of town (W side of park)","","Paris","IL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
