"ID","title","amenityfeatures","description","streetaddress","type","city","state","Year","unclear_address","uncleartype","notes","lastmodified","full.address","lon","lat","geoAddress","status"
1076,"Golden Gate Books","","","447 S. First","Book Store","San Jose","CA",1988,NA,"","","2/15/2022 5:29pm","447 S. First, San Jose, CA",-121.885773,37.329151,"447 s 1st st, san jose, ca 95113, usa","Geocoded"
1077,"Holy Trinity Church","","","86 Keyes St.","Religious Institution","San Jose","CA",1988,NA,"","","2/15/2022 5:29pm","86 Keyes St., San Jose, CA",-121.876465,37.3204327,"86 keyes st, san jose, ca 95112, usa","Geocoded"
1078,"Landing","","(Piano Bar)","448 W. Santa Clara","Bars/Clubs","San Jose","CA",1988,NA,"","","2/15/2022 5:30pm","448 W. Santa Clara, San Jose, CA",-121.8998272,37.3317635,"448 w santa clara st, san jose, ca 95113, usa","Geocoded"
1079,"Mac's","(OC),(RT)","(Some OC,RT)","349 S. 1st St.","Bars/Clubs","San Jose","CA",1988,NA,"","","2/15/2022 5:30pm","349 S. 1st St., San Jose, CA",-121.8868343,37.3305373,"349 s 1st st, san jose, ca 95113, usa","Geocoded"
1082,"Pink Cat Theatre","","","25 W. San Salvador","Theatre","San Jose","CA",1988,NA,"","","2/15/2022 5:36pm","25 W. San Salvador, San Jose, CA",-121.8863364,37.3300622,"25 w san salvador st, san jose, ca 95113, usa","Geocoded"
1083,"Renegades","(W),(PT)","","393 Stockton","Bars/Clubs","San Jose","CA",1988,NA,"","","2/15/2022 5:37pm","393 Stockton, San Jose, CA",-121.9079536,37.3344548,"393 stockton ave, san jose, ca 95126, usa","Geocoded"
1084,"Sex Shop Arcade & Books","","","389 S. 1st St.","Erotic Shop,Book Store","San Jose","CA",1988,NA,"","","2/15/2022 5:37pm","389 S. 1st St., San Jose, CA",-121.886523,37.3300293,"three sixty residences, 389 s 1st st, san jose, ca 95113, usa","Geocoded"
1085,"641 Club","(SM),(W),(OC),(*)","(Some SM, W, OC","641 Stockton","Bars/Clubs","San Jose","CA",1988,NA,"","","2/15/2022 5:38pm","641 Stockton, San Jose, CA",-121.9123982,37.3394014,"641 stockton ave, san jose, ca 95126, usa","Geocoded"
1086,"St. John's","(*),(D),(YC),(E),(R)","(Disco)","170 W. St. John St.","Bars/Clubs,Restaurant","San Jose","CA",1988,NA,"","","2/15/2022 5:39pm","170 W. St. John St., San Jose, CA",-121.8944596,37.3366501,"170 w st john st, san jose, ca 95110, usa","Geocoded"
1087,"Visions","(YC),(D),(PT)","(Unisex) (Disco)","393 Lincoln Ave.","Bars/Clubs","San Jose","CA",1988,NA,"","","2/15/2022 5:40pm","393 Lincoln Ave., San Jose, CA",-121.9087751,37.3213029,"393 lincoln ave, san jose, ca 95126, usa","Geocoded"
1088,"Watergarden","(*)","(Health club)","1010 The Alameda","Bathhouses","San Jose","CA",1988,NA,"","","2/15/2022 5:42pm","1010 The Alameda, San Jose, CA",-121.9094864,37.3312376,"1010 the alameda, san jose, ca 95126, usa","Geocoded"
1096,"Bill's","(M),(W),(L),(C),(AH),(WE),(PT),(V)","(Eagle)(Some M, W, L) (C-AH-WE)","16024 E. 14th St.","Bars/Clubs","San Leandro","CA",1988,NA,"","","2/15/2022 6:46pm","16024 E. 14th St., San Leandro, CA",-122.1184584,37.6984727,"san leandro, ca 94578 united states, 16024 e 14th st,, 16024 e 14th st, san leandro, ca 94578, usa","Geocoded"
1097,"Skate Station","","(Tues. only)","15676 E. 14th","Business","San Leandro","CA",1988,NA,"","","2/15/2022 6:46pm","15676 E. 14th, San Leandro, CA",-122.1235749,37.7022541,"15676 e 14th st, san leandro, ca 94578, usa","Geocoded"
1098,"Journey's Inn","(L)","(Beer & wine) (Disco D —Thu.-Sun. *) (CI. midnight other nights) (Some L)","2115 Broad St.","Bars/Clubs","San Luis Obispo","CA",1988,NA,"","","2/15/2022 6:49pm","2115 Broad St., San Luis Obispo, CA",-120.6577598,35.2708044,"2115 broad st, san luis obispo, ca 93401, usa","Geocoded"
1107,"'B'Street","(D),(R),(YC),(PT),(*)","(Disco)","236 S .'B 'S t.","Bars/Clubs,Restaurant","San Mateo","CA",1988,NA,"","","6/13/2022 9:25am","236 S .'B 'S t., San Mateo, CA",-122.3255254,37.5629917,"san mateo, ca, usa","Geocoded"
1108,"Sassy's","(L),(D),(E)","(Disco)","220 S. 'B' St.","Bars/Clubs","San Mateo","CA",1988,NA,"","","2/15/2022 7:00pm","220 S. 'B' St., San Mateo, CA",-122.3230912,37.56598,"220 s b st, san mateo, ca 94401, usa","Geocoded"
1111,"B.J.'s","(R),(D),(*),(L)","(Disco) Some L)","721 Lincoln Ave.","Restaurant","San Rafael","CA",1988,NA,"","","6/12/2022 12:28pm","721 Lincoln Ave., San Rafael, CA",-122.5223573,37.9676202,"721 lincoln ave, san rafael, ca 94901, usa","Geocoded"
1112,"IHOP","(M),(R),(C)","","1825 4th St.","Restaurant","San Rafael","CA",1988,NA,"","","2/15/2022 7:06pm","1825 4th St., San Rafael, CA",-122.5398153,37.9740152,"1825 4th st, san rafael, ca 94901, usa","Geocoded"
1113,"Travelers Inn","(OC)","(Some OC)","706 3rd St.","Bars/Clubs","San Rafael","CA",1988,NA,"","","6/12/2022 12:31pm","706 3rd St., San Rafael, CA",-122.523461,37.971793,"706 3rd st, san rafael, ca 94901, usa","Geocoded"
1115,"M.C.C.","(MCC)","","720 N. Spurgeon","Religious Institution","Santa Ana","CA",1988,NA,"","","2/17/2022 7:42pm","720 N. Spurgeon, Santa Ana, CA",-117.8658404,33.7513062,"720 n spurgeon st, santa ana, ca 92701, usa","Geocoded"
1116,"Santa Ana Skate Ranch","","(Tues. only)","2526 N. Main","Business","Santa Ana","CA",1988,NA,"","","2/17/2022 7:46pm","2526 N. Main, Santa Ana, CA",-117.8684152,33.7705333,"2526 n main st, santa ana, ca 92705, usa","Geocoded"
1117,"Adult Store","","(24hrs.)","405 State St.","Erotic Shop","Santa Barbara","CA",1988,NA,"","","2/17/2022 7:47pm","405 State St., Santa Barbara, CA",-119.6946031,34.415871,"405 state st, santa barbara, ca 93101, usa","Geocoded"
1118,"Gay/Lesbian Center","","","232 E. Montecito #G","Community Center/Support Group","Santa Barbara","CA",1988,NA,"","","2/17/2022 7:51pm","232 E. Montecito #G, Santa Barbara, CA",NA,NA,"NA","Geocoded"
1119,"M .C .C .","(MCC)","","230 Lighthouse Road","Religious Institution","Santa Barbara","CA",1988,NA,"","","2/17/2022 7:51pm","230 Lighthouse Road, Santa Barbara, CA",-119.7209011,34.3996342,"230 lighthouse rd, santa barbara, ca 93109, usa","Geocoded"
1120,"Naughty & Nice","(M)","(Toys, etc.)","116 E. Montecito St.","Erotic Shop","Santa Barbara","CA",1988,NA,"","","2/17/2022 7:52pm","116 E. Montecito St., Santa Barbara, CA",-119.6910721,34.4162481,"116 e montecito st, santa barbara, ca 93101, usa","Geocoded"
1121,"Pub","(*),(YC),(D),(AH)","(Disco) (Liquor)","224 Helena","Bars/Clubs","Santa Barbara","CA",1988,NA,"","","2/17/2022 7:54pm","224 Helena, Santa Barbara, CA",-119.6917626,34.4152102,"224 helena ave, santa barbara, ca 93101, usa","Geocoded"
1122,"221 Club","(WE),(*),(W),(AH)","(WE*) (Some W) (Cruisy) (Service rd. just W. of Hwy. 101)","221 Montecito","Cruising Areas,Bars/Clubs","Santa Barbara","CA",1988,NA,"","","2/17/2022 8:00pm","221 Montecito, Santa Barbara, CA",-119.6956187,34.41189,"221 w montecito st, santa barbara, ca 93101, usa","Geocoded"
1123,"Unicorn","(WE),(*),(W),(SM),(L)","(WE * ) (Cruisy) Some W,SM,L)","30 W. Cota","Cruising Areas,Bars/Clubs","Santa Barbara","CA",1988,NA,"","","2/17/2022 8:02pm","30 W. Cota, Santa Barbara, CA",-119.6977695,34.4170867,"30 w cota st, santa barbara, ca 93101, usa","Geocoded"
1135,"Adult World","","","3435 El Camino Real","Erotic Shop","Santa Clara","CA",1988,NA,"","","2/17/2022 8:20pm","3435 El Camino Real, Santa Clara, CA",-121.9909088,37.3528348,"3435 el camino real, santa clara, ca 95051, usa","Geocoded"
1136,"Savoy","(L),(D),(*)","(Disco)","3546 Flora Vista","Bars/Clubs","Santa Clara","CA",1988,NA,"","","2/17/2022 8:20pm","3546 Flora Vista, Santa Clara, CA",-121.9924746,37.3532549,"3546 flora vista ave, santa clara, ca 95051, usa","Geocoded"
1137,"The Bookcase","","","36 Saratoga Ave.","Book Store","Santa Clara","CA",1988,NA,"","","2/17/2022 8:21pm","36 Saratoga Ave., Santa Clara, CA",-121.9697508,37.3238697,"36 saratoga ave, santa clara, ca 95051, usa","Geocoded"
1138,"Tinker's Damn","(YC),(*),(D),(PT)","(Disco)","46 N. Saratoga","Bars/Clubs","Santa Clara","CA",1988,NA,"","","2/17/2022 8:23pm","46 N. Saratoga, Santa Clara, CA",-121.9653352,37.3282098,"saratoga ct, santa clara, ca 95050, usa","Geocoded"
1139,"Blue Lagoon Cocktail Lounge","(*),(D)","(Liquor)(Cruisy)(Disco)","923 Pacific Ave.","Bars/Clubs,Cruising Areas","Santa Cruz","CA",1988,NA,"","","2/17/2022 8:24pm","923 Pacific Ave., Santa Cruz, CA",-122.0253637,36.9706084,"923 pacific ave, santa cruz, ca 95060, usa","Geocoded"
1140,"Faces","(YC),(L),(D)","(Some YC, L)(Disco) (W. Industrial Park)","115 Harvey","Bars/Clubs","Santa Cruz","CA",1988,NA,"","","2/17/2022 8:25pm","115 Harvey, Santa Cruz, CA",-122.0336233,36.9832169,"115 harvey west blvd, santa cruz, ca 95060, usa","Geocoded"
1142,"In Touch","(D),(*)","(Disco)","1535 Commercial Way","Bars/Clubs","Santa Cruz","CA",1988,NA,"","","2/17/2022 8:30pm","1535 Commercial Way, Santa Cruz, CA",-121.9829014,36.9877377,"1535 commercial way, santa cruz, ca 95065, usa","Geocoded"
1143,"Pacific Harbor Travel","(IGTA)","","333 Lake Ave.","Travel Service","Santa Cruz","CA",1988,NA,"","","2/17/2022 8:30pm","333 Lake Ave., Santa Cruz, CA",-122.0010032,36.9656048,"333 lake ave, santa cruz, ca 95062, usa","Geocoded"
1152,"Book Adventure","","","306 S. Blosser Rd.","Book Store","Santa Maria","CA",1988,NA,"","","2/17/2022 8:39pm","306 S. Blosser Rd., Santa Maria, CA",-120.4534597,34.950482,"306 s blosser rd, santa maria, ca 93458, usa","Geocoded"
1153,"Denny's","(M),(R)","","1019 E. Main","Restaurant","Santa Maria","CA",1988,NA,"","","2/17/2022 8:40pm","1019 E. Main, Santa Maria, CA",-120.4189734,34.9533536,"1019 e main st, santa maria, ca 93454, usa","Geocoded"
1157,"Golden Bull","(R),(*)","","170 W. Channel Rd.","Restaurant","Santa Monica","CA",1988,NA,"","","2/17/2022 8:45pm","170 W. Channel Rd., Santa Monica, CA",-118.517745,34.0290415,"170 w channel rd, santa monica, ca 90402, usa","Geocoded"
1158,"S.S. Friendship","(D)","(Summers*)","112 W . Channel Rd.","Bars/Clubs","Santa Monica","CA",1988,NA,"","","2/17/2022 8:45pm","112 W . Channel Rd., Santa Monica, CA",-118.5188306,34.0283539,"112 w channel rd, santa monica, ca 90402, usa","Geocoded"
1159,"Westbay M.C.C.","(MCC)","","1260 18th St.","Religious Institution","Santa Monica","CA",1988,NA,"","","2/17/2022 8:46pm","1260 18th St., Santa Monica, CA",-118.4839849,34.0284481,"1260 18th st, santa monica, ca 90404, usa","Geocoded"
1164,"Santa Rosa Inn","(*),(YC),(D),(L),(PT)","(Some L)","4302 Santa Rosa Ave.","Bars/Clubs","Santa Rosa","CA",1988,NA,"","","2/17/2022 8:48pm","4302 Santa Rosa Ave., Santa Rosa, CA",-122.712358,38.3735645,"4302 santa rosa ave, santa rosa, ca 95407, usa","Geocoded"
1165,"Sawyer's News","","","733 4th St.","Book Store","Santa Rosa","CA",1988,NA,"","","6/12/2022 12:01pm","733 4th St., Santa Rosa, CA",-122.7114976,38.4418897,"733 4th st, santa rosa, ca 95404, usa","Geocoded"
1166,"Sausalito Inn","(R),(E),(*)","","12 El Portal","Restaurant","Sausalito","CA",1988,NA,"","","6/13/2022 9:25am","12 El Portal, Sausalito, CA",-122.4790751,37.8557568,"12 el portal, sausalito, ca 94965, usa","Geocoded"
1169,"Adult Books","(F&S)","(Back- F&S)","332 N. California","Book Store,Erotic Shop","Stockton","CA",1988,NA,"","","6/8/2022 10:48am","332 N. California, Stockton, CA",-121.2854202,37.9572869,"332 n california st, stockton, ca 95202, usa","Geocoded"
1170,"Boot Strap","(*),(W),(SM)","(Some W,SM) (Cruisy)","147 N. Aurora","Bars/Clubs,Cruising Areas","Stockton","CA",1988,NA,"","","2/17/2022 8:58pm","147 N. Aurora, Stockton, CA",-121.2799597,37.9559187,"147 n aurora st, stockton, ca 95202, usa","Geocoded"
1171,"Chez Zabeth","(M),(R)","","445 W. Weber","Restaurant","Stockton","CA",1988,NA,"","","2/17/2022 9:01pm","445 W. Weber, Stockton, CA",-121.2971925,37.9528065,"445 w weber ave, stockton, ca 95203, usa","Geocoded"
1172,"M .C .C","","(209) 943-5277","2737 Pacific Ave.","Religious Institution","Stockton","CA",1988,NA,"","","2/17/2022 9:02pm","2737 Pacific Ave., Stockton, CA",-121.3034017,37.9751583,"2737 pacific ave, stockton, ca 95204, usa","Geocoded"
1173,"Paradise","(YC),(D),(*)","(Disco)","4206 N. West Lane","Bars/Clubs","Stockton","CA",1988,NA,"","","2/17/2022 9:06pm","4206 N. West Lane, Stockton, CA",-121.2860581,37.9916511,"4206 west ln, stockton, ca 95208, usa","Geocoded"
1174,"Pleasure Place Books","","(adj. Bijou Theatre) (Cruisy)","171 W. Adams","Cruising Areas,Book Store","Stockton","CA",1988,NA,"","","2/17/2022 9:08pm","171 W. Adams, Stockton, CA",-121.30059,37.9726654,"171 w adams st, stockton, ca 95204, usa","Geocoded"
1177,"Incentive Journeys","(IGTA)","","1638 Edmonton Ave.","Cruising Areas","Sunnyvale","CA",1988,NA,"","","2/17/2022 9:12pm","1638 Edmonton Ave., Sunnyvale, CA",-122.0556457,37.3395883,"1638 edmonton ave, sunnyvale, ca 94087, usa","Geocoded"
1180,"Alley Cat","(M),(R)","(Greek) (Beer & Wine)","110 W. Stanley","Restaurant","Ukiah","CA",1988,NA,"","","2/17/2022 9:16pm","110 W. Stanley, Ukiah, CA",-123.2083429,39.1507099,"110 w standley st, ukiah, ca 95482, usa","Geocoded"
1181,"Mustang Books","(*)","","961 N. Central","Book Store","Upland","CA",1988,NA,"","","2/17/2022 9:17pm","961 N. Central, Upland, CA",-117.6897751,34.1059464,"961 n central ave, upland, ca 91786, usa","Geocoded"
1182,"Club Pegasus","(D),(YC),(*)","(Disco) (enter in rear)","730 Lincoln Rd. E.","Bars/Clubs","Vallejo","CA",1988,NA,"","","2/17/2022 9:18pm","730 Lincoln Rd. E., Vallejo, CA",-122.2295202,38.0992067,"730 lincoln rd e, vallejo, ca 94591, usa","Geocoded"
1183,"Our Bar","(D),(PT),(R)","(Disco)","832 Sonoma","Restaurant,Bars/Clubs","Vallejo","CA",1988,NA,"","","2/17/2022 9:26pm","832 Sonoma, Vallejo, CA",-122.2452492,38.0899954,"832 sonoma blvd, vallejo, ca 94590, usa","Geocoded"
1184,"Unicorn Lounge","(PT)","","730 Lincoln","Bars/Clubs","Vallejo","CA",1988,NA,"","","2/17/2022 9:26pm","730 Lincoln, Vallejo, CA",-122.2477874,38.114516,"730 lincoln hwy, vallejo, ca 94590, usa","Geocoded"
1188,"Denny's","(M),(R),(C),(AH)","","2148 Harbor Blvd.","Restaurant","Ventura","CA",1988,NA,"","","2/17/2022 9:32pm","2148 Harbor Blvd., Ventura, CA",-119.2719825,34.2666956,"2148 e harbor blvd, ventura, ca 93001, usa","Geocoded"
1190,"Library","(YC),(D)","(Disco) (Thur. & Sun. only*)","2815 E. Main","Bars/Clubs","Ventura","CA",1988,NA,"","","2/17/2022 9:36pm","2815 E. Main, Ventura, CA",-119.258137,34.2728075,"2815 e main st, ventura, ca 93003, usa","Geocoded"
1191,"M.C.C.","(MCC)","","4949 Foothill Blvd.","Religious Institution","Ventura","CA",1988,NA,"","","2/17/2022 9:37pm","4949 Foothill Blvd., Ventura, CA",-119.2294177,34.2840019,"4949 foothill rd, ventura, ca 93003, usa","Geocoded"
1192,"San Souci","(M),(OC)","(Late)","23 S. Chestnut","Bars/Clubs","Ventura","CA",1988,NA,"","","2/17/2022 9:38pm","23 S. Chestnut, Ventura, CA",-119.2917716,34.2804733,"23 s chestnut st, ventura, ca 93001, usa","Geocoded"
1193,"Three Star Adult News","","","359E.Main","Erotic Shop","Ventura","CA",1988,NA,"","","2/17/2022 9:38pm","359E.Main, Ventura, CA",-119.2952886,34.281105,"359 e main st, ventura, ca 93001, usa","Geocoded"
1194,"Top Banana's","(L),(D),(R)","","1644 E. Thompson","Restaurant","Ventura","CA",1988,NA,"","","6/13/2022 9:25am","1644 E. Thompson, Ventura, CA",-119.2764104,34.2752768,"1644 e thompson blvd, ventura, ca 93001, usa","Geocoded"
1195,"Wild Goose","(WE),(*),(W),(PT)","(WE*)","2485 E. Main St.","Bars/Clubs","Ventura","CA",1988,NA,"","","2/17/2022 9:49pm","2485 E. Main St., Ventura, CA",-119.2628244,34.2756407,"2485 e main st, ventura, ca 93003, usa","Geocoded"
1200,"Oasis Book Store","","","14949 Palmdale Rd.","Book Store","Victorville","CA",1988,NA,"","","2/17/2022 9:52pm","14949 Palmdale Rd., Victorville, CA",-117.3377525,34.5063923,"14949 palmdale rd, victorville, ca 92392, usa","Geocoded"
1201,"West Side 15","(M),(PT)","(Beer)","16868 Stoddard Wells Rd.","Bars/Clubs","Victorville","CA",1988,NA,"","","2/17/2022 9:53pm","16868 Stoddard Wells Rd., Victorville, CA",-117.2894945,34.5564729,"16868 stoddard wells rd, victorville, ca 92394, usa","Geocoded"
1204,"Erotic News","","(Books)","1688 Locust St.","Erotic Shop,Book Store","Walnut Creek","CA",1988,NA,"","","2/17/2022 9:54pm","1688 Locust St., Walnut Creek, CA",-122.063139,37.901956,"1688 locust st, walnut creek, ca 94596, usa","Geocoded"
1205,"Hub","(D),(*)","(Disco)","1220 Pine St.","Bars/Clubs","Walnut Creek","CA",1988,NA,"","","2/17/2022 9:55pm","1220 Pine St., Walnut Creek, CA",-122.0605541,37.9108286,"1220 pine st, walnut creek, ca 94596, usa","Geocoded"
1207,"Mac's Travel Service","(IGTA)","","3634 S. Nogales","Travel Service","West Covina","CA",1988,NA,"","","2/17/2022 9:57pm","3634 S. Nogales, West Covina, CA",-117.8863288,34.0118302,"3634 s nogales st, west covina, ca 91792, usa","Geocoded"
1208,"Scene One","(D),(R),(L)","(Disco)","340 N. Azusa","Bars/Clubs,Restaurant","West Covina","CA",1988,NA,"","","2/17/2022 9:58pm","340 N. Azusa, West Covina, CA",-117.9073534,34.0769993,"340 n azusa ave, west covina, ca 91791, usa","Geocoded"
1209,"Andre's Club","(M),(AYOR)","","312 S. Galena, 3rd FI.","Bars/Clubs","Aspen","CO",1988,NA,"","","2/17/2022 9:59pm","312 S. Galena, 3rd FI., Aspen, CO",-106.8184599,39.1883018,"312 s galena st #3rd, aspen, co 81611, usa","Geocoded"
1213,"Boulder Express","(YC),(M),(D),(PT),(*)","","2075 30th St.","Bars/Clubs","Boulder","CO",1988,NA,"","","2/17/2022 10:07pm","2075 30th St., Boulder, CO",-105.2538594,40.0214705,"2075 30th st, boulder, co 80301, usa","Geocoded"
1214,"Path Ways Travel Service","(IGTA)","","1460 Norwood","Travel Service","Boulder","CO",1988,NA,"","","2/17/2022 10:08pm","1460 Norwood, Boulder, CO",-105.2789378,40.0433845,"1460 norwood ave, boulder, co 80304, usa","Geocoded"
1215,"The News Stand","","(Books & cruisy arcade)","1720 15th St.","Book Store,Cruising Areas","Boulder","CO",1988,NA,"","","6/12/2022 12:27pm","1720 15th St., Boulder, CO",-105.2746806,40.015206,"1720 15th st, boulder, co 80302, usa","Geocoded"
1222,"Annex","(M),(YC),(D),(*)","(Disco) (3.2 beer","1807 Depaul","Bars/Clubs","Colorado Springs","CO",1988,NA,"","","2/17/2022 10:17pm","1807 Depaul, Colorado Springs, CO",-104.7926884,38.8594437,"1807 de paul st, colorado springs, co 80909, usa","Geocoded"
1223,"Denny's","(M),(R),(C),(AH)","","1-25 at Bijou","Restaurant","Colorado Springs","CO",1988,NA,"","","2/17/2022 10:22pm","1-25 at Bijou, Colorado Springs, CO",-104.8213634,38.8338816,"colorado springs, co, usa","Geocoded"
1225,"Exit Lounge","(*)","(Cocktail hr. & Sun. brunch & lunch)","2028 Sheldon Ave.","Bars/Clubs","Colorado Springs","CO",1988,NA,"","","2/17/2022 10:24pm","2028 Sheldon Ave., Colorado Springs, CO",-104.8579498,38.8420807,"2028 sheldon ave, colorado springs, co 80904, usa","Geocoded"
1226,"First Amendment Adult Book Store","(*)","(Cruisy)","220 E. Fillmore","Book Store,Erotic Shop,Cruising Areas","Colorado Springs","CO",1988,NA,"","","6/12/2022 12:26pm","220 E. Fillmore, Colorado Springs, CO",-104.8184621,38.8749295,"220 e fillmore st, colorado springs, co 80907, usa","Geocoded"
1229,"Hide & Seek Complex","(R),(PT),(YC),(D),(*)","(2 bars) (Disco)","512 W. Colorado","Bars/Clubs,Restaurant","Colorado Springs","CO",1988,NA,"","","6/13/2022 9:25am","512 W. Colorado, Colorado Springs, CO",-104.8349166,38.8329172,"512 w colorado ave, colorado springs, co 80905, usa","Geocoded"
1230,"M.C.C.","(MCC)","","700 N. Union","Religious Institution","Colorado Springs","CO",1988,NA,"","","2/17/2022 10:28pm","700 N. Union, Colorado Springs, CO",-104.7942825,38.8432248,"700 n union blvd, colorado springs, co 80909, usa","Geocoded"
1231,"Numbers","(D),(L),(PT)","(Some L)","2001 E. LaSalle","Bars/Clubs","Colorado Springs","CO",1988,NA,"","","2/17/2022 10:30pm","2001 E. LaSalle, Colorado Springs, CO",-104.7927619,38.8595715,"2001 e la salle st, colorado springs, co 80909, usa","Geocoded"
1233,"After Dark","","(Books & Erotica)","111 S. Broadway","Book Store,Erotic Shop","Denver","CO",1988,NA,"","","2/17/2022 10:31pm","111 S. Broadway, Denver, CO",-104.9873167,39.7162764,"111 s broadway, denver, co 80209, usa","Geocoded"
1234,"Arbor Cottage","(B&B),(IGTA)","(303) 399-7453","1536 Gilpin St.","Hotel","Denver","CO",1988,NA,"","","2/17/2022 10:35pm","1536 Gilpin St., Denver, CO",-104.9669276,39.7407853,"1536 gilpin st, denver, co 80218, usa","Geocoded"
