"title","description","streetaddress","city","state","amenityfeatures","type","unclear_address","Year","notes","full.address","lon","lat","geoAddress","status"
"Leticia's","(Mexican R)","2223 Market St.","San Francisco","CA","(R),(*)","Restaurant",NA,1985,"","2223 Market St., San Francisco, CA",-122.4313774,37.7651206,"2223 market st, san francisco, ca 94114, usa","Geocoded"
"Leather Forever","(Leather, clothes, etc.) (Castro & Market)","3989 17th St.","San Francisco","CA","(*)","Erotic Shop",NA,1985,"","3989 17th St., San Francisco, CA",-122.4348123,37.762401,"3989 17th st, san francisco, ca 94114, usa","Geocoded"
"Mint","","1942 Market St.","San Francisco","CA","(*),(R),(E)","Restaurant",NA,1985,"","1942 Market St., San Francisco, CA",-122.4258163,37.770277,"1942 market st, san francisco, ca 94102, usa","Geocoded"
"Midnight Sun","(Video)(Cruisy)","4067 18th St.","San Francisco","CA","(*)","Bars/Clubs,Cruising Areas",NA,1985,"","4067 18th St., San Francisco, CA",-122.43432,37.76073,"4067 18th st, san francisco, ca 94114, usa","Geocoded"
"Moby Dick's","(Video)","4049 18th St.","San Francisco","CA","(PT)","Bars/Clubs",NA,1985,"","4049 18th St., San Francisco, CA",-122.4337525,37.7608316,"4049 18th st, san francisco, ca 94114, usa","Geocoded"
"Men's Room","(at Noe)","3988 18th St.","San Francisco","CA","","Bars/Clubs",NA,1985,"","3988 18th St., San Francisco, CA",-122.4324918,37.7612084,"3988 18th st, san francisco, ca 94114, usa","Geocoded"
"Nothing Special","(Best at 6am)","469 Castro St.","San Francisco","CA","(PT)","Bars/Clubs",NA,1985,"","469 Castro St., San Francisco, CA",-122.4348082,37.7615065,"469 castro st, san francisco, ca 94114, usa","Geocoded"
"National Gay Rights Advocates","","540 Castro St.","San Francisco","CA","","Organization",NA,1985,"","540 Castro St., San Francisco, CA",-122.4351191,37.7602167,"540 castro st, san francisco, ca 94114, usa","Geocoded"
"Muscle System","(Gym)","2241 Market St.","San Francisco","CA","(*)","Gym",NA,1985,"","2241 Market St., San Francisco, CA",-122.4316941,37.7649636,"2241 market st, san francisco, ca 94114, usa","Geocoded"
"Orphan Andy's","","3991 17th St.","San Francisco","CA","(R),(AH),(*)","Restaurant",NA,1985,"","3991 17th St., San Francisco, CA",-122.4348896,37.762326,"3991 17th st, san francisco, ca 94114, usa","Geocoded"
"Neon Chicken","","4063 18th St.","San Francisco","CA","(R)","Restaurant",NA,1985,"","4063 18th St., San Francisco, CA",-122.4342272,37.760827,"4063 18th st, san francisco, ca 94114, usa","Geocoded"
"Pensione","","1668 Market St.","San Francisco","CA","(*),(H)","Hotel",NA,1985,"","1668 Market St., San Francisco, CA",-122.4217955,37.773585,"1668 market st, san francisco, ca 94102, usa","Geocoded"
"Pendulum","(B&W)","4148 18th St.","San Francisco","CA","(PT)","Bars/Clubs",NA,1985,"","4148 18th St., San Francisco, CA",-122.4358775,37.7609279,"4148 18th st, san francisco, ca 94114, usa","Geocoded"
"Phoenix","(Some SM)","482 Castro St.","San Francisco","CA","(SM)","Bars/Clubs",NA,1985,"","482 Castro St., San Francisco, CA",-122.4352739,37.7611442,"482 castro st, san francisco, ca 94114, usa","Geocoded"
"Pilsner Inn","(Some OC)(Cruisy)","225 Church St.","San Francisco","CA","(*),(OC)","Bars/Clubs,Cruising Areas",NA,1985,"","225 Church St., San Francisco, CA",-122.4286088,37.7671342,"225 church st, san francisco, ca 94114, usa","Geocoded"
"Patio Cafe","(Liquor)","531 Castro St.","San Francisco","CA","(R)","Restaurant",NA,1985,"","531 Castro St., San Francisco, CA",-122.4346715,37.760389,"531 castro st, san francisco, ca 94114, usa","Geocoded"
"Pipeline","","4149 18th St.","San Francisco","CA","","Bars/Clubs",NA,1985,"","4149 18th St., San Francisco, CA",-122.4360035,37.7606565,"4149 18th st, san francisco, ca 94114, usa","Geocoded"
"Shape Up","(Gym)(Both Sexes)","2301 Market St.","San Francisco","CA","(*)","Gym",NA,1985,"","2301 Market St., San Francisco, CA",-122.4332611,37.7636388,"2301 market st, san francisco, ca 94114, usa","Geocoded"
"Sausage Factory","(M-Pizza-R)","517 Castro St.","San Francisco","CA","(M),(R)","Restaurant",NA,1985,"","517 Castro St., San Francisco, CA",-122.4347581,37.7605147,"517 castro st, san francisco, ca 94114, usa","Geocoded"
"Rugby","(Men's Clothing)","4071 18th St.","San Francisco","CA","","Business",NA,1985,"","4071 18th St., San Francisco, CA",-122.4343923,37.7607555,"4071 18th st, san francisco, ca 94114, usa","Geocoded"
"Rosie's Cantina","(Fast-food Mexican R)","4001 18th St.","San Francisco","CA","(R)","Restaurant",NA,1985,"","4001 18th St., San Francisco, CA",-122.4329885,37.760873,"4001 18th st, san francisco, ca 94114, usa","Geocoded"
"Ten Club","","10 Sanchez St.","San Francisco","CA","(PT)","Bars/Clubs",NA,1985,"","10 Sanchez St., San Francisco, CA",-122.431632,37.7691114,"10 sanchez st, san francisco, ca 94114, usa","Geocoded"
"2140 Market","(Macho)(Disco)","2140 Market St.","San Francisco","CA","(YC),(D),(*)","Bars/Clubs",NA,1985,"","2140 Market St., San Francisco, CA",-122.4299645,37.7671503,"2140 market st, san francisco, ca 94114, usa","Geocoded"
"Transfer","(Cruisy)(Opens 6am)","225 Church St.","San Francisco","CA","(*),(PT)","Bars/Clubs,Cruising Areas",NA,1985,"","225 Church St., San Francisco, CA",-122.4286088,37.7671342,"225 church st, san francisco, ca 94114, usa","Geocoded"
"Welcome Home","(Beer & Wine)","464 Castro St.","San Francisco","CA","(M),(R)","Restaurant",NA,1985,"","464 Castro St., San Francisco, CA",-122.4353189,37.7615021,"464 castro st, san francisco, ca 94114, usa","Geocoded"
"Village","(Patio)","4068 18th St.","San Francisco","CA","(PT)","Bars/Clubs",NA,1985,"","4068 18th St., San Francisco, CA",-122.4342714,37.7611484,"4068 18th st, san francisco, ca 94114, usa","Geocoded"
"Willows Inn","(nr. Church & Market)","710 14th St.","San Francisco","CA","(M),(H)","Hotel",NA,1985,"","710 14th St., San Francisco, CA",-122.4293507,37.7678124,"710 14th st, san francisco, ca 94114, usa","Geocoded"
"Walt Whitman Bookshop","","2319 Market St.","San Francisco","CA","(*)","Book Store",NA,1985,"","2319 Market St., San Francisco, CA",-122.4334304,37.7636625,"2319 market st, san francisco, ca 94114, usa","Geocoded"
"Women's Training Center","(L-Gym)","2164 Market St.","San Francisco","CA","(L)","Gym",NA,1985,"","2164 Market St., San Francisco, CA",-122.4303889,37.7668397,"2164 market st, san francisco, ca 94114, usa","Geocoded"
"Without Reservations","","460 Castro St.","San Francisco","CA","(R)","Restaurant",NA,1985,"","460 Castro St., San Francisco, CA",-122.4352861,37.7615267,"460 castro st, san francisco, ca 94114, usa","Geocoded"
"Animals","(Baths)(Slings)","161 6th St.","San Francisco","CA","(F&S),(W),(SM),(FFA),(*),(P)","Bars/Clubs,Bathhouses",NA,1985,"","161 6th St., San Francisco, CA",-122.4076742,37.7803772,"161 6th st, san francisco, ca 94103, usa","Geocoded"
"Anxious Arms","","964 Howard St.","San Francisco","CA","(*),(H)","Hotel",NA,1985,"","964 Howard St., San Francisco, CA",-122.4065303,37.7805117,"964 howard st, san francisco, ca 94103, usa","Geocoded"
"Ambush","(Some W, SM, FFA)(Cruisy)(Beer & Wine)","1351 Harrison","San Francisco","CA","(*),(W),(SM),(FFA),(R)","Restaurant,Cruising Areas",NA,1985,"","1351 Harrison, San Francisco, CA",-122.4106167,37.7718583,"1351 harrison st, san francisco, ca 94103, usa","Geocoded"
"Canary Island","(R- Cl. Sun.-Tue.)","1270 Harrison St.","San Francisco","CA","(R)","Restaurant",NA,1985,"","1270 Harrison St., San Francisco, CA",-122.4098571,37.7730619,"1270 harrison st, san francisco, ca 94103, usa","Geocoded"
"Brig","","1347 Folsom St.","San Francisco","CA","(SM),(*),(PT)","Bars/Clubs",NA,1985,"","1347 Folsom St., San Francisco, CA",-122.4121271,37.7730725,"1347 folsom st, san francisco, ca 94103, usa","Geocoded"
"Castle Grande","(PE)(French R)(Lunch & Sun.brunch) (at 12 St. )","1600 Folsom","San Francisco","CA","(R),(PE)","Restaurant",NA,1985,"","1600 Folsom, San Francisco, CA",-122.4153316,37.7708859,"1600 folsom st, san francisco, ca 94103, usa","Geocoded"
"Boot Camp","","101 Bryant St.","San Francisco","CA","(P),(F&S)","Bars/Clubs",NA,1985,"","101 Bryant St., San Francisco, CA",-122.3896957,37.7862563,"101 bryant st, san francisco, ca 94105, usa","Geocoded"
"Cissy's Saloon","","1586 Folsom St.","San Francisco","CA","(M),(R)","Restaurant",NA,1985,"","1586 Folsom St., San Francisco, CA",-122.4151808,37.7712076,"1586 folsom st, san francisco, ca 94103, usa","Geocoded"
"Cauldron","(Recycled beer)","953 Natoma","San Francisco","CA","(*),(P),(F&S),(AH)","Bars/Clubs",NA,1985,"","953 Natoma, San Francisco, CA",-122.4150696,37.7738291,"953 natoma st, san francisco, ca 94103, usa","Geocoded"
"Chez Mollet","","527 Bryant St.","San Francisco","CA","(R)","Restaurant",NA,1985,"","527 Bryant St., San Francisco, CA",-122.3964121,37.7805795,"527 bryant st, san francisco, ca 94107, usa","Geocoded"
"Chaps","(Some SM,W)","375 11th St.","San Francisco","CA","(*),(SM),(W)","Bars/Clubs",NA,1985,"","375 11th St., San Francisco, CA",-122.4126145,37.7711031,"375 11th st, san francisco, ca 94103, usa","Geocoded"
"C'Est Si Bon","","201 9th St.","San Francisco","CA","(R),(E)","Restaurant",NA,1985,"","201 9th St., San Francisco, CA",-122.4128275,37.7750053,"201 9th st, san francisco, ca 94103, usa","Geocoded"
"Clementina's Baybrick Inn","","1190 Folsom St.","San Francisco","CA","(L),(R),(D),(H),(*)","Restaurant",NA,1985,"","1190 Folsom St., San Francisco, CA",-122.410026,37.775454,"1190 folsom st, san francisco, ca 94103, usa","Geocoded"
"Covered Wagon","(Looks promising)","917 Folsom St.","San Francisco","CA","(R)","Restaurant",NA,1985,"","917 Folsom St., San Francisco, CA",-122.4035876,37.7797596,"917 folsom st, san francisco, ca 94107, usa","Geocoded"
"Club San Francisco","(C.B.C Baths)","330 Ritch St.","San Francisco","CA","(*)","Bars/Clubs,Bathhouses",NA,1985,"","330 Ritch St., San Francisco, CA",-122.3943829,37.7790885,"330 ritch st, san francisco, ca 94107, usa","Geocoded"
"Don Ramon's","(Mexican R)","225 11th St.","San Francisco","CA","(R)","Restaurant",NA,1985,"","225 11th St., San Francisco, CA",-122.4149768,37.7728818,"225 11th st, san francisco, ca 94103, usa","Geocoded"
"Hamburger Mary's","","1582 Folsom St.","San Francisco","CA","(R),(C),(AH),(*)","Restaurant",NA,1985,"","1582 Folsom St., San Francisco, CA",-122.4151349,37.771157,"1582 folsom st, san francisco, ca 94103, usa","Geocoded"
"Pimiento","","139 8th St.","San Francisco","CA","(M),(R)","Restaurant",NA,1985,"","139 8th St., San Francisco, CA",-122.412597,37.7771672,"139 8th st, san francisco, ca 94103, usa","Geocoded"
"Rainbow Castle Co.","","199 Valencia St.","San Francisco","CA","(PT),(C&W),(OC)","Bars/Clubs",NA,1985,"","199 Valencia St., San Francisco, CA",-122.4221052,37.7700278,"199 valencia st, san francisco, ca 94103, usa","Geocoded"
"Ramrod","(Movies)(Opens 6am)","1225 Folsom St.","San Francisco","CA","(WE),(*),(W)","Business",NA,1985,"","1225 Folsom St., San Francisco, CA",-122.4104361,37.774566,"1225 folsom st, san francisco, ca 94103, usa","Geocoded"
"Rawhide","","2280 7th St.","San Francisco","CA","(*),(C&W),(D)","Bars/Clubs",NA,1985,"","2280 7th St., San Francisco, CA",-122.3951419,37.7666023,"2280 7th st, san francisco, ca 94107, usa","Geocoded"
"South of Market Club","","225 6th St.","San Francisco","CA","(P),(F&S)","Bars/Clubs",NA,1985,"","225 6th St., San Francisco, CA",-122.406702,37.779528,"225 6th st, san francisco, ca 94103, usa","Geocoded"
"South of Slot","(FFA,SM,Uniforms)","979 Folsom St.","San Francisco","CA","(F&S),(FFA),(SM)","Bars/Clubs",NA,1985,"","979 Folsom St., San Francisco, CA",-122.4048766,37.7788027,"979 folsom st, san francisco, ca 94107, usa","Geocoded"
"Stables","(Some W,SM)","1123 Folsom St.","San Francisco","CA","(W),(SM)","Bars/Clubs",NA,1985,"","1123 Folsom St., San Francisco, CA",-122.4083888,37.7761062,"1123 folsom st, san francisco, ca 94103, usa","Geocoded"
"Stud","(Disco)(Punkers)","1535 Folsom St.","San Francisco","CA","(D),(*)","Bars/Clubs",NA,1985,"","1535 Folsom St., San Francisco, CA",-122.4143025,37.7713728,"1535 folsom st, san francisco, ca 94103, usa","Geocoded"
"Stud Store","(Leather,erotica)","960 Folsom St.","San Francisco","CA","","Erotic Shop",NA,1985,"","960 Folsom St., San Francisco, CA",-122.4048882,37.7793007,"960 folsom st, san francisco, ca 94107, usa","Geocoded"
"Touring Gear Unlimited","(M.C. repair & accessories)","229 7th St.","San Francisco","CA","","Business",NA,1985,"","229 7th St., San Francisco, CA",-122.4085436,37.7777151,"229 7th st, san francisco, ca 94103, usa","Geocoded"
"Sutro Baths","(Both sexes)","1015 Folsom St.","San Francisco","CA","","Bathhouses",NA,1985,"","1015 Folsom St., San Francisco, CA",-122.4058001,37.7781117,"1015 folsom st, san francisco, ca 94103, usa","Geocoded"
"Trading Post Shopping Complex","(Leather, clothes, toys, etc.)","336 6th St.","San Francisco","CA","(*)","Erotic Shop",NA,1985,"","336 6th St., San Francisco, CA",-122.4051847,37.7779233,"336 6th st, san francisco, ca 94103, usa","Geocoded"
"Worn Out West","(Clothing)","1158 Howard St.","San Francisco","CA","","Business",NA,1985,"","1158 Howard St., San Francisco, CA",-122.4109331,37.777204,"1158 howard st, san francisco, ca 94103, usa","Geocoded"
"Watering Hole","(Some W,OC)","1147 Folsom St.","San Francisco","CA","(W),(OC),(PT),(*)","Bars/Clubs",NA,1985,"","1147 Folsom St., San Francisco, CA",-122.408838,37.775799,"1147 folsom st, san francisco, ca 94103, usa","Geocoded"
"Trocadero Transfer","(Disco)","520 4th St.","San Francisco","CA","(P),(D),(YC),(AH),(WE),(*)","Bars/Clubs",NA,1985,"","520 4th St., San Francisco, CA",-122.3979233,37.7791177,"520 4th st, san francisco, ca 94107, usa","Geocoded"
"Bradley's Corner","","900 Cole St.","San Francisco","CA","(PT)","Bars/Clubs",NA,1985,"","900 Cole St., San Francisco, CA",-122.4497032,37.7656683,"900 cole st, san francisco, ca 94117, usa","Geocoded"
"Hotel Paradiso","","492 Grove St.","San Francisco","CA","(M),(H)","Hotel",NA,1985,"","492 Grove St., San Francisco, CA",-122.4247517,37.777807,"492 grove st, san francisco, ca 94102, usa","Geocoded"
"DeLuxe","","1511 Haight St.","San Francisco","CA","(*),(PT)","Bars/Clubs",NA,1985,"","1511 Haight St., San Francisco, CA",-122.4471395,37.7697686,"1511 haight st, san francisco, ca 94117, usa","Geocoded"
"I-Beam","(Disco)(Some Unisex, YC, B, Punk)(Upstairs)","1748 Haight St.","San Francisco","CA","(D),(YC),(B),(PT),(WE),(*)","Bars/Clubs",NA,1985,"","1748 Haight St., San Francisco, CA",-122.4511099,37.769665,"1748 haight st, san francisco, ca 94117, usa","Geocoded"
"Lombard Plaza","","2026 Lombard","San Francisco","CA","(*),(H)","Hotel",NA,1985,"","2026 Lombard, San Francisco, CA",-122.4352004,37.8003129,"2026 lombard st, san francisco, ca 94123, usa","Geocoded"
"Listening Post","(Supposedly opening soon)","2222 Fillmore","San Francisco","CA","","Bars/Clubs",NA,1985,"","2222 Fillmore, San Francisco, CA",-122.4339298,37.7901903,"2222 fillmore st, san francisco, ca 94115, usa","Geocoded"
"La Pasada","(Mexican R)","2298 Fillmore St.","San Francisco","CA","(M),(R)","Restaurant",NA,1985,"","2298 Fillmore St., San Francisco, CA",-122.4339111,37.7906203,"2298 fillmore st, san francisco, ca 94115, usa","Geocoded"
"Jack's House","(German Guest House)","311 Steiner","San Francisco","CA","(H)","Hotel",NA,1985,"","311 Steiner, San Francisco, CA",-122.4325019,37.7723763,"311 steiner st, san francisco, ca 94117, usa","Geocoded"
"Peg's Place","","4737 Geary","San Francisco","CA","(L),(OC),(D),(PT)","Bars/Clubs",NA,1985,"","4737 Geary, San Francisco, CA",-122.4703196,37.7804941,"4737 geary blvd, san francisco, ca 94118, usa","Geocoded"
"St.Priapus Church","(Phallic Worship)","583 Grove St.","San Francisco","CA","","Religious Institution",NA,1985,"","583 Grove St., San Francisco, CA",-122.426092,37.777313,"583 grove st, san francisco, ca 94102, usa","Geocoded"
"Maud's","","937 Cole St.","San Francisco","CA","(L),(D),(PT)","Bars/Clubs",NA,1985,"","937 Cole St., San Francisco, CA",-122.4500469,37.7652923,"937 cole st, san francisco, ca 94117, usa","Geocoded"
"Park Bowling Alley & R","","1855 Haight St.","San Francisco","CA","(M),(R)","Bars/Clubs,Restaurant",NA,1985,"","1855 Haight St., San Francisco, CA",-122.4526509,37.7689481,"1855 haight st, san francisco, ca 94117, usa","Geocoded"
"#'s (Numbers)","","2201 Fillmore","San Francisco","CA","","Bars/Clubs",NA,1985,"","2201 Fillmore, San Francisco, CA",-122.4342061,37.7899812,"2201 fillmore st, san francisco, ca 94115, usa","Geocoded"
"Spreckel's Mansion","(PE Rooms)","737 Buena Vista West","San Francisco","CA","(H)","Hotel",NA,1985,"","737 Buena Vista West, San Francisco, CA",-122.443915,37.7681572,"737 buena vista ave w, san francisco, ca 94117, usa","Geocoded"
"Trax","","1437 Haight St.","San Francisco","CA","(*),(PT)","Bars/Clubs",NA,1985,"","1437 Haight St., San Francisco, CA",-122.4460345,37.7699782,"1437 haight st, san francisco, ca 94117, usa","Geocoded"
"The Voice","(Publication)","1782 Pacific","San Francisco","CA","","Publications",NA,1985,"","1782 Pacific, San Francisco, CA",-122.3958433,37.7943114,"san francisco, ca 94105, usa","Geocoded"
"Artemis Society","","1199 Valencia","San Francisco","CA","(L),(R),(*)","Restaurant",NA,1985,"","1199 Valencia, San Francisco, CA",-122.420628,37.7538309,"1199 valencia st, san francisco, ca 94110, usa","Geocoded"
"Amelia's","(Disco)","647 Valencia","San Francisco","CA","(L),(D),(*)","Bars/Clubs",NA,1985,"","647 Valencia, San Francisco, CA",-122.4214116,37.7625064,"647 valencia st, san francisco, ca 94110, usa","Geocoded"
"Esta Noche","(Latins)(Salsa Disco)(Central Americans)","3079 16th St.","San Francisco","CA","(D),(*)","Bars/Clubs",NA,1985,"","3079 16th St., San Francisco, CA",-122.4213151,37.7646979,"3079 16th st, san francisco, ca 94110, usa","Geocoded"
"B.A.R","(Publication)","1528 15th St.","San Francisco","CA","","Publications",NA,1985,"","1528 15th St., San Francisco, CA",-122.4183444,37.7670148,"1528 15th st, san francisco, ca 94103, usa","Geocoded"
"Fickle Fox","","842 Valencia","San Francisco","CA","(*),(R)","Restaurant",NA,1985,"","842 Valencia, San Francisco, CA",-122.4216627,37.7594047,"842 valencia st, san francisco, ca 94110, usa","Geocoded"
"Graffiti's","(Neo-punk)","853 Valencia","San Francisco","CA","(M),(D)","Bars/Clubs",NA,1985,"","853 Valencia, San Francisco, CA",-122.4210613,37.759309,"853 valencia st, san francisco, ca 94110, usa","Geocoded"
"El Rio","(Patio)","3158 Mission St.","San Francisco","CA","(PT)","Bars/Clubs",NA,1985,"","3158 Mission St., San Francisco, CA",-122.4194395,37.7468046,"3158 mission st, san francisco, ca 94110, usa","Geocoded"
"Harlow's","","878 Valencia","San Francisco","CA","(R)","Restaurant",NA,1985,"","878 Valencia, San Francisco, CA",-122.4216627,37.7588835,"878 valencia st, san francisco, ca 94110, usa","Geocoded"
"Irish Rover","(Some L)","1498 Valencia","San Francisco","CA","(L)","Bars/Clubs",NA,1985,"","1498 Valencia, San Francisco, CA",-122.4205845,37.7490222,"1498 valencia st, san francisco, ca 94110, usa","Geocoded"
"Old Wives' Tale","(Books)","1009 Valencia","San Francisco","CA","(L)","Book Store",NA,1985,"","1009 Valencia, San Francisco, CA",-122.4209545,37.7566676,"1009 valencia st, san francisco, ca 94110, usa","Geocoded"
"SIR","(SM phone & mail Fantasies)","257 Laguna St.","San Francisco","CA","(SM)","Bars/Clubs",NA,1985,"","257 Laguna St., San Francisco, CA",-122.4258053,37.7734692,"257 laguna st, san francisco, ca 94102, usa","Geocoded"
"Phone Booth","","1398 S. Van Ness","San Francisco","CA","","Bars/Clubs",NA,1985,"","1398 S. Van Ness, San Francisco, CA",-122.4163974,37.7508634,"1398 s van ness ave, san francisco, ca 94110, usa","Geocoded"
