"title","description","streetaddress","city","state","amenityfeatures","type","notes","Year","lon","lat","status","unclear_address","full.address","geoAddress"
"Ronnie's Bamboo Room","","219 N. Frazier","Conroe","TX","","Bars/Clubs","",1969,-95.4617032,30.3107139,"Geocoded",NA,NA,NA
"Ronnie's Bamboo Room","","219 N. Frazier","Conroe","TX","","Bars/Clubs","",1970,-95.4617032,30.3107139,"Geocoded",NA,NA,NA
"Ronnie's Bamboo Room","","219 N. Frazier","Conroe","TX","","Bars/Clubs","",1971,-95.4617032,30.3107139,"Geocoded",NA,NA,NA
"Ronnie's Bamboo Room","","219 N. Frazier","Conroe","TX","","Bars/Clubs","",1972,-95.4617032,30.3107139,"Geocoded",NA,NA,NA
"Ronsue's","(called Ronnie Sue's)","3236 McKinney","Dallas","TX","(*)","Bars/Clubs","",1971,-96.79917,32.8034697,"Geocoded",NA,NA,NA
"Ronsue's","((S) on Sundays ) (called Ronnie Sue's)","3236 McKinney","Dallas","TX","(*),(S)","Bars/Clubs","",1972,-96.79917,32.8034697,"Geocoded",NA,NA,NA
"Rooftop Cafe","(lunches)","300 block of Front","Key West","FL","(R),(C),(*)","Restaurant","Coordinates for 300 Front St.",1978,-81.806445,24.558865,"Found",NA,NA,NA
"Rooftop Cafe","(Lunches) ","310 Front St. ","Key West","FL","(M),(R)","Restaurant","",1979,-81.8063793,24.5591898,"Geocoded",NA,NA,NA
"Rooftop Cafe","(Lunches)","310 Front St.","Key West","FL","(M),(R),(*)","Restaurant","",1980,-81.8063793,24.5591898,"Geocoded",NA,NA,NA
"Rosalie's Too ","(Books) ","900 Preston ","Houston","TX","","Book Store","",1978,-95.3621631,29.7617855,"Geocoded",NA,NA,NA
"Rose Park","","","Abilene","TX","(AYOR),Cruisy Area","Cruising Areas","",1980,-99.753885,32.44224,"Found",NA,NA,NA
"Rose's Dept. Store T-Room","","","Greenville","SC","Cruisy Area","Cruising Areas","",1979,-82.39401,34.852618,"General City Coordinates Used",NA,NA,NA
"Rosebud","","1609 W. Howard Ave.","Biloxi","MS","(YC),(D),(*)","Bars/Clubs","",1975,-88.9018688,30.3985008,"Geocoded",NA,NA,NA
"Rosy's","","4601 Tchoupitoulis","New Orleans","LA","Cruisy Area,(M),(AYOR),(YC)","Cruising Areas","",1980,-90.1036213,29.9171676,"Geocoded",NA,NA,NA
"Round & Round","","McCormick & Lee","Greensboro","NC","","Bars/Clubs","",1977,-79.811657,36.062733,"Found",NA,NA,NA
"Round Bldg. -N.C. State Campus","","","Raleigh","NC","Cruisy Area","Cruising Areas","General university coordinates.",1977,-78.682095,35.784663,"Found",NA,NA,NA
"Round Table","","507 Westheimer","Houston","TX","","Bars/Clubs","",1968,-95.387676,29.7442282,"Geocoded",NA,NA,NA
"Round Table","","507 Westheimer","Houston","TX","","Bars/Clubs","",1969,-95.387676,29.7442282,"Geocoded",NA,NA,NA
"Round Table","","507 Westheimer","Houston","TX","","Bars/Clubs","",1970,-95.387676,29.7442282,"Geocoded",NA,NA,NA
"Round Table","","507 Westheimer","Houston","TX","","Bars/Clubs","",1971,-95.387676,29.7442282,"Geocoded",NA,NA,NA
"Round Table","(best Sunday afternoons)","507 Westheimer","Houston","TX","(*)","Bars/Clubs","",1973,-95.387676,29.7442282,"Geocoded",NA,NA,NA
"Round Table","(best Sunday afternoons)","506 Westheimer","Houston","TX","","Bars/Clubs","",1974,-95.3875437,29.74478,"Geocoded",NA,NA,NA
"Round Table","best Sunday afternoons","507 Westheimer","Houston","TX","(*)","Bars/Clubs","",1975,-95.387676,29.7442282,"Geocoded",NA,NA,NA
"Round the Corner","","313 W. Butte St.","Norfolk","VA","","Bars/Clubs","",1976,-76.2941828,36.8526898,"Geocoded",NA,NA,NA
"Round Up","(Sterilized Society Page)","819 St. Louis St.","New Orleans","LA","","Bars/Clubs","",1980,-90.0673586,29.9574424,"Geocoded",NA,NA,NA
"Royal Inn","","4139 Busch Blvd.","Tampa","FL","(D),(H),(M),(R)","Hotels","",1975,-82.4120395,28.0322371,"Geocoded",NA,NA,NA
"Royal Lion Club","","236 Quachita Ave.","Hot Springs","AL","(P),(D)","Bars/Clubs","",1973,-93.0562894,34.50721,"Geocoded",NA,NA,NA
"Royal Lion Club","(ioen Th-F-S-S only)","236 Quachita Ave","Hot Springs","AR","(P),(D),(G)","Bars/Clubs","",1974,-93.0562894,34.50721,"Geocoded",NA,NA,NA
"Royal Lion Club","(Some G) (Open Th-F-S only)","236 Quachita Ave","Hot Springs","AR","(P),(D),(G)","Bars/Clubs","",1975,-93.0562894,34.50721,"Geocoded",NA,NA,NA
"Royal Lion Club","(Open Th-F-Sat only) ","236 Quachita ","Hot Springs","AR","(P),(D),(G)","Bars/Clubs","",1976,-93.0562894,34.50721,"Geocoded",NA,NA,NA
"Royal Lion Club ","(some (G))","236 Quachita Ave. ","Hot Springs","AR","(P),(D),(G)","Bars/Clubs","",1972,-93.0562894,34.50721,"Geocoded",NA,NA,NA
"Royal St. 'Promenade'","Betw. Canal & St. Phillips St.s (Days)","","New Orleans","LA","Cruisy Area","Cruising Areas","",1980,-90.071532,29.951066,"General City Coordinates Used",NA,NA,NA
"Royal St. 'Promenade' bet. Canal & St. Phillips St.s","","","New Orleans","LA","Cruisy Area","Cruising Areas","",1975,-90.071532,29.951066,"General City Coordinates Used",NA,NA,NA
"Royal St. 'Promenade' between Canal & St. Phillips","","","New Orleans","LA","Cruisy Area","Cruising Areas","",1976,-90.071532,29.951066,"General City Coordinates Used",NA,NA,NA
"Royal St. Promenade betw. Canal & St. Phillips Sts.","(Days)","","New Orleans","LA","Cruisy Area","Cruising Areas","",1979,-90.071532,29.951066,"General City Coordinates Used",NA,NA,NA
"Royal Street Promenade betw. Canal & St. Phillips Streets","","","New Orleans","LA","Cruisy Area","Cruising Areas","",1978,-90.071532,29.951066,"General City Coordinates Used",NA,NA,NA
"Royal Street “Promenade between Canal and St. Phillips Street","","","New Orleans","LA","Cruisy Area","Cruising Areas","",1977,-90.071532,29.951066,"General City Coordinates Used",NA,NA,NA
"Ruby's Begonia's","","216 W. Dickson St.","Fayetteville","AR","(P),(M),(YC),(R)","Restaurant","",1980,-94.1625912,36.0664659,"Geocoded",NA,NA,NA
"Ruby's Drive Inn","(after hours)","9901 Weatherford Hwy.","Ft. Worth","TX","(C),(R)","Restaurant","",1971,-97.7972544,32.7592955,"Geocoded",NA,NA,NA
"Ruby's Drive Inn","(after hours)","9901 Weatherford Hwy.","Ft. Worth","TX","(C),(R)","Restaurant","",1972,-97.7972544,32.7592955,"Geocoded",NA,NA,NA
"Rudy's","","124 Duval","Key West","FL","","Bars/Clubs","",1969,-81.8056226,24.5593617,"Geocoded",NA,NA,NA
"Rudy's","","124 Duval","Key West","FL","(M)","Bars/Clubs","",1970,-81.8056226,24.5593617,"Geocoded",NA,NA,NA
"Rum Bottoms","(Unisex) (Disco) ","1001 N. Federal Highway ","Hallandale","FL","(M),(YC),(D)","Bars/Clubs","",1977,-80.1430764,25.9961587,"Geocoded",NA,NA,NA
"Rushton Park","","","Birmingham","AL","Cruisy Area","Cruising Areas","",1978,-86.780064,33.506402,"Found",NA,NA,NA
"Rushton Park","","","Birmingham","AL","Cruisy Area","Cruising Areas","",1979,-86.780064,33.506402,"Found",NA,NA,NA
"Rushton Park","","","Birmingham","AL","Cruisy Area","Cruising Areas","",1980,-86.780064,33.506402,"Found",NA,NA,NA
"Russel House - Univ of SC","","","Columbia","SC","Cruisy Area","Cruising Areas","",1974,-81.026995,33.996645,"Found",NA,NA,NA
"Russel House - University of S.C.","","","Columbia","SC","Cruisy Area","Cruising Areas","",1975,-81.026995,33.996645,"Found",NA,NA,NA
"Russel House -Univ. of S.C.","","","Columbia","SC","Cruisy Areas","Cruising Areas","",1973,-81.026995,33.996645,"Found",NA,NA,NA
"Russel House at the University","","","Columbia","SC","Cruisy Areas","Cruising Areas","",1972,-81.026995,33.996645,"Found",NA,NA,NA
"Ruthie's Fun Palace ","","702 S.W. McNabe Rd.","Pompano Beach","FL","","Bars/Clubs","",1976,-80.1312456,26.2106325,"Geocoded",NA,NA,NA
"Ruthie's Golden Garter","","","Ft. Lauderdale","FL","(D)","Bars/Clubs","",1974,-80.116737,26.167149,"Found",NA,NA,NA
"Ruthie's Golden Garter","","Coral Court - Oakland Park Blvd. at U.S. 1","Ft. Lauderdale","FL","(D),(*)","Bars/Clubs","",1975,-80.116737,26.167149,"Found",NA,NA,NA
"Ruthie's Golden Garter","","Coral Court- Oakland Pk. Blvd. at U.S. 1","Ft. Lauderdale","FL","(D),(*)","Bars/Clubs","",1976,-80.116737,26.167149,"Found",NA,NA,NA
"Ruthie's Fun Palace ","(Also C -AH) ","702 S.W. McNabe Rd. ","Pompano Beach","FL","(D),(*),(BYOB),(C),(AH)","Bars/Clubs","",1978,-80.1312456,26.2106325,"Geocoded",NA,NA,NA
"Ruthie's Fun Place ","","702 S.W. McNabe Road ","Pompano Beach","FL","","Bars/Clubs","",1977,-80.1312456,26.2106325,"Geocoded",NA,NA,NA
"Ruthie's Golden Garter","","Coral Center, Oakland Pk. Blvd. at U.S. 1","Ft. Lauderdale","FL","(D)","Bars/Clubs","",1973,-80.116737,26.167149,"Found",NA,NA,NA
"Ryan Park","","","Richmond","VA","Cruisy Areas","Cruising Areas","",1973,-77.436048,37.540725,"General City Coordinates Used",NA,NA,NA
"Ryan Park","","","Richmond","VA","Cruisy Area","Cruising Areas","",1974,-77.436048,37.540725,"General City Coordinates Used",NA,NA,NA
"Ryan's Someplace Else So.","(Cruisy)","3140 N. Tamiami Trail at 32nd St.","Sarasota","FL","(D),(*),(YC)","Bars/Clubs,Cruising Areas","",1980,-82.550075,27.363716,"Found",NA,NA,NA
"Ryan's Someplace Else South","(Disco) (Cruisy)","3140 N. Tamiami Trail at 32nd St.","Sarasota","FL","(*),(YC),(D)","Bars/Clubs","",1979,-82.550075,27.363716,"Found",NA,NA,NA
"S & L Bar ","","6822 Biscayne Blvd. ","Miami","FL","(PT)","Bars/Clubs","",1979,-80.1845022,25.8386991,"Geocoded",NA,NA,NA
"S.I.R. Apts","","705 S.E. 2nd St.","Ft. Lauderdale","FL","(H)","Hotels","",1980,-80.1362301,26.1209267,"Geocoded",NA,NA,NA
"Safari","","W. on Sterling Hwy.","San Antonio","TX","(RT)","Bars/Clubs","",1972,-98.493628,29.424122,"General City Coordinates Used",NA,NA,NA
"Safari","","W. on Sterling Hwy.","San Antonio","TX","(HIP),(RT)","Bars/Clubs","",1973,-98.493628,29.424122,"General City Coordinates Used",NA,NA,NA
"Safari","","","San Antonio","TX","(HIP),(RT)","Bars/Clubs","",1974,-98.493628,29.424122,"General City Coordinates Used",NA,NA,NA
"Safari Lounge","(upstairs)","706 Iberville","New Orleans","LA","(B)","Bars/Clubs","",1972,-90.0685051,29.9541109,"Geocoded",NA,NA,NA
"Safari Lounge","(upstairs)","704 Iberville St.","New Orleans","LA","(B),(RT)","Bars/Clubs","",1974,-90.0684349,29.95412,"Geocoded",NA,NA,NA
"Safari Lounge ","(upstairs)","704 Iberville St.","New Orleans","LA","(B),(RT)","Bars/Clubs","",1973,-90.0684349,29.95412,"Geocoded",NA,NA,NA
"Sagittarius ","(Latins) ","3000 N. St. Mary's","San Antonio","TX","(D),(S)","Bars/Clubs","",1977,-98.484611,29.4525318,"Geocoded",NA,NA,NA
"Sagittarius ","(Latins) ","3000  No. St. Mary's ","San Antonio","TX","(D),(S)","Bars/Clubs","",1978,-98.484611,29.4525318,"Geocoded",NA,NA,NA
"Salamander","(Latins)(the last of the once great Ambassadors III)","427 22nd St.","Miami Beach","FL","(P),(M),(D)","Bars/Clubs","",1976,-80.1307767,25.7986215,"Geocoded",NA,NA,NA
"Sally's ","","805 Westheimer ","Houston","TX","(D)","Bars/Clubs","",1978,-95.390231,29.7443369,"Geocoded",NA,NA,NA
"Saloon","(thru arcade)","","Ft. Lauderdale","FL","(*)","Bars/Clubs","",1974,-80.14466,26.120313,"Found",NA,NA,NA
"Saloon","(trhough arcade)","219 S.W. 1st. Ave.","Ft. Lauderdale","FL","(*)","Bars/Clubs","",1975,-80.1446604,26.1203133,"Geocoded",NA,NA,NA
"Saloon","(thru arcade)
","219 S.W. 1st Ave","Ft. Lauderdale","FL","(OC),(*)","Bars/Clubs","",1976,-80.1446604,26.1203133,"Geocoded",NA,NA,NA
"Saloon","(Thursday Arcade)","219 S.W. 1st Ave.","Ft. Lauderdale","FL","(OC)","Bars/Clubs","",1980,-80.1446604,26.1203133,"Geocoded",NA,NA,NA
"Saloon ","","219 S.W. 1st Ave. ","Ft. Lauderdale","FL","(*)","Bars/Clubs","",1973,-80.1446604,26.1203133,"Geocoded",NA,NA,NA
"Saloon ","(Thru arcade) ","219 S.W. 1st Avenue","Ft. Lauderdale","FL","(OC),(*)","Bars/Clubs","",1977,-80.1446604,26.1203133,"Geocoded",NA,NA,NA
"Saloon ","(Thur. arcade) ","219 S.W. 1st Ave.","Ft. Lauderdale","FL","(*),(OC)","Bars/Clubs","",1979,-80.1446604,26.1203133,"Geocoded",NA,NA,NA
"Salty Dog ","(Disco) ","4604 Ayers","Corpus Christi","TX","(*),(G),(D),(PT)","Bars/Clubs","",1979,-97.4221868,27.7432217,"Geocoded",NA,NA,NA
"Salty Dog Books & Arcade","","2005 S. Shepherd","Houston","TX","","Book Store","",1976,-95.4103422,29.7478004,"Geocoded",NA,NA,NA
"Salty Dog Books & Arcade ","","2005 S. Shepard ","Houston","TX","","Book Store","",1977,-95.4103422,29.7478004,"Geocoded",NA,NA,NA
"Sam's","(After hours til 6am)","672 Marshall","Memphis","TN","(YC),(D),(AH),(*)","Bars/Clubs","",1980,-90.0380859,35.139721,"Geocoded",NA,NA,NA
"Sam's Submarines and Sandwiches","(behind Aubrey BP Gas Station)","1843 Thomasville Rd","Tallahassee","FL","(R),(YC),(G),(D)","Restaurant,Bars/Clubs","",1974,-84.2700305,30.4645823,"Geocoded",NA,NA,NA
"Sambo's","(Red Bank)","","Chattanooga","TN","(M),(R),(C),(AH)","Restaurant","",1976,-85.3096801,35.0456297,"Geocoded",NA,NA,NA
"Sambo's","","2500 Brainerd Rd","Chattanooga","TN","(M),(R),(C),(AH)","Restaurant","",1980,-85.2586917,35.0298502,"Geocoded",NA,NA,NA
"Sambo's","","","Fayetteville","AR","(M),(R),(C),(AH)","Restaurant","",1980,-94.171854,36.082156,"Found",NA,NA,NA
"Sambo's","","Market St. nr. Holiday Inn","Wilmington","NC","(M),(R),(C),(AH)","Restaurant","",1980,-77.886812,34.210389,"General City Coordinates Used",NA,NA,NA
"Sambo's","","Baton Rouge Hwy.","Alexandria","LA","(M),(R),(C),(AH)","Restaurant","",1980,-92.445137,31.311294,"General City Coordinates Used",NA,NA,NA
"Sambo's","","Ryan nr. Sale","Lake Charles","LA","(M),(C),(AH)","Bars/Clubs","",1980,-93.217376,30.226595,"General City Coordinates Used",NA,NA,NA
"Sambo's","","","Abilene","TX","Cruisy Area,(M),(R),(C),(AH)","Cruising Areas,Restaurant","",1980,-99.733144,32.448736,"General City Coordinates Used",NA,NA,NA
"Sambo's","(Red Banks)","2500 Brainard Road and 4103 Dayton Road","Chattanooga","TN","(M),(C),(AH),(*)","Bars/Clubs","Coordinate for location #1: 2500 Brainard Road",1977,-85.258692,35.02985,"Found",NA,NA,NA
"Sambo's","(Red Banks)","2500 Brainard Road and 4103 Dayton Road","Chattanooga","TN","(M),(C),(AH),(*)","Bars/Clubs","Coordinates for location #2: 4103 Dayton Rd",1977,-85.289345,35.123562,"Found",NA,NA,NA
"Sambo's","","Baton Rouge Hwy. 924  Jackson ","Alexandria","LA","(M),(R),(C),(AH)","Restaurant","",1978,-92.4258042,31.2335884,"Geocoded",NA,NA,NA
"Sambo's","","Market St. nr. Holiday Inn","Wilmington","NC","(M),(R),(C),(AH)","Restaurant","",1978,-77.886812,34.210389,"General City Coordinates Used",NA,NA,NA
"Sambo's","","Ryan nr. Sale","Lake Charles","LA","(R)","Restaurant","",1978,-93.217376,30.226595,"General City Coordinates Used",NA,NA,NA
"Sambo's","","Market St. nr. Holiday Inn","Wilmington","NC","(M),(R),(C),(AH)","Restaurant","",1979,-77.886812,34.210389,"General City Coordinates Used",NA,NA,NA
"Sambo's ","","2500 Brainerd Rd. ","Chattanooga","TN","(M),(R),(C),(AH)","Restaurant","",1978,-85.2586917,35.0298502,"Geocoded",NA,NA,NA
"Sambo's ","","Baton Rouge Hwy. ","Alexandria","LA","(M),(R),(C),(AH)","Restaurant","",1979,-92.4258042,31.2335884,"Geocoded",NA,NA,NA
"Sambo's ","","Ryan nr. Sale ","Lake Charles","LA","(M),(R),(C),(AH)","Restaurant","",1979,-93.219494,30.18504,"Geocoded",NA,NA,NA
"Sambo's ","","2500 Brainerd Rd. ","Chattanooga","TN","(M),(R),(C),(AH)","Restaurant","",1979,-85.2586917,35.0298502,"Geocoded",NA,NA,NA
"San Antonio ","(Disco) (5 room “super bar with some W, HIP, YC) (Game room-PT) ","1122 N. St. Mary's ","San Antonio","TX","(D),(*)","Bars/Clubs","",1977,-98.4867249,29.4333899,"Geocoded",NA,NA,NA
"San Antonio Book Mart","","2018 Broadway","San Antonio","TX","","Book Store","",1980,-98.4759876,29.4450479,"Geocoded",NA,NA,NA
"San Antonio Country","5 room 'super-bar', disco, liquor too!","1122 N. St. Mary's","San Antonio","TX","(D),(W),(YC),(HIP),(B),(*)","Bars/Clubs","clarify about description",1975,-98.4867249,29.4333899,"Geocoded",NA,NA,NA
"San Antonio Country","(Disco)[5 room 'super bar' with some (W)(HIP)(YC)(B)(Unisex) and whatever. Liquor too.]
","1122 N. St. Marys","San Antonio","TX","(D),(*)","Bars/Clubs","",1976,-98.4867249,29.4333899,"Geocoded",NA,NA,NA
"San Antonio Country","('Super complex' - 7 rooms, 2 discos, patio, pool table, some hip, W, YC) (After hours coffee til 4am) (Cruisy) (Patio)","1122 N. St. Mary's","San Antonio","TX","(*),(PT),(W),(YC),(AH),(C)","Bars/Clubs,Cruising Areas","",1980,-98.4867249,29.4333899,"Geocoded",NA,NA,NA
"San Antonio Country ","(5 rooms) (Disco) (Game room) (Some W, HIP, YC) ","1122 No. St. Mary's ","San Antonio","TX","(*),(PT),(D),(W),(HIP),(YC)","Bars/Clubs","",1978,-98.4867249,29.4333899,"Geocoded",NA,NA,NA
"San Antonio Country ","(Super complex -7 rooms, 2 disco's, patio, (PT) (Some Hip, W, YC) (AH-C till 4 a.m.) (Cruisy) (Patio)  ","1122 N. St. Mary's ","San Antonio","TX","(*),(HIP),(YC),(AH),(PT)","Bars/Clubs,Cruising Areas","",1979,-98.4867249,29.4333899,"Geocoded",NA,NA,NA
"San Carlos Hotel Bar","","1 Pelfox","Pensacola","FL","(M)","Bars/Clubs,Hotels","",1965,-87.2155037,30.4125785,"Geocoded",NA,NA,NA
"San Carlos Hotel Bar","","1 Peifox ","Pensacola","FL","(M)","Bars/Clubs,Hotels","",1966,-87.2155037,30.4125785,"Geocoded",NA,NA,NA
"San Carlos Hotel Bar","","1 Pelfox","Pensacola","FL","(M)","Bars/Clubs,Hotels","",1968,-87.2155037,30.4125785,"Geocoded",NA,NA,NA
"San Carlos Hotel Bar","","1 Pelfox","Pensacola","FL","(M)","Bars/Clubs,Hotels","",1969,-87.2155037,30.4125785,"Geocoded",NA,NA,NA
"San Carlos Hotel Bar","","1 Pelfox","Pensacola","FL","(M)","Bars/Clubs,Hotels","",1970,-87.2155037,30.4125785,"Geocoded",NA,NA,NA
"San Carlos Hotel Bar","","1 Palafox ","Pensacola","FL","(M),(*)","Hotels","",1971,-87.2155037,30.4125785,"Geocoded",NA,NA,NA
"San Carlos Hotel Bar","","1 N. Palafox","Pensacola","FL","(M),(*)","Hotels,Bars/Clubs","",1972,-87.2160281,30.4133262,"Geocoded",NA,NA,NA
"San Jacinto Plaza","","","El Paso","TX","Cruisy Areas","Cruising Areas","",1972,-106.488522,31.759619,"Found",NA,NA,NA
"San Jacinto Plaza","","","El Paso","TX","Cruisy Areas","Cruising Areas","",1973,-106.4850217,31.7618778,"Geocoded",NA,NA,NA
"San Jacinto Plaza","","","El Paso","TX","Cruisy Area","Cruising Areas","",1974,-106.488522,31.759619,"Found",NA,NA,NA
"San Jacinto Plaza","","","El Paso","TX","Cruisy Area","Cruising Areas","",1975,-106.488522,31.759619,"Found",NA,NA,NA
"San Jacinto Plaza","","","El Paso","TX","Cruisy Area","Cruising Areas","",1976,-106.488522,31.759619,"Found",NA,NA,NA
"San Jacinto Plaza","","","El Paso","TX","Cruisy Area","Cruising Areas","",1977,-106.488522,31.759619,"Found",NA,NA,NA
"San Jacinto Plaza","","","El Paso","TX","Cruisy Area","Cruising Areas","",1978,-106.488522,31.759619,"Found",NA,NA,NA
"San Jacinto Plaza","","","El Paso","TX","Cruisy Area","Cruising Areas","",1979,-106.488522,31.759619,"Found",NA,NA,NA
"San Jacinto Plaza","","","El Paso","TX","Cruisy Area","Cruising Areas","",1980,-106.488522,31.759619,"Found",NA,NA,NA
"San Juan Grand Central Resort","& Royal Palm Disco (Burned - may or may not be re-opening)","32 N. Orange Blossom Trail","Orlando","FL","(H),(YC),(D)","Bars/Clubs,Hotels","",1980,-81.397617,28.5430322,"Geocoded",NA,NA,NA
"Sand Bar","","19 S. 2nd","Wilmington","NC","(M)","Bars/Clubs","",1966,-77.9471054,34.2347318,"Geocoded",NA,NA,NA
"Sand Bar","","19 S 2nd St","Wilmington","NC","(M)","Bars/Clubs","",1968,-77.9471054,34.2347318,"Geocoded",NA,NA,NA
"Sand Bar","","19 S. 2nd St.","Wilmington","NC","(M)","Bars/Clubs","",1970,-77.9471054,34.2347318,"Geocoded",NA,NA,NA
"Sand Bar ","","19 S. 2nd St","Wilmington","NC","(M)","Bars/Clubs","",1969,-77.9471054,34.2347318,"Geocoded",NA,NA,NA
"Sand Box","","","Sarasota","FL","(YC),(S),(D),(R),(*)","Bars/Clubs,Restaurant","",1974,-82.533788,27.328689,"Found",NA,NA,NA
"Sand Box","(8 mi. S. of Sarasota on U.S. 41 - Osprey)","1002 S. Osprey","Sarasota","FL","(YC),(D),(S),(R),(*)","Bars/Clubs,Restaurant","",1976,-82.5340662,27.3245378,"Geocoded",NA,NA,NA
"Sand Box ","","1002 S. Osprey","Sarasota","FL","(YC),(D),(S),(R),(*)","Bars/Clubs","",1975,-82.5340662,27.3245378,"Geocoded",NA,NA,NA
"Sandbox","","3151 Seymore Hwy. ","Wichita Falls","TX","","Bars/Clubs","",1977,-98.5311479,33.9075991,"Geocoded",NA,NA,NA
"Sandbox","(Disco) (8 miles south of Sarasota on U.S. 41 in Osprey) ","1002 S. Tamiami Trail","Sarasota","FL","(D),(S),(R),(*)","Bars/Clubs","",1977,-82.5297707,27.3255188,"Geocoded",NA,NA,NA
"Sandpiper","","2135 w. Davie Blvd.","Ft. Lauderdale","FL","(*),(R),(E)","Restaurant","",1980,-80.1708573,26.1072785,"Geocoded",NA,NA,NA
"Santa Fe Junction","(Disco)","6322 San Pedro","San Antonio","TX","(*),(YC),(D)","Bars/Clubs","",1980,-98.4986961,29.4952013,"Geocoded",NA,NA,NA
"Sarabar","","Sarasota Hotel, Main St","Sarasota","FL","(M),(PE)","Bars/Clubs","",1970,-82.530653,27.336435,"General City Coordinates Used",NA,NA,NA
"Sassy's ","(2 bars) ","4516 McKinney ","Dallas","TX","(G),(D),(PT),(*)","Bars/Clubs","",1978,-96.7878442,32.8214877,"Geocoded",NA,NA,NA
"Savannah Beach","(summers)","","Savannah","GA","Cruisy Area","Cruising Areas","",1974,-80.845666,32.000215,"Found",NA,NA,NA
"Savannah Beach","summers","","Savannah","GA","Cruisy Area","","",1975,-80.845666,32.000215,"Found",NA,NA,NA
"Savannah Beach","(summers)","","Savannah","GA","Cruisy Area","Cruising Areas","",1977,-80.845666,32.000215,"Found",NA,NA,NA
"Savannah Beach","(Summers)","","Savannah","GA","Cruisy Area","Cruising Areas","",1978,-80.845666,32.000215,"Found",NA,NA,NA
"Savannah Beach","(summers)","","Savannah","GA","Cruisy Area","Cruising Areas","",1979,-80.845666,32.000215,"Found",NA,NA,NA
"Savannah Beach","(Summers)","","Savannah","GA","Cruisy Area","Cruising Areas","",1980,-80.845666,32.000215,"Found",NA,NA,NA
"Savannah Beach (summers)","","","Savannah","GA","Cruisy Area","Cruising Areas","",1976,-80.845666,32.000215,"Found",NA,NA,NA
"Savoy Street","","","Louisville","KY","Cruisy Area","Cruising Areas","",1977,-85.758456,38.252665,"Found",NA,NA,NA
"Savoy Theatre","","","Louisville","KY","Cruisy Area","Cruising Areas,Theatre","Was located at 211 W. Jefferson Street. See http://cinematreasures.org/theaters/28074 for images and history of location.",1974,-85.754051,38.253503,"Found",NA,NA,NA
