"title","description","streetaddress","city","state","amenityfeatures","type","Year","unclear_address","notes","full.address","lon","lat","geoAddress","status"
"Paramount Steak House","","1519 17th St. N.W.","Washington","DC","(R),(*)","Restaurant",1982,NA,"","1519 17th St. N.W., Washington, DC",-77.0381521,38.9104801,"1519 17th st nw, washington, dc 20036, usa","Geocoded"
"Patio Cafe","","408 8th St. S.E.","Washington","DC","(R)","Restaurant",1982,NA,"","408 8th St. S.E., Washington, DC",-76.9946796,38.8834684,"408 8th st se, washington, dc 20003, usa","Geocoded"
"Phase One","","525 8th St. S.E.","Washington","DC","(L),(D)","Bars/Clubs",1982,NA,"","525 8th St. S.E., Washington, DC",-76.9952897,38.8819626,"525 8th st se, washington, dc 20003, usa","Geocoded"
"Pier","(Disco) (Snacks) (Super lights & sound show)","1824 Half St. S.W.","Washington","DC","(*),(YC),(D),(M)","Bars/Clubs",1982,NA,"","1824 Half St. S.W., Washington, DC",-77.0103351,38.8674472,"1824 half st sw, washington, dc 20024, usa","Geocoded"
"Pleasure Chest","(Leather, toys, jewelry, erotica, etc.)","1063 Wisconsin Ave. N.W.","Georgetown","DC","(*)","Erotic Shop",1982,NA,"","1063 Wisconsin Ave. N.W., Georgetown, DC",-77.0624277,38.9043899,"1063 wisconsin ave nw, washington, dc 20007, usa","Geocoded"
"Plain Brown Wrapper","(Books, films, peep shows, liquid, toys, etc.)","1210 New York Ave. N.W.","Washington","DC","(*)","Erotic Shop",1982,NA,"","1210 New York Ave. N.W., Washington, DC",-77.0282333,38.9007649,"1210 new york ave nw, washington, dc 20005, usa","Geocoded"
"Rascal's","('Hot cocktail hour') (Opening disco on the third floor)","1520 Connecticut Ave. N.W.","Washington","DC","(*),(R)","Restaurant,Bars/Clubs",1982,NA,"","1520 Connecticut Ave. N.W., Washington, DC",-77.0443363,38.9106072,"1520 connecticut ave nw, washington, dc 20036, usa","Geocoded"
"Rogue","(WE*) (Above Louie's)","305 9th St. N.W.","Washington","DC","(S),(WE),(*)","Bars/Clubs",1982,NA,"","305 9th St. N.W., Washington, DC",-77.0236663,38.8923768,"305 9th st nw, washington, dc 20004, usa","Geocoded"
"Splash","(Gifts & crafts)","311 7th St. S.E.","Washington","DC","","Bars/Clubs",1982,NA,"","311 7th St. S.E., Washington, DC",-76.9964034,38.8856906,"311 7th st se, washington, dc 20003, usa","Geocoded"
"The Strap","(Looks promising)","1352 Capitol St. S.E.","Washington","DC","(SM),(W)","Bars/Clubs",1982,NA,"","1352 Capitol St. S.E., Washington, DC",-76.9866167,38.8901237,"1352 e capitol st se, washington, dc 20003, usa","Geocoded"
"Pro Shop","(Some L) (PT) (D)","840 Cleveland","Clearwater","FL","(*),(L),(PT),(D)","Bars/Clubs",1982,NA,"","840 Cleveland, Clearwater, FL",-82.7945139,27.9658212,"840 cleveland st, clearwater, fl 33755, usa","Geocoded"
"Unwinders","","1218 Cleveland","Clearwater","FL","","Bars/Clubs",1982,NA,"","1218 Cleveland, Clearwater, FL",-82.7866602,27.9658421,"1218 cleveland st, clearwater, fl 33755, usa","Geocoded"
"Adult Book Store","('Flicks' & cruisy arcade)","White Rose Shopping Center - Cocoa Beach Causeway","Cocoa Beach","FL","","Cruising Areas,Erotic Shop",1982,NA,"","White Rose Shopping Center - Cocoa Beach Causeway, Cocoa Beach, FL",-80.6103053,28.358289,"293 w cocoa beach causeway #225, cocoa beach, fl 32931, usa","Geocoded"
"Evening Edition","(Disco) (Game room) (Closes 2am weekdays & 4am WE) (Bayview Shopping Plaza)","5675 N. Atlantic Ave.","Cocoa Beach","FL","(*),(D),(PT),(WE)","Bars/Clubs",1982,NA,"","5675 N. Atlantic Ave., Cocoa Beach, FL",-80.6075397,28.3695937,"5675 n atlantic ave, cocoa beach, fl 32931, usa","Geocoded"
"Oz","(Small Disco) (Go go boys)","1010 S. Federal Hwy.","Dania","FL","(D)","Bars/Clubs",1982,NA,"","1010 S. Federal Hwy., Dania, FL",-80.143578,26.0387648,"1010 s federal hwy, dania beach, fl 33004, usa","Geocoded"
"2nd Time Around","","625 E. Dania Beach Blvd.","Dania","FL","(PT)","Bars/Clubs",1982,NA,"","625 E. Dania Beach Blvd., Dania, FL",-80.1324178,26.053314,"625 e dania beach blvd, dania beach, fl 33004, usa","Geocoded"
"Beach Club","(Disco)","24 N. Grandview","Daytona Beach","FL","(YC),(D)","Bars/Clubs",1982,NA,"","24 N. Grandview, Daytona Beach, FL",-81.0096102,29.2267171,"24 n grandview ave, daytona beach, fl 32118, usa","Geocoded"
"Beach Side","(Looking up)","415 Main St.","Daytona Beach","FL","(PT),(OC),(*)","Bars/Clubs",1982,NA,"","415 Main St., Daytona Beach, FL",-81.0116692,29.2257147,"415 main st bridge, daytona beach, fl 32118, usa","Geocoded"
"Breakers Motel","","27 S. Ocean","Daytona Beach","FL","(H)","Hotel",1982,NA,"","27 S. Ocean, Daytona Beach, FL",-81.0069669,29.2262302,"27 s ocean ave, daytona beach, fl 32118, usa","Geocoded"
"Fernwood Motel","","513 Main St.","Daytona Beach","FL","(H)","Hotel",1982,NA,"","513 Main St., Daytona Beach, FL",-81.0112599,29.2258274,"513 main st bridge, daytona beach, fl 32118, usa","Geocoded"
"J. Randall's Art Basement","(Studio - gallery)","220 Magnolia Ave.","Daytona Beach","FL","","Business",1982,NA,"","220 Magnolia Ave., Daytona Beach, FL",-81.021206,29.2094615,"220 magnolia ave, daytona beach, fl 32114, usa","Geocoded"
"Landmark","(Some W, SM) (S) (& Adj. Back Door *) (H - Upstairs)","615 Main St.","Daytona Beach","FL","(W),(SM),(S),(H),(*)","Bars/Clubs,Hotel",1982,NA,"","615 Main St., Daytona Beach, FL",-81.010844,29.226283,"615 main st bridge, daytona beach, fl 32118, usa","Geocoded"
"Memory Lane","(Happy hour)","30 N. Grand View","Daytona Beach","FL","(R)","Restaurant",1982,NA,"","30 N. Grand View, Daytona Beach, FL",-81.0096519,29.2268102,"30 n grandview ave, daytona beach, fl 32118, usa","Geocoded"
"Zodiac","(Disco) (Some L)","1654 S. Ridgewood","S. Daytona Beach","FL","(*),(YC),(D),(L),(S)","Bars/Clubs",1982,NA,"","1654 S. Ridgewood, S. Daytona Beach, FL",-81.0079898,29.1818144,"1654 s ridgewood ave, south daytona, fl 32119, usa","Geocoded"
"A Adult Book Store","(Best to avoid)","1915 S. Federal Hwy.","Ft. Lauderdale","FL","","Book Store",1982,NA,"","1915 S. Federal Hwy., Ft. Lauderdale, FL",-80.1369128,26.0970558,"1915 s federal hwy, fort lauderdale, fl 33316, usa","Geocoded"
"Arturo's","(Italian R)","3042B N. Federal Hwy.","Ft. Lauderdale","FL","(M),(R)","Restaurant",1982,NA,"","3042B N. Federal Hwy., Ft. Lauderdale, FL",-80.1160103,26.1668463,"3042 n federal hwy, fort lauderdale, fl 33306, usa","Geocoded"
"Bacchus","(Disco) (Liquor)","4050 N.W. 9th Ave.","Ft. Lauderdale","FL","(*),(D),(S)","Bars/Clubs",1982,NA,"","4050 N.W. 9th Ave., Ft. Lauderdale, FL",-80.1544347,26.1762306,"4050 nw 9th ave, oakland park, fl 33309, usa","Geocoded"
"Backstreet","(Liquor) (New super disco complex) (Adm.)","101 S.W. 2nd Ave.","Ft. Lauderdale","FL","(*),(YC),(D),(S),(E),(P)","Bars/Clubs",1982,NA,"","101 S.W. 2nd Ave., Ft. Lauderdale, FL",-80.146045,26.121314,"101 sw 2nd ave, fort lauderdale, fl 33301, usa","Geocoded"
"Bela-Mar Apt. - Motel","","3801 N. Ocean Blvd","Ft. Lauderdale Beach","FL","(H),(M)","Hotel",1982,NA,"","3801 N. Ocean Blvd, Ft. Lauderdale Beach, FL",-80.0999978,26.17451,"3801 n ocean blvd, fort lauderdale, fl 33308, usa","Geocoded"
"B.C.C.H.R.","(Social organization)","610 N. Ocean Blvd.","Ft. Lauderdale","FL","","Organization",1982,NA,"","610 N. Ocean Blvd., Ft. Lauderdale, FL",-80.1004388,26.1670598,"n ocean blvd, fort lauderdale, fl, usa","Geocoded"
"Blue Atlantic","","2901 Rio Mar St.","Ft. Lauderdale","FL","(M),(H)","Hotel",1982,NA,"","2901 Rio Mar St., Ft. Lauderdale, FL",-80.106521,26.1293541,"2901 riomar st, fort lauderdale, fl 33304, usa","Geocoded"
"Centennial Male Theatre","","3551 W. Broward","Ft. Lauderdale","FL","","Theatre",1982,NA,"","3551 W. Broward, Ft. Lauderdale, FL",-80.195868,26.121504,"3551 w broward blvd, fort lauderdale, fl 33312, usa","Geocoded"
"Chick'n Lick'n","","1313 E. Las Olas Blvd","Ft. Lauderdale","FL","(M),(R)","Restaurant",1982,NA,"","1313 E. Las Olas Blvd, Ft. Lauderdale, FL",-80.1290319,26.1195756,"1313 e las olas blvd, fort lauderdale, fl 33301, usa","Geocoded"
"Club House","(Baths)","2650 E. Oakland Park Blvd.","Ft. Lauderdale","FL","","Bathhouses",1982,NA,"","2650 E. Oakland Park Blvd., Ft. Lauderdale, FL",-80.1124014,26.1667598,"2650 e oakland park blvd, fort lauderdale, fl 33306, usa","Geocoded"
"Club House Connection","(Bar)","3050 N.E. 26th Terrace","Ft. Lauderdale","FL","","Bars/Clubs",1982,NA,"","3050 N.E. 26th Terrace, Ft. Lauderdale, FL",-80.1124264,26.1669263,"3050 ne 26th terrace, fort lauderdale, fl 33306, usa","Geocoded"
"El Mirador Motel","","3033 Seville","Ft. Lauderdale","FL","(H)","Hotel",1982,NA,"","3033 Seville, Ft. Lauderdale, FL",-80.104343,26.126088,"3033 seville st, fort lauderdale, fl 33304, usa","Geocoded"
"Everglades","(Cruisy) (Federal Hwy.)","1931 S.E. 6th Ave.","Ft. Lauderdale","FL","(W),(PT)","Cruising Areas,Bars/Clubs",1982,NA,"","1931 S.E. 6th Ave., Ft. Lauderdale, FL",-80.1365548,26.0896138,"1931 se 6th ave, fort lauderdale, fl 33316, usa","Geocoded"
"Glory Holes","(No booze - 'wild back room')","1954 N.W. 9th Ave.","Ft. Lauderdale","FL","","Bars/Clubs",1982,NA,"","1954 N.W. 9th Ave., Ft. Lauderdale, FL",-80.1540019,26.1523146,"1954 nw 9th ave, fort lauderdale, fl 33311, usa","Geocoded"
"Grotto","(WE*)","1914 E. Oakland","Ft. Lauderdale","FL","(WE),(*),(W)","Bars/Clubs",1982,NA,"","1914 E. Oakland, Ft. Lauderdale, FL",-80.1579011,26.1657398,"1100 w oakland park blvd, fort lauderdale, fl 33311, usa","Geocoded"
"Gym","(Club Lauderdale) (Baths)","901 S.W. 27th Ave.","Ft. Lauderdale","FL","(P)","Gymnasium",1982,NA,"","901 S.W. 27th Ave., Ft. Lauderdale, FL",-80.1781123,26.1101732,"901 sw 27th ave, fort lauderdale, fl 33312, usa","Geocoded"
"Highway News","(Books)","2223 S. Federal Hwy.","Ft. Lauderdale","FL","","Book Store",1982,NA,"","2223 S. Federal Hwy., Ft. Lauderdale, FL",-80.1368141,26.0940843,"2223 s federal hwy, fort lauderdale, fl 33316, usa","Geocoded"
"Jimmy January's","(Liquor)","2135 W. David Blvd.","Ft. Lauderdale","FL","(R)","Restaurant",1982,NA,"","2135 W. David Blvd., Ft. Lauderdale, FL",-80.1030108,26.1374072,"n fort lauderdale beach blvd, fort lauderdale, fl, usa","Geocoded"
"Johnny's Village Inn","","219 S.W. 2nd St.","Ft. Lauderdale","FL","(YC),(*)","Hotel",1982,NA,"","219 S.W. 2nd St., Ft. Lauderdale, FL",-80.146123,26.1206749,"219 sw 2nd st, fort lauderdale, fl 33301, usa","Geocoded"
"Lauderdale Manor","","2926 Valencia St.","Ft. Lauderdale","FL","(H),(M)","Hotel",1982,NA,"","2926 Valencia St., Ft. Lauderdale, FL",-80.1058889,26.1225699,"2926 valencia st, fort lauderdale, fl 33304, usa","Geocoded"
"Lefty's","(Cruisy) (Liquor)","710 N. Federal Hwy.","Ft. Lauderdale","FL","(*)","Cruising Areas,Bars/Clubs",1982,NA,"","710 N. Federal Hwy., Ft. Lauderdale, FL",-80.1374295,26.1321873,"710 n federal hwy, fort lauderdale, fl 33304, usa","Geocoded"
"M.C.C.","","1127 S.W. 2nd Ct.","Ft. Lauderdale","FL","(MCC)","Religious Institution",1982,NA,"","1127 S.W. 2nd Ct., Ft. Lauderdale, FL",-80.1571839,26.1197458,"1127 sw 2nd ct, fort lauderdale, fl 33312, usa","Geocoded"
"Marlin Beach","(Swimpool & bars)","17 S. Atlantic Blvd.","Ft. Lauderdale","FL","(*),(H),(R)","Hotel,Restaurant",1982,NA,"","17 S. Atlantic Blvd., Ft. Lauderdale, FL",-80.1048419,26.1223583,"17 s atlantic blvd, fort lauderdale, fl 33316, usa","Geocoded"
"Oasis Motel","(Pool)","1200 S. Miami Rd.","Ft. Lauderdale","FL","(H),(*)","Hotel",1982,NA,"","1200 S. Miami Rd., Ft. Lauderdale, FL",-80.136338,26.1074918,"1200 miami rd, fort lauderdale, fl 33316, usa","Geocoded"
"O & E","(Odds & Ends) (Some L) (Go go boys WE)","3148 N.E. 12th Ave.","Ft. Lauderdale","FL","(L),(S),(WE)","Bars/Clubs",1982,NA,"","3148 N.E. 12th Ave., Ft. Lauderdale, FL",-80.1308857,26.167232,"3148 ne 12th ave, oakland park, fl 33334, usa","Geocoded"
"Ocean Walk Apts.","","3008 Castillo","Ft. Lauderdale","FL","(H)","Hotel",1982,NA,"","3008 Castillo, Ft. Lauderdale, FL",-80.1054188,26.1234348,"3008 castillo st, fort lauderdale, fl 33304, usa","Geocoded"
"Outpost","((R) in back of) (Floranda Rd.)","1001 N.E. 45th St.","Ft. Lauderdale","FL","(R)","Restaurant",1982,NA,"","1001 N.E. 45th St., Ft. Lauderdale, FL",-80.1332201,26.183394,"1001 ne 45th st, oakland park, fl 33334, usa","Geocoded"
"Pipeline","(Guest house)","400 N.E. 2nd St.","Ft. Lauderdale","FL","(H)","Hotel",1982,NA,"","400 N.E. 2nd St., Ft. Lauderdale, FL",-80.1395466,26.1242461,"400 ne 2nd st, fort lauderdale, fl 33301, usa","Geocoded"
"Poop Deck","(Lower deck disco) (Liquor) (Marlin Beach Hotel)","17 S. Atlantic Blvd.","Ft. Lauderdale Beach","FL","(YC),(D),(*),(R),(S),(E)","Restaurant,Bars/Clubs,Hotel",1982,NA,"","17 S. Atlantic Blvd., Ft. Lauderdale Beach, FL",-80.1048419,26.1223583,"17 s atlantic blvd, fort lauderdale, fl 33316, usa","Geocoded"
"Saloon","","219 1/2 S.W. 1st Ave.","Ft. Lauderdale","FL","(OC)","Bars/Clubs",1982,NA,"","219 1/2 S.W. 1st Ave., Ft. Lauderdale, FL",-80.1446716,26.1203128,"219 sw 1st ave, fort lauderdale, fl 33301, usa","Geocoded"
"Spaghetti Factory","","3151 W. Oakland Park","Ft. Lauderdale","FL","(M),(R)","Restaurant",1982,NA,"","3151 W. Oakland Park, Ft. Lauderdale, FL",-80.1873757,26.166063,"3151 w oakland park blvd, oakland park, fl 33311, usa","Geocoded"
"Studio X Books","(Cruisy) (U.S. Hwy. 1)","2417 S.E. 6th Ave.","Ft. Lauderdale","FL","(*)","Cruising Areas,Book Store",1982,NA,"","2417 S.E. 6th Ave., Ft. Lauderdale, FL",-80.1365548,26.0896138,"2417 se 6th ave, fort lauderdale, fl 33316, usa","Geocoded"
"Sunrise Adult Book Store","","1241 W. Sunrise Blvd.","Ft. Lauderdale","FL","","Erotic Shop",1982,NA,"","1241 W. Sunrise Blvd., Ft. Lauderdale, FL",-80.1580998,26.1369447,"1241 w sunrise blvd, fort lauderdale, fl 33311, usa","Geocoded"
"Surf & Sand Apts.","","3009 Sebastian St.","Ft. Lauderdale","FL","(H)","Hotel",1982,NA,"","3009 Sebastian St., Ft. Lauderdale, FL",-80.1048524,26.1244709,"3009 sebastian street, fort lauderdale, fl 33316, usa","Geocoded"
"Tacky's","(Some W, Levi & SM) (Cruisy patio) (Several bars) (Only bar open til 4pm)","2509 W. Broward","Ft. Lauderdale","FL","(*),(W),(SM)","Bars/Clubs,Cruising Areas",1982,NA,"","2509 W. Broward, Ft. Lauderdale, FL",-80.1753499,26.1219982,"2509 w broward blvd, fort lauderdale, fl 33312, usa","Geocoded"
"Together","(Disco)","1800 E. Sunrise","Ft. Lauderdale","FL","(R),(D),(E)","Restaurant,Bars/Clubs",1982,NA,"","1800 E. Sunrise, Ft. Lauderdale, FL",-80.1218742,26.1371866,"1800 e sunrise blvd, fort lauderdale, fl 33304, usa","Geocoded"
"Tony's Villa","(Italian R)","2468 Wilton Manor Rd.","Ft. Lauderdale","FL","(M),(R)","Restaurant",1982,NA,"","2468 Wilton Manor Rd., Ft. Lauderdale, FL",-80.1332411,26.1586701,"2468 wilton dr, wilton manors, fl 33305, usa","Geocoded"
"Tunnel Bar","","545 S. Federal Hwy.","Ft. Lauderdale","FL","(PT)","Bars/Clubs",1982,NA,"","545 S. Federal Hwy., Ft. Lauderdale, FL",-80.1371832,26.1162532,"545 s federal hwy, fort lauderdale, fl 33301, usa","Geocoded"
"Two On a Match","","1243 N.E. 11th Ave.","Ft. Lauderdale","FL","(L)","Bars/Clubs",1982,NA,"","1243 N.E. 11th Ave., Ft. Lauderdale, FL",-80.132857,26.142273,"1243 ne 11th ave, fort lauderdale, fl 33304, usa","Geocoded"
"Traxx","","502 E. Sunrise","Ft. Lauderdale","FL","","Bars/Clubs",1982,NA,"","502 E. Sunrise, Ft. Lauderdale, FL",-80.1393046,26.1367694,"502 e sunrise blvd, fort lauderdale, fl 33304, usa","Geocoded"
"Valencia Resort","","3006 Valencia St.","Ft. Lauderdale","FL","(H)","Hotel",1982,NA,"","3006 Valencia St., Ft. Lauderdale, FL",-80.1058889,26.1225699,"3006 valencia st, fort lauderdale, fl 33304, usa","Geocoded"
"Waynseart","(Unique statues - see ad on pg. 140 for brochure) (305) 463-1666","900 S. Andrews Ave.","Ft. Lauderdale","FL","","Bars/Clubs",1982,NA,"","900 S. Andrews Ave., Ft. Lauderdale, FL",-80.1428802,26.1110935,"900 s andrews ave, fort lauderdale, fl 33316, usa","Geocoded"
"Arcade Cigar Store","(Books, etc.)","2261 First St.","Ft. Myers","FL","","Business,Book Store",1982,NA,"","2261 First St., Ft. Myers, FL",-81.8695015,26.6447521,"2261 first st, fort myers, fl 33901, usa","Geocoded"
"Blarney Stone","(Some L)","2891 Palm Beach Blvd.","Ft. Myers","FL","(L)","Bars/Clubs",1982,NA,"","2891 Palm Beach Blvd., Ft. Myers, FL",-81.8547171,26.6527856,"2891 palm beach blvd, fort myers, fl 33916, usa","Geocoded"
"Club","(BYOB) (S- Sun.) (Cl. Mon)","1514 Jackson","Ft. Myers","FL","(P),(YC),(PT),(S),(BYOB)","Bars/Clubs",1982,NA,"","1514 Jackson, Ft. Myers, FL",-81.8685249,26.6445573,"1514 jackson st, fort myers, fl 33901, usa","Geocoded"
"M.C.C.","","34 Mildred Dr.","Ft. Myers","FL","(MCC)","Religious Institution",1982,NA,"","34 Mildred Dr., Ft. Myers, FL",-81.8732372,26.6003431,"34 mildred dr, fort myers, fl 33901, usa","Geocoded"
"Trax","(BYOB) (Should be a winner) (Cl. Mon.)","106 S. Depot Dr.","Ft. Pierce","FL","(P),(BYOB),(PT)","Bars/Clubs",1982,NA,"","106 S. Depot Dr., Ft. Pierce, FL",-80.3244768,27.4470163,"106 s depot dr, fort pierce, fl 34950, usa","Geocoded"
"Melody Club","(Disco)","4130 N.W. 6th St.","Gainesville","FL","(D),(*)","Bars/Clubs",1982,NA,"","4130 N.W. 6th St., Gainesville, FL",-82.3326206,29.690988,"4130 nw 6th st, gainesville, fl 32609, usa","Geocoded"
"Shieks Disco/Lounge","(Disco)","1611 S.W. 13th St.","Gainesville","FL","(D),(L)","Bars/Clubs",1982,NA,"","1611 S.W. 13th St., Gainesville, FL",-82.338829,29.635763,"1611 sw 13th st, gainesville, fl 32608, usa","Geocoded"
"Spectrum","(Disco(D) (YC)","210 S.W. 2nd Ave.","Gainesville","FL","(D),(YC),(*)","Bars/Clubs",1982,NA,"","210 S.W. 2nd Ave., Gainesville, FL",-82.3269821,29.6505766,"210 sw 2nd ave, gainesville, fl 32601, usa","Geocoded"
"Trackside Travel","","1637A S. 21st Ave.","Hallandale","FL","","Bars/Clubs",1982,NA,"","1637A S. 21st Ave., Hallandale, FL",-80.1480387,25.9974615,"1637 s 21st ave, hollywood, fl 33020, usa","Geocoded"
"Hialeah Travels","","517 Palm Springs Mile","Hialeah","FL","","Bars/Clubs",1982,NA,"","517 Palm Springs Mile, Hialeah, FL",-80.2973276,25.8658238,"748 w 49th st, hialeah, fl 33012, usa","Geocoded"
"J.P.'s","","1795 Okeechobee Rd.","Hialeah","FL","","Bars/Clubs",1982,NA,"","1795 Okeechobee Rd., Hialeah, FL",-80.3004394,25.837881,"1795 w okeechobee rd, hialeah, fl 33010, usa","Geocoded"
"Connoiseurs Books","","2120 Hollywood Blvd.","Los Angeles","FL","","Book Store",1982,NA,"","2120 Hollywood Blvd., Los Angeles, FL",-118.3402566,34.1015455,"hollywood blvd, los angeles, ca, usa","Geocoded"
"Ladies Loft","(L - only) (Disco) (Upstairs)","2100 Hollywood Blvd.","Los Angeles","FL","(*),(L),(D)","Bars/Clubs",1982,NA,"","2100 Hollywood Blvd., Los Angeles, FL",-118.3402566,34.1015455,"hollywood blvd, los angeles, ca, usa","Geocoded"
"Top's","(L - only)","2025 Pembroke Rd.","Los Angeles","FL","","Bars/Clubs",1982,NA,"","2025 Pembroke Rd., Los Angeles, FL",-80.1476072,25.9968786,"2025 pembroke rd, hollywood, fl 33020, usa","Geocoded"
"The Trail","(Some W)","715 S. 21st Ave.","Los Angeles","FL","(*),(W),(R)","Restaurant",1982,NA,"","715 S. 21st Ave., Los Angeles, FL",-118.2436849,34.0522342,"los angeles, ca, usa","Geocoded"
"Villa Nova Inn","(C&W)","532 N. Dixie Hwy.","Los Angeles","FL","(P),(*),(C&W),(D)","Bars/Clubs",1982,NA,"","532 N. Dixie Hwy., Los Angeles, FL",-80.0869757,26.3554038,"532 n dixie hwy, boca raton, fl 33432, usa","Geocoded"
"Brothers","(Disco) (WE*)","484 May St.","Jacksonville","FL","(D),(WE),(*)","Bars/Clubs",1982,NA,"","484 May St., Jacksonville, FL",-81.67569,30.321382,"484 may st, jacksonville, fl 32204, usa","Geocoded"
"Brothers Corner House","","643 Edison Ave.","Jacksonville","FL","(R),(M),(PE)","Restaurant",1982,NA,"","643 Edison Ave., Jacksonville, FL",-81.6756122,30.3208329,"643 edison ave, jacksonville, fl 32204, usa","Geocoded"
"Club Baths of Jacksonville","","1939 Hendricks","Jacksonville","FL","(*)","Bathhouses",1982,NA,"","1939 Hendricks, Jacksonville, FL",-81.6533782,30.3057129,"1939 hendricks ave, jacksonville, fl 32207, usa","Geocoded"
"Derby House","","1068 Park St.","Jacksonville","FL","(M),(R),(C),(AH)","Restaurant",1982,NA,"","1068 Park St., Jacksonville, FL",-81.6812748,30.3142024,"1068 park st, jacksonville, fl 32204, usa","Geocoded"
