"title","description","streetaddress","city","state","amenityfeatures","unclear_address","Year","type","notes","full.address","lon","lat","geoAddress"
"Legends","343-0098","343 E Main St","Middletown","NY","(MW),(D)",NA,1998,"Bars & Nightclubs","","343 E Main St, Middletown, NY",-74.4002946,41.4456785,"343 e main st, middletown, ny 10940, usa"
"Don't Tell Mama","(at 9th Ave.) 757-0788, 4pm4am","343 W 46th St","New York City","NY","(*),(GF),(E),(YC)",NA,1998,"Bars & Nightclubs","Listed under ""N.Y.C. -- Midtown""","343 W 46th St, New York City, NY",-73.9894851,40.7606337,"343 w 46th st, new york, ny 10036, usa"
"Windows on India","(at 1st Ave.) 477-5956 noon-midnight, best food in NYC's 'Little India'","344 E 6th St","New York City","NY","",NA,1998,"Restaurants","Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""","344 E 6th St, New York City, NY",-73.9864729,40.7263971,"344 e 6th st, new york, ny 10003, usa"
"Black Sheep","242-1010, 6pm -1 lpm, fine dining","344 W 11th St","New York City","NY","(*),(M)",NA,1998,"Restaurants","Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""","344 W 11th St, New York City, NY",-74.0082356,40.7354249,"344 w 11th st, new york, ny 10014, usa"
"Chelsea Mews Guest House","(at 8th/9th Aves.) 255-9174","344 W 15th St","New York City","NY","(M)",NA,1998,"Accommodations","Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""","344 W 15th St, New York City, NY",-74.0037923,40.7410412,"344 w 15th st, new york, ny 10011, usa"
"Geppetto's","482-1138 8am-midnight, Italian, full bar","345 E Main","Ashland","OR","(WC)",NA,1998,"Restaurants","","345 E Main, Ashland, OR",-122.710764,42.195226,"345 e main st, ashland, or 97520, usa"
"Giovanni's Room","923-2960 open daily, lesbigay bookstore","345 S 12th St","Philadelphia","PA","(*)",NA,1998,"Bookstores & Retail Shops","","345 S 12th St, Philadelphia, PA",-75.1612188,39.9451712,"345 s 12th st, philadelphia, pa 19107, usa"
"Grand Hyatt San Francisco","398-1234","345 Stockton St","San Francisco","CA","(GF),(TA)",NA,1998,"Accommodations","Listed under ""S.F.-Downtown & North Beach""","345 Stockton St, San Francisco, CA",-122.4072161,37.7891412,"345 stockton st, san francisco, ca 94108, usa"
"Ramada Union Square","673-2332/(800) 228-2828, also restaurant & full bar","345 Taylor St","San Francisco","CA","(GF),(WC)",NA,1998,"Accommodations","Listed under ""S.F.-Downtown & North Beach""","345 Taylor St, San Francisco, CA",-122.4114919,37.7856074,"345 taylor st, san francisco, ca 94102, usa"
"Frameline","703-8650/(800) 869-1996 (outside CA) lesbigay media arts foundation that sponsors the annual SF Internat'l Lesbian/Gay Film Festival each lune","346 9th St","San Francisco","CA","",NA,1998,"Entertainment & Recreation","Listed under ""S.F.-Overview""","346 9th St, San Francisco, CA",-122.411208,37.7730216,"346 9th st, san francisco, ca 94103, usa"
"Boulevard Videos & Magazines","261-9119 24hrs, leather & toys","346 Boulevard of the Allies","Pittsburgh","PA","(*),(NS)",NA,1998,"Erotica","","346 Boulevard of the Allies, Pittsburgh, PA",-80.0005552,40.4377559,"346 boulevard of the allies, pittsburgh, pa 15222, usa"
"Dudley's","723-2784 4pm-3am, from 2pm Sun","346 King St","Charleston","SC","(M),(NH),(E),(PC)",NA,1998,"Bars & Nightclubs","","346 King St, Charleston, SC",-79.9353488,32.7848012,"346 king st, charleston, sc 29401, usa"
"MCC Divine Redeemer","500-7124 10:45am Sun, 7 30pm Wed","346 Riverdale Dr","Glendale","CA","",NA,1998,"Spiritual Groups","","346 Riverdale Dr, Glendale, CA",-118.2599628,34.1384689,"346 riverdale dr, glendale, ca 91204, usa"
"Danny's Skylight Room","(at 9th Ave.) 265-8133","346 W 46th St","New York City","NY","(GF),(F),(S)",NA,1998,"Bars & Nightclubs","Listed under ""N.Y.C. -- Midtown""","346 W 46th St, New York City, NY",-73.989775,40.7603232,"346 w 46th st, new york, ny 10036, usa"
"Le Grenier","864-4748 suite","347 Noe St","San Francisco","CA","(MW)",NA,1998,"Accommodations","Listed under ""S.F.-Castro & Noe Valley""","347 Noe St, San Francisco, CA",-122.4327593,37.7634325,"347 noe st, san francisco, ca 94114, usa"
"Garibaldi's","563-8841 lunch & dinner, Italian, full bar gay-owned/run","347 Presidio","San Francisco","CA","(WC)",NA,1998,"Restaurants","Listed under ""S.F.-Haight, Fillmore & West""","347 Presidio, San Francisco, CA",-122.4471931,37.7884566,"347 presidio ave, san francisco, ca 94115, usa"
"Aircraft Book & News","E Hartford  569-2324","349 Main St","East Hartford","CT","",NA,1998,"Erotica","Listed under ""Hartford, CT""","349 Main St, East Hartford, CT",-72.6356499,41.746338,"349 main st, east hartford, ct 06118, usa"
"Tabu","464-2270 3pm-2:30am, til 4am Fri-Sat","349 Marconi Blvd","Columbus","OH","",NA,1998,"Bars & Nightclubs","","349 Marconi Blvd, Columbus, OH",-83.0056491,39.9685421,"349 marconi blvd, columbus, oh 43215, usa"
"Mac's Club","998-9535 10am-2am","349 S 1st St","San Jose","CA","(M),(NH)",NA,1998,"Bars & Nightclubs","","349 S 1st St, San Jose, CA",-121.8868343,37.3305373,"349 s 1st st, san jose, ca 95113, usa"
"Easyway USA","#6608 629-0964","350 5th Ave","New York City","NY","(TA)",NA,1998,"Travel Agents","Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""","350 5th Ave, New York City, NY",-73.9856632,40.7485308,"350 5th ave, new york, ny 10118, usa"
"Bleecker Street Books","675-2084 lOam-midnight","350 Bleecker St","New York City","NY","",NA,1998,"Bookstores & Retail Shops","Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""","350 Bleecker St, New York City, NY",-74.004816,40.7341122,"350 bleecker st, new york, ny 10014, usa"
"Books & Co.","298-6540 9am-11pm","350 E Stroop Rd","Dayton","OH","",NA,1998,"Bookstores & Retail Shops","","350 E Stroop Rd, Dayton, OH",-84.1645338,39.688161,"350 e stroop rd, dayton, oh 45429, usa"
"II Piccolino Trattoria","659-2220 1 lam-11pm, clsd Sun, patio","350 N Robertson Blvd","West Hollywood","CA","",NA,1998,"Restaurants","Listed under ""LA-West Hollywood""","350 N Robertson Blvd, West Hollywood, CA",-118.3836684,34.078139,"350 n robertson blvd, west hollywood, ca 90048, usa"
"Cafe Zinc","494-6302 1am-5:30pm, til 5pm Sun, patio, also market","350 Ocean Ave","Laguna Beach","CA","(BW),(WC)",NA,1998,"Cafes","","350 Ocean Ave, Laguna Beach, CA",-117.7828099,33.5447438,"350 ocean ave, laguna beach, ca 92651, usa"
"Lord Balfour","673-0401/(800) 501-0401","350 Ocean Dr","Miami Beach","FL","(GF)",NA,1998,"Accommodations","Listed under ""Miami Beach/South Beach""","350 Ocean Dr, Miami Beach, FL",-80.1325214,25.7731258,"350 ocean dr, miami beach, fl 33139, usa"
"Taqueria Queztzalcoatl","Winter Park 629-4123 11am-11pm, from noon Sun, Mexican, some veggie","350 W Fairbanks Ave","Orlando","FL","",NA,1998,"Restaurants","","350 W Fairbanks Ave, Orlando, FL",-81.353541,28.5927544,"350 w fairbanks ave, winter park, fl 32789, usa"
"Captain’s House B&B","487-9353/(800) 457-8885","350-A Commercial St","Provincetown","MA","(MW)",NA,1998,"Accommodations","","350-A Commercial St, Provincetown, MA",-70.1845157,42.0530831,"historic district, 350 commercial st a, provincetown, ma 02657, usa"
"Blanche's B&B","823-7061 full brkfst","351 Easton Valley Rd","Franconia","NH","(GF),(NS)",NA,1998,"Accommodations","","351 Easton Valley Rd, Franconia, NH",-71.7717348,44.1611664,"351 easton valley rd, franconia, nh 03580, usa"
"Soho Books","(at Grant) 226-3395 lOam-midnight","351 W Broadway","New York City","NY","",NA,1998,"Bookstores & Retail Shops","Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""","351 W Broadway, New York City, NY",-74.002968,40.7227169,"351 w broadway, new york, ny 10013, usa"
"Bowery Bar","475-2220","352 Bowery","New York City","NY","(GF),(NH)",NA,1998,"Bars & Nightclubs","Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""","352 Bowery, New York City, NY",-73.9919636,40.7267991,"352 bowery, new york, ny 10012, usa"
"Athol Travel Agency","249-3543","352 Main St","Athol","MA","(TA)",NA,1998,"Travel Agents","","352 Main St, Athol, MA",-72.2325432,42.5940207,"352 main st, athol, ma 01331, usa"
"Club Flamingo","253-0430 4pm-2am, from 2pm Sat","352 Oakland Ave","Pontiac","MI","(MW),(D),(S),(WC)",NA,1998,"Bars & Nightclubs","","352 Oakland Ave, Pontiac, MI",-83.3026645,42.6475381,"352 oakland ave, pontiac, mi 48342, usa"
"Condom World","Old San Juan 722-5348","353 Calle San Francisco","Old San Juan","PR","(*),(NS)",NA,1998,"Erotica","Listed under ""San Juan, PR""","353 Calle San Francisco, Old San Juan, PR",-66.112974,18.4664822,"353 c. de san francisco, san juan, 00901, puerto rico"
"G.H. Club","(at 1st Ave.) 223-9752, 4pm-lam, til 2am Fri-Sat, piano bar","353 E 53rd S","New York City","NY","(M),(F),(OC)",NA,1998,"Bars & Nightclubs","Listed under ""N.Y.C. -- Midtown""","353 E 53rd S, New York City, NY",-73.9651293,40.7560503,"353 e 53rd st, new york, ny 10022, usa"
"Come Again","(at 2nd Ave.) 308-9394 clsd Sun","353 E 53rd St","New York City","NY","",NA,1998,"Erotica","Listed under ""N.Y.C. -- Uptown""","353 E 53rd St, New York City, NY",-73.9651293,40.7560503,"353 e 53rd st, new york, ny 10022, usa"
"Angel’s Landing","487-1600 seasonal, waterfront efficiencies","353-355 Commercial St","Provincetown","MA","(MW)",NA,1998,"Accommodations","","353-355 Commercial St, Provincetown, MA",-70.1839332,42.0527957,"353 commercial st, provincetown, ma 02657, usa"
"South Water Street Dock","225-9676 3pm-2am","354 E National","Milwaukee","WI","(M),(NH),(WC)",NA,1998,"Bars & Nightclubs","","354 E National, Milwaukee, WI",-87.9066295,43.0233853,"354 e national ave, milwaukee, wi 53204, usa"
"San Benito House","726-3425 Mediterranean, full bar","356 Main St","Half Moon Bay","CA","(WC)",NA,1998,"Restaurants","","356 Main St, Half Moon Bay, CA",-122.4293403,37.4648295,"356 main st, half moon bay, ca 94019, usa"
"Backstreet Cafe","345-1542 7pm-2am, til midnight Sun","356 Salem Ave","Roanoke","VA","(MW),(NH),(F)",NA,1998,"Bars & Nightclubs","","356 Salem Ave, Roanoke, VA",-79.9481168,37.2721279,"356 salem ave sw, roanoke, va 24016, usa"
"Now, Voyager","487-0848 11am-11pm, til 5pm (off-season), lesbigay","357 Commercial St","Provincetown","MA","",NA,1998,"Bookstores & Retail Shops","","357 Commercial St, Provincetown, MA",-70.1837319,42.0530292,"357 commercial st, provincetown, ma 02657, usa"
"Club 358","434-7788 5pm-2:30am","358 S Main","Akron","OH","(M)",NA,1998,"Bars & Nightclubs","","358 S Main, Akron, OH",-81.522627,41.076242,"358 s main st, akron, oh 44311, usa"
"Chelsea Bistro & Bar","(at 9th Ave.) 727-2026 5 30pm-l lpm, trendy French, full bar","358 W 23rd St","New York City","NY","",NA,1998,"Restaurants","Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""","358 W 23rd St, New York City, NY",-74.000883,40.7460612,"358 w 23rd st, new york, ny 10011, usa"
"Three Star Books","653-9068 24hrs","359 E Main St","Ventura","CA","",NA,1998,"Erotica","","359 E Main St, Ventura, CA",-119.295305,34.2810965,"359 e main st, ventura, ca 93001, usa"
"Tear-Ez","376-0011 11am-2:30am","360 S Main","Akron","OH","(M),(NH),(S),(WC)",NA,1998,"Bars & Nightclubs","","360 S Main, Akron, OH",-81.5226721,41.0762615,"360 s main st, akron, oh 44311, usa"
"Capitol Reef Inn & Cafe","Torrey 425-3271 great vegetarian menu","360 W Main St","Torrey","UT","(GF)",NA,1998,"Accommodations","Listed under ""Capitol Reef, UT""","360 W Main St, Torrey, UT",-111.4290935,38.299942,"360 w main st, torrey, ut 84775, usa"
"Sporters","668-9014 5pm-1am, from 3pm Sun","361 Pine St","Manchester","NH","(M),(NH),(D)",NA,1998,"Bars & Nightclubs","","361 Pine St, Manchester, NH",-71.4592154,42.990654,"361 pine st, manchester, nh 03103, usa"
"Lesblan/Gay/Bisexual Alliance","SUNY-Buffalo, Amherst 645-3063","362 Student Union","Armherst","NY","",NA,1998,"Info Lines & Services","Listed under ""Buffalo, NY""","362 Student Union, Armherst, NY",-78.7861882,43.0011595,"student union, buffalo, ny 14228, usa"
"Carry Nation","Park Slope 788-0924, 4pm-3am","363 5th Ave","Park Slope","NY","(MW),(NH)",NA,1998,"Bars & Nightclubs","Listed under ""N.Y.C. -- Brooklyn""","363 5th Ave, Park Slope, NY",-73.9842347,40.6713014,"363 5th ave, brooklyn, ny 11215, usa"
"The Parrott Club","Old San Juan  725-7370 Nuevo Latino bistro & bar","363 Calle Fortaleza","Old San Juan","PR","(*),(NS)",NA,1998,"Restaurants","Listed under ""San Juan, PR""","363 Calle Fortaleza, Old San Juan, PR",-66.112714,18.465727,"363 c. de la fortaleza, san juan, 00901, puerto rico"
"Muscle System","863-4701","364 Hayes St","San Francisco","CA","(MO)",NA,1998,"Gyms & Health Clubs","Listed under ""S.F.-Haight, Fillmore & West""","364 Hayes St, San Francisco, CA",-122.4223502,37.7770883,"364 hayes st, san francisco, ca 94102, usa"
"Sidebar","(at 28th St.) 244-2668","366 8th Ave","New York City","NY","(M),(D),(MR-AF),(S)",NA,1998,"Bars & Nightclubs","Listed under ""N.Y.C. -- Midtown""","366 8th Ave, New York City, NY",-73.9974461,40.7464445,"366 8th ave, new york, ny 10001, usa"
"The Bear Store/Brush Creek Media","Toys, T-shirts, magazines & more for bears, 552-1506","367 9th St","San Francisco","CA","",NA,1998,"Bookstores & Retail Shops","Listed under ""S.F.-South of Market""","367 9th St, San Francisco, CA",-122.4103554,37.7731259,"367 9th st, san francisco, ca 94103, usa"
"Circle J Video","474-6995","369 Ellis St","San Francisco","CA","",NA,1998,"Erotica","Listed under ""S.F.-Downtown & North Beach""","369 Ellis St, San Francisco, CA",-122.4122097,37.7846911,"369 ellis st, san francisco, ca 94102, usa"
"Trix","436-0409","371 1st St","San Francisco","CA","(M),(D)",NA,1998,"Bars & Nightclubs","Listed under ""S.F.-South of Market""","371 1st St, San Francisco, CA",-122.393049,37.7865778,"371 1st st, san francisco, ca 94105, usa"
"W.A. Frost & Co.","St Paul 224-5715 11am-11pm, patio","374 Selby Ave","St. Paul","MN","(WC)",NA,1998,"Restaurants","Listed under ""Minneapolis/St Paul, MN""","374 Selby Ave, St. Paul, MN",-93.1159036,44.9464256,"374 selby ave, st paul, mn 55102, usa"
"Southern Nights","898-0424 4pm-2am, patio","375 S Bumby Ave","Orlando","FL","(MW),(D),(S),(WC)",NA,1998,"Bars & Nightclubs","","375 S Bumby Ave, Orlando, FL",-81.3515575,28.5390305,"375 s bumby ave, orlando, fl 32803, usa"
"Downtown Subscription","983-3085 7:30am-7pm til 9pm Fri-Sat, newsstand & coffee shop","376 Garcia St","Santa Fe","NM","",NA,1998,"Bookstores & Retail Shops","","376 Garcia St, Santa Fe, NM",-105.9336114,35.680521,"376 garcia st, santa fe, nm 87501, usa"
"Hotel Honolulu","926-2766/(800)426-2766","376 Kaiolu St","Honolulu, Oahu","HI","(*),(MW),(WC),(TA)",NA,1998,"Accommodations","Listed under ""Oahu""","376 Kaiolu St, Honolulu, Oahu, HI",-157.8294213,21.2817233,"376 kaiolu st, honolulu, hi 96815, usa"
"Hayes & Vine","626-5301 5pm-midnight, til 1am Fri-Sat, wine bar","377 Hayes St","San Francisco","CA","(*),(M),(P),(WC)",NA,1998,"Bars & Nightclubs","Listed under ""S.F.-Haight, Fillmore & West""","377 Hayes St, San Francisco, CA",-122.4225171,37.7767772,"377 hayes st, san francisco, ca 94102, usa"
"White Cedar Accomodations","236-9069 seasonal, weekly apt rental","378 Commercial St","Rockport","ME","(MW)",NA,1998,"Accommodations","","378 Commercial St, Rockport, ME",-69.0793438,44.1758757,"378 commercial st, rockport, me 04856, usa"
"Somerset House","487-0383/(800) 575-1850","378 Commercial St","Provincetown","MA","(*),(GF)",NA,1998,"Accommodations","","378 Commercial St, Provincetown, MA",-70.1833434,42.0541657,"historic district, 378 commercial st, provincetown, ma 02657, usa"
"Swamp","Wainscott 537-3332 6pm-4am, clsd Tue, call for winter hrs; also 'Annex' restaurant, cont'l/seafood","378 Montauk Hwy","Wainscott","NY","(M),(D),(F),(YC),(WC)",NA,1998,"Bars & Nightclubs","Listed under ""Long Island-Suffolk, NY""","378 Montauk Hwy, Wainscott, NY",-72.2507438,40.9474529,"378 montauk hwy, wainscott, ny 11975, usa"
"The Villa/San Francisco Views","282-1367/(800) 358- 0123","379 Collingwood St","San Francisco","CA","(MW),(SW),(WC),(TA)",NA,1998,"Accommodations","Listed under ""S.F.-Castro & Noe Valley""","379 Collingwood St, San Francisco, CA",-122.4355596,37.7564504,"379 collingwood st, san francisco, ca 94114, usa"
"Numbers","294-9005 noon-2am, patio","381 1 Park Blvd","San Diego","CA","(M),(V),(WC)",NA,1998,"Bars & Nightclubs","","381 1 Park Blvd, San Diego, CA",-117.1581843,32.7032604,"1 park blvd, san diego, ca 92101, usa"
"Pub/Quarry","734-8123 11am-2am, dinner Fri-Sun, 'Quarry' from 9pm","382 Dwight","Springfield","MA","(MW),(NH),(D),(F),(S),(WC),(M),(L)",NA,1998,"Bars & Nightclubs","another establishment in description","382 Dwight, Springfield, MA",-72.5913848,42.1053983,"382 dwight st, springfield, ma 01103, usa"
"The Goddess Store","258-3102 noon-6pm, clsd Sun-Mon","382 Montford Ave","Asheville","NC","(WC)",NA,1998,"Bookstores & Retail Shops","","382 Montford Ave, Asheville, NC",-82.568595,35.6067924,"382 montford ave, asheville, nc 28801, usa"
"Body Life Fitness","221-4766","384 Dublin Ave","Columbus","OH","(GF)",NA,1998,"Gyms & Health Clubs","","384 Dublin Ave, Columbus, OH",-83.0219631,39.9662174,"384 dublin rd, columbus, oh 43222, usa"
"Keller's","243-1907 2pm-4am","384 West St","New York City","NY","(M),(NH),(MR-AF)",NA,1998,"Bars & Nightclubs","Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""","384 West St, New York City, NY",-74.0102515,40.7321591,"384 west st, new york, ny 10014, usa"
"The Raven","862-2081","385 West Bridge St","New Hope","PA","(SW),(*),(M)",NA,1998,"Accommodations","","385 West Bridge St, New Hope, PA",-74.9672256,40.3618374,"385 w bridge st, new hope, pa 18938, usa"
"Commons Guesthouse & Bistro","487-7800/(800) 487-0784","386 Commercial St","Provincetown","MA","(GF)",NA,1998,"Accommodations","","386 Commercial St, Provincetown, MA",-70.1828947,42.0542556,"historic district, 386 commercial st, provincetown, ma 02657, usa"
"Maxwell Hotel","986-2000/(888) 734-6299","386 Geary","San Francisco","CA","(GF),(WC)",NA,1998,"Accommodations","Listed under ""S.F.-Downtown & North Beach""","386 Geary, San Francisco, CA",-122.4096435,37.7873682,"386 geary st, san francisco, ca 94102, usa"
"Las Casuelas","325-3213 10am-9:30pm, Mexican, some veggie","386 N Palm Canyon Dr","Palm Springs","CA","",NA,1998,"Restaurants","","386 N Palm Canyon Dr, Palm Springs, CA",-116.5465742,33.8283172,"386 n palm canyon dr, palm springs, ca 92262, usa"
"Heffalump’s","gifts","387 N Euclid Ave","St. Louis","MO","",NA,1998,"Bookstores & Retail Shops","","387 N Euclid Ave, St. Louis, MO",-90.2611655,38.6480632,"387 n euclid ave, st. louis, mo 63108, usa"
"Lexington Pride Center","","387 Waller Ave","Lexington","KY","",NA,1998,"Info Lines & Services","","387 Waller Ave, Lexington, KY",-84.5193502,38.0307777,"387 waller ave, lexington, ky 40504, usa"
"Far Side of the Wind","487-3963 seasonal, 11am-11pm","389 Commercial St","Provincetown","MA","(WC)",NA,1998,"Bookstores & Retail Shops","","389 Commercial St, Provincetown, MA",-70.1827668,42.0540932,"historic district, 389 commercial st, provincetown, ma 02657, usa"
"Robbie's","(at College Plaza) 620-4371 6pm-2am, clsd Tue-Wed, call for events","390 E 2nd St","Pomona","CA","(MW),(D),(S)",NA,1998,"Bars & Nightclubs","","390 E 2nd St, Pomona, CA",-117.7472531,34.057798,"390 e 2nd st, pomona, ca 91766, usa"
"Iris Garden Inn","282-2552/(800)321-8988 motel","390 Jordan Rd","Sedona","AZ","(GF),(NS),(WC)",NA,1998,"Accommodations","","390 Jordan Rd, Sedona, AZ",-111.7607859,34.8724147,"390 jordan rd, sedona, az 86336, usa"
"Duff's","361-0522 clsd Mon, fine dining, full bar","392 N Euclid Ave","St. Louis","MO","(WC)",NA,1998,"Restaurants","","392 N Euclid Ave, St. Louis, MO",-90.2608255,38.6480816,"392 n euclid ave, st. louis, mo 63108, usa"
