"title","description","streetaddress","city","state","type","amenityfeatures","Year","unclear_address","notes","full.address","lon","lat","geoAddress","status"
"House of Pie's","(Called 'House of Guys') (Cruisy AH* )","3112 Kirby","Houston","TX","Restaurant,Cruising Areas","(R),(C),(AH),(*)",1983,NA,"","3112 Kirby, Houston, TX",-95.4191761,29.7370609,"3112 kirby dr, houston, tx 77098, usa","Geocoded"
"Stadium","(Books, etc.)","4629 W. 34th","Houston","TX","Book Store","",1983,NA,"","4629 W. 34th, Houston, TX",-95.458471,29.819291,"4629 w 34th st, houston, tx 77092, usa","Geocoded"
"Brewery","","1889 Lincoln Ave.","Ogden","UT","Bars/Clubs","(M),(YC),(Hip)",1983,NA,"","1889 Lincoln Ave., Ogden, UT",-111.9764164,41.2336095,"1889 lincoln ave, ogden, ut 84401, usa","Geocoded"
"Sambo's","","3670 Washington Blvd.","Ogden","UT","Restaurant","(M),(R),(C),(AH)",1983,NA,"","3670 Washington Blvd., Ogden, UT",-111.9710563,41.19621,"3670 washington blvd, south ogden, ut 84403, usa","Geocoded"
"Cosmic Aeroplane","(Books, etc.)","258 E. 1st South","Salt Lake City","UT","Book Store","",1983,NA,"","258 E. 1st South, Salt Lake City, UT",-111.8817975,40.7703259,"258 e 1st ave, salt lake city, ut 84103, usa","Geocoded"
"Dignity","(Church)","1327 E. 2nd So.","Salt Lake City","UT","Religious Institution","",1983,NA,"","1327 E. 2nd So., Salt Lake City, UT",-111.8500011,40.7722082,"1327 e 2nd ave, salt lake city, ut 84103, usa","Geocoded"
"Deer Hunter","","636 South 300 West.","Salt Lake City","UT","Bars/Clubs","(PT)",1983,NA,"","636 South 300 West., Salt Lake City, UT",-111.9002899,40.75549,"636 s 300 w, salt lake city, ut 84101, usa","Geocoded"
"Denny's","","250 West 5th So.","Salt Lake City","UT","Restaurant","(M),(R),(C),(AH)",1983,NA,"","250 West 5th So., Salt Lake City, UT",-111.9333421,40.7587053,"w 5th s, salt lake city, ut 84104, usa","Geocoded"
"Jeff's Gym","","727 W. 17th St.","Salt Lake City","UT","Gym","",1983,NA,"","727 W. 17th St., Salt Lake City, UT",-111.9159385,40.8042047,"727 w 17th n, salt lake city, ut 84116, usa","Geocoded"
"R.C.","(WE*)(Can enter thru parking lot in rear)","147 S. State St.","Salt Lake City","UT","Bars/Clubs","(PT),(WE),(*)",1983,NA,"","147 S. State St., Salt Lake City, UT",-111.8877316,40.7660512,"147 s state st, salt lake city, ut 84111, usa","Geocoded"
"M.C.C.","","569 S. 13th","Salt Lake City","UT","Religious Institution","(MCC)",1983,NA,"","569 S. 13th, Salt Lake City, UT",-111.927949,40.7562364,"569 s 13th w, salt lake city, ut 84104, usa","Geocoded"
"Puss n' Boots","(Disco)(WE*)","996 S. Redwood Rd.","Salt Lake City","UT","Bars/Clubs","(L),(D),(S),(PT),(WE),(*)",1983,NA,"","996 S. Redwood Rd., Salt Lake City, UT",-111.9397199,40.7474917,"996 s redwood rd, salt lake city, ut 84104, usa","Geocoded"
"The Rail","(Good days)","363 West South Temple","Salt Lake City","UT","Bars/Clubs","(*),(PT)",1983,NA,"","363 West South Temple, Salt Lake City, UT",-111.9011338,40.7683583,"363 w s temple, salt lake city, ut 84101, usa","Geocoded"
"Sun Tavern","(Disco)(Patio in summer)(Adm. WE)(Some L)","1 South 400 West","Salt Lake City","UT","Bars/Clubs","(*),(YC),(D),(WE),(L)",1983,NA,"","1 South 400 West, Salt Lake City, UT",-111.902419,40.7692393,"1 s 400 w, salt lake city, ut 84101, usa","Geocoded"
"Magazine Shop","(Books) (Cruisy)","258 S. Main St","Salt Lake City","UT","Book Store,Cruising Areas","(M)",1983,NA,"","258 S. Main St, Salt Lake City, UT",-111.8915163,40.7635368,"258 s main st, salt lake city, ut 84101, usa","Geocoded"
"20 rue Jacob","(Coffee House, Books, etc)","232 E. 800 So.","Salt Lake City","UT","Restaurant,Book Store","(L)",1983,NA,"","232 E. 800 So., Salt Lake City, UT",-111.8841066,40.7516723,"232 e 800 s, salt lake city, ut 84111, usa","Geocoded"
"Twin Cities News","(Books) Twin Cities Shopping Plaza","Barre-Montpelier Rd.","Berlin","VT","Book Store","",1983,NA,"","Barre-Montpelier Rd., Berlin, VT",-72.5472486,44.2218853,"barre-montpelier rd, berlin, vt, usa","Geocoded"
"Andrews Inn","(Ski resort) (2 bars)(Disco) Some L)(Sun. Tea dance & buffet)","34 Village Square","Bellows Falls","VT","Hotel,Bars/Clubs,Restaurant","(D),(H),(R),(*),(L)",1983,NA,"","34 Village Square, Bellows Falls, VT",-72.443933,43.134071,"32 square, bellows falls, vt 05101, usa","Geocoded"
"Book Stacks","(Books, mags, etc.)","118 Pine St.","Burlington","VT","Book Store","",1983,NA,"","118 Pine St., Burlington, VT",-73.21536,44.476349,"118 pine st, burlington, vt 05401, usa","Geocoded"
"Colley Deli","(Open 24 hrs.)","1202 Colley Ave.","Norfolk","VA","Restaurant","(M),(R)",1983,NA,"","1202 Colley Ave., Norfolk, VA",-76.2988952,36.8658231,"1202 colley ave, norfolk, va 23517, usa","Geocoded"
"Continental","(Some RT)","111 W. Tazewell","Norfolk","VA","Bars/Clubs","(D),(RT),(B)",1983,NA,"","111 W. Tazewell, Norfolk, VA",-76.2914909,36.8492514,"111 w tazewell st, norfolk, va 23510, usa","Geocoded"
"Colley Cafe","(Open 7 days, 24 hours)(Liquid)","1316 Colley Ave.","Norfolk","VA","Restaurant","",1983,NA,"","1316 Colley Ave., Norfolk, VA",-76.2982549,36.8669617,"1316 colley ave, norfolk, va 23517, usa","Geocoded"
"Cue","(Some L)(Disco)","4601 Killam","Norfolk","VA","Bars/Clubs,Restaurant","(*),(YC),(L),(D),(R),(PT),`",1983,NA,"","4601 Killam, Norfolk, VA",-76.29858,36.885804,"4601 killam ave, norfolk, va 23508, usa","Geocoded"
"Ghent Society","(Must be sponsored)(Some YC, L) (Disco)(AH*)","4402 Colley Ave.","Norfolk","VA","Bars/Clubs","(P),(YC),(L),(D),(AH),(*)",1983,NA,"","4402 Colley Ave., Norfolk, VA",-76.2946471,36.8845633,"4402 colley ave, norfolk, va 23508, usa","Geocoded"
"Shirley's","(Also C, R-AH)","811 Colley Ave.","Norfolk","VA","Restaurant,Bars/Clubs","(L),(Disco),(PT),(C),(R),(AH),(*)",1983,NA,"","811 Colley Ave., Norfolk, VA",-76.3011752,36.8628169,"811 colley ave, norfolk, va 23507, usa","Geocoded"
"Oar House","(Disco)(WE*)","4107 Colley Ave.","Norfolk","VA","Restaurant,Bars/Clubs","(R),(YC),(D),(WE),(*)",1983,NA,"","4107 Colley Ave., Norfolk, VA",-76.2952008,36.8826918,"4107 colley ave, norfolk, va 23508, usa","Geocoded"
"Steak 'n' Eggs","","1200 Colley Ave.","Norfolk","VA","Restaurant","(M),(R),(C),(AH)",1983,NA,"","1200 Colley Ave., Norfolk, VA",-76.2991239,36.8658234,"1200 colley ave, norfolk, va 23517, usa","Geocoded"
"Late Late Show","(Some L)","113 E. Princess Anne Rd.","Norfolk","VA","Bars/Clubs","(P),(D),(AH),(L),(*)",1983,NA,"","113 E. Princess Anne Rd., Norfolk, VA",-76.2873537,36.8606543,"113 e princess anne rd, norfolk, va 23510, usa","Geocoded"
"Y.M.C.A.","","312 W. Butte St.","Norfolk","VA","Hotel","(M),(H)",1983,NA,"","312 W. Butte St., Norfolk, VA",-76.293934,36.8530114,"312 w bute st, norfolk, va 23510, usa","Geocoded"
"Trolley","(Looks promising)","219 Granby Mall","Norfolk","VA","Restaurant","(R)",1983,NA,"","219 Granby Mall, Norfolk, VA",-76.2915133,36.8485819,"219 granby st, norfolk, va 23510, usa","Geocoded"
"Broadway Cafe","(Many L)","1620 W. Broad St.","Richmond","VA","Restaurant","(R),(L)",1983,NA,"","1620 W. Broad St., Richmond, VA",-77.4564611,37.5547435,"1620 w broad st, richmond, va 23220, usa","Geocoded"
"Cary Towne Inn","(Some YC, 'drags', Unisex)(Disco)(Breakfast & lunch)","3028 W. Cary St.","Richmond","VA","Restaurant,Bars/Clubs","(*),(YC),(D),(R)",1983,NA,"","3028 W. Cary St., Richmond, VA",-77.4798545,37.5530175,"3028 w cary st, richmond, va 23221, usa","Geocoded"
"Cary Town Novelties","(Books, etc.)","3031 W. Cary St.","Richmond","VA","Book Store","",1983,NA,"","3031 W. Cary St., Richmond, VA",-77.4800457,37.5527395,"3031 w cary st, richmond, va 23221, usa","Geocoded"
"Downtown Stag Shop","(Books & erotica)","209 N. 3rd St.","Richmond","VA","Book Store","",1983,NA,"","209 N. 3rd St., Richmond, VA",-77.4395341,37.5434387,"209 n 3rd st, richmond, va 23219, usa","Geocoded"
"Cha Cha Palace","(Unisex)(Disco)(No booze)(WE-AH*)","800 W. Main","Richmond","VA","Bars/Clubs","(M),(WE),(AH),(D),(*)",1983,NA,"","800 W. Main, Richmond, VA",-77.4515954,37.5458472,"800 w main st, richmond, va 23220, usa","Geocoded"
"Dignity","(Church)","815 E. Grace","Richmond","VA","Religious Institution","",1983,NA,"","815 E. Grace, Richmond, VA",-77.4353067,37.5400173,"815 e grace st, richmond, va 23219, usa","Geocoded"
"Dee Dee's","(Some drags)","1517 W. Broad St.","Richmond","VA","Bars/Clubs","(RT)",1983,NA,"","1517 W. Broad St., Richmond, VA",-77.4561467,37.5537499,"1517 w broad st, richmond, va 23220, usa","Geocoded"
"Gatsby's","(Liquor)","1300 E. Cary","Richmond","VA","Restaurant","(M),(R)",1983,NA,"","1300 E. Cary, Richmond, VA",-77.433529,37.5353544,"1300 e cary st, richmond, va 23219, usa","Geocoded"
"Scandal's","(Preppy)(Disco)","3506 W. Cary St.","Richmond","VA","Bars/Clubs","(D)",1983,NA,"","3506 W. Cary St., Richmond, VA",-77.4868224,37.5556708,"3506 w cary st, richmond, va 23221, usa","Geocoded"
"Strawberry Street Cafe","","421 N. Strawberry St.","Richmond","VA","Restaurant","(M)",1983,NA,"","421 N. Strawberry St., Richmond, VA",-77.4664601,37.5557018,"421 strawberry st, richmond, va 23220, usa","Geocoded"
"Lachlan's","(Disco)(M - R - Upstairs) Richmond Shopping Center","3506 W. Cary","Richmond","VA","Restaurant,Bars/Clubs","(YC),(D),(M),(R)",1983,NA,"","3506 W. Cary, Richmond, VA",-77.4868224,37.5556708,"3506 w cary st, richmond, va 23221, usa","Geocoded"
"Upstairs Lounge","(Disco) (Open Thur - Fri -Sat only)","2900 W. Cary St.","Richmond","VA","Bars/Clubs","(YC),(D),(*)",1983,NA,"","2900 W. Cary St., Richmond, VA",-77.4776099,37.5522416,"2900 w cary st, richmond, va 23221, usa","Geocoded"
"Last Straw","(Cruisy)","9 W. Salem Ave.","Roanoke","VA","Restaurant,Cruising Areas","(R)",1983,NA,"","9 W. Salem Ave., Roanoke, VA",-79.940956,37.272612,"9 salem ave sw, roanoke, va 24011, usa","Geocoded"
"Steak 'n' Egg","","919 Jefferson","Roanoke","VA","Restaurant","(M),(R),(AH)",1983,NA,"","919 Jefferson, Roanoke, VA",-79.9411282,37.265143,"919 s jefferson st, roanoke, va 24013, usa","Geocoded"
"The Park","(Some L, YC)(Disco)","615 Salem Ave.","Roanoke","VA","Restaurant,Bars/Clubs","(L),(YC),(R),(P),(D),(*)",1983,NA,"","615 Salem Ave., Roanoke, VA",-79.9528049,37.2730181,"615 salem ave sw, roanoke, va 24016, usa","Geocoded"
"Tradewinds","(Some B,OC, RT, drags)","717 Franklin Rd., S.W.","Roanoke","VA","Bars/Clubs","(B),(OC),(RT)",1983,NA,"","717 Franklin Rd., S.W., Roanoke, VA",-79.946391,37.267094,"717 franklin rd sw, roanoke, va 24011, usa","Geocoded"
"Apollo Book Store","","4465 16th St. Rd.","Barboursville","WV","Book Store","",1983,NA,"","4465 16th St. Rd., Barboursville, WV",-82.332021,38.378366,"4465 16th st rd, barboursville, wv 25504, usa","Geocoded"
"Adam & Eve Adult Ent. Center","","806 1/2 Kanawha Blvd. E.","Charleston","WV","Erotic Shop","",1983,NA,"","806 1/2 Kanawha Blvd. E., Charleston, WV",-81.6366575,38.3485553,"806 kanawha blvd e, charleston, wv 25301, usa","Geocoded"
"Empire Lounge","(Looking up)","1022 Lee St.","Charleston","WV","Bars/Clubs","(M),(D)",1983,NA,"","1022 Lee St., Charleston, WV",-81.6311626,38.3494217,"1022 lee st, charleston, wv 25301, usa","Geocoded"
"Adult World Twin Cinema","","1008 Quarrier St.","Charleston","WV","Theatre","(M)",1983,NA,"","1008 Quarrier St., Charleston, WV",-81.6324797,38.3480339,"1008 quarrier st, charleston, wv 25301, usa","Geocoded"
"Grand Palace","(Disco)(Occ. S)(Some L)","617 Brooks St.","Charleston","WV","Bars/Clubs","(*),(YC),(D),(P),(L),(PT),(S)",1983,NA,"","617 Brooks St., Charleston, WV",-81.6256421,38.3500112,"617 brooks st, charleston, wv 25301, usa","Geocoded"
"Long Branch","(Many L)(Disco)","808 Morris St.","Charleston","WV","Bars/Clubs","(P),(L),(D),(*)",1983,NA,"","808 Morris St., Charleston, WV",-81.6224852,38.34986,"808 morris st, charleston, wv 25301, usa","Geocoded"
"Tap Room","(Some M, RT)(Downstairs)(Liquor)","1008 Quarrier St.","Charleston","WV","Bars/Clubs","(M),(RT)",1983,NA,"","1008 Quarrier St., Charleston, WV",-81.6324797,38.3480339,"1008 quarrier st, charleston, wv 25301, usa","Geocoded"
"Pleasure Island","(Books, etc.)","507 Capital St.","Charleston","WV","Book Store","",1983,NA,"","507 Capital St., Charleston, WV",-81.6305568,38.352369,"507 capitol st, charleston, wv 25301, usa","Geocoded"
"Broadway","(Some L)(Disco)","4840 Piedmont Rd.","Huntington","WV","Bars/Clubs","(L),(D)",1983,NA,"","4840 Piedmont Rd., Huntington, WV",-82.5259611,38.3966974,"4840 piedmont rd, huntington, wv 25704, usa","Geocoded"
"Sheraton Inn Bar","","151 W. Main St.","Clarksburg","WV","Bars/Clubs","(M)",1983,NA,"","151 W. Main St., Clarksburg, WV",-80.336983,39.2787843,"151 w main st, clarksburg, wv 26301, usa","Geocoded"
"Paperback Mart","","1119 4th Ave.","Huntington","WV","Book Store","",1983,NA,"","1119 4th Ave., Huntington, WV",-82.4396129,38.4212718,"1119 4th ave, huntington, wv 25701, usa","Geocoded"
"Driftwood Lounge","(Opens 4pm)(S-WE)","1121 7th Ave.","Huntington","WV","Bars/Clubs","(*),(P),(YC),(D),(S),(WE)",1983,NA,"","1121 7th Ave., Huntington, WV",-82.4382659,38.4171388,"1121 7th ave, huntington, wv 25701, usa","Geocoded"
"South Seas","(Some L)","105 4th Ave.","Huntington","WV","Bars/Clubs","(P),(YC),(L),(D),(*)",1983,NA,"","105 4th Ave., Huntington, WV",-82.4568958,38.4180492,"105 4th ave, huntington, wv 25701, usa","Geocoded"
"Transformer Club","","600 Market St.","Parkersburg","WV","Bars/Clubs","(P),(YC),(*)",1983,NA,"","600 Market St., Parkersburg, WV",-81.5591927,39.2664386,"600 market st, parkersburg, wv 26101, usa","Geocoded"
"Orange Grove Club","(Some L)","1625 Murdoch Ave.","Parkersburg","WV","Bars/Clubs","(P),(L)",1983,NA,"","1625 Murdoch Ave., Parkersburg, WV",-81.5535233,39.2768604,"1625 murdoch ave, parkersburg, wv 26101, usa","Geocoded"
"Cleo's","","205 W. College Ave.","Appleton","WI","Bars/Clubs","(M)",1983,NA,"","205 W. College Ave., Appleton, WI",-88.407562,44.261532,"205 w college ave, appleton, wi 54911, usa","Geocoded"
"1101 West","(Disco)(Some L)","1101 W. Wisconsin Ave.","Appleton","WI","Bars/Clubs","(*),(PT),(L),(D)",1983,NA,"","1101 W. Wisconsin Ave., Appleton, WI",-88.4226292,44.2728309,"1101 w wisconsin ave, appleton, wi 54914, usa","Geocoded"
"Perkins","","2505 College Ave.","Appleton","WI","Restaurant","(M),(R),(C),(AH)",1983,NA,"","2505 College Ave., Appleton, WI",-88.4460284,44.2611146,"2505 w college ave, appleton, wi 54914, usa","Geocoded"
"Campus Lounge","","815 Park Ave.","Beaver Dam","WI","Hotel","(M),(H)",1983,NA,"","815 Park Ave., Beaver Dam, WI",-88.8179715,43.4553072,"815 park ave, beaver dam, wi 53916, usa","Geocoded"
"Perkin's Cake'n'Steak","","100 N. Military Ave.","Green Bay","WI","Restaurant","(M),(R),(C),(AH)",1983,NA,"","100 N. Military Ave., Green Bay, WI",-88.0592671,44.530043,"100 n military ave, green bay, wi 54303, usa","Geocoded"
"Trix's All Star","","121 S. Washington","Green Bay","WI","Bars/Clubs","(L)",1983,NA,"","121 S. Washington, Green Bay, WI",-88.0163201,44.5136343,"121 s washington st, green bay, wi 54301, usa","Geocoded"
"My World","(Levi & W)","409 S. Washington","Green Bay","WI","Bars/Clubs","(*),(W)",1983,NA,"","409 S. Washington, Green Bay, WI",-88.0183779,44.510217,"409 s washington st, green bay, wi 54301, usa","Geocoded"
"Plain Brown Wrapper","(Books & cruisy movies)","7 N. Jackson","Janesville","WI","Book Store,Cruising Areas","",1983,NA,"","7 N. Jackson, Janesville, WI",-89.0273189,42.6814402,"7 n jackson st, janesville, wi 53548, usa","Geocoded"
"Shack","","10936 Sheridan Rd.","Kenosha","WI","Bars/Clubs","(D)",1983,NA,"","10936 Sheridan Rd., Kenosha, WI",-87.8233803,42.5158159,"10936 sheridan rd, pleasant prairie, wi 53158, usa","Geocoded"
"L'Etoile","(Very M)","25 N. Pinckney","Madison","WI","Restaurant","(M),(PE),(R)",1983,NA,"","25 N. Pinckney, Madison, WI",-89.3837429,43.076314,"25 n pinckney st, madison, wi 53703, usa","Geocoded"
"Mothers","(Some L)(Disco)","223 Pearl St.","La Crosse","WI","Bars/Clubs","(YC),(L),(PT),(D),(S),(*)",1983,NA,"","223 Pearl St., La Crosse, WI",-91.2535035,43.8121954,"223 pearl st, la crosse, wi 54601, usa","Geocoded"
"Lysistrata","","325 W . Gorham St.","Madison","WI","Restaurant","(L),(R)",1983,NA,"","325 W . Gorham St., Madison, WI",-89.3921989,43.0741407,"325 w gorham st, madison, wi 53703, usa","Geocoded"
"One-Eleven West","(Guys on main floor, L in basement - Disco - D upstairs)","111 W. Main","Madison","WI","Bars/Clubs","(*),(M),(YC),(L),(D)",1983,NA,"","111 W. Main, Madison, WI",-89.3844316,43.0725799,"111 w main st, madison, wi 53703, usa","Geocoded"
"Pure Pleasure Book Store","","116 King St.","Madison","WI","Book Store","",1983,NA,"","116 King St., Madison, WI",-89.3808789,43.0748356,"116 king st, madison, wi 53703, usa","Geocoded"
"Pirate Ship","(Some OC, W , SM)","116 N. Fairchild","Madison","WI","Bars/Clubs","(OC),(W),(SM)",1983,NA,"","116 N. Fairchild, Madison, WI",-89.3879733,43.073856,"116 n fairchild st, madison, wi 53703, usa","Geocoded"
"Mall Books","","231 W. State St.","Madison","WI","Book Store","",1983,NA,"","231 W. State St., Madison, WI",-89.3888675,43.0746059,"231 state st, madison, wi 53703, usa","Geocoded"
"Palms Cafe","(Open until 3am)","636 W. Washington","Madison","WI","Restaurant","(M),(R),(C)",1983,NA,"","636 W. Washington, Madison, WI",-89.393608,43.0683821,"636 w washington ave, madison, wi 53715, usa","Geocoded"
"Arton's","","219 E. Keefe Ave.","Milwaukee","WI","Bars/Clubs","(P),(B),(D)",1983,NA,"","219 E. Keefe Ave., Milwaukee, WI",-87.9092,43.0817989,"219 e keefe ave, milwaukee, wi 53212, usa","Geocoded"
"Ball Game","(Some OC)(Cruisy)","196 S. 2nd St.","Milwaukee","WI","Bars/Clubs,Cruising Areas","(D),(*),(OC)",1983,NA,"","196 S. 2nd St., Milwaukee, WI",-87.9122563,43.0295497,"196 s 2nd st, milwaukee, wi 53204, usa","Geocoded"
"Club Milwaukee Baths","(use rear entrance)","704-A W. Wisconsin Ave.","Milwaukee","WI","Bathhouses","(P),(*)",1983,NA,"","704-A W. Wisconsin Ave., Milwaukee, WI",-87.9207846,43.0391018,"704 w wisconsin ave a, milwaukee, wi 53233, usa","Geocoded"
"C'est La Vie II","(Disco)(Something for everyone*)","231 S. 2nd St.","Milwaukee","WI","Bars/Clubs","(YC),(D),(*)",1983,NA,"","231 S. 2nd St., Milwaukee, WI",-87.9128794,43.0286359,"231 s 2nd st, milwaukee, wi 53204, usa","Geocoded"
"Beer Garden","(Sun. Brunch)","3743 W. Vliet","Milwaukee","WI","Bars/Clubs,Restaurant","(L),(D),(R)",1983,NA,"","3743 W. Vliet, Milwaukee, WI",-87.960924,43.048481,"3743 w vliet st, milwaukee, wi 53208, usa","Geocoded"
"Factory","(Disco)","158 N. Broadway","Milwaukee","WI","Bars/Clubs","(*),(YC),(D)",1983,NA,"","158 N. Broadway, Milwaukee, WI",-87.9066247,43.0317884,"158 n broadway, milwaukee, wi 53202, usa","Geocoded"
"Club 219","(Basement leather cell)","219 S. 2nd St.","Milwaukee","WI","Bars/Clubs","(C&W),(D),(*)",1983,NA,"","219 S. 2nd St., Milwaukee, WI",-87.9127551,43.0289135,"219 s 2nd st, milwaukee, wi 53204, usa","Geocoded"
"Dignity","(Church)","2506 N. Wauwatosa","Milwaukee","WI","Religious Institution","",1983,NA,"","2506 N. Wauwatosa, Milwaukee, WI",-88.0072215,43.0646835,"2506 n wauwatosa ave, wauwatosa, wi 53213, usa","Geocoded"
"Le Club Finlandia","(Baths)","707 E. Knapp","Milwaukee","WI","Bathhouses","(OC)",1983,NA,"","707 E. Knapp, Milwaukee, WI",-87.9032532,43.0467792,"707 e knapp st, milwaukee, wi 53202, usa","Geocoded"
"Finale","(2 floors)","808 E. Center St.","Milwaukee","WI","Bars/Clubs","(D),(PT)",1983,NA,"","808 E. Center St., Milwaukee, WI",-87.9011827,43.0676339,"808 e center st, milwaukee, wi 53212, usa","Geocoded"
"Lost and Found","(Disco)","618 N. 27th","Milwaukee","WI","Bars/Clubs","(L),(D)",1983,NA,"","618 N. 27th, Milwaukee, WI",-87.9477372,43.0377251,"618 n 27th st, milwaukee, wi 53208, usa","Geocoded"
"Lib","(Books)('Back room')(Open 24 hrs)","601 N. 5th St.","Milwaukee","WI","Book Store","",1983,NA,"","601 N. 5th St., Milwaukee, WI",-87.9175073,43.037422,"601 n 5th st, milwaukee, wi 53203, usa","Geocoded"
"M.C.C.","","2647 N. Stowell","Milwaukee","WI","Religious Institution","(MCC)",1983,NA,"","2647 N. Stowell, Milwaukee, WI",-87.8797491,43.0670417,"2647 n stowell ave, milwaukee, wi 53211, usa","Geocoded"
"Non Sequitur","(L - only *)","2718 N. Bremen St.","Milwaukee","WI","Bars/Clubs","(L),(*)",1983,NA,"","2718 N. Bremen St., Milwaukee, WI",-87.9001287,43.0679747,"2718 n bremen st, milwaukee, wi 53212, usa","Geocoded"
"Niko's","(Disco)(Looks promising)","801 S. 2nd St.","Milwaukee","WI","Bars/Clubs","(D),(PT)",1983,NA,"","801 S. 2nd St., Milwaukee, WI",-87.9129532,43.0230655,"801 s 2nd st, milwaukee, wi 53204, usa","Geocoded"
