"title","description","streetaddress","city","state","amenityfeatures","type","Year","unclear_address","notes","full.address","lon","lat","geoAddress","status"
"White Swallow","nr. Johnston Theatre","Marine Dr.","Agana","GU","(M),(S)","Bars/Clubs",1984,NA,"","Marine Dr., Agana, GU",NA,NA,NA,"Geocoded"
"4-Oct","(Some M, B, YC) (Disco) Guam Hilton","San Vitores Rd.","Tumon Bay","GU","(M),(B),(YC),(D)","Bars/Clubs",1984,NA,"","San Vitores Rd., Tumon Bay, GU",144.7981661,13.504605,"pale san vitores rd, tamuning, 96913, guam","Geocoded"
"Salon del Mar Lounge","(Cl. 12 midnight)","Hotel Okura Pale San Vitores Rd.","Tumon Bay","GU","(M),(H),(E),(OC)","Hotel",1984,NA,"","Hotel Okura Pale San Vitores Rd., Tumon Bay, GU",144.7981661,13.504605,"pale san vitores rd, tamuning, 96913, guam","Geocoded"
"City Tavern","(Locals) (M, OC, RT)","55 Haili St.","Hilo, Hawaii","HI","(M),(OC),(RT)","Bars/Clubs",1984,NA,"","55 Haili St., Hilo, Hawaii, HI",-155.0864764,19.7241107,"55 haili st, hilo, hi 96720, usa","Geocoded"
"Laulima","(Organic) (Days only)","160 Kilauea","Hilo, Hawaii","HI","(M),(R)","Restaurant",1984,NA,"","160 Kilauea, Hilo, Hawaii, HI",-155.0857192,19.7221415,"160 kilauea ave, hilo, hi 96720, usa","Geocoded"
"Habor Lite","(Mon. only until about midnight when cruisy Cruise Ship SS Oceanic Independence is in port*) just off Hwy. 19","11 Silva St.,","Hilo, Hawaii","HI","(*)","Bars/Clubs,Cruising Areas",1984,NA,"","11 Silva St.,, Hilo, Hawaii, HI",-155.0540837,19.7272692,"11 silva st, hilo, hi 96720, usa","Geocoded"
"M.C.C.","","2500 Pali Hwy.","Honolulu, Oahu","HI","(MCC)","Religious Institution",1984,NA,"","2500 Pali Hwy., Honolulu, Oahu, HI",-157.8452226,21.3302064,"2500 pali hwy, honolulu, hi 96817, usa","Geocoded"
"Glades","(Adm. charge)","152 N. Hotel St.","Honolulu, Oahu","HI","(S),(M),(RT),(D)","Bars/Clubs",1984,NA,"","152 N. Hotel St., Honolulu, Oahu, HI",-157.8631246,21.3129073,"152 n hotel st, honolulu, hi 96817, usa","Geocoded"
"Loraine's","(Drags)","110 N. Hotel St.","Honolulu, Oahu","HI","(M),(WE),(S)","Bars/Clubs",1984,NA,"","110 N. Hotel St., Honolulu, Oahu, HI",-157.862839,21.312532,"110 n hotel st, honolulu, hi 96817, usa","Geocoded"
"Question Mark I","(Some W, SM, OC) (Good days*)","43 S. Beretania","Honolulu, Oahu","HI","(W),(SM),(OC),(PT),(*)","Bars/Clubs",1984,NA,"","43 S. Beretania, Honolulu, Oahu, HI",-157.8597414,21.311408,"43 s beretania st, honolulu, hi 96813, usa","Geocoded"
"Tattooing","by Skin Deep","126 Lahainaluna","Lahaina, Maui","HI","","Business",1984,NA,"","126 Lahainaluna, Lahaina, Maui, HI",-156.6793505,20.8753936,"126 lahainaluna rd, lahaina, hi 96761, usa","Geocoded"
"Hamburger Mary's","(Bar)","608 Front St.","Lahaina, Maui","HI","(R),(*)","Restaurant,Bars/Clubs",1984,NA,"","608 Front St., Lahaina, Maui, HI",-156.6766058,20.8711045,"608 front st, lahaina, hi 96761, usa","Geocoded"
"Adult Book Stores","","2162 Kalakaua","Waikiki Beach, Oahu","HI","(M)","Book Store",1984,NA,"should this be two locations ""orginally listed","2162 Kalakaua, Waikiki Beach, Oahu, HI",-157.8299861,21.2807844,"2162 kalakaua ave, honolulu, hi 96815, usa","Geocoded"
"Blowhole Lounge","('Cyrk Lounge)","142 Ulunia Ave.","Waikiki Beach, Oahu","HI","","Bars/Clubs",1984,NA,"","142 Ulunia Ave., Waikiki Beach, Oahu, HI",-157.8239162,21.2762451,"142 uluniu ave, honolulu, hi 96815, usa","Geocoded"
"Balcony Bar","(Upstairs)","1920 Ala Moana","Waikiki Beach, Oahu","HI","(PT)","Bars/Clubs",1984,NA,"","1920 Ala Moana, Waikiki Beach, Oahu, HI",-157.8347864,21.2857307,"1920 ala moana blvd, honolulu, hi 96815, usa","Geocoded"
"Dirty Mary's","(Patio betw. Hamburger Mary's & Hulas) (Some SM, W, FFA) (Cruisy)","2109 Kuhio","Waikiki Beach, Oahu","HI","(*),(SM),(W),(FFA)","Bars/Clubs,Cruising Areas",1984,NA,"","2109 Kuhio, Waikiki Beach, Oahu, HI",-157.830465,21.2826731,"2109 kūhiō ave., honolulu, hi 96815, usa","Geocoded"
"Do Jiggy","","1506 S. King St.","Waikiki Beach, Oahu","HI","(PT),(OC)","Bars/Clubs",1984,NA,"","1506 S. King St., Waikiki Beach, Oahu, HI",-157.8377332,21.2978898,"1506 s king st, honolulu, hi 96826, usa","Geocoded"
"Godmother","(Italian) (WE*) (Enter thru rear)","339 Saratoga Rd.","Waikiki Beach, Oahu","HI","(M),(R),(WE),(*)","Restaurant",1984,NA,"","339 Saratoga Rd., Waikiki Beach, Oahu, HI",-157.8311401,21.2812607,"339 saratoga rd, honolulu, hi 96815, usa","Geocoded"
"80% Straight","(erotica) (2nd floor)","2131 Kuhio Ave.","Waikiki Beach, Oahu","HI","(*)","Bars/Clubs",1984,NA,"","2131 Kuhio Ave., Waikiki Beach, Oahu, HI",-157.8295677,21.2824299,"2131 kūhiō ave., honolulu, hi 96815, usa","Geocoded"
"Hamburger Mary's","(Snacks)","2109 Kuhio Ave.","Waikiki Beach, Oahu","HI","(R)","Restaurant",1984,NA,"","2109 Kuhio Ave., Waikiki Beach, Oahu, HI",-157.830465,21.2826731,"2109 kūhiō ave., honolulu, hi 96815, usa","Geocoded"
"Hotel Honolulu","(A first! H & Dormitory rooms, sauna, Nautilus, rooftop bar & sundeck)","376 Kaiolu St.","Waikiki Beach, Oahu","HI","(*),(H)","Bars/Clubs,Hotel",1984,NA,"","376 Kaiolu St., Waikiki Beach, Oahu, HI",-157.8294312,21.2817116,"376 kaiolu st, honolulu, hi 96815, usa","Geocoded"
"Hula's Bar & Lei Stand","(Some YC, W) (Disco) (Patio) (Cruisy)","2103 Kuhio Ave.","Waikiki Beach, Oahu","HI","(*),(YC),(W),(D)","Bars/Clubs,Cruising Areas",1984,NA,"","2103 Kuhio Ave., Waikiki Beach, Oahu, HI",-157.8302363,21.2829982,"2103 kūhiō ave., honolulu, hi 96815, usa","Geocoded"
"Keo's","(Thai)","441 Kapahulu","Waikiki Beach, Oahu","HI","(M),(R)","Restaurant",1984,NA,"","441 Kapahulu, Waikiki Beach, Oahu, HI",-157.8154663,21.2748661,"441 kapahulu ave, honolulu, hi 96815, usa","Geocoded"
"Kuhio District","(new shopping complex)","2111 Kuhio","Waikiki Beach, Oahu","HI","","Business",1984,NA,"","2111 Kuhio, Waikiki Beach, Oahu, HI",-157.8304487,21.2826592,"2111 kūhiō ave., honolulu, hi 96815, usa","Geocoded"
"Pat's Cocktail Center","","435 Atkinson","Waikiki Beach, Oahu","HI","(*),(L),(PT)","Bars/Clubs",1984,NA,"","435 Atkinson, Waikiki Beach, Oahu, HI",-157.8291847,21.2793462,"waikiki, honolulu, hi 96815, usa","Geocoded"
"Queen-for-a-Day","(Cadillac conv. rentals)","2139 Kuhia Ave., #210","Waikiki Beach, Oahu","HI","","Business",1984,NA,"","2139 Kuhia Ave., #210, Waikiki Beach, Oahu, HI",NA,NA,NA,"Geocoded"
"Peep-O-Rama Screening Room","(Adult books & cruisy back room)","2146 Kalakaua","Waikiki Beach, Oahu","HI","","Book Store,Cruising Areas",1984,NA,"","2146 Kalakaua, Waikiki Beach, Oahu, HI",-157.8301407,21.281225,"2146 kalakaua ave, honolulu, hi 96815, usa","Geocoded"
"Question Mark II","(WE*) (Neighborhood)","1401 Kalakaua","Waikiki Beach, Oahu","HI","(WE),(*)","Bars/Clubs",1984,NA,"","1401 Kalakaua, Waikiki Beach, Oahu, HI",-157.8367385,21.2976134,"1401 kalakaua ave, honolulu, hi 96826, usa","Geocoded"
"Steam Works","(Baths-2nd floor - use stairs - Free beer nights Tues.)","307 Lewers","Waikiki Beach, Oahu","HI","(*)","Bathhouses",1984,NA,"","307 Lewers, Waikiki Beach, Oahu, HI",-157.8289415,21.28041,"307 lewers st, honolulu, hi 96815, usa","Geocoded"
"Wave Waikiki","(Some L) (New Wave Disco) (Best after Hula's closes 2-4am*) (Adm.)","1877 Kalakaua","Waikiki Beach, Oahu","HI","(YC),(L),(D),(*)","Bars/Clubs",1984,NA,"","1877 Kalakaua, Waikiki Beach, Oahu, HI",-157.8343855,21.2873264,"1877 kalakaua ave, honolulu, hi 96815, usa","Geocoded"
"Waikiki Lei Stand","(Flowers)","2139 Kuhio Ave. #110","Waikiki Beach, Oahu","HI","","Business",1984,NA,"","2139 Kuhio Ave. #110, Waikiki Beach, Oahu, HI",NA,NA,NA,"Geocoded"
"Wailuku Inn & Hale Kukui Lounge","(Some L) (R&H)","2080 Vineyard St.","Waikiki Beach, Oahu","HI","(M),(R),(H),(L)","Restaurant,Hotel",1984,NA,"","2080 Vineyard St., Waikiki Beach, Oahu, HI",-157.8556713,21.3107926,"s vineyard st, honolulu, hi 96813, usa","Geocoded"
"Adult Book Store","","2122 Kalakaua","Waikiki Beach, Oahu","HI","(M)","Book Store",1984,NA,"originally listed as ""Adult Book Stores 2122 & 2162 Kalakaua""","2122 Kalakaua, Waikiki Beach, Oahu, HI",-157.8303154,21.2819429,"2122 kalakaua ave, honolulu, hi 96815, usa","Geocoded"
"Stop Lite","(Many L) (Enter rear)","233 S. 10th St.","Boise","ID","(D),(PT),(L)","Bars/Clubs",1984,NA,"","233 S. 10th St., Boise, ID",-116.2068228,43.6157883,"233 s 10th st, boise, id 83702, usa","Geocoded"
"Over 19 Adult Center","","4109 Chinden Blvd.","Boise","ID","","Erotic Shop",1984,NA,"","4109 Chinden Blvd., Boise, ID",-116.25013,43.6299701,"4109 w chinden blvd, garden city, id 83714, usa","Geocoded"
"Olymipic Bar","(Cruisy)","1108 Front St.","Boise","ID","(*)","Bars/Clubs,Cruising Areas",1984,NA,"","1108 Front St., Boise, ID",-116.2088086,43.6162789,"1108 w front st, boise, id 83702, usa","Geocoded"
"M.C.C.","","1510 N. 21st St.","Boise","ID","(MCC)","Religious Institution",1984,NA,"","1510 N. 21st St., Boise, ID",-116.2141772,43.6342436,"1510 n 21st st, boise, id 83702, usa","Geocoded"
"The Mill","at Taylor's Crossing","201 First St.","Idaho Falls","ID","(M),(YC),(D),(R),(*)","Restaurant,Bars/Clubs",1984,NA,"","201 First St., Idaho Falls, ID",-112.0309625,43.4971593,"201 1st st, idaho falls, id 83401, usa","Geocoded"
"Starlight Lounge","Bonneville Hotel","410 'C' St.","Idaho Falls","ID","(M)","Bars/Clubs,Hotel",1984,NA,"","410 'C' St., Idaho Falls, ID",-112.0407584,43.4926607,"idaho falls, id, usa","Geocoded"
"Book People","(Books & info)","512 S. Main","Moscow","ID","","Book Store",1984,NA,"","512 S. Main, Moscow, ID",-117.0010682,46.7306249,"512 s main st, moscow, id 83843, usa","Geocoded"
"P.W. Hoseapples","(Some L) (Wed. & Thur. nites only)","500 S. Asbury","Moscow","ID","(M),(YC),(L),(D),(R)","Restaurant,Bars/Clubs",1984,NA,"","500 S. Asbury, Moscow, ID",-117.0050099,46.7308654,"500 s asbury st, moscow, id 83843, usa","Geocoded"
"Charley's","(Some YC, L)","248 N. Main St.","Pocatello","ID","(YC),(L),(D),(*)","Bars/Clubs",1984,NA,"","248 N. Main St., Pocatello, ID",-112.4518962,42.8634863,"248 n main st, pocatello, id 83204, usa","Geocoded"
"Adult Book Store","","145 N. Main St.","Decatur","IL","","Book Store",1984,NA,"","145 N. Main St., Decatur, IL",-88.9562653,39.8419974,"145 n main st, decatur, il 62523, usa","Geocoded"
"Bill's Regulator","","216 E. State St.","Jacksonville","IL","(M),(YC)","Bars/Clubs",1984,NA,"","216 E. State St., Jacksonville, IL",-90.227654,39.7344781,"216 e state st, jacksonville, il 62650, usa","Geocoded"
"Bank Vault","(Disco)","200 W. State","Calumet City","IL","(YC),(D)","Bars/Clubs",1984,NA,"","200 W. State, Calumet City, IL",-87.5676118,41.6300184,"w state st, calumet city, il, usa","Geocoded"
"Gallagher's","(Some L) (Occ. S)","648 State Line Ave.","Calumet City","IL","(L),(D)","Bars/Clubs",1984,NA,"","648 State Line Ave., Calumet City, IL",-87.5254579,41.6169744,"648 state line ave, calumet city, il 60409, usa","Geocoded"
"Patch","","201 155th St.","Calumet City","IL","(L),(*)","Bars/Clubs",1984,NA,"","201 155th St., Calumet City, IL",-87.5300807,41.6127011,"201 155th st, calumet city, il 60409, usa","Geocoded"
"Mr. B's","(An 'institution' for over 30 years)","606 State Line Ave.","Calumet City","IL","(D),(*)","Bars/Clubs",1984,NA,"","606 State Line Ave., Calumet City, IL",-87.5254537,41.6181672,"606 state line ave, calumet city, il 60409, usa","Geocoded"
"Pour House","(Some L) (Disco)","103 155th St.","Calumet City","IL","(L),(D)","Bars/Clubs",1984,NA,"","103 155th St., Calumet City, IL",-87.5277945,41.6136508,"103 155th st, calumet city, il 60409, usa","Geocoded"
"Main Street East","(Some L) (Disco)","213 E. Main St.","Carbondale","IL","(*),(L),(D)","Bars/Clubs",1984,NA,"","213 E. Main St., Carbondale, IL",-89.214491,37.727293,"213 e main st, carbondale, il 62901, usa","Geocoded"
"New Yorker","(Disco)","501 E. Walnut St.","Carbondale","IL","(D)","Bars/Clubs",1984,NA,"","501 E. Walnut St., Carbondale, IL",-89.2096622,37.725594,"501 e walnut st, carbondale, il 62901, usa","Geocoded"
"The Maxx","(Disco) ($2.00 cover WE*)","35 E. Green St.","Champaign","IL","(YC),(D),(WE),(*)","Bars/Clubs",1984,NA,"","35 E. Green St., Champaign, IL",-88.2410412,40.1099065,"35 e green st, champaign, il 61820, usa","Geocoded"
"Old Town Arcade","(Books & erotica)","219 S. Locust","Champaign","IL","","Book Store",1984,NA,"","219 S. Locust, Champaign, IL",-88.2396332,40.114957,"219 s locust st, champaign, il 61820, usa","Geocoded"
"Moonlighter","(Some L)","105 N. Market","Champaign","IL","(L),(PT),(D),(E),(*)","Bars/Clubs",1984,NA,"","105 N. Market, Champaign, IL",-88.241954,40.1166408,"105 n market st, champaign, il 61820, usa","Geocoded"
"Perkin's Steak & Cake","","21 E. Kenyon Rd.","Champaign","IL","(M),(R)","Restaurant",1984,NA,"","21 E. Kenyon Rd., Champaign, IL",-88.2423138,40.133079,"21 e kenyon rd, champaign, il 61820, usa","Geocoded"
"The Bar","(Some L) (Disco)","63 Chester","Champaign","IL","(L),(D)","Bars/Clubs",1984,NA,"","63 Chester, Champaign, IL",-88.2395009,40.1155436,"63 e chester st, champaign, il 61820, usa","Geocoded"
"Burton House","(Guest House)","1454 N. Dearborn","Chicago","IL","(H)","Hotel",1984,NA,"Near North Side","1454 N. Dearborn, Chicago, IL",-87.6305023,41.9093378,"1454 n dearborn st, chicago, il 60610, usa","Geocoded"
"Baton Show Lounge","(WE*)","436 N. Clark St.","Chicago","IL","(S),(WE),(*)","Bars/Clubs",1984,NA,"Near North Side","436 N. Clark St., Chicago, IL",-87.6314109,41.8903028,"436 n clark st, chicago, il 60654, usa","Geocoded"
"Bijou Theatre","","1349 N. Wells St.","Chicago","IL","","Theatre",1984,NA,"Near North Side","1349 N. Wells St., Chicago, IL",-87.634274,41.9072015,"1349 n wells st, chicago, il 60610, usa","Geocoded"
"Annex 2","(Disco) (Sun. Tea D *)","430 N. Clark St.","Chicago","IL","(D),(*)","Bars/Clubs",1984,NA,"Near North Side","430 N. Clark St., Chicago, IL",-87.6313916,41.8901667,"430 n clark st, chicago, il 60654, usa","Geocoded"
"C.H.A.P.S","(Baths)","116 W. Hubbard","Chicago","IL","","Bathhouses",1984,NA,"Near North Side","116 W. Hubbard, Chicago, IL",-87.6319071,41.8902453,"116 w hubbard st, chicago, il 60654, usa","Geocoded"
"Bus Stop","(Looks promising)","520 N. Clark St.","Chicago","IL","(R)","Restaurant",1984,NA,"Near North Side","520 N. Clark St., Chicago, IL",-87.6311089,41.8914758,"520 n clark st, chicago, il 60654, usa","Geocoded"
"Club Baths of Chicago","(Some B)","609 N. La Salle St.","Chicago","IL","(*),(B),(P)","Bathhouses",1984,NA,"Near North Side","609 N. La Salle St., Chicago, IL",-87.632542,41.8926547,"609 n la salle st, chicago, il 60654, usa","Geocoded"
"Carol's Speakeasy","(Macho) (Disco) (SM Room) (Great Mondays)","1355 N. Wells St.","Chicago","IL","(*),(P),(YC),(D),(SM)","Bars/Clubs",1984,NA,"Near North Side","1355 N. Wells St., Chicago, IL",-87.6341618,41.9073158,"1355 n wells st, chicago, il 60610, usa","Geocoded"
"Gold Coast","('G.C.') (SM, W, FFA) (Cruisy Basement","501 N. Clark St.","Chicago","IL","(*),(SM),(W),(FFA)","Cruising Areas",1984,NA,"Near North Side","501 N. Clark St., Chicago, IL",-87.6308107,41.8910113,"501 n clark st, chicago, il 60654, usa","Geocoded"
"Factory","(Disco) (Some YC, Latins)","1665 W. Fullerton","Chicago","IL","(D),(YC)","Bars/Clubs",1984,NA,"Near North Side","1665 W. Fullerton, Chicago, IL",-87.6706624,41.9249445,"1665 w fullerton ave, chicago, il 60614, usa","Geocoded"
"Glory Hole","(Flicks)","1343 N. Wells St.","Chicago","IL","(D),(S)","Bars/Clubs",1984,NA,"Near North Side","1343 N. Wells St., Chicago, IL",-87.6343415,41.90698,"1343 n wells st, chicago, il 60610, usa","Geocoded"
"Foster's","","868 N. State St.","Chicago","IL","(B)","Bars/Clubs",1984,NA,"Near North Side","868 N. State St., Chicago, IL",-87.6284355,41.8983221,"868 n state st, chicago, il 60610, usa","Geocoded"
"Loading Zone","","46 E. Oak St.","Chicago","IL","","Bars/Clubs",1984,NA,"Near North Side","46 E. Oak St., Chicago, IL",-87.6265628,41.9010355,"46 e oak st, chicago, il 60611, usa","Geocoded"
"Kitty Shean's","","745 N. Rush St.","Chicago","IL","(PE),(OC),(E)","Bars/Clubs",1984,NA,"Near North Side","745 N. Rush St., Chicago, IL",-87.6253325,41.8962636,"745 n rush st, chicago, il 60611, usa","Geocoded"
"La Cage Chicago","(Touristy)","50 E. Oak St.","Chicago","IL","(S),(PE)","Bars/Clubs",1984,NA,"Near North Side","50 E. Oak St., Chicago, IL",-87.6263582,41.9011061,"50 e oak st, chicago, il 60611, usa","Geocoded"
"Machine Shop","(F&S) (Flicks) (Toys & books)","504 N. Clark St.","Chicago","IL","(*),(F&S)","Book Store",1984,NA,"Near North Side","504 N. Clark St., Chicago, IL",-87.6313653,41.8911385,"504 n clark st, chicago, il 60654, usa","Geocoded"
"Oasis","(Bar below My Brother's Place)","111 Hubbard","Chicago","IL","(E)","Bars/Clubs",1984,NA,"Near North Side","111 Hubbard, Chicago, IL",-87.6251068,41.8901061,"111 e hubbard st, chicago, il 60611, usa","Geocoded"
"New Flight","(Good Days- Hustlers*)","420 N. Clark St.","Chicago","IL","(PT),(*)","Bars/Clubs",1984,NA,"Near North Side","420 N. Clark St., Chicago, IL",-87.6313291,41.8899018,"420 n clark st, chicago, il 60654, usa","Geocoded"
"My Brother's Place","","111 W. Hubbard St.","Chicago","IL","(R)","Restaurant",1984,NA,"Near North Side","111 W. Hubbard St., Chicago, IL",-87.6316126,41.8897818,"111 w hubbard st, chicago, il 60654, usa","Geocoded"
"Male Hide","(Leather, clothes, erotica, etc.)","66 W. Illinois","Chicago","IL","(*)","Bars/Clubs",1984,NA,"Near North Side","66 W. Illinois, Chicago, IL",-87.6306927,41.8909951,"66 w illinois st, chicago, il 60654, usa","Geocoded"
"Oak Tree","('Frankie's') (C-AH)","25 E. Oak St.","Chicago","IL","(M),(R),(C),(AH)","Restaurant",1984,NA,"Near North Side","25 E. Oak St., Chicago, IL",-87.6270363,41.9004683,"25 e oak st, chicago, il 60611, usa","Geocoded"
"Over 21 Books","","1347 N. Wells St.","Chicago","IL","","Book Store",1984,NA,"Near North Side","1347 N. Wells St., Chicago, IL",-87.6343125,41.9071248,"1347 n wells st, chicago, il 60610, usa","Geocoded"
"Peeping Tom Book Store","","1345 N. Wells St.","Chicago","IL","","Book Store",1984,NA,"Near North Side","1345 N. Wells St., Chicago, IL",-87.6340076,41.9070414,"1345 n wells st, chicago, il 60610, usa","Geocoded"
"Ozone","(Macho) (Disco) (Thru alley) (WE only *)","112 W. Hubbard","Chicago","IL","(W),(D),(WE),(*)","Bars/Clubs",1984,NA,"Near North Side","112 W. Hubbard, Chicago, IL",-87.6317849,41.8902352,"112 w hubbard st, chicago, il 60654, usa","Geocoded"
"Rush St. Books","","913 N. Rush St.","Chicago","IL","","Book Store",1984,NA,"Near North Side","913 N. Rush St., Chicago, IL",-87.6267744,41.899594,"913 n rush st, chicago, il 60611, usa","Geocoded"
"Power Plant","(Disco) (WE-only)","1015 N. Halsted","Chicago","IL","(B),(D),(WE)","Bars/Clubs",1984,NA,"Near North Side","1015 N. Halsted, Chicago, IL",-87.6472467,41.9005111,"1015 n halsted st, chicago, il 60642, usa","Geocoded"
"Redig's Rand Book Store","","5 W. Randoph","Chicago","IL","","Book Store",1984,NA,"Near North Side","5 W. Randoph, Chicago, IL",-87.6283894,41.8842063,"5 w randolph st, chicago, il 60601, usa","Geocoded"
"Wacker Health Club","(Baths)","674 N. Clark St.","Chicago","IL","(M),(RT)","Bathhouses",1984,NA,"Near North Side","674 N. Clark St., Chicago, IL",-87.6315495,41.8945256,"674 n clark st, chicago, il 60654, usa","Geocoded"
"Tool Box Books","","414 N. Clark St.","Chicago","IL","(F&S)","Book Store",1984,NA,"Near North Side","414 N. Clark St., Chicago, IL",-87.6312375,41.889732,"414 n clark st, chicago, il 60654, usa","Geocoded"
"Backstreet","","2917 N. Sheffield","Chicago","IL","","Bars/Clubs",1984,NA,"New Town","2917 N. Sheffield, Chicago, IL",-87.6537368,41.9349493,"2917 n sheffield ave, chicago, il 60657, usa","Geocoded"
"Accessories","(Gifts Boutique)","2911 N. Broadway","Chicago","IL","","Business",1984,NA,"New Town","2911 N. Broadway, Chicago, IL",-87.6440462,41.9351861,"2911 n broadway, chicago, il 60657, usa","Geocoded"
"Abbott Hotel","(Not the Ritz)","721 W. Belmont","Chicago","IL","(H)","Hotel",1984,NA,"New Town","721 W. Belmont, Chicago, IL",-87.6477631,41.9398071,"721 w belmont ave, chicago, il 60657, usa","Geocoded"
"B.J.'s","(Disco) (Patio)","3231 N. Clark St.","Chicago","IL","(*),(D)","Bars/Clubs",1984,NA,"New Town","3231 N. Clark St., Chicago, IL",-87.6511191,41.9408579,"3231 n clark st, chicago, il 60657, usa","Geocoded"
"Big Red's","","3019 N. Clark","Chicago","IL","","Bars/Clubs",1984,NA,"New Town","3019 N. Clark, Chicago, IL",-87.6478419,41.9371867,"3019 n clark st, chicago, il 60657, usa","Geocoded"
"Body Shop","(Nautilus Gym) (2nd Floor)","2440 N. Lincoln","Chicago","IL","","Bars/Clubs",1984,NA,"New Town","2440 N. Lincoln, Chicago, IL",-87.6503729,41.9262799,"2440 n lincoln ave, chicago, il 60614, usa","Geocoded"
"Book-A-Rama","(Cruisy arcade)","2928 N. Broadway","Chicago","IL","","Book Store,Cruising Areas",1984,NA,"New Town","2928 N. Broadway, Chicago, IL",-87.6445359,41.9357766,"2928 n broadway, chicago, il 60657, usa","Geocoded"
"Broadway, Ltd","(Some L) (Disco)","3132 N. Broadway","Chicago","IL","(L),(D)","Bars/Clubs",1984,NA,"New Town","3132 N. Broadway, Chicago, IL",-87.6446436,41.9387165,"3132 n broadway, chicago, il 60657, usa","Geocoded"
"Bughaus","(Cruisy Wed. nights)","2570 N. Clark","Chicago","IL","(*)","Bars/Clubs,Cruising Areas",1984,NA,"New Town","2570 N. Clark, Chicago, IL",-87.6430247,41.9294241,"2570 n clark st, chicago, il 60614, usa","Geocoded"
