"ID","title","amenityfeatures","description","streetaddress","type","city","state","unclear_address","Year","uncleartype","notes","Last.Modified","full.address","lon","lat","geoAddress","status"
3361,"Punchinello's","(MX)","Birmingham 644-5277 11am-midnight Mon-Sat","184 Pierce St.","Restaurants & Cafes","Detroit","MI",NA,1992,"","","5/18/2023 11:23am","184 Pierce St. ,  Detroit ,  MI",-83.0334036,42.354569,"pierce st, detroit, mi 48207, usa","Geocoded"
1152,"China Basin Travel Center","","777-4747","185 Berry St.","Travel & Tour Operators","San Francisco","CA",NA,1992,"","","4/25/2023 9:32pm","185 Berry St. ,  San Francisco ,  CA",-122.3929466,37.77596,"185 berry st, san francisco, ca 94107, usa","Geocoded"
4132,"Dugout, The","(E),(F)","242-9113 sports & piano bar, 2 flrs","185 Christopher St.","Bars","Greenwich Village","NY",NA,1992,"","","4/25/2023 9:32pm","185 Christopher St. ,  Greenwich Village ,  NY",-74.0096996,40.7326534,"185 christopher st, new york, ny 10014, usa","Geocoded"
2214,"Hale Kahawai","(IGTA)","822-1031 B & B, tropical brkfst, mtn. views, year round","185 Kahawai Pl.","Accomodations","Kapaa, Kauai","HI",NA,1992,"","","4/25/2023 9:32pm","185 Kahawai Pl. ,  Kapaa, Kauai ,  HI",-159.3619472,22.0466413,"185 kahawai pl, kapaʻa, hi 96746, usa","Geocoded"
3197,"Blondie's Inn","(MW),(F)","487-1443 seasonal","186 Commercial St.","Accomodations","Provincetown","MA",NA,1992,"","","4/25/2023 9:32pm","186 Commercial St. ,  Provincetown ,  MA",-70.1895573,42.0484645,"historic district, 186 commercial st, provincetown, ma 02657, usa","Geocoded"
3118,"New Words Bookstore","","Cambridge 876-5310 women's bookstore with gay/lesbian titles","186 Hampshire St.","Bookstore/Retail Shops","Boston","MA",NA,1992,"","","5/18/2023 11:23am","186 Hampshire St. ,  Boston ,  MA",-71.099589,42.3724717,"186 hampshire st, cambridge, ma 02139, usa","Geocoded"
2112,"Colony Square Hotel","(MX),(F)","892-6000 cocktails, full gym","188 14th St.","Accomodations","Atlanta","GA",NA,1992,"","","4/25/2023 9:32pm","188 14th St. ,  Atlanta ,  GA",NA,NA,"NA","Geocoded"
5739,"Border","(MX),(D),(E),(AH)","864-0107 9pm-2am, til 3:30m Sat, after 1am Sat popular for gays","188 Main St.","Bars","Burlington","VT",NA,1992,"","","4/25/2023 9:32pm","188 Main St. ,  Burlington ,  VT",-73.2116919,44.4761844,"188 main st, burlington, vt 05401, usa","Geocoded"
5122,"Metro, The","(MX),(YC)","274-7770","189 Weybosset St.","Bars","Providence","RI",NA,1992,"","","4/25/2023 9:32pm","189 Weybosset St. ,  Providence ,  RI",-71.412414,41.822192,"189 weybosset st, providence, ri 02903, usa","Geocoded"
3304,"Your Travel Arrangements","","846-4049","191 Court Rd.","Travel & Tour Operators","Winthrop","MA",NA,1992,"","","4/25/2023 9:32pm","191 Court Rd. ,  Winthrop ,  MA",-70.9963107,42.3727634,"191 court rd, winthrop, ma 02152, usa","Geocoded"
3166,"Joseph's","(MW),(D),(V)","599-9483 3pm-2am Mon-Fri, 1:30pm-2am Sat & Sun","191 Oxford St.","Bars","Lynn","MA",NA,1992,"","","4/25/2023 9:32pm","191 Oxford St. ,  Lynn ,  MA",-70.9475979,42.4632801,"191 oxford st, lynn, ma 01901, usa","Geocoded"
449,"Royal Tours & Travel","(IGTA)","438-1181/(800)828-6759","191 Park Ave.","Travel & Tour Operators","Long Beach","CA",NA,1992,"","","4/25/2023 9:32pm","191 Park Ave. ,  Long Beach ,  CA",-118.1382466,33.7613732,"191 park ave, long beach, ca 90803, usa","Geocoded"
1468,"Sweet Basil","(MX)","476-0125 11:30am-2:30pm lunch, 5:30-10:00pm dinner","193 E. Gore Creek Dr.","Restaurants & Cafes","Vail","CO",NA,1992,"","","4/25/2023 9:32pm","193 E. Gore Creek Dr. ,  Vail ,  CO",-106.3746646,39.6408609,"193 gore creek dr, vail, co 81657, usa","Geocoded"
6109,"Ballgame","(*),(NH),(V)","273-7474 noon-2am","196 S. 2nd St.","Bars","Milwaukee","WI",NA,1992,"","","4/25/2023 9:32pm","196 S. 2nd St. ,  Milwaukee ,  WI",-87.9122563,43.0295497,"196 s 2nd st, milwaukee, wi 53204, usa","Geocoded"
2953,"Northport House","(MX)","338-1422 B & B, year round","197 Northport Ave.","Accomodations","Belfast","ME",NA,1992,"","","4/25/2023 9:32pm","197 Northport Ave. ,  Belfast ,  ME",-68.9896268,44.4025344,"197 northport ave, belfast, me 04915, usa","Geocoded"
1065,"Transfer","(NH)","861-7499 6am-2am","198 Church St.","Bars","San Francisco","CA",NA,1992,"","","4/25/2023 9:32pm","198 Church St. ,  San Francisco ,  CA",-122.4291839,37.7678879,"198 church st, san francisco, ca 94114, usa","Geocoded"
3232,"Ranch, The","","487-1542 guesthouse exclusively gay men, seasonal","198 Commercial St.","Accomodations","Provincetown","MA",NA,1992,"","","4/25/2023 9:32pm","198 Commercial St. ,  Provincetown ,  MA",-70.1892318,42.0488899,"historic district, 198 commercial st, provincetown, ma 02657, usa","Geocoded"
2099,"Globe, The","(MX),(BW)","353-4721 4pm-2am Mon-Fri, til midnight Sat","199 N. Lumpkin","Bars","Athens","GA",NA,1992,"","","4/25/2023 9:32pm","199 N. Lumpkin ,  Athens ,  GA",-83.3772186,33.9580145,"199 n lumpkin st, athens, ga 30601, usa","Geocoded"
3549,"Interchange","(MW),(B),(D),(S),(BW),(BYOB)","","200 N. Mill St.","Bars","Jackson","MS",NA,1992,"","","4/25/2023 9:32pm","200 N. Mill St. ,  Jackson ,  MS",-90.1905906,32.3020753,"200 n mill st, jackson, ms 39201, usa","Geocoded"
3722,"Panic, The","(MW),(D),(S),(LV)","435-8764 4pm-1am Mon-Fri, from 1pm Sat & Sun","200 S. 18th St.","Bars","Lincoln","NE",NA,1992,"","","8/7/2023 2:46pm","200 S. 18th St. ,  Lincoln ,  NE",-96.6949956,40.8122236,"200 s 18th st, lincoln, ne 68508, usa","Geocoded"
5709,"Sun Club","(*),(MW),(YC),(PC),(D),(F)","531-0833 opens noon","200 S. 702 West","Bars","Salt Lake City","UT",NA,1992,"","","4/25/2023 9:32pm","200 S. 702 West ,  Salt Lake City ,  UT",-111.9115621,40.7653148,"702 200 s, salt lake city, ut 84104, usa","Geocoded"
2332,"Bank Lounge","(*),(D),(E),(S),(V),(YC)","891-9651 patio, 7pm-2am Sun-Tues & Thurs, til 3am Wed, Fri & Sat","200 State St.","Bars","Calumet City","IL",NA,1992,"","","4/25/2023 9:32pm","200 State St. ,  Calumet City ,  IL",-87.5287306,41.6232843,"200 e state st, calumet city, il 60409, usa","Geocoded"
5900,"Counseling Service for Sexual Minorities","","Ste. 300, 282-9307 noon-9pm Mon-Fri","200 W. Mercer","Info Lines & Services","Seattle","WA",NA,1992,"","","4/25/2023 9:32pm","200 W. Mercer ,  Seattle ,  WA",-122.3597421,47.6248542,"200 w mercer st, seattle, wa 98119, usa","Geocoded"
2029,"P.S.","","823-2937 clsd Sun","201 1st St. N.","Bookstore/Retail Shops","St. Petersburg","FL",NA,1992,"","","4/25/2023 9:32pm","201 1st St. N. ,  St. Petersburg ,  FL",-82.6338159,27.7737569,"201 1st st n, st. petersburg, fl 33701, usa","Geocoded"
1796,"Bo's Coral Reef","(MW),(D),(F)","246-9874 noon-2am Mon-Sat, 1pm-2am Sun","201 5th Ave. N.","Bars","Jacksonville Beach","FL",NA,1992,"","","4/25/2023 9:32pm","201 5th Ave. N. ,  Jacksonville Beach ,  FL",-81.3920493,30.2941125,"201 5th ave n, jacksonville beach, fl 32250, usa","Geocoded"
5670,"Gig, The","(MW),(D),(PC),(S)","(Hwy 71 S.) 773-6900 patio, 6pm-mid Wed/Th, 8pm-5am Fri/Sat, 3pm-mid Sun","201 E. St.","Bars","South Padre Island","TX",NA,1992,"","","4/25/2023 9:32pm","201 E. St. ,  South Padre Island ,  TX",-97.1681257,26.1118401,"south padre island, tx 78597, usa","Geocoded"
3989,"Galisteo News","","984-1316 gay/lesbian periodicals & coffeehouse, 7am-7pm","201 Galisteo St","Bookstore/Retail Shops","Santa Fe","NM",NA,1992,"","","4/25/2023 9:32pm","201 Galisteo St ,  Santa Fe ,  NM",-105.9407734,35.6865958,"201 galisteo st, santa fe, nm 87501, usa","Geocoded"
3822,"Merri-Mac Club","(*),(MW),(PC),(D)","623-9362 11am-1:30am Mon-Fri, noon-1:30am Sat & Sun","201 Merrimack","Bars","Manchester","NH",NA,1992,"","","4/25/2023 9:32pm","201 Merrimack ,  Manchester ,  NH",-71.4578053,42.9891329,"201 merrimack st, manchester, nh 03103, usa","Geocoded"
873,"Goldies I","","447-5860, 24hrs","201 N. 12th St.","Erotica","Sacramento","CA",NA,1992,"","","4/25/2023 9:32pm","201 N. 12th St. ,  Sacramento ,  CA",-121.4851249,38.5905704,"201 n 12th st, sacramento, ca 95811, usa","Geocoded"
5301,"Just Friends","(MW),(D),(S)","672-0882 7pm-midnight Tues-Thurs, til 1 Fri, till 2 Sat, 6-midnight Sun","201 S. 14th St.","Bars","Abilene","TX",NA,1992,"","","4/25/2023 9:32pm","201 S. 14th St. ,  Abilene ,  TX",-99.724949,32.4309749,"201 s 14th st, abilene, tx 79602, usa","Geocoded"
4946,"Penguin Place","","923-7505 gay community center, library, bingo & cabaret","201 S. Camac St.","Info Lines & Services","Philadelphia","PA",NA,1992,"","","4/25/2023 9:32pm","201 S. Camac St. ,  Philadelphia ,  PA",-75.1612416,39.9484527,"201 s camac st, philadelphia, pa 19107, usa","Geocoded"
2521,"Bullwinkle's","(MW),(D),(S)","334-3232 5pm-3am Mon-Sat, clsd Sun","201 S. College","Bars","Bloomington","IN",NA,1992,"","","4/25/2023 9:32pm","201 S. College ,  Bloomington ,  IN",-86.5346033,39.1653882,"201 s college ave, bloomington, in 47404, usa","Geocoded"
4012,"Risky Business","(*),(V),(D),(YC)","723-1507 5pm-1am Sun-Thurs, til 3am Fri/Sat","201 State St.","Bars","Binghampton","NY",NA,1992,"","","4/25/2023 9:32pm","201 State St. ,  Binghampton ,  NY",-75.9118006,42.1018782,"201 state st, binghamton, ny 13901, usa","Geocoded"
4911,"Tally Ho","(*),(MW),(D),(F),(YC)","299-0661 6pm-2am Mon-Sat, 8pm-2am Sun","201 W. Orange","Bars","Lancaster","PA",NA,1992,"checked","","4/25/2023 9:32pm","201 W. Orange ,  Lancaster ,  PA",-76.3089318,40.0393767,"201 w orange st, lancaster, pa 17603, usa","Geocoded"
4080,"Nite Spot","(MW),(D),(S)","483-3456 3pm-2am","201 Windsor","Bars","Jamestown","NY",NA,1992,"","","4/25/2023 9:32pm","201 Windsor ,  Jamestown ,  NY",-79.2302812,42.0976073,"201 winsor st, jamestown, ny 14701, usa","Geocoded"
2064,"Tomes and Treasures","","251-9368 gay/lesbian bookstore, noon-9pm Mon-Sat, 1pm-6pm Sun","202 1/2 S. Howard Ave.","Bookstore/Retail Shops","Tampa","FL",NA,1992,"","","4/25/2023 9:32pm","202 1/2 S. Howard Ave. ,  Tampa ,  FL",-82.4825504,27.9431736,"202 1/2 s howard ave, tampa, fl 33606, usa","Geocoded"
5657,"River City Living MC","","822-1121, 11am Sun","202 Holland","Religious Organization","San Antonio","TX",NA,1992,"","","4/25/2023 9:32pm","202 Holland ,  San Antonio ,  TX",-98.4903825,29.4671448,"202 holland ave, san antonio, tx 78212, usa","Geocoded"
5654,"Dignity","","(at St. Mary's Church) 558-3287, 5:15pm Sun","202 N. St. Mary's","Religious Organization","San Antonio","TX",NA,1992,"","","4/25/2023 9:32pm","202 N. St. Mary's ,  San Antonio ,  TX",-98.4910637,29.425413,"202 n st mary's st, san antonio, tx 78205, usa","Geocoded"
4969,"Woody's","(*),(YC),(LV),(F)","545-1893 11am-2am","202 S. 13th St.","Bars","Philadelphia","PA",NA,1992,"","","4/25/2023 9:32pm","202 S. 13th St. ,  Philadelphia ,  PA",-75.1623666,39.9487677,"202 s 13th st, philadelphia, pa 19107, usa","Geocoded"
4367,"Stutz","(*),(D),(S)","761-3100 3pm-4am Mon-Fri, from 8pm Sat/Sun","202 Westchester Ave.","Bars","White Plains","NY",NA,1992,"","","4/25/2023 9:32pm","202 Westchester Ave. ,  White Plains ,  NY",-73.7550979,41.0331901,"202 westchester ave, white plains, ny 10601, usa","Geocoded"
782,"Incognito","(D),(YC)","792-3735 2pm-2amFri","203 N. Sierra Madre Blvd.","Bars","Pasadena","CA",NA,1992,"","","4/25/2023 9:32pm","203 N. Sierra Madre Blvd. ,  Pasadena ,  CA",-118.0998135,34.1504884,"203 n sierra madre blvd, pasadena, ca 91107, usa","Geocoded"
3030,"Drinkery, The","(NH)","669-9820 11am-2am","203 W. Read St.","Bars","Baltimore","MD",NA,1992,"","","4/25/2023 9:32pm","203 W. Read St. ,  Baltimore ,  MD",-76.6187773,39.3002219,"203 w read st, baltimore, md 21201, usa","Geocoded"
5469,"Briar Patch","(MX),(NH),(OC)","546-9100 noon-2am","204 E. Rio Grande St.","Bars","El Paso","TX",NA,1992,"","","4/25/2023 9:32pm","204 E. Rio Grande St. ,  El Paso ,  TX",-106.4919182,31.7646952,"204 e rio grande ave, el paso, tx 79902, usa","Geocoded"
1999,"Red Carpet","(W),(D),(BW),(E)","453-9918 3pm-2:30am","204 Old Corry Field Rd.","Bars","Pensacola","FL",NA,1992,"","","4/25/2023 9:32pm","204 Old Corry Field Rd. ,  Pensacola ,  FL",-87.2749338,30.4128939,"204 n old corry field rd, pensacola, fl 32506, usa","Geocoded"
3608,"View on the Hill","(NH)","Kansas City, KS (913) 371-9370 4pm-2am Mon-Fri, from noon Sat & Sun, women welcome!","204 Orchard","Bars","Kansas City","KS",NA,1992,"","","5/18/2023 11:57am","204 Orchard ,  Kansas City ,  KS",-94.6224834,39.1056151,"204 orchard st, kansas city, ks 66101, usa","Geocoded"
3134,"Art I & II Cinemas","","482-4661 all-male theatre","204 Tremont","Erotica","Boston","MA",NA,1992,"","","4/25/2023 9:32pm","204 Tremont ,  Boston ,  MA",-71.0645073,42.3518343,"62 on the park, 204 tremont st, boston, ma 02116, usa","Geocoded"
5100,"Steam Works","(PC)","725-4993","205 Calle Luna","Gyms/Health Clubs","San Juan","PR",NA,1992,"","","4/25/2023 9:32pm","205 Calle Luna ,  San Juan ,  PR",NA,NA,"NA","Geocoded"
3052,"Center News","","727-9544","205 W. Fayette St.","Erotica","Baltimore","MD",NA,1992,"","","4/25/2023 9:32pm","205 W. Fayette St. ,  Baltimore ,  MD",-76.6182332,39.2903704,"205 w fayette st, baltimore, md 21201, usa","Geocoded"
3021,"Shirley-Madison Inn","(MX)","728-6550n B & B","205 W. Madison St.","Accomodations","Baltimore","MD",NA,1992,"","","4/25/2023 9:32pm","205 W. Madison St. ,  Baltimore ,  MD",-76.6189484,39.2983458,"205 w madison st, baltimore, md 21201, usa","Geocoded"
3322,"Crazy Wisdom Books","","665-2757","206 N. 4th Ave.","Bookstore/Retail Shops","Ann Arbor","MI",NA,1992,"","","4/25/2023 9:32pm","206 N. 4th Ave. ,  Ann Arbor ,  MI",-83.7469515,42.2826347,"206 n 4th ave, ann arbor, mi 48104, usa","Geocoded"
4947,"Bike Stop","(*),(LV),(L),(CW)","627-1662 CW band Sun 9pm-1:30am, 4 bars, 4 flrs","206 S. Quince","Bars","Philadelphia","PA",NA,1992,"","","4/25/2023 9:32pm","206 S. Quince ,  Philadelphia ,  PA",-75.1599648,39.9483647,"206 quince st, philadelphia, pa 19107, usa","Geocoded"
5136,"Upstairs Bookshop","","272-3139","206 Washington","Erotica","Providence","RI",NA,1992,"","","4/25/2023 9:32pm","206 Washington ,  Providence ,  RI",-71.4161872,41.8218461,"206 washington st, providence, ri 02903, usa","Geocoded"
56,"Zippers","(MW),(D),(S),(AH),(PC)","263-7890 8pm-? Mon-Sat, 6pm-? Sun","207 Dexter Ave.","Bars","Montgomery","AL",NA,1992,"","","4/25/2023 9:32pm","207 Dexter Ave. ,  Montgomery ,  AL",-86.3059453,32.3777771,"207 dexter ave, montgomery, al 36104, usa","Geocoded"
706,"Capri","(*),(NH)","722-7284 10am-2am","207 N. Tremont","Bars","Oceanside","CA",NA,1992,"","","4/25/2023 9:32pm","207 N. Tremont ,  Oceanside ,  CA",-117.3807661,33.1956187,"207 n tremont st, oceanside, ca 92054, usa","Geocoded"
1572,"Tijuana Taxi","(MX)","227-1986 Mexican food, hours vary with season","207 Rehoboth Ave.","Restaurants & Cafes","Rehoboth Beach","DE",NA,1992,"","","4/25/2023 9:32pm","207 Rehoboth Ave. ,  Rehoboth Beach ,  DE",-75.0821566,38.7162759,"207 rehoboth ave, rehoboth beach, de 19971, usa","Geocoded"
46,"French Connection","(*),(D),(YC),(S)","432-9440 24hrs","208 Dauphin St.","Bars","Mobile","AL",NA,1992,"","","4/25/2023 9:32pm","208 Dauphin St. ,  Mobile ,  AL",-88.0433579,30.6916069,"208 dauphin st, mobile, al 36602, usa","Geocoded"
4786,"Darcelle XV","(MX),(S),(F)","222-5338 5pm-2am Tues-Sat","208 N.W. 3rd Ave.","Bars","Portland","OR",NA,1992,"","","4/25/2023 9:32pm","208 N.W. 3rd Ave. ,  Portland ,  OR",-122.6729315,45.5247845,"208 nw 3rd ave, portland, or 97209, usa","Geocoded"
4113,"Lesbian & Gay Community Center Services","","620-7310 meeting location for many gay groups, organziations in NYC area","208 W. 13th St.","Info Lines & Services","Greenwich Village","NY",NA,1992,"","","4/25/2023 9:32pm","208 W. 13th St. ,  Greenwich Village ,  NY",-74.001046,40.738087,"kaplan diamond building, 208 w 13th st, new york, ny 10011, usa","Geocoded"
3551,"Jack (& Jill's) Saloon","(MW),(D),(BYOB),(AH)","352-0022 8pm-closing Wed, Fri, Sat & Sun","208 W. Capitol","Bars","Jackson","MS",NA,1992,"","","4/25/2023 9:32pm","208 W. Capitol ,  Jackson ,  MS",-90.1897282,32.3006661,"208 w capitol st, jackson, ms 39201, usa","Geocoded"
4159,"C.J. Blanda's","(*)","206-7880 Italian cuisine, noon-midnight","209 7th Ave.","Restaurants & Cafes","Greenwich Village","NY",NA,1992,"","","4/25/2023 9:32pm","209 7th Ave. ,  Greenwich Village ,  NY",-73.9958238,40.7434171,"209 7th ave, new york, ny 10011, usa","Geocoded"
3096,"Club Cafe","(*),(MW),(F),(E),(V)","536-0966 noon-2am, live jazz, cabaret & dinner nightly","209 Columbus","Bars","Boston","MA",NA,1992,"","","4/25/2023 9:32pm","209 Columbus ,  Boston ,  MA",-71.0723046,42.3485553,"209 columbus ave, boston, ma 02116, usa","Geocoded"
3115,"Metropolitan Health Club","(MW)","536-3006 weights, aerobics","209 Columbus","Gyms/Health Clubs","Boston","MA",NA,1992,"","","4/25/2023 9:32pm","209 Columbus ,  Boston ,  MA",-71.0723046,42.3485553,"209 columbus ave, boston, ma 02116, usa","Geocoded"
1885,"Backstreets","(MW),(D),(S)","682-9371 4pm-2am Mon-Sat, til midnight Sun","209 E. Lemon St.","Bars","Lakeland","FL",NA,1992,"","","4/25/2023 9:32pm","209 E. Lemon St. ,  Lakeland ,  FL",-81.9558173,28.0426926,"209 e lemon st, lakeland, fl 33801, usa","Geocoded"
6110,"Boot Camp Saloon","(LV),(L)","643-6900 4pm-2am Sun-Thurs, 3pm-2:30am Fri & Sat","209 E. National Ave.","Bars","Milwaukee","WI",NA,1992,"","","4/25/2023 9:32pm","209 E. National Ave. ,  Milwaukee ,  WI",-87.909415,43.022922,"209 e national ave, milwaukee, wi 53204, usa","Geocoded"
1759,"Chris' Cabaret Showroom","(MW),(D),(S),(V)","S.E. 244-9070 8:30pm-4am","209 Ferry Rd","Bars","Ft. Walton Beach","FL",NA,1992,"","","5/18/2023 11:57am","209 Ferry Rd ,  Ft. Walton Beach ,  FL",-86.6049178,30.404348,"209 ferry rd se, fort walton beach, fl 32548, usa","Geocoded"
1635,"Splash","","544-2582 cards, gifts, clothing","210 7th St. SE","Bookstore/Retail Shops","Washington","DC",NA,1992,"","","4/25/2023 9:32pm","210 7th St. SE ,  Washington ,  DC",-76.9958297,38.8869604,"210 7th st se, washington, dc 20003, usa","Geocoded"
4163,"Empire Diner","(MX)","243-2736","210 10th Ave.","Restaurants & Cafes","Greenwich Village","NY",NA,1992,"","","4/25/2023 9:32pm","210 10th Ave. ,  Greenwich Village ,  NY",-74.0043899,40.7471225,"210 10th ave, new york, ny 10011, usa","Geocoded"
6028,"New Broadway","(D),(S),(PC)","343-2162 4pm-3am, from 1pm Sat & Sun","210 Broad St.","Bars","Charleston","WV",NA,1992,"","","4/25/2023 9:32pm","210 Broad St. ,  Charleston ,  WV",-81.6326234,38.3498195,"charleston, wv, usa","Geocoded"
3789,"Bar West","(*),(D),(H),(S),(V)","786-0878 24hrs","210 Commercial Row","Bars","Reno","NV",NA,1992,"","","4/25/2023 9:32pm","210 Commercial Row ,  Reno ,  NV",-119.8014329,39.5303244,"210 e commercial row, reno, nv 89512, usa","Geocoded"
3709,"Fantasy for Adults Only","","543-7760","210 E. Main St.","Erotica","Missoula","MT",NA,1992,"","","4/25/2023 9:32pm","210 E. Main St. ,  Missoula ,  MT",-113.9922751,46.8708819,"210 e main st, missoula, mt 59802, usa","Geocoded"
4506,"Dillingers","(MW),(D),(YC)","454-0666 8pm-2:30am","210-12th St. N.E.","Bars","Canton","OH",NA,1992,"","","4/25/2023 9:32pm","210-12th St. N.E. ,  Canton ,  OH",-81.3701464,40.8086406,"210 12th st ne, canton, oh 44704, usa","Geocoded"
4780,"Anchors","(NH),(F),(BW)","220-4001 10am-midnight Mon-Fri, from 8am Sat & Sun","211 S.W. Ankeny St.","Bars","Portland","OR",NA,1992,"","","4/25/2023 9:32pm","211 S.W. Ankeny St. ,  Portland ,  OR",-122.6725658,45.5226276,"211 sw ankeny st, portland, or 97204, usa","Geocoded"
5345,"Oil Can Harry's","(*),(D),(YC)","320-8823 2pm-2am","211 W. 4th","Bars","Austin","TX",NA,1992,"","","4/25/2023 9:32pm","211 W. 4th ,  Austin ,  TX",-97.7454473,30.2663641,"211 w 4th st, austin, tx 78701, usa","Geocoded"
4147,"Rawhide","(*),(CW),(LV)","242-9332 8am-4am","212 8th Ave.","Bars","Greenwich Village","NY",NA,1992,"","","4/25/2023 9:32pm","212 8th Ave. ,  Greenwich Village ,  NY",-73.9992961,40.7438381,"212 8th ave, new york, ny 10011, usa","Geocoded"
4331,"Two Twelve Club","(MW)","235-9771 8am-11pm Mon-Thurs, til 2am Fri & Sat, opens noon Sun","212 Colvin St.","Bars","Rochester","NY",NA,1992,"","","4/25/2023 9:32pm","212 Colvin St. ,  Rochester ,  NY",-77.6409025,43.1546705,"212 colvin st, rochester, ny 14611, usa","Geocoded"
