"title","description","streetaddress","city","state","amenityfeatures","unclear_address","Year","type","notes","full.address","lon","lat","geoAddress"
"Back Door Pub","(at L St) 202/546-5979 4pm-2am, till 3am Fri-Sat","1104 8th St SE","Washington","D.C","(M),(D),(MR-AF),(F),(S),(WC)",NA,2002,"Bars","","1104 8th St SE, Washington, D.C",-76.9946874,38.8772527,"1104 8th st se, washington, dc 20003, usa"
"Badlands","(btwn 'P' & ,Q’ Sts) 202/296-0505 9pm-2am, till 5am Fri-Sat, clsd Sun-Mon & Wed, also ‘Annex' upstairs","1415 22nd St NW","Washington","D.C","(M),(D),(K),(S),(V),(YC),(WC)",NA,2002,"Bars","","1415 22nd St NW, Washington, D.C",-77.0485758,38.9090941,"1415 22nd st nw, washington, dc 20037, usa"
"Club Chaos","(at' Q' St) 202/232-4141 5pm-2am","1603 17th St NW","Washington","D.C","(MW),(D),(MR),(F),(S),(WC)",NA,2002,"Bars","","1603 17th St NW, Washington, D.C",-77.0381965,38.9113924,"1603 17th st nw, washington, dc 20009, usa"
"DC Eagle","(btwn 6th & 7th) 202/347-6025 4pm-2am Sun-Th, till 3am Fri-Sat","639 New York Ave NW","Washington","D.C","(*),(M),(L),(WC)",NA,2002,"Bars","","639 New York Ave NW, Washington, D.C",-77.0211583,38.9034661,"639 new york ave nw, washington, dc 20001, usa"
"The Fireplace","(at 22nd St) 202/293-1293 1pm-2am, wknds till 3am","2161 P St NW","Washington","D.C","(M),(NH),(MR),(V),(WC)",NA,2002,"Bars","","2161 P St NW, Washington, D.C",-77.0485983,38.909839,"2161 p st nw, washington, dc 20037, usa"
"JR's Bar","(at Church) 202/328-0090 11:30am-2am, till 3am Fri-Sat, cruisy, hot cocktail hour","1519 17th St NW","Washington","D.C","(*),(M),(NH),(V),(YC)",NA,2002,"Bars","","1519 17th St NW, Washington, D.C",-77.0381521,38.9104801,"1519 17th st nw, washington, dc 20036, usa"
"Larry's Lounge","(at T St) 202/483-1483 5pm-2am, till 3am Fri-Sat","1840 18th St NW","Washington","D.C","(MW),(NH),(F),(WC)",NA,2002,"Bars","","1840 18th St NW, Washington, D.C",-77.0418315,38.9154324,"1840 18th st nw, washington, dc 20009, usa"
"The Lillies","(at 18th & 'R' Sts, in the ‘Carlyle Suites') 202/518-5011 5pm-2am, also restaurant, 7am- 10:30pm","1731 New Hampshire","Washington","D.C","(M),(F),(WC)",NA,2002,"Bars","","1731 New Hampshire, Washington, D.C",-77.0368707,38.9071923,"washington, dc, usa"
"Mr Henry's Capitol Hill","(at 6th St) 202/546-8412 11:30am-midnight, till 1am wknds, live jazz, also restaurant","601 Pennsylvania Ave SE","Washington","D.C","(*),(GF),(MR),(E)",NA,2002,"Bars","","601 Pennsylvania Ave SE, Washington, D.C",-76.9982594,38.8851876,"601 pennsylvania ave. se, washington, dc 20003, usa"
"Mr P's","(at 22nd) 202/293-1064 2pm-3am, till 3am wknds, very cruisy, patio, also piercing store","2147 P St NW","Washington","D.C","(M),(MR),(S),(V)",NA,2002,"Bars","","2147 P St NW, Washington, D.C",-77.0482026,38.9097936,"2147 p st nw, washington, dc 20037, usa"
"Nob Hill","(at 11th St) 202/797-1101 6pm-2am, till 3am wknds, clsd Mon-Tue, dancers","1001 Kenyon NW","Washington","D.C","(MW),(NH),(D),(MR-AF),(S)",NA,2002,"Bars","","1001 Kenyon NW, Washington, D.C",-77.0265692,38.9299579,"1001 kenyon st nw, washington, dc 20010, usa"
"Omega","(enter rear) 202/223-4917 4pm- 2am, 8pm-3am Sat","2122 P St NW","Washington","D.C","(*),(M),(MR),(K),(S),(V)",NA,2002,"Bars","","2122 P St NW, Washington, D.C",-77.0476088,38.9094067,"2122 p st nw, washington, dc 20037, usa"
"Remington's","(btwn 6th & 7th) 202/543-3113 4pm-2am, till 3am Fri-Sat","639 Pennsylvania Ave SE","Washington","D.C","(*),(M),(D),(CW),(K),(S),(V)",NA,2002,"Bars","","639 Pennsylvania Ave SE, Washington, D.C",-76.9971233,38.8847082,"639 pennsylvania ave. se, washington, dc 20003, usa"
"Windows","202/328-0100 piano bar/cabaret","1635 17th St NW","Washington","D.C","(M),(D),(E),(K),(OC)",NA,2002,"Bars","","1635 17th St NW, Washington, D.C",-77.0382375,38.9123139,"1635 17th st nw, washington, dc 20009, usa"
"Atlas","(at 'The Saint') 202/331-4422 dance parties, locations vary, call for info","1520 14th St NW","Washington","D.C","(M),(D)",NA,2002,"Nightclubs","","1520 14th St NW, Washington, D.C",-77.0321993,38.9102723,"1520 14th st nw, washington, dc 20005, usa"
"Bachelors Mill","(downstairs at 'Back Door Pub') 202/544-1931 10pm close, clsd Mon","1104 8th St SE","Washington","D.C","(*),(M),(D),(MR-AF),(S),(WC)",NA,2002,"Nightclubs","","1104 8th St SE, Washington, D.C",-76.9946874,38.8772527,"1104 8th st se, washington, dc 20003, usa"
"Chief Ike's Mambo Room","(at Ontario) 202/332-2211 6pm-2am, 4pm-3am wknds, also restaurant, Cajun","1725 Columbia Rd NW","Washington","D.C","(GF),(D),(WC)",NA,2002,"Nightclubs","","1725 Columbia Rd NW, Washington, D.C",-77.0400921,38.9246918,"1725 columbia rd nw, washington, dc 20009, usa"
"Club Diversité","btwn 'P' & 'Q' Sts) 202/234-5740 mostly African- American Sun","1526 14th St NW","Washington","D.C","(M),(D),(MR),(F),(S)",NA,2002,"Nightclubs","","1526 14th St NW, Washington, D.C",-77.0321551,38.9106831,"1526 14th st nw, washington, dc 20005, usa"
"Club One","(at 12th) 202/544-6406 Latin Fri-Sat","1129 Pennsylvania Ave SE","Washington","D.C","(MW),(D),(MR),(S)",NA,2002,"Nightclubs","","1129 Pennsylvania Ave SE, Washington, D.C",-76.9905651,38.8820715,"1129 pennsylvania ave. se, washington, dc 20003, usa"
"The Edge","(at Half St) 202/488-1200 10pm-close, 11pm-5am Fri-Sat, clsd Sun, ‘Boys Club' (MR-AF) Fri, also 'Wet' (M,F,V,WC), nude go-go boys in showers","56 L St SE","Washington","D.C","(M),(D),(MR),(F),(V),(18+),(WC)",NA,2002,"Nightclubs","","56 L St SE, Washington, D.C",-77.0066899,38.8776671,"56 l st se, washington, dc 20003, usa"
"La Cage","(at S Capitol) 202/554-3615 8pm-2am, till 3am Fri-Sat, from 6pm Sun, clsd Mon, nude go-go boys","18 O St SE","Washington","D.C","(*),(M),(S),(V)",NA,2002,"Nightclubs","","18 O St SE, Washington, D.C",-76.9689832,38.8729477,"o st se, washington, dc, usa"
"Lizard Lounge","(at The Saint') 202/331-4422 8pm-2am Sun, also restaurant","1520 14th St NW","Washington","D.C","(*),(M),(D),(F)",NA,2002,"Nightclubs","","1520 14th St NW, Washington, D.C",-77.0321993,38.9102723,"1520 14th st nw, washington, dc 20005, usa"
"Ziegfield's","(at 'O' St) 202/554-5141 8pm-3am, till 2am Th & Sun, clsd Mon- Wed","1345 Half St SE","Washington","D.C","(MW),(D),(A),(MR),(E),(WC)",NA,2002,"Nightclubs","","1345 Half St SE, Washington, D.C",-77.0074599,38.8742408,"1345 half st se, washington, dc 20003, usa"
"Cafe Luna","(at 17th) 202/387-4005 8am-11pm, from 10am wknds, till 1:30am Fri-Sat, plenty veggie","1633 P St","Washington","D.C","(*),(MW)",NA,2002,"Cafes","","1633 P St, Washington, D.C",-77.0380072,38.9097881,"1633 p st nw, washington, dc 20036, usa"
"Franklyn's Coffee House","at 'U' St) 202/319-1800 8am-8pm, patio","2000 18th St NW","Washington","D.C","(*),(BW)",NA,2002,"Cafes","","2000 18th St NW, Washington, D.C",-77.0418522,38.9171035,"2000 18th st nw, washington, dc 20009, usa"
"Jolt n' Bolt","(at Florida) 202/232-0077 6am- 12:30am, till 1:30am wknds, patio","1918 18th St NW","Washington","D.C","(*)",NA,2002,"Cafes","","1918 18th St NW, Washington, D.C",-77.0419417,38.9162214,"1918 18th st nw, washington, dc 20009, usa"
"Soho Tea & Coffee","202/463-7646 6am-4am, till 5am Fri-Sat, cybercafe & more, patio","2150 P St NW","Washington","D.C","(WC)",NA,2002,"Cafes","","2150 P St NW, Washington, D.C",-77.0485083,38.9094677,"2150 p st nw, washington, dc 20037, usa"
"Stompin' Grounds","(at 7th) 202/546-5228 7am-8pm, patio, outdoor music wknds, also poetry readings & events","666 Pennsylvania Ave SE","Washington","D.C","(WC)",NA,2002,"Cafes","","666 Pennsylvania Ave SE, Washington, D.C",-76.996395,38.885145,"666 pennsylvania ave. se, washington, dc 20003, usa"
"Xando","202/332-6364 till midnight, till 2am wknds, full bar from 4pm, make your own s'mores","1647 20th St","Washington","D.C","(*)",NA,2002,"Cafes","","1647 20th St, Washington, D.C",-77.0446985,38.9124167,"1647 20th st nw, washington, dc 20009, usa"
"17th Street Bar & Grill","(at 17th) 202/872-1126 brkfst, lunch & dinner, popular Sun brunch, patio","1516 Rhode Island Ave NW","Washington","D.C","(*)",NA,2002,"Restaurants","","1516 Rhode Island Ave NW, Washington, D.C",-77.0350743,38.9074225,"1516 rhode island ave nw, washington, dc 20005, usa"
"Annie's Paramount Steak House","(at Corcoran) 202/232-0395 11am-4am,24hrs Fri-Sat, full bar","1609 17th St NW","Washington","D.C","(*)",NA,2002,"Restaurants","","1609 17th St NW, Washington, D.C",-77.0383511,38.9116271,"1609 17th st nw, washington, dc 20009, usa"
"Armand's Chicago Pizza","(at Veazey) 202/686-9450 11:30am- 10pm, full bar","4231 Wisconsin Ave NW","Washington","D.C","",NA,2002,"Restaurants","","4231 Wisconsin Ave NW, Washington, D.C",-77.0772611,38.9441499,"4231 wisconsin ave, washington, dc 20016, usa"
"Armand's Chicago Pizza","202/547-6600","226 Massachusetts Ave NE","Washington","D.C","",NA,2002,"Restaurants","","226 Massachusetts Ave NE, Washington, D.C",-77.0024889,38.8950963,"226 massachusetts ave ne, washington, dc 20002, usa"
"Banana Cafe & Piano Bar","(at 'E' St) 202/543-5906 lunch & dinner, Puerto Rican/ Cuban, some veggie, famous margaritas","500 8th St SE","Washington","D.C","(GO)",NA,2002,"Restaurants","","500 8th St SE, Washington, D.C",-76.9947048,38.8825789,"500 8th st se, washington, dc 20003, usa"
"Cafe Berlin","(btwn 3rd & 4th) 202/543-7656 lunch & dinner, dinner only Sun, German","322 Massachusetts Ave NE","Washington","D.C","(WC)",NA,2002,"Restaurants","","322 Massachusetts Ave NE, Washington, D.C",-77.0009776,38.8944316,"322 massachusetts ave ne, washington, dc 20002, usa"
"Cafe Japoné","(at 21st) 202/223-1573 6pm- 2am, Japanese, full bar, live jazz","2032 P St NW","Washington","D.C","(*),(MR-A),(K)",NA,2002,"Restaurants","","2032 P St NW, Washington, D.C",-77.0462663,38.9095534,"2032 p st nw, washington, dc 20036, usa"
"Dupont Italian Kitchen & Bar","(at 'R' St) 202/328-3222, 202/328-0100 11am-midnight, bar from 4pm","1637 17th St NW","Washington","D.C","",NA,2002,"Restaurants","","1637 17th St NW, Washington, D.C",-77.0382718,38.9124182,"1637 17th st nw, washington, dc 20009, usa"
"Fio's","(at the 'Woodner') 202/667-3040 clsd Mon, dinner, Italian","3636 16th St NW","Washington","D.C","",NA,2002,"Restaurants","","3636 16th St NW, Washington, D.C",-77.0376818,38.9361425,"3636 16th st nw, washington, dc 20010, usa"
"Food for Thought","(at the 'Black Cat') 202/797-1095 7 pm -11 pm Mon-Sat, plenty veggie, indie/punk music shows","1831 14th St NW","Washington","D.C","",NA,2002,"Restaurants","","1831 14th St NW, Washington, D.C",-77.0317255,38.9150606,"1831 14th st nw, washington, dc 20009, usa"
"Gabriel","(at 21st) 202/956-6690 10:30am-10pm, Mediterranean/ Latin, full bar","2121 P St NW","Washington","D.C","(WC)",NA,2002,"Restaurants","","2121 P St NW, Washington, D.C",-77.0475686,38.9098823,"2121 p st nw, washington, dc 20037, usa"
"Guapo's","(at Albemale) 202/686-3588 lunch & dinner, Mexican, full bar","4515 Wisconsin Ave NW","Washington","D.C","(WC)",NA,2002,"Restaurants","","4515 Wisconsin Ave NW, Washington, D.C",-77.0795723,38.948435,"4515 wisconsin ave, washington, dc 20016, usa"
"Il Radicchio","(btwn P & Q) 202/986-2627 lunch & dinner, Italian","1509 17th St NW","Washington","D.C","(*)",NA,2002,"Restaurants","","1509 17th St NW, Washington, D.C",-77.0381294,38.9101153,"1509 17th st nw, washington, dc 20036, usa"
"The Islander","(at 12th) 202/234-4955 lunch & dinner, Caribbean, full bar","1201 U St","Washington","D.C","",NA,2002,"Restaurants","","1201 U St, Washington, D.C",-77.0282812,38.9171785,"1201 u st nw, washington, dc 20009, usa"
"Jaleo","(at 'E' St) 202/628-7949 lunch & dinner, tapas, full bar","480 7th St NW","Washington","D.C","(WC)",NA,2002,"Restaurants","","480 7th St NW, Washington, D.C",-77.0222721,38.8959259,"480 7th st nw, washington, dc 20004, usa"
"La Frontera Cantina","(btwn 'R' & 'Q') 202/232-0437 11am-11 pm, till lam Fri-Sat, Tex-Mex","1633 17th St NW","Washington","D.C","",NA,2002,"Restaurants","","1633 17th St NW, Washington, D.C",-77.0382924,38.912286,"1633 17th st nw, washington, dc 20009, usa"
"Lauriol Plaza","(at ’S') 202/387-0035 lunch & dinner, Latin American","1835 18th St NW","Washington","D.C","",NA,2002,"Restaurants","","1835 18th St NW, Washington, D.C",-77.0414002,38.9152679,"1835 18th st nw, washington, dc 20009, usa"
"Mediterreanean Blue","(at T ) 202/483-2583 dinner, wknd brunch, Middle Eastern","1910 18th St NW","Washington","D.C","(MW)",NA,2002,"Restaurants","","1910 18th St NW, Washington, D.C",-77.041968,38.9160314,"1910 18th st nw, washington, dc 20009, usa"
"Mercury Grill","202/667-5937 dinner, Sun brunch, bar","1602 17th St NW","Washington","D.C","(GO)",NA,2002,"Restaurants","","1602 17th St NW, Washington, D.C",-77.0387458,38.9113313,"1602 17th st nw, washington, dc 20009, usa"
"Occidental Grill","(btwn 14th & 15th) 202/783-1475 lunch & dinner, political player hangout","1475 Pennsylvania Ave NW","Washington","D.C","",NA,2002,"Restaurants","","1475 Pennsylvania Ave NW, Washington, D.C",-77.0328649,38.8967233,"1475 pennsylvania avenue nw, washington, dc 20004, usa"
"Pearl","(at Kalorama) 202/328-0846 dinner only, upstairs lounge open wknds","2228 18th St NW","Washington","D.C","(GO)",NA,2002,"Restaurants","","2228 18th St NW, Washington, D.C",-77.0418404,38.9195414,"2228 18th st nw, washington, dc 20009, usa"
"Pepper's","(btwn P & Q) 202/328-8193 11:30am-2am, int'l, full bar","1527 17th St NW","Washington","D.C","(*),(WC)",NA,2002,"Restaurants","","1527 17th St NW, Washington, D.C",-77.0381409,38.9106493,"1527 17th st nw, washington, dc 20036, usa"
"Perry's","(at 18th) 202/234-6218 5:30pm-11:30pm, popular drag Sun brunch, fusion, full bar","1811 Columbia Rd NW","Washington","D.C","",NA,2002,"Restaurants","","1811 Columbia Rd NW, Washington, D.C",-77.043565,38.922119,"1811 columbia rd nw, washington, dc 20009, usa"
"Red Sea","202/483-5000 lunch & dinner, Ethiopian, plenty veggie","2463 18th St NW","Washington","D.C","",NA,2002,"Restaurants","","2463 18th St NW, Washington, D.C",-77.0421649,38.9220908,"2463 18th st nw, washington, dc 20009, usa"
"Rocklands","(at Calvert) 202/333-2558 lunch a dinner, bbq & take-out","2418 Wisconsin Ave NW","Washington","D.C","",NA,2002,"Restaurants","","2418 Wisconsin Ave NW, Washington, D.C",-77.0725794,38.9215099,"2418 wisconsin ave nw, washington, dc 20007, usa"
"Roxanne","(at Belmont) 0202/462-8330 lunch wknds, dinner nightly, Tex/Mex, full bar, also 'Peyote Cafe'","2319 18th St NW","Washington","D.C","",NA,2002,"Restaurants","","2319 18th St NW, Washington, D.C",-77.0416613,38.920196,"2319 18th st nw, washington, dc 20009, usa"
"Sala Thai","(at 21st) 202/872-1144 lunch & dinner","2016 P St NW","Washington","D.C","",NA,2002,"Restaurants","","2016 P St NW, Washington, D.C",-77.0456201,38.909479,"2016 p st nw, washington, dc 20036, usa"
"Sheridan's","0202/546-6955 dinner only, clsd Mon-Tue, steakhouse, saloon & dance hall","713 8th St SE","Washington","D.C","(MW),(D),(CW),(HPC),(S),(GO)",NA,2002,"Restaurants","","713 8th St SE, Washington, D.C",-76.9953397,38.8807721,"713 8th st se, washington, dc 20003, usa"
"Skewers","(at 17th) 202/387-7400 11:30am-11pm, Middle Eastern, full bar","1633 P St NW","Washington","D.C","(*)",NA,2002,"Restaurants","","1633 P St NW, Washington, D.C",-77.0380072,38.9097881,"1633 p st nw, washington, dc 20036, usa"
"Soul Vegetarian","202/328-7685 11am-9pm, till 3pm Sun (brunch), all-vegan menu","2606 Georgia Ave NW","Washington","D.C","",NA,2002,"Restaurants","","2606 Georgia Ave NW, Washington, D.C",-77.0227288,38.9244272,"2606 georgia ave nw, washington, dc 20001, usa"
"Trio","202/232-6305 7:30am-midnight, full bar","1537 17th St NW","Washington","D.C","",NA,2002,"Restaurants","","1537 17th St NW, Washington, D.C",-77.0382311,38.9109001,"1537 17th st nw, washington, dc 20036, usa"
"Trocadero Cafe","(in 'Hotel Sofitel') 202/797-2000 lunch & dinner, French, intimate","1914 Connecticut Ave","Washington","D.C","(WC)",NA,2002,"Restaurants","","1914 Connecticut Ave, Washington, D.C",-77.0470466,38.9163855,"1914 connecticut ave nw, washington, dc 20009, usa"
"Two Quail","202/543-8030 lunch Mon- Fri, dinner nightly, brunch Sun, full bar","320 Massachusetts Ave NE","Washington","D.C","(*),(GO)",NA,2002,"Restaurants","","320 Massachusetts Ave NE, Washington, D.C",-77.0009586,38.8944851,"320 massachusetts ave ne, washington, dc 20002, usa"
"Phillips Collection","(at 'Q' St) 202/387-0961 clsd Mon, America's oldest museum of modern art, nr Dupont Circle","1612 21st St NW","Washington","D.C","",NA,2002,"Entertainment & Recreation","","1612 21st St NW, Washington, D.C",-77.0469348,38.911768,"1612 21st st nw, washington, dc 20009, usa"
"ADC Map & Travel Center","(at 17th St) 2-2/628-2608, 800/544-2659 9am-5:30pm, till 6:30pm Wed-Th, 10am-4pm Sat, clsd Sun, many maps & travel guides","1636 I St NW","Washington","D.C","",NA,2002,"Bookstores","","1636 I St NW, Washington, D.C",-77.0391039,38.9011409,"1636 i st nw, washington, dc 20006, usa"
"Kramer Books & Afterwords","(at 'Q') 202/387-1400 7:30am- 1am, 24hrs wknds, also cafe","1517 Connecticut Ave NW","Washington","D.C","(WC)",NA,2002,"Bookstores","","1517 Connecticut Ave NW, Washington, D.C",-77.043757,38.910817,"1517 connecticut ave nw, washington, dc 20036, usa"
"Lambda Rising","(btwn 'Q' & 'R' Sts) 202/462-6969 9am- 10pm Mon-Th, till midnight Fri-Sun, Igbt","1625 Connecticut Ave NW","Washington","D.C","(WC)",NA,2002,"Bookstores","","1625 Connecticut Ave NW, Washington, D.C",-77.0443592,38.9119807,"1625 connecticut ave nw, washington, dc 20009, usa"
"Leather Rack","(btwn R & S Sts) 202/797-7401","1723 Connecticut Ave NW","Washington","D.C","",NA,2002,"Retail Shops","","1723 Connecticut Ave NW, Washington, D.C",-77.0453104,38.913353,"1723 connecticut ave nw, washington, dc 20009, usa"
"Pleasure Place","(at 'M' St) 202/333-8570 10am-midnight, till 10pm Mon-Tue, noon-7pm Sun, leather, latex, shoes & more","1063 Wisconsin Ave NW","Georgetown","D.C","(WC)",NA,2002,"Retail Shops","Listed under ""Washington DC"".","1063 Wisconsin Ave NW, Georgetown, D.C",-77.0624625,38.9044009,"1063 wisconsin ave nw, washington, dc 20007, usa"
"Universal Gear","(at 'Q') 202/319-1157 11am- 10pm Sun-Th, till midnight Fri-Sat, casual, club, athletic & designer clothing","1601 17th St NW","Washington","D.C","",NA,2002,"Retail Shops","","1601 17th St NW, Washington, D.C",-77.0382468,38.9113545,"1601 17th st nw, washington, dc 20009, usa"
"Results-The Gym","(at 17th St) 202/518-0001 also cafe","1612 U St NW","Washington","D.C","(GF)",NA,2002,"Gyms & Health Clubs","","1612 U St NW, Washington, D.C",-77.0376011,38.9167676,"1612 u st nw, washington, dc 20009, usa"
"Washington Sports Club","(at Columbia & Florida) 202/332-0100 clsd Sun","1835 Connecticut Ave NW","Washington","D.C","(GF)",NA,2002,"Gyms & Health Clubs","","1835 Connecticut Ave NW, Washington, D.C",-77.045742,38.9150832,"1835 connecticut ave nw, washington, dc 20009, usa"
"Club Washington","(at S Capitol, upstairs) 202/488-7317","20 O St SE","Washington","D.C","(PC),(AYOR)",NA,2002,"Men's Clubs","","20 O St SE, Washington, D.C",-77.0084185,38.8731042,"20 o st se, washington, dc 20003, usa"
"Crew Club","(at Rhode Island) 202/319-1333 24hrs","1321 14th St NW","Washington","D.C","",NA,2002,"Men's Clubs","","1321 14th St NW, Washington, D.C",-77.0317555,38.9079058,"1321 14th st nw, washington, dc 20005, usa"
"GHC (The Gloryhole)","(at S Capitol & Half, downstairs) 202/863-2770","24 O St SE","Washington","D.C","",NA,2002,"Men's Clubs","","24 O St SE, Washington, D.C",-77.0080681,38.8731895,"24 o st se, washington, dc 20003, usa"
